record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1103318732","-138833328","1992054144","0.52","12.799999999999955","0.915","64","0","14","12.799999999999955","0.915",
"1103318733","-138833280","1992054272","0.98","12.799999999999955","1.258","76","0","19","12.799999999999955","1.258",
"1103318734","-138833152","1992054272","2.57","12.799999999999955","1.894","110","0","1","12.799999999999955","1.894",
"1103318735","-138832976","1992054528","4.79","12.799999999999955","2.517","114","0","1","12.799999999999955","2.517",
"1103318736","-138832784","1992054656","7.58","12.799999999999955","3.055","141","72","49","12.799999999999955","3.055",
"1103318737","-138832576","1992055040","10.89","12.799999999999955","3.543","132","72","49","12.799999999999955","3.543",
"1103318738","-138832320","1992055424","14.64","12.799999999999955","3.918","110","72","61","12.799999999999955","3.918",
"1103318739","-138832048","1992055808","18.71","12.799999999999955","4.213","112","77","65","12.799999999999955","4.213",
"1103318740","-138831744","1992056192","23.05","12.799999999999955","4.458","93","78","66","12.799999999999955","4.458",
"1103318741","-138831408","1992056576","27.62","12.799999999999955","4.661","100","80","67","12.799999999999955","4.661",
"1103318742","-138831040","1992056832","32.38","12.799999999999955","4.866","112","80","67","12.799999999999955","4.866",
"1103318743","-138830656","1992057216","37.35","12.799999999999955","5.061","102","82","73","12.799999999999955","5.061",
"1103318744","-138830240","1992057600","42.5","12.799999999999955","5.221","105","82","78","12.799999999999955","5.221",
"1103318745","-138829776","1992057984","47.79","12.799999999999955","5.368","98","81","79","12.799999999999955","5.368",
"1103318746","-138829296","1992058112","53.23","12.799999999999955","5.531","81","81","79","12.799999999999955","5.531",
"1103318747","-138828752","1992058496","58.89","12.799999999999955","5.764","85","81","80","12.799999999999955","5.764",
"1103318748","-138828160","1992058752","64.74","12.799999999999955","5.933","91","82","80","12.799999999999955","5.933",
