record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1098487261","567665583","-628907944","5.31","5.458","47.799999999999955","67","21","67",,,
"1098487262","567665891","-628907247","10.57","5.328","47.60000000000002","67","21","67",,,
"1098487263","567666211","-628906495","16.16","5.654","47.39999999999998","66","21","66",,,
"1098487264","567666539","-628905722","21.94","5.888","47.39999999999998","67","21","67",,,
"1098487265","567666878","-628904943","27.78","6.056","47.200000000000045","67","21","67","14.17",,
"1098487266","567667246","-628904157","33.81","6.13","47.200000000000045","68","21","68","14.17",,
"1098487267","567667634","-628903357","39.96","6.242","47.200000000000045","69","21","69","14.17",,
"1098487268","567668051","-628902536","46.45","6.392","47.200000000000045","70","21","70","14.17",,
"1098487269","567668456","-628901651","53.21","6.513","47.200000000000045","73","21","73","14.17",,
"1098487270","567668878","-628900805","59.91","6.597","47.200000000000045","75","21","75","14.76",,
"1098487271","567669307","-628900009","66.3","6.597","47.200000000000045","78","20","78","14.76",,
"1098487272","567669741","-628899210","72.78","6.55","47.39999999999998","80","20","80","14.76",,
"1098487273","567670163","-628898407","79.16","6.494","47.39999999999998","81","20","81","14.76",,
"1098487274","567670617","-628897627","85.55","6.513","47.39999999999998","84","20","84","14.76",,
"1098487275","567671111","-628896828","92.32","6.578","47.39999999999998","85","20","85","14.76",,
"1098487276","567671602","-628895997","99.36","6.559","47.60000000000002","87","20","87","14.96",,
"1098487277","567672082","-628895253","105.81","6.41","47.60000000000002","87","20","87","14.96",,
"1098487278","567672566","-628894538","112.1","6.28","47.799999999999955","88","20","88","14.96",,
"1098487279","567672974","-628893714","118.31","6.28","47.799999999999955","88","20","88","14.96",,
"1098487280","567673036","-628892648","124.8","6.345","47.799999999999955","88","20","88","15.09",,
"1098487281","567672662","-628891644","131.9","6.839","47.799999999999955","88","20","88","15.09",,
"1098487282","567672062","-628890925","138.78","7.269","47.799999999999955","88","20","88","15.09",,
"1098487283","567671352","-628890181","146.87","7.679","47.799999999999955","88","20","88","15.09",,
"1098487284","567670614","-628889409","155.29","7.978","47.799999999999955","88","20","88","15.09",,
"1098487285","567669878","-628888574","164.07","8.248","47.60000000000002","88","20","88","15.09",,
"1098487286","567669137","-628887780","172.71","8.407","47.39999999999998","88","20","88","15.09",,
"1098487287","567668385","-628887015","181.31","8.584","47.200000000000045","88","20","88","14.78",,
"1098487288","567667608","-628886296","189.83","8.827","46.799999999999955","88","20","88","14.78",,
"1098487289","567666786","-628885599","198.63","9.107","46.0","89","20","89","14.78",,
"1098487290","567665931","-628884927","207.66","9.228","45.799999999999955","90","20","90","14.78",,
