record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,
"1094125630","580352533","-641328556","0.0","8.062","18.799999999999955","27","0",
"1094125631","580353181","-641327741","7.89","8.276","18.799999999999955","27","1",
"1094125632","580353864","-641326843","16.37","8.5","18.799999999999955","27","1",
"1094125633","580354556","-641325953","24.93","8.566","18.799999999999955","27","1",
"1094125634","580355216","-641325027","33.17","8.547","18.799999999999955","27","1",
"1094125635","580355886","-641324076","41.68","8.575","18.799999999999955","27","1",
"1094125636","580356586","-641323134","50.38","8.659","18.799999999999955","27","1",
"1094125637","580357284","-641322199","59.13","8.65","18.799999999999955","27","1",
"1094125638","580357958","-641321256","67.61","8.528","18.600000000000023","27","1",
"1094125639","580358631","-641320289","76.35","8.323","18.600000000000023","27","1",
"1094125640","580359274","-641319335","84.68","8.202","18.600000000000023","27","1",
"1094125641","580359935","-641318378","93.24","8.202","18.399999999999977","27","1",
"1094125642","580360590","-641317460","101.61","8.136","18.399999999999977","27","1",
"1094125643","580361203","-641316512","109.93","7.922","18.399999999999977","27","1",
"1094125644","580361768","-641315652","117.3","7.558","18.399999999999977","27","1",
"1094125645","580362316","-641314841","124.54","7.045","18.399999999999977","27","1",
"1094125646","580362812","-641314112","130.96","6.41","18.600000000000023","27","1",
"1094125647","580363273","-641313416","137.17","5.962","18.799999999999955","27","1",
"1094125648","580363692","-641312755","142.84","5.729","19.0","27","1",
"1094125649","580364092","-641312110","148.28","5.664","19.399999999999977","27","1",
"1094125650","580364498","-641311481","153.7","5.626","19.600000000000023","27","1",
"1094125651","580364895","-641310828","159.13","5.682","20.200000000000045","27","1",
"1094125652","580365281","-641310153","164.61","5.673","20.399999999999977","27","1",
"1094125653","580365704","-641309494","170.38","5.766","20.799999999999955","27","1",
"1094125654","580366103","-641308813","176.02","5.832","21.0","27","1",
"1094125655","580366508","-641308129","181.66","5.916","21.200000000000045","27","1",
"1094125656","580366945","-641307461","187.35","6.056","21.600000000000023","27","1",
"1094125657","580367398","-641306739","193.45","6.168","21.799999999999955","27","1",
"1094125658","580367850","-641306012","199.59","6.233","21.799999999999955","27","1",
"1094125659","580368312","-641305248","206.01","6.317","21.799999999999955","27","1",
"1094125660","580368783","-641304471","212.42","6.476","21.799999999999955","27","1",
"1094125661","580369285","-641303663","219.4","6.681","22.0","27","1",
"1094125662","580369796","-641302875","226.21","6.961","21.799999999999955","27","1",
"1094125663","580370329","-641302053","233.26","7.306","21.799999999999955","27","1",
"1094125664","580370885","-641301093","241.14","7.856","21.799999999999955","27","1",
