record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089810908","0.0","223.60000000000002","24","0",,,,,,,
"1089810909","0.0","223.60000000000002","24","1","546540176","-950844437","1.372",,,,
"1089810910","5.39","223.60000000000002","24","1","546539965","-950843517","1.493",,,,
"1089810911","15.77","223.20000000000005","24","1","546539997","-950842051","1.652",,,,
"1089810912","16.97","223.20000000000005","24","1","546539995","-950841621","1.484",,,,
"1089810913","22.08","223.39999999999998","24","1","546539935","-950840447","1.68",,,,
"1089810914","24.59","223.60000000000002","24","1","546539834","-950839720","1.241",,,,
"1089810915","29.86","223.79999999999995","24","1","546539680","-950839069","1.418",,,,
"1089810916","34.41","223.79999999999995","24","1","546539531","-950838502","1.474",,,,
"1089810917","37.94","223.79999999999995","24","1","546539380","-950838078","1.512",,,,
"1089810918","40.89","223.79999999999995","24","1","546539268","-950837760","1.157",,,,
"1089810919","43.97","224.20000000000005","24","1","546539189","-950837390","1.437",,,,
"1089810920","46.7","224.39999999999998","24","1","546539063","-950837109","1.353",,,,
"1089810921","49.64","224.39999999999998","24","1","546538901","-950836750","1.764",,,,
"1089810922","52.01","224.60000000000002","24","1","546538783","-950836403","1.903",,,,
"1089810923","54.67","224.79999999999995","24","1","546538641","-950836061","1.931",,,,
"1089810924","57.49","225.0","24","1","546538482","-950835719","2.053",,,,
"1089810925","60.02","225.20000000000005","24","1","546538313","-950835389","2.127",,,,
"1089810926","62.99","225.20000000000005","24","1","546538141","-950835037","2.146",,,,
"1089810927","66.42","225.20000000000005","24","1","546538048","-950834538","2.762",,,,
"1089810928","69.28","225.20000000000005","24","1","546537977","-950834168","2.473",,,,
"1089810929","72.16","225.20000000000005","24","1","546537961","-950833712","2.753",,,,
"1089810930","74.81","225.39999999999998","24","1","546538037","-950833296","2.865",,,,
"1089810931","77.52","225.39999999999998","24","1","546538104","-950832837","3.172",,,,
"1089810932","80.09","225.60000000000002","24","1","546538196","-950832439","3.163",,,,
"1089810933","82.89","225.60000000000002","24","1","546538238","-950831950","3.322",,,,
"1089810934","85.88","225.60000000000002","24","1","546538295","-950831448","3.452",,,,
"1089810935","88.66","225.60000000000002","24","1","546538342","-950831011","3.172",,,,
"1089810936","91.55","225.60000000000002","24","1","546538436","-950830539","3.191",,,,
"1089810937","94.76","225.60000000000002","24","1","546538534","-950830010","3.49",,,,
"1089810938","98.08","225.60000000000002","24","1","546538554","-950829458","3.359",,,,
"1089810939","101.9","225.79999999999995","24","1","546538606","-950828806","3.77",,,,
"1089810940","105.49","225.79999999999995","24","1","546538706","-950828218","3.751",,,,
"1089810941","109.3","225.79999999999995","24","1","546538894","-950827615","4.031",,,,
"1089810942","113.25","225.79999999999995","24","1","546539037","-950826968","4.161",,,,
"1089810943","117.26","226.0","24","1","546539185","-950826380","3.966",,,,
"1089810944","121.13","226.0","24","1","546539306","-950825802","3.658",,,,
"1089810945","124.65","226.0","24","1","546539444","-950825276","3.35",,,,
"1089810946","128.24","226.20000000000005","23","1","546539551","-950824700","3.331",,,,
"1089810947","131.75","226.20000000000005","24","1","546539650","-950824179","3.051",,,,
"1089810948","134.99","226.39999999999998","24","1","546539785","-950823709","2.79",,,,
"1089810949","138.31","226.60000000000002","23","1","546539989","-950823209","3.135",,,,
"1089810950","141.3","226.60000000000002","24","1","546540153","-950822790","2.818",,,,
"1089810951","144.36","226.79999999999995","24","1","546540390","-950822408","2.809",,,,
"1089810952","147.15","227.20000000000005","24","1","546540632","-950822030","2.846",,,,
"1089810953","150.17","227.60000000000002","24","1","546540861","-950821650","2.799",,,,
"1089810954","153.15","227.79999999999995","24","1","546541051","-950821203","2.93",,,,
"1089810955","156.25","228.20000000000005","24","1","546541264","-950820777","2.976",,,,
"1089810956","159.54","228.60000000000002","24","1","546541500","-950820342","3.032",,,,
"1089810957","163.27","228.79999999999995","24","1","546541769","-950819819","3.499",,,,
"1089810958","167.27","229.0","24","1","546542033","-950819328","3.518",,,,
"1089810959","171.74","229.20000000000005","24","1","546542301","-950818797","3.658",,,,
"1089810960","176.43","229.60000000000002","24","1","546542601","-950818254","3.956",,,,
"1089810961","181.18","229.79999999999995","24","1","546542901","-950817704","4.143",,,,
"1089810962","186.33","230.0","24","1","546543230","-950817146","4.423",,,,
"1089810963","191.42","230.0","24","1","546543525","-950816619","4.367",,,,
"1089810964","196.3","230.20000000000005","24","1","546543815","-950816118","4.217",,,,
"1089810965","201.11","230.20000000000005","24","1","546544083","-950815523","4.367",,,,
"1089810966","206.03","230.20000000000005","24","1","546544346","-950814875","4.544",,,,
"1089810967","211.55","230.20000000000005","24","1","546544658","-950814055","5.207",,,,
"1089810968","218.36","230.0","24","1","546544979","-950813108","6.186",,,,
"1089810969","225.35","230.0","24","1","546545221","-950812033","6.774",,,,
"1089810970","233.26","229.79999999999995","24","1","546545390","-950810864","7.334",,,,
"1089810971","241.57","229.60000000000002","24","1","546545432","-950809568","7.716",,,,
"1089810972","250.29","229.20000000000005","24","1","546545474","-950808173","8.304",,,,
"1089810973","260.15","228.79999999999995","24","1","546545596","-950806569","9.387",,,,
"1089810974","270.72","228.0","24","1","546545821","-950804944","10.077",,,,
"1089810975","281.31","227.60000000000002","24","1","546546298","-950803438","10.208",,,,
"1089810976","291.95","227.39999999999998","24","1","546546903","-950801940","10.301",,,,
"1089810977","302.87","226.79999999999995","24","1","546547614","-950800422","10.684",,,,
"1089810978","314.3","225.79999999999995","24","1","546548459","-950798895","11.346",,,,
"1089810979","325.39","225.20000000000005","24","1","546549318","-950797403","11.421",,,,
"1089810980","337.35","224.60000000000002","24","1","546550168","-950795873","11.383",,,,
"1089810981","350.19","224.0","24","1","546551031","-950794389","11.141",,,,
"1089810982","361.72","223.39999999999998","24","1","546551788","-950793042","10.73",,,,
"1089810983","374.34","223.0","24","1","546552648","-950791681","10.478",,,,
"1089810984","385.68","222.60000000000002","24","1","546553390","-950790330","10.45",,,,
"1089810985","396.25","222.39999999999998","24","1","546554149","-950789105","9.975",,,,
"1089810986","407.43","222.20000000000005","24","1","546555009","-950787921","9.76",,,,
"1089810987","418.5","222.0","24","1","546555883","-950786871","9.424",,,,
"1089810988","429.1","221.79999999999995","24","1","546556879","-950785987","9.415",,,,
"1089810989","439.77","221.60000000000002","24","1","546557737","-950784999","9.079",,,,
"1089810990","449.78","221.39999999999998","24","1","546558567","-950784148","8.323",,,,
"1089810991","459.49","221.39999999999998","24","1","546559462","-950783483","7.866",,,,
"1089810992","468.71","221.39999999999998","24","1","546560288","-950782877","7.427",,,,
"1089810993","477.56","221.39999999999998","24","1","546561074","-950782290","7.138",,,,
"1089810994","485.83","221.39999999999998","24","1","546561812","-950781697","7.157",,,,
"1089810995","494.33","221.39999999999998","24","1","546562531","-950781021","7.306",,,,
"1089810996","502.72","221.39999999999998","24","1","546563242","-950780268","7.782",,,,
"1089810997","511.32","221.60000000000002","24","1","546563973","-950779536","7.95",,,,
"1089810998","519.53","221.60000000000002","24","1","546564631","-950778818","7.735",,,,
"1089810999","527.38","221.60000000000002","24","1","546565265","-950778084","7.66",,,,
"1089811000","534.97","221.39999999999998","24","1","546565923","-950777363","7.828",,,,
"1089811001","542.81","221.20000000000005","24","1","546566640","-950776602","8.248",,,,
"1089811002","550.6","221.20000000000005","24","1","546567412","-950775954","7.987",,,,
"1089811003","558.95","221.0","24","1","546568124","-950775212","7.577",,,,
"1089811004","566.52","221.0","24","1","546568785","-950774523","7.063",,,,
"1089811005","574.48","220.79999999999995","24","1","546569374","-950773621","7.241",,,,
"1089811006","582.52","220.79999999999995","24","1","546569890","-950772533","7.567",,,,
"1089811007","590.98","220.79999999999995","24","1","546570362","-950771466","7.66",,,,
"1089811008","598.94","220.79999999999995","24","1","546570637","-950770330","7.25",,,,
"1089811009","606.97","220.60000000000002","24","1","546570847","-950769089","7.502",,,,
"1089811010","615.21","220.60000000000002","24","1","546571089","-950767868","7.791",,,,
"1089811011","623.2","220.60000000000002","24","1","546571212","-950766625","7.856",,,,
"1089811012","631.15","220.39999999999998","24","1","546571436","-950765504","7.586",,,,
"1089811013","638.55","220.39999999999998","24","1","546571688","-950764470","7.119",,,,
"1089811014","645.18","220.39999999999998","24","1","546571852","-950763534","6.429",,,,
"1089811015","651.54","220.39999999999998","24","1","546572058","-950762732","5.729",,,,
"1089811016","657.09","220.60000000000002","24","1","546572215","-950762022","5.076",,,,
"1089811017","661.98","220.60000000000002","24","1","546572391","-950761363","4.749",,,,
"1089811018","666.82","220.79999999999995","24","1","546572587","-950760642","5.048",,,,
"1089811019","672.06","221.0","24","1","546572841","-950759977","5.16",,,,
"1089811020","676.92","221.20000000000005","24","1","546573119","-950759354","5.225",,,,
"1089811021","681.85","221.39999999999998","24","1","546573366","-950758765","4.964",,,,
"1089811022","686.36","221.60000000000002","24","1","546573624","-950758232","4.759",,,,
"1089811023","690.49","221.79999999999995","24","1","546573836","-950757697","4.367",,,,
"1089811024","694.57","222.0","24","1","546574066","-950757115","4.479",,,,
"1089811025","698.78","222.0","24","1","546574286","-950756454","4.833",,,,
"1089811026","703.3","222.20000000000005","24","1","546574560","-950755833","4.899",,,,
"1089811027","708.18","222.20000000000005","24","1","546574844","-950755143","5.095",,,,
"1089811028","714.0","222.39999999999998","24","1","546575170","-950754307","5.654",,,,
"1089811029","719.97","222.60000000000002","24","1","546575515","-950753400","6.317",,,,
"1089811030","726.67","222.60000000000002","24","1","546575897","-950752429","6.83",,,,
"1089811031","733.84","222.60000000000002","24","1","546576290","-950751401","7.166",,,,
"1089811032","741.15","222.60000000000002","24","1","546576698","-950750378","7.25",,,,
"1089811033","748.54","222.60000000000002","24","1","546577011","-950749285","7.194",,,,
"1089811034","756.56","222.39999999999998","24","1","546577271","-950748108","7.259",,,,
"1089811035","764.05","222.39999999999998","24","1","546577467","-950746962","7.045",,,,
"1089811036","771.74","222.20000000000005","24","1","546577607","-950745758","7.175",,,,
"1089811037","778.86","222.20000000000005","24","1","546577795","-950744699","6.606",,,,
"1089811038","786.02","222.20000000000005","24","1","546577977","-950743599","6.578",,,,
"1089811039","792.91","222.20000000000005","24","1","546578140","-950742543","6.242",,,,
"1089811040","799.61","222.39999999999998","24","1","546578226","-950741447","6.205",,,,
"1089811041","806.74","222.39999999999998","24","1","546578376","-950740302","6.569",,,,
"1089811042","813.61","222.39999999999998","24","1","546578489","-950739263","6.205",,,,
"1089811043","820.49","222.60000000000002","24","1","546578602","-950738221","6.046",,,,
"1089811044","827.21","222.60000000000002","24","1","546578675","-950737219","5.813",,,,
"1089811045","833.38","222.79999999999995","24","1","546578706","-950736276","5.477",,,,
"1089811046","839.21","222.79999999999995","24","1","546578628","-950735379","5.225",,,,
"1089811047","844.72","222.79999999999995","24","1","546578636","-950734558","4.815",,,,
"1089811048","849.98","223.0","24","1","546578721","-950733763","4.572",,,,
"1089811049","855.12","223.20000000000005","24","1","546578775","-950733023","4.087",,,,
"1089811050","860.25","223.39999999999998","24","1","546578965","-950732277","4.087",,,,
"1089811051","865.27","223.79999999999995","24","1","546579133","-950731552","3.91",,,,
"1089811052","870.44","224.0","24","1","546579290","-950730720","4.404",,,,
"1089811053","875.97","224.39999999999998","24","1","546579529","-950729934","4.525",,,,
"1089811054","881.86","224.60000000000002","24","1","546579801","-950729089","4.927",,,,
"1089811055","887.92","224.60000000000002","24","1","546580063","-950728226","5.197",,,,
"1089811056","893.34","224.60000000000002","24","1","546580316","-950727368","5.179",,,,
"1089811057","899.1","224.60000000000002","24","1","546580553","-950726489","5.197",,,,
"1089811058","905.47","224.79999999999995","24","1","546580924","-950725533","5.738",,,,
"1089811059","911.99","224.79999999999995","24","1","546581227","-950724708","5.542",,,,
"1089811060","918.54","224.79999999999995","24","1","546581611","-950723810","5.673",,,,
"1089811061","924.72","224.60000000000002","24","1","546581926","-950722966","5.664",,,,
"1089811062","931.65","224.60000000000002","24","1","546582348","-950722013","5.496",,,,
"1089811063","939.38","224.60000000000002","24","1","546582727","-950721179","4.712",,,,
"1089811064","946.14","224.39999999999998","24","1","546583122","-950720443","4.432",,,,
"1089811065","951.61","224.20000000000005","24","1","546583410","-950719840","3.602",,,,
"1089811066","956.29","223.79999999999995","24","1","546583664","-950719376","2.603",,,,
"1089811067","959.03","223.39999999999998","24","1","546583801","-950719017","1.689",,,,
"1089811068","961.79","223.20000000000005","24","1","546583901","-950718781","0.69",,,,
"1089811069","962.08","222.79999999999995","24","1","546583971","-950718783","0.205",,,,
"1089811070","963.39","222.60000000000002","24","0","546583752","-950718806","0.327",,,,
"1089811167","963.39","221.79999999999995","24","75","546583299","-950717628","2.603","75",,,
"1089811168","966.63","221.79999999999995","24","74","546583455","-950717134","3.508","74",,,
"1089811169","970.78","221.79999999999995","24","74","546583725","-950716529","4.497","74",,,
"1089811170","976.45","221.60000000000002","24","75","546584087","-950715791","5.402","75",,,
"1089811171","982.34","221.60000000000002","24","75","546584550","-950715031","6.149","75",,,
"1089811172","989.63","221.60000000000002","24","76","546585076","-950714230","6.578","76",,,
"1089811173","997.14","221.39999999999998","24","78","546585646","-950713467","6.662","78","17.58",,
"1089811174","1004.73","221.39999999999998","24","79","546586262","-950712691","7.045","79","17.58",,
"1089811175","1012.94","221.20000000000005","24","81","546586936","-950711878","7.707","81","17.58",,
"1089811176","1021.19","221.0","24","83","546587671","-950711037","8.239","83","17.58",,
"1089811177","1031.08","220.79999999999995","24","84","546588474","-950710105","8.706","84","18.81",,
"1089811178","1040.41","220.60000000000002","24","84","546589311","-950709164","9.181","84","18.81",,
"1089811179","1050.67","220.39999999999998","24","85","546590219","-950708071","9.863","85","18.81",,
"1089811180","1062.05","220.0","24","84","546591208","-950706995","10.282","84","18.81",,
"1089811181","1073.42","219.60000000000002","24","84","546592226","-950705952","10.581","84","18.81",,
"1089811182","1085.42","219.0","24","84","546593254","-950704891","10.665","84","18.81",,
"1089811183","1096.46","218.39999999999998","24","84","546594191","-950704016","9.975","84","18.44",,
"1089811184","1106.58","217.60000000000002","24","83","546595020","-950703142","9.06","83","18.44",,
"1089811185","1115.6","217.39999999999998","24","83","546595732","-950702308","8.127","83","18.44",,
"1089811186","1123.9","217.20000000000005","24","84","546596411","-950701578","7.455","84","18.44",,
"1089811187","1131.45","217.20000000000005","24","84","546597036","-950700886","6.97","84","17.81",,
"1089811188","1138.39","217.20000000000005","24","85","546597609","-950700218","6.606","85","17.81",,
"1089811189","1144.89","217.39999999999998","24","86","546598145","-950699544","6.354","86","17.81",,
"1089811190","1151.25","217.60000000000002","24","89","546598653","-950698909","5.906","89","17.81",,
"1089811191","1157.18","217.79999999999995","24","90","546599117","-950698204","5.822","90","17.81",,
"1089811192","1164.97","218.0","24","93","546599621","-950697311","6.233","93","17.78",,
"1089811193","1171.67","218.0","24","95","546600111","-950696466","6.597","95","17.78",,
"1089811194","1179.27","218.20000000000005","24","97","546600621","-950695575","6.877","97","17.78",,
"1089811195","1186.83","218.20000000000005","24","98","546601154","-950694630","7.185","98","17.78",,
"1089811196","1194.82","218.39999999999998","24","100","546601681","-950693667","7.185","100","17.78",,
"1089811197","1202.38","218.39999999999998","24","102","546602241","-950692749","7.147","102","18.15",,
"1089811198","1210.42","218.39999999999998","24","104","546602864","-950691927","6.951","104","18.15",,
"1089811199","1218.15","218.39999999999998","24","104","546603506","-950691170","6.839","104","18.15",,
"1089811200","1225.07","218.39999999999998","24","105","546604111","-950690488","6.597","105","18.15",,
"1089811201","1232.61","218.39999999999998","24","106","546604773","-950689861","6.354","106","18.15",,
"1089811202","1239.55","218.39999999999998","24","107","546605384","-950689371","5.813","107","18.4",,
"1089811203","1246.38","218.39999999999998","24","108","546606002","-950689002","5.673","108","18.4",,
"1089811204","1252.09","218.39999999999998","24","108","546606577","-950688688","5.542","108","18.4",,
"1089811205","1257.65","218.39999999999998","24","109","546607146","-950688409","5.514","109","18.4",,
"1089811206","1262.81","218.60000000000002","24","110","546607693","-950688133","5.281","110","18.4",,
"1089811207","1268.27","218.60000000000002","24","110","546608298","-950687892","5.402","110","18.56",,
"1089811208","1273.93","218.79999999999995","24","111","546608911","-950687695","5.514","111","18.56",,
"1089811209","1279.14","218.79999999999995","24","112","546609545","-950687482","5.776","112","18.56",,
"1089811210","1284.87","219.0","24","112","546610181","-950687175","5.804","112","18.56",,
"1089811211","1291.3","219.0","24","113","546610892","-950686825","6.093","113","18.56",,
"1089811212","1298.06","219.0","24","114","546611617","-950686411","6.457","114","18.67",,
"1089811213","1305.12","218.79999999999995","24","115","546612426","-950685988","6.83","115","18.67",,
"1089811214","1313.88","218.79999999999995","24","116","546613235","-950685468","7.063","116","18.67",,
"1089811215","1321.97","218.60000000000002","24","116","546614079","-950684912","7.53","116","18.67",,
"1089811216","1330.51","218.60000000000002","24","117","546614935","-950684259","7.884","117","18.67",,
"1089811217","1341.25","218.39999999999998","24","117","546615892","-950683448","8.939","117","18.75",,
"1089811218","1351.6","218.39999999999998","24","117","546616764","-950682624","9.041","117","18.75",,
"1089811219","1360.96","218.20000000000005","24","117","546617565","-950681771","8.957","117","18.75",,
"1089811220","1371.09","217.79999999999995","25","118","546618349","-950680775","8.855","118","18.75",,
"1089811221","1379.42","217.79999999999995","24","118","546618646","-950679534","7.866","118","18.75",,
"1089811222","1387.52","217.60000000000002","25","118","546619165","-950678513","7.856","118","21.16",,
"1089811223","1395.78","217.39999999999998","25","118","546619538","-950677319","7.931","118","21.16",,
"1089811224","1403.96","217.20000000000005","24","118","546619864","-950676140","7.931","118","21.16",,
"1089811225","1412.45","217.20000000000005","25","118","546620016","-950674761","7.875","118","21.16",,
"1089811226","1420.22","217.0","25","118","546620112","-950673578","7.53","118","21.16",,
"1089811227","1427.48","217.0","25","118","546620126","-950672458","7.287","118","23.16",,
"1089811228","1433.74","216.79999999999995","25","118","546620128","-950671427","6.597","118","23.16",,
"1089811229","1440.87","216.79999999999995","25","119","546620134","-950670289","6.27","119","23.16",,
"1089811230","1447.45","216.79999999999995","25","119","546620117","-950669281","5.981","119","23.16",,
"1089811231","1453.47","216.79999999999995","25","119","546620104","-950668326","5.58","119","23.16",,
"1089811232","1459.51","216.79999999999995","25","119","546620102","-950667366","5.542","119","25.68",,
"1089811233","1465.53","217.0","25","120","546620098","-950666481","5.095","120","25.68",,
"1089811234","1471.41","217.20000000000005","25","120","546620087","-950665550","5.253","120","25.68",,
"1089811235","1477.13","217.39999999999998","25","120","546620109","-950664638","5.449","120","25.68",,
"1089811236","1482.85","217.60000000000002","25","120","546620197","-950663771","5.253","120","25.68",,
"1089811237","1488.39","217.79999999999995","25","121","546620347","-950662935","5.216","121","25.78",,
"1089811238","1493.71","218.0","25","121","546620513","-950662134","5.151","121","25.78",,
"1089811239","1499.05","218.0","25","121","546620737","-950661383","5.02","121","25.78",,
"1089811240","1504.37","218.20000000000005","25","121","546621014","-950660677","4.964","121","25.78",,
"1089811241","1509.21","218.39999999999998","25","122","546621320","-950660034","4.824","122","25.78",,
"1089811242","1514.44","218.60000000000002","25","122","546621656","-950659418","4.805","122","25.85",,
"1089811243","1519.28","218.60000000000002","25","122","546622038","-950658859","4.861","122","25.85",,
"1089811244","1524.42","218.79999999999995","25","122","546622436","-950658344","4.703","122","25.85",,
"1089811245","1529.4","218.79999999999995","25","123","546622846","-950657862","4.647","123","25.85",,
"1089811246","1534.27","219.0","25","123","546623255","-950657393","4.46","123","25.85",,
"1089811247","1539.15","219.20000000000005","25","123","546623666","-950656902","4.497","123","25.89",,
"1089811248","1544.46","219.20000000000005","25","123","546624073","-950656378","4.6","123","25.89",,
"1089811249","1549.6","219.39999999999998","25","123","546624507","-950655910","4.712","123","25.89",,
"1089811250","1554.64","219.60000000000002","25","123","546624957","-950655464","4.815","123","25.89",,
"1089811251","1560.0","219.60000000000002","25","123","546625435","-950655016","4.983","123","25.89",,
"1089811252","1565.37","219.79999999999995","25","123","546625881","-950654508","4.973","123","26.71",,
"1089811253","1570.43","219.79999999999995","25","123","546626336","-950654037","4.899","123","26.71",,
"1089811254","1576.11","220.0","25","123","546626848","-950653581","5.179","123","26.71",,
"1089811255","1581.24","220.20000000000005","25","123","546627333","-950653114","5.207","123","26.71",,
"1089811256","1586.73","220.20000000000005","25","123","546627878","-950652685","5.337","123","26.71",,
"1089811257","1592.49","220.39999999999998","25","123","546628445","-950652287","5.524","123","27.25",,
"1089811258","1598.41","220.39999999999998","25","123","546628957","-950651837","5.281","123","27.25",,
"1089811259","1603.79","220.60000000000002","25","123","546629464","-950651409","5.179","123","27.25",,
"1089811260","1609.17","220.60000000000002","25","123","546629990","-950650972","5.141","123","27.25",,
"1089811261","1614.6","220.60000000000002","25","123","546630573","-950650574","5.346","123","27.25",,
"1089811262","1620.39","220.79999999999995","25","122","546631187","-950650155","5.477","122","27.22",,
"1089811263","1627.33","220.79999999999995","25","122","546631832","-950649732","5.552","122","27.22",,
"1089811264","1633.3","221.0","25","122","546632435","-950649360","5.412","122","27.22",,
"1089811265","1638.89","221.0","25","122","546633027","-950648981","5.244","122","27.22",,
"1089811266","1645.77","221.20000000000005","25","122","546633610","-950648456","5.337","122","27.22",,
"1089811267","1651.75","221.20000000000005","25","121","546634150","-950647939","5.402","121","27.22",,
"1089811268","1657.71","221.39999999999998","25","121","546634608","-950647299","5.458","121","26.02",,
"1089811269","1664.09","221.39999999999998","25","120","546635028","-950646576","5.496","120","26.02",,
"1089811270","1670.58","221.60000000000002","25","120","546635408","-950645814","5.552","120","26.02",,
"1089811271","1676.11","221.60000000000002","25","120","546635656","-950645042","5.346","120","26.02",,
"1089811272","1682.05","221.60000000000002","25","120","546635868","-950644189","5.589","120","25.22",,
"1089811273","1687.71","221.79999999999995","25","119","546636036","-950643334","5.72","119","25.22",,
"1089811274","1693.81","221.79999999999995","25","119","546636211","-950642422","5.925","119","25.22",,
"1089811275","1699.82","221.79999999999995","25","119","546636347","-950641506","6.149","119","25.22",,
"1089811276","1705.85","221.79999999999995","25","118","546636487","-950640587","6.233","118","25.22",,
"1089811277","1711.84","221.79999999999995","25","118","546636650","-950639650","6.42","118","26.66",,
"1089811278","1718.54","221.79999999999995","25","117","546636871","-950638621","6.774","117","26.66",,
"1089811279","1725.58","221.79999999999995","25","117","546637070","-950637557","6.867","117","26.66",,
"1089811280","1732.79","221.79999999999995","25","116","546637278","-950636512","6.905","116","26.66",,
"1089811281","1739.94","221.79999999999995","25","116","546637465","-950635500","6.643","116","26.66",,
"1089811282","1746.24","222.0","25","116","546637682","-950634558","6.494","116","27.22",,
"1089811283","1752.53","222.0","25","116","546637908","-950633606","6.392","116","27.22",,
"1089811284","1759.02","222.0","25","115","546638126","-950632656","6.214","115","27.22",,
"1089811285","1766.08","222.0","25","115","546638350","-950631677","6.14","115","27.22",,
"1089811286","1772.41","222.20000000000005","25","115","546638576","-950630775","6.093","115","27.22",,
"1089811287","1778.51","222.20000000000005","25","115","546638783","-950629895","6.046","115","27.59",,
"1089811288","1783.98","222.39999999999998","25","114","546638995","-950629058","5.813","114","27.59",,
"1089811289","1789.99","222.39999999999998","25","114","546639219","-950628189","5.701","114","27.59",,
"1089811290","1795.9","222.60000000000002","25","114","546639496","-950627357","5.542","114","27.59",,
"1089811291","1802.21","222.79999999999995","25","114","546639759","-950626493","5.412","114","27.59",,
"1089811292","1808.02","222.79999999999995","25","113","546640022","-950625688","5.309","113","26.27",,
"1089811293","1814.0","223.0","25","113","546640287","-950624888","5.291","113","26.27",,
"1089811294","1819.46","223.20000000000005","25","113","546640528","-950624137","5.216","113","26.27",,
"1089811295","1824.97","223.39999999999998","25","113","546640795","-950623418","5.225","113","26.27",,
"1089811296","1830.04","223.60000000000002","25","113","546641037","-950622702","5.318","113","26.27",,
"1089811297","1835.49","223.79999999999995","25","114","546641293","-950621964","5.309","114","26.57",,
"1089811298","1840.35","224.0","25","114","546641573","-950621271","5.402","114","26.57",,
"1089811299","1845.78","224.20000000000005","25","114","546641834","-950620519","5.365","114","26.57",,
"1089811300","1851.47","224.39999999999998","25","115","546642094","-950619749","5.43","115","26.57",,
"1089811301","1856.92","224.60000000000002","25","115","546642333","-950618959","5.617","115","26.57",,
"1089811302","1862.62","224.60000000000002","25","116","546642567","-950618132","5.664","116","27.16",,
"1089811303","1868.76","224.79999999999995","25","116","546642797","-950617255","5.85","116","27.16",,
"1089811304","1875.07","225.0","25","117","546643025","-950616356","6.14","117","27.16",,
"1089811305","1881.17","225.20000000000005","25","118","546643245","-950615483","6.093","118","27.16",,
"1089811306","1887.42","225.20000000000005","25","118","546643458","-950614559","6.448","118","27.16",,
"1089811307","1893.71","225.39999999999998","25","118","546643633","-950613588","6.662","118","25.98",,
"1089811308","1900.28","225.39999999999998","25","119","546643781","-950612589","6.559","119","25.98",,
"1089811309","1907.1","225.60000000000002","25","119","546643896","-950611543","6.625","119","25.98",,
"1089811310","1914.08","225.60000000000002","25","119","546643993","-950610493","6.597","119","25.98",,
"1089811311","1921.09","225.60000000000002","25","119","546644068","-950609444","6.662","119","25.98",,
"1089811312","1927.63","225.60000000000002","25","119","546644128","-950608429","6.597","119","24.8",,
"1089811313","1934.48","225.60000000000002","25","119","546644176","-950607381","6.681","119","24.8",,
"1089811314","1941.11","225.60000000000002","25","119","546644210","-950606363","6.522","119","24.8",,
"1089811315","1947.65","225.60000000000002","25","119","546644263","-950605350","6.513","119","24.8",,
"1089811316","1954.12","225.60000000000002","25","119","546644324","-950604367","6.298","119","24.8",,
"1089811317","1960.73","225.79999999999995","25","119","546644395","-950603376","6.289","119","25.19",,
"1089811318","1966.92","225.79999999999995","25","119","546644480","-950602435","6.121","119","25.19",,
"1089811319","1973.24","226.0","25","119","546644605","-950601498","6.112","119","25.19",,
"1089811320","1979.28","226.0","25","119","546644700","-950600591","6.102","119","25.19",,
"1089811321","1985.14","226.20000000000005","25","119","546644833","-950599700","6.121","119","25.19",,
"1089811322","1990.89","226.20000000000005","25","119","546645018","-950598845","5.906","119","25.46",,
"1089811323","1997.16","226.20000000000005","25","119","546645230","-950597959","5.962","119","25.46",,
"1089811324","2002.82","226.39999999999998","25","119","546645470","-950597161","5.897","119","25.46",,
"1089811325","2008.35","226.39999999999998","25","119","546645725","-950596377","5.85","119","25.46",,
"1089811326","2014.5","226.60000000000002","25","119","546646012","-950595563","5.916","119","25.46",,
"1089811327","2020.11","226.79999999999995","25","119","546646339","-950594803","6.056","119","26.81",,
"1089811328","2025.88","226.79999999999995","25","119","546646691","-950594075","5.934","119","26.81",,
"1089811329","2031.82","227.0","25","118","546647057","-950593319","5.878","118","26.81",,
"1089811330","2037.68","227.0","25","118","546647432","-950592578","5.878","118","26.81",,
"1089811331","2043.68","227.20000000000005","25","118","546647780","-950591801","5.813","118","26.81",,
"1089811332","2049.6","227.20000000000005","25","118","546648136","-950591033","5.682","118","27.72",,
"1089811333","2055.79","227.39999999999998","25","118","546648505","-950590261","5.748","118","27.72",,
"1089811334","2061.37","227.60000000000002","25","118","546648811","-950589528","5.524","118","27.72",,
"1089811335","2066.94","227.60000000000002","25","118","546649098","-950588780","5.468","118","27.72",,
"1089811336","2072.47","227.79999999999995","25","118","546649352","-950587978","5.645","118","27.72",,
"1089811337","2078.63","227.79999999999995","25","117","546649586","-950587126","5.645","117","27.53",,
"1089811338","2084.35","227.79999999999995","25","117","546649755","-950586315","5.458","117","27.53",,
"1089811339","2090.2","228.0","25","117","546649969","-950585482","5.785","117","27.53",,
"1089811340","2095.94","228.0","25","116","546650181","-950584662","5.944","116","27.53",,
"1089811341","2101.49","228.0","25","116","546650378","-950583816","5.981","116","27.53",,
"1089811342","2107.56","228.20000000000005","25","116","546650568","-950582899","6.074","116","27.8",,
