record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],record.heart_rate[bpm],record.enhanced_respiration_rate[Breaths/min],
"1089812905","12962.27","353.0","26","110","546303054","-949440914","9.536","110","27.32",,
"1089812906","12972.62","352.79999999999995","26","110","546301948","-949440617","9.807","110","27.32",,
"1089812907","12983.05","352.6","26","110","546300834","-949440375","9.835","110","25.69",,
"1089812908","12993.52","352.20000000000005","26","109","546299720","-949440128","9.872","109","25.69",,
"1089812909","13003.82","351.79999999999995","26","109","546298640","-949439786","9.536","109","25.69",,
"1089812910","13013.68","351.4","26","109","546297614","-949439464","9.023","109","25.69",,
"1089812911","13023.6","351.20000000000005","26","108","546296592","-949439080","8.948","108","25.69",,
"1089812912","13033.18","351.20000000000005","26","108","546295621","-949438648","8.771","108","26.58",,
"1089812913","13042.19","351.20000000000005","26","108","546294688","-949438140","8.892","108","26.58",,
"1089812914","13051.9","351.0","26","108","546293734","-949437622","8.36","108","26.58",,
"1089812915","13060.75","351.0","26","108","546292855","-949437095","7.996","108","26.58",,
"1089812916","13070.67","351.0","26","108","546291947","-949436325","8.659","108","26.58",,
"1089812917","13079.16","350.79999999999995","26","108","546291227","-949435552","8.071","108","25.98",,
"1089812918","13087.38","350.79999999999995","26","108","546290597","-949434702","7.521","108","25.98",,
"1089812919","13095.45","350.0","26","108","546290002","-949433800","7.67","108","25.98",,
"1089812920","13103.37","349.20000000000005","26","109","546289493","-949432830","7.67","109","25.98",,
"1089812921","13110.74","348.6","26","109","546289019","-949431905","7.157","109","25.98",,
"1089812922","13118.19","348.4","26","109","546288520","-949431004","7.082","109","24.8",,
"1089812923","13125.69","348.4","26","109","546288019","-949430088","7.147","109","24.8",,
"1089812924","13133.78","348.4","27","109","546287421","-949429164","7.502","109","24.8",,
"1089812925","13141.99","349.0","27","110","546286890","-949428186","7.763","110","24.8",,
"1089812926","13149.95","349.6","26","110","546286355","-949427236","7.838","110","24.8",,
"1089812927","13157.96","350.20000000000005","27","110","546285783","-949426282","8.062","110","23.62",,
"1089812928","13166.39","350.4","27","111","546285198","-949425278","8.276","111","23.62",,
"1089812929","13175.02","350.6","27","111","546284611","-949424206","8.65","111","23.62",,
"1089812930","13184.19","350.6","27","112","546283976","-949423134","8.799","112","23.62",,
"1089812931","13193.75","350.6","26","112","546283325","-949421978","9.331","112","23.62",,
"1089812932","13204.0","350.4","26","113","546282639","-949420765","9.872","113","23.62",,
"1089812933","13215.07","350.20000000000005","26","114","546281923","-949419479","10.366","114","23.62",,
"1089812934","13225.95","350.0","26","114","546281286","-949418098","10.777","114","23.62",,
"1089812935","13237.18","349.6","26","114","546280668","-949416586","11.094","114","23.62",,
"1089812936","13249.48","349.20000000000005","26","114","546280019","-949414932","11.505","114","23.62",,
"1089812937","13262.53","348.6","26","114","546279487","-949413128","11.738","114","24.01",,
"1089812938","13275.09","348.20000000000005","26","114","546279111","-949411286","12.009","114","24.01",,
"1089812939","13287.49","347.6","26","113","546278940","-949409406","11.943","113","24.01",,
"1089812940","13299.76","347.20000000000005","26","113","546278902","-949407535","11.822","113","24.01",,
"1089812941","13311.87","346.6","26","112","546278956","-949405696","11.785","112","24.01",,
"1089812942","13323.38","346.0","26","112","546279124","-949403933","11.691","112","22.7",,
"1089812943","13335.09","345.0","26","112","546279411","-949402201","11.523","112","22.7",,
"1089812944","13346.28","344.6","26","111","546279726","-949400529","11.337","111","22.7",,
"1089812945","13357.6","344.0","26","111","546280088","-949398883","11.066","111","22.7",,
"1089812946","13368.7","343.4","26","111","546280453","-949397282","10.824","111","22.7",,
"1089812947","13379.41","343.0","26","111","546280841","-949395763","10.497","111","21.43",,
"1089812948","13389.24","342.79999999999995","26","111","546281211","-949394334","10.189","111","21.43",,
"1089812949","13398.9","342.6","26","111","546281555","-949392921","9.807","111","21.43",,
"1089812950","13408.49","342.4","26","111","546281928","-949391554","9.461","111","21.43",,
"1089812951","13417.64","342.4","26","111","546282286","-949390248","9.088","111","21.43",,
"1089812952","13426.43","342.4","26","111","546282623","-949388995","8.631","111","22.16",,
"1089812953","13434.59","342.4","26","111","546282952","-949387833","8.183","111","22.16",,
"1089812954","13442.32","342.6","26","111","546283256","-949386745","7.726","111","22.16",,
"1089812955","13449.33","342.6","26","112","546283507","-949385745","7.101","112","22.16",,
"1089812956","13455.49","342.79999999999995","26","112","546283755","-949384850","6.643","112","22.16",,
"1089812957","13461.58","343.0","26","112","546284016","-949383990","6.28","112","21.86",,
"1089812958","13467.13","343.20000000000005","26","112","546284262","-949383206","5.934","112","21.86",,
"1089812959","13472.34","343.4","26","112","546284485","-949382438","5.748","112","21.86",,
"1089812960","13477.88","343.6","26","112","546284675","-949381624","5.514","112","21.86",,
"1089812961","13483.66","343.6","26","112","546284816","-949380759","5.561","112","21.86",,
"1089812962","13489.22","343.79999999999995","26","111","546284969","-949379948","5.337","111","21.66",,
"1089812963","13494.4","344.0","26","111","546285069","-949379180","5.001","111","21.66",,
"1089812964","13498.84","344.20000000000005","26","111","546285146","-949378503","4.581","111","21.66",,
"1089812965","13503.02","344.4","26","111","546285187","-949377849","4.301","111","21.66",,
"1089812966","13507.12","344.6","26","110","546285160","-949377226","3.91","110","21.66",,
"1089812967","13510.93","345.0","26","111","546285091","-949376646","3.686","111","21.53",,
"1089812968","13514.7","345.20000000000005","26","111","546285022","-949376109","3.546","111","21.53",,
"1089812969","13517.47","345.4","26","111","546284989","-949375678","3.256","111","21.53",,
"1089812970","13520.25","345.6","26","111","546284956","-949375257","3.051","111","21.53",,
"1089812971","13522.93","345.79999999999995","26","112","546284870","-949374846","2.967","112","21.53",,
"1089812972","13526.07","346.20000000000005","26","113","546284724","-949374428","2.874","113","21.44",,
"1089812973","13528.86","346.4","26","114","546284564","-949374078","2.781","114","21.44",,
"1089812974","13531.65","346.79999999999995","26","114","546284375","-949373773","2.846","114","21.44",,
"1089812975","13534.03","347.0","26","115","546284216","-949373481","2.846","115","21.44",,
"1089812976","13536.47","347.20000000000005","26","116","546284071","-949373162","2.846","116","21.44",,
"1089812977","13539.14","347.4","26","117","546283927","-949372809","2.921","117","21.38",,
"1089812978","13541.57","347.79999999999995","26","118","546283798","-949372477","2.809","118","21.38",,
"1089812979","13544.01","348.20000000000005","26","119","546283658","-949372153","2.697","119","21.38",,
"1089812980","13546.74","348.4","26","120","546283500","-949371791","2.939","120","21.38",,
"1089812981","13549.42","348.79999999999995","26","121","546283366","-949371405","2.921","121","21.38",,
"1089812982","13552.68","349.0","26","121","546283206","-949370963","2.995","121","21.34",,
"1089812983","13555.79","349.20000000000005","26","122","546283042","-949370552","2.939","122","21.34",,
"1089812984","13558.55","349.4","26","123","546282892","-949370168","2.865","123","21.34",,
"1089812985","13561.67","349.6","26","124","546282732","-949369743","3.023","124","21.34",,
"1089812986","13564.96","349.79999999999995","26","124","546282533","-949369300","3.312","124","21.34",,
"1089812987","13568.62","350.0","26","125","546282328","-949368838","3.163","125","22.1",,
"1089812988","13572.62","350.0","26","125","546282089","-949368363","3.434","125","22.1",,
"1089812989","13576.4","350.20000000000005","26","126","546281840","-949367900","3.714","126","22.1",,
"1089812990","13580.44","350.4","26","127","546281608","-949367407","3.686","127","22.1",,
"1089812991","13584.41","350.6","26","127","546281353","-949366971","3.555","127","22.1",,
"1089812992","13587.86","351.0","26","128","546281090","-949366576","3.639","128","21.82",,
"1089812993","13591.99","351.20000000000005","26","128","546280751","-949366167","4.04","128","21.82",,
"1089812994","13596.24","351.4","26","128","546280417","-949365753","4.339","128","21.82",,
"1089812995","13599.92","351.6","26","129","546280119","-949365316","4.451","129","21.82",,
"1089812996","13604.67","351.6","26","129","546279756","-949364790","4.675","129","21.82",,
"1089812997","13609.56","351.6","26","129","546279319","-949364318","5.02","129","22.02",,
"1089812998","13614.94","351.6","26","130","546278871","-949363771","5.356","130","22.02",,
"1089812999","13620.54","351.6","26","130","546278375","-949363226","5.514","130","22.02",,
"1089813000","13625.89","351.6","26","130","546277901","-949362621","5.272","130","22.02",,
"1089813001","13633.09","351.4","26","131","546277364","-949361941","5.318","131","22.02",,
"1089813002","13639.84","351.4","26","131","546276799","-949361272","6.354","131","22.95",,
"1089813003","13646.42","351.20000000000005","26","131","546276259","-949360636","6.233","131","22.95",,
"1089813004","13653.13","351.20000000000005","26","131","546275711","-949359951","6.522","131","22.95",,
"1089813005","13660.28","351.20000000000005","26","131","546275127","-949359215","7.045","131","22.95",,
"1089813006","13668.45","351.20000000000005","26","132","546274461","-949358350","7.95","132","22.95",,
"1089813007","13677.83","351.0","26","132","546273637","-949357483","8.827","132","23.57",,
"1089813008","13687.06","351.0","26","132","546272835","-949356646","8.901","132","23.57",,
"1089813009","13697.16","350.79999999999995","26","132","546271913","-949355727","9.844","132","23.57",,
"1089813010","13708.16","350.4","26","132","546270744","-949354717","10.824","132","23.57",,
"1089813011","13720.67","349.79999999999995","26","132","546269613","-949353695","10.898","132","23.57",,
"1089813012","13734.16","348.79999999999995","26","131","546268283","-949352824","11.523","131","26.73",,
"1089813013","13748.3","348.0","26","131","546266966","-949351970","10.898","131","26.73",,
"1089813014","13762.94","347.0","26","131","546265493","-949351143","11.85","131","26.73",,
"1089813015","13777.61","346.0","26","130","546264035","-949350315","12.046","130","26.73",,
"1089813016","13791.07","345.4","26","130","546262720","-949349574","12.055","130","26.73",,
"1089813017","13805.38","344.79999999999995","26","129","546261339","-949348753","11.953","129","25.7",,
"1089813018","13819.03","344.0","26","128","546259979","-949347974","12.111","128","25.7",,
"1089813019","13833.38","343.6","26","128","546258581","-949347172","12.177","128","25.7",,
"1089813020","13846.78","343.20000000000005","26","127","546257228","-949346470","11.859","127","25.7",,
"1089813021","13860.07","343.0","26","126","546255845","-949345787","12.018","126","25.7",,
"1089813022","13873.25","342.6","26","125","546254520","-949345085","11.897","125","25.0",,
"1089813023","13886.42","342.20000000000005","26","125","546253216","-949344408","11.691","125","25.0",,
"1089813024","13898.74","341.79999999999995","26","124","546251981","-949343767","11.439","124","25.0",,
"1089813025","13910.6","341.4","26","123","546250796","-949343152","11.206","123","25.0",,
"1089813026","13921.98","341.0","26","122","546249679","-949342509","10.889","122","25.0",,
"1089813027","13932.95","340.6","26","121","546248604","-949341886","10.59","121","24.54",,
"1089813028","13945.12","340.20000000000005","26","120","546247442","-949341223","10.45","120","24.54",,
"1089813029","13956.14","340.0","26","119","546246326","-949340571","10.376","119","24.54",,
"1089813030","13967.01","339.6","26","118","546245244","-949340009","9.993","118","24.54",,
"1089813031","13977.41","339.4","26","117","546244200","-949339490","9.573","117","24.54",,
"1089813032","13987.56","339.4","26","116","546243205","-949338958","9.396","116","24.23",,
"1089813033","13996.83","339.20000000000005","26","115","546242257","-949338413","9.181","115","24.23",,
"1089813034","14006.84","339.20000000000005","26","115","546241277","-949337871","9.023","115","24.23",,
"1089813035","14016.79","339.0","26","114","546240317","-949337348","9.041","114","24.23",,
"1089813036","14025.53","339.0","26","114","546239455","-949336816","8.901","114","24.23",,
"1089813037","14034.53","338.79999999999995","26","113","546238523","-949336314","9.359","113","25.21",,
"1089813038","14044.22","338.79999999999995","26","113","546237570","-949335804","9.368","113","25.21",,
"1089813039","14053.58","338.79999999999995","26","113","546236634","-949335331","9.405","113","25.21",,
"1089813040","14062.71","338.6","26","112","546235720","-949334831","9.377","112","25.21",,
"1089813041","14071.61","338.6","26","112","546234818","-949334295","9.293","112","25.21",,
"1089813042","14080.71","338.6","26","112","546233860","-949333853","9.303","112","26.26",,
"1089813043","14090.03","338.6","26","112","546232884","-949333404","9.256","112","26.26",,
"1089813044","14099.62","338.6","26","112","546231949","-949332920","8.752","112","26.26",,
"1089813045","14108.43","338.4","26","112","546231091","-949332413","8.286","112","26.26",,
"1089813046","14116.88","338.4","26","112","546230205","-949331982","8.407","112","26.26",,
"1089813047","14125.61","338.4","26","112","546229283","-949331560","8.51","112","27.74",,
"1089813048","14135.67","338.20000000000005","26","112","546228314","-949331064","8.762","112","27.74",,
"1089813049","14144.36","338.0","26","111","546227431","-949330562","8.771","111","27.74",,
"1089813050","14153.29","337.79999999999995","26","111","546226540","-949330042","8.734","111","27.74",,
"1089813051","14162.18","337.6","26","111","546225628","-949329512","8.808","111","27.74",,
"1089813052","14171.58","337.4","26","111","546224666","-949328964","8.845","111","29.12",,
"1089813053","14181.12","337.20000000000005","26","111","546223671","-949328456","8.696","111","29.12",,
"1089813054","14191.07","336.79999999999995","26","110","546222637","-949327900","8.715","110","29.12",,
"1089813055","14201.62","336.6","26","110","546221537","-949327325","9.107","110","29.12",,
"1089813056","14213.99","336.20000000000005","26","110","546220374","-949326707","9.051","110","29.12",,
"1089813057","14224.94","335.79999999999995","26","110","546219285","-949326092","9.704","110","27.68",,
"1089813058","14235.73","335.6","26","110","546218222","-949325534","9.639","110","27.68",,
"1089813059","14247.11","335.4","26","110","546217065","-949325038","10.086","110","27.68",,
"1089813060","14257.15","335.20000000000005","26","110","546216027","-949324564","9.536","110","27.68",,
"1089813061","14267.55","335.0","26","110","546215009","-949324074","9.004","110","27.68",,
"1089813062","14277.6","334.79999999999995","26","110","546213963","-949323534","9.676","110","26.33",,
"1089813063","14287.61","334.6","26","111","546212978","-949322989","9.097","111","26.33",,
"1089813064","14297.14","334.4","26","111","546212047","-949322381","8.911","111","26.33",,
"1089813065","14306.6","334.20000000000005","26","112","546211066","-949321759","9.153","112","26.33",,
"1089813066","14317.45","333.79999999999995","26","112","546210043","-949320969","9.284","112","26.33",,
"1089813067","14327.67","333.6","26","113","546209064","-949320112","9.489","113","25.03",,
"1089813068","14339.56","333.6","26","113","546208030","-949319084","9.9","113","25.03",,
"1089813069","14351.38","333.4","26","113","546207056","-949317974","10.058","113","25.03",,
"1089813070","14363.08","333.4","26","114","546206135","-949316832","9.891","114","25.03",,
"1089813071","14374.09","333.20000000000005","26","114","546205328","-949315613","9.853","114","25.03",,
"1089813072","14384.66","333.20000000000005","26","114","546204558","-949314433","9.667","114","26.13",,
"1089813073","14395.21","333.0","26","114","546203834","-949313222","9.601","114","26.13",,
"1089813074","14405.19","333.0","26","115","546203198","-949311975","9.508","115","26.13",,
"1089813075","14415.41","332.79999999999995","26","115","546202582","-949310694","9.452","115","26.13",,
"1089813076","14425.4","332.6","26","115","546201998","-949309442","9.247","115","26.13",,
"1089813077","14434.79","332.4","26","115","546201428","-949308243","9.237","115","25.3",,
"1089813078","14444.18","332.4","26","115","546200885","-949307028","9.107","115","25.3",,
"1089813079","14453.66","332.4","26","116","546200324","-949305815","9.013","116","25.3",,
"1089813080","14463.03","332.20000000000005","26","116","546199782","-949304629","8.799","116","25.3",,
"1089813081","14471.87","332.20000000000005","26","116","546199240","-949303530","8.538","116","25.3",,
"1089813082","14480.55","332.20000000000005","26","116","546198683","-949302498","8.379","116","27.1",,
"1089813083","14488.34","332.20000000000005","26","116","546198171","-949301536","8.108","116","27.1",,
"1089813084","14496.34","332.20000000000005","26","115","546197613","-949300599","7.978","115","27.1",,
"1089813085","14504.37","332.20000000000005","26","115","546197097","-949299618","7.95","115","27.1",,
"1089813086","14512.14","332.20000000000005","26","114","546196590","-949298684","7.772","114","27.1",,
"1089813087","14519.65","332.20000000000005","26","114","546196050","-949297830","7.558","114","27.12",,
"1089813088","14527.39","332.20000000000005","26","113","546195454","-949297012","7.754","113","27.12",,
"1089813089","14534.57","332.0","26","113","546194866","-949296274","7.605","113","27.12",,
"1089813090","14542.04","332.0","26","113","546194245","-949295526","7.623","113","27.12",,
"1089813091","14549.8","332.0","26","113","546193589","-949294797","7.651","113","27.12",,
"1089813092","14557.42","331.79999999999995","26","113","546192943","-949294073","7.679","113","25.95",,
"1089813093","14565.04","331.79999999999995","26","112","546192294","-949293335","7.744","112","25.95",,
"1089813094","14572.86","331.79999999999995","26","112","546191609","-949292631","7.698","112","25.95",,
"1089813095","14580.61","331.79999999999995","26","112","546190932","-949291903","7.707","112","25.95",,
"1089813096","14588.49","331.79999999999995","26","112","546190232","-949291150","7.716","112","25.95",,
"1089813097","14597.11","331.79999999999995","26","112","546189472","-949290412","7.716","112","25.96",,
"1089813098","14605.9","331.79999999999995","26","113","546188762","-949289566","7.847","113","25.96",,
"1089813099","14614.22","331.79999999999995","26","113","546188087","-949288748","7.866","113","25.96",,
"1089813100","14622.59","331.79999999999995","26","113","546187441","-949287893","7.875","113","25.96",,
"1089813101","14630.7","331.79999999999995","26","113","546186795","-949287080","7.8","113","25.96",,
"1089813102","14638.72","331.79999999999995","26","113","546186155","-949286294","7.772","113","26.76",,
"1089813103","14646.53","331.79999999999995","26","114","546185541","-949285529","7.679","114","26.76",,
"1089813104","14653.7","332.0","26","114","546184948","-949284811","7.623","114","26.76",,
"1089813105","14660.84","332.0","26","114","546184335","-949284129","7.595","114","26.76",,
"1089813106","14667.76","332.0","26","115","546183774","-949283364","7.605","115","26.76",,
"1089813107","14675.13","332.0","26","115","546183159","-949282601","7.614","115","27.68",,
"1089813108","14682.54","332.0","26","115","546182503","-949281905","7.241","115","27.68",,
"1089813109","14690.8","332.0","26","115","546181760","-949281225","7.586","115","27.68",,
"1089813110","14699.09","332.0","26","115","546180982","-949280635","7.707","115","27.68",,
"1089813111","14706.99","332.0","26","116","546180234","-949280022","7.688","116","27.68",,
"1089813112","14715.46","332.0","26","116","546179479","-949279327","7.763","116","27.11",,
"1089813113","14723.72","332.0","26","116","546178703","-949278709","7.838","116","27.11",,
"1089813114","14732.1","331.79999999999995","26","117","546177914","-949278083","7.931","117","27.11",,
"1089813115","14740.78","331.79999999999995","26","117","546177098","-949277463","8.006","117","27.11",,
"1089813116","14749.14","331.6","26","117","546176292","-949276854","8.118","117","27.11",,
"1089813117","14757.78","331.6","26","117","546175481","-949276250","8.08","117","27.13",,
"1089813118","14766.39","331.6","26","117","546174672","-949275674","8.006","117","27.13",,
"1089813119","14774.46","331.6","26","117","546173896","-949275121","7.968","117","27.13",,
"1089813120","14782.49","331.6","26","118","546173114","-949274583","7.968","118","27.13",,
"1089813121","14790.63","331.6","26","118","546172334","-949274055","7.931","118","27.13",,
"1089813122","14798.52","331.6","26","118","546171569","-949273540","7.866","118","27.53",,
"1089813123","14806.34","331.6","26","118","546170826","-949272980","7.707","118","27.53",,
"1089813124","14814.0","331.4","26","118","546170069","-949272483","7.539","118","27.53",,
"1089813125","14821.85","331.4","26","118","546169308","-949271983","7.474","118","27.53",,
"1089813126","14829.39","331.4","26","118","546168595","-949271491","7.297","118","27.53",,
"1089813127","14836.24","331.4","26","118","546167936","-949271029","6.727","118","27.41",,
"1089813128","14843.08","331.4","26","117","546167273","-949270578","6.578","117","27.41",,
"1089813129","14849.71","331.6","26","117","546166644","-949270152","6.252","117","27.41",,
"1089813130","14855.77","331.6","26","116","546166075","-949269742","5.785","116","27.41",,
"1089813131","14861.59","331.6","26","116","546165516","-949269364","5.421","116","27.41",,
"1089813132","14867.02","331.6","26","116","546165001","-949268956","5.263","116","27.72",,
"1089813133","14872.27","331.79999999999995","26","115","546164512","-949268561","5.169","115","27.72",,
"1089813134","14876.79","331.79999999999995","26","115","546164070","-949268233","4.581","115","27.72",,
"1089813135","14880.74","332.0","26","115","546163670","-949268015","3.714","115","27.72",,
"1089813136","14885.48","332.0","26","115","546163180","-949267780","3.704","115","27.72",,
"1089813137","14889.1","332.20000000000005","26","115","546162780","-949267605","3.462","115","26.35",,
"1089813138","14892.89","332.4","26","115","546162367","-949267374","3.462","115","26.35",,
"1089813139","14896.46","332.6","26","115","546161974","-949267177","3.079","115","26.35",,
"1089813140","14900.22","332.6","26","115","546161537","-949267056","2.883","115","26.35",,
"1089813141","14904.06","332.79999999999995","26","115","546161069","-949266974","2.967","115","26.35",,
"1089813142","14909.2","332.79999999999995","26","115","546160504","-949266845","3.135","115","27.02",,
"1089813143","14914.09","333.0","26","114","546160021","-949266715","2.669","114","27.02",,
"1089813144","14918.82","333.20000000000005","26","114","546159513","-949266606","2.613","114","27.02",,
"1089813145","14923.7","333.4","26","114","546159021","-949266532","2.51","114","27.02",,
"1089813146","14927.75","333.6","26","114","546158555","-949266475","2.706","114","27.02",,
"1089813147","14932.88","333.6","26","114","546158038","-949266416","2.743","114","27.85",,
"1089813148","14937.58","333.79999999999995","26","114","546157559","-949266396","2.837","114","27.85",,
"1089813149","14941.63","334.0","26","114","546157122","-949266387","2.669","114","27.85",,
"1089813150","14945.91","334.20000000000005","26","114","546156652","-949266346","2.743","114","27.85",,
"1089813151","14950.16","334.4","26","114","546156205","-949266335","2.594","114","27.85",,
"1089813152","14954.88","334.6","26","115","546155746","-949266310","2.463","115","28.8",,
"1089813153","14957.73","334.79999999999995","26","115","546155399","-949266350","2.426","115","28.8",,
"1089813154","14961.8","335.0","26","114","546154956","-949266380","2.575","114","28.8",,
"1089813155","14965.76","335.20000000000005","26","114","546154532","-949266411","2.547","114","28.8",,
"1089813156","14969.73","335.4","26","114","546154126","-949266415","2.575","114","28.8",,
"1089813157","14973.99","335.6","26","114","546153718","-949266436","2.818","114","29.04",,
"1089813158","14976.64","335.79999999999995","26","114","546153376","-949266448","2.827","114","29.04",,
"1089813159","14979.89","336.0","26","114","546152995","-949266522","2.893","114","29.04",,
"1089813160","14984.52","336.20000000000005","26","115","546152549","-949266637","2.743","115","29.04",,
"1089813161","14987.93","336.4","26","115","546152195","-949266769","2.613","115","29.04",,
"1089813162","14991.62","336.79999999999995","26","116","546151814","-949266904","2.762","116","27.24",,
"1089813163","14995.0","337.0","26","116","546151468","-949267025","2.613","116","27.24",,
"1089813164","14998.47","337.20000000000005","26","117","546151095","-949267129","2.762","117","27.24",,
"1089813165","15001.6","337.4","26","118","546150746","-949267271","2.547","118","27.24",,
"1089813166","15005.91","337.6","26","119","546150295","-949267351","2.911","119","27.24",,
"1089813167","15009.8","338.0","26","119","546149908","-949267400","2.687","119","26.42",,
"1089813168","15013.14","338.0","26","120","546149575","-949267458","2.314","120","26.42",,
"1089813169","15016.13","338.4","26","120","546149236","-949267558","2.351","120","26.42",,
"1089813170","15020.26","338.4","26","121","546148788","-949267718","3.116","121","26.42",,
"1089813171","15024.34","338.79999999999995","26","121","546148342","-949267844","3.266","121","26.42",,
"1089813172","15028.75","339.0","26","121","546147906","-949267964","2.93","121","25.88",,
"1089813173","15032.81","339.20000000000005","26","121","546147490","-949268075","2.976","121","25.88",,
"1089813174","15036.52","339.20000000000005","26","122","546147105","-949268214","3.014","122","25.88",,
"1089813175","15040.48","339.4","26","122","546146678","-949268335","3.247","122","25.88",,
"1089813176","15044.46","339.6","26","123","546146268","-949268469","3.275","123","25.88",,
"1089813177","15048.87","339.6","26","123","546145785","-949268670","3.844","123","25.13",,
"1089813178","15053.16","339.79999999999995","26","124","546145329","-949268843","3.648","124","25.13",,
"1089813179","15057.56","340.0","26","125","546144870","-949269007","3.331","125","25.13",,
"1089813180","15062.47","340.20000000000005","26","125","546144377","-949269179","3.602","125","25.13",,
"1089813181","15067.42","340.4","26","126","546143850","-949269299","3.994","126","25.13",,
"1089813182","15072.54","340.6","26","127","546143340","-949269473","4.124","127","27.38",,
"1089813183","15076.51","340.6","26","128","546142905","-949269573","3.611","128","27.38",,
"1089813184","15081.26","340.79999999999995","26","129","546142461","-949269692","3.284","129","27.38",,
"1089813185","15084.59","340.79999999999995","26","129","546142055","-949269857","3.322","129","27.38",,
"1089813186","15088.54","341.0","26","130","546141562","-949270053","3.574","130","27.38",,
"1089813187","15093.85","341.0","26","130","546140987","-949270301","3.639","130","27.7",,
"1089813188","15099.95","341.20000000000005","26","131","546140375","-949270459","3.742","131","27.7",,
"1089813189","15105.68","341.20000000000005","26","132","546139816","-949270652","3.714","132","27.7",,
"1089813190","15111.07","341.4","26","133","546139263","-949270821","3.714","133","27.7",,
"1089813191","15116.4","341.6","26","133","546138707","-949270979","3.947","133","27.7",,
"1089813192","15121.11","341.6","26","134","546138203","-949271078","3.611","134","27.92",,
"1089813193","15126.29","341.79999999999995","26","134","546137682","-949271250","3.686","134","27.92",,
"1089813194","15131.15","342.0","26","135","546137214","-949271439","3.574","135","27.92",,
"1089813195","15135.02","342.0","26","135","546136754","-949271577","3.667","135","27.92",,
"1089813196","15139.21","342.20000000000005","26","135","546136290","-949271773","3.574","135","27.92",,
"1089813197","15144.16","342.20000000000005","26","135","546135802","-949272008","3.471","135","28.45",,
"1089813198","15148.68","342.6","26","135","546135302","-949272157","3.639","135","28.45",,
"1089813199","15153.14","342.6","26","135","546134793","-949272299","3.704","135","28.45",,
"1089813200","15158.21","342.79999999999995","26","135","546134254","-949272423","3.611","135","28.45",,
"1089813201","15163.33","342.79999999999995","26","134","546133712","-949272540","3.424","134","28.45",,
"1089813202","15168.11","343.0","26","134","546133164","-949272656","3.462","134","28.42",,
"1089813203","15173.26","343.20000000000005","26","133","546132643","-949272838","3.191","133","28.42",,
"1089813204","15178.31","343.4","26","133","546132087","-949272957","3.2","133","28.42",,
"1089813205","15183.23","343.6","26","132","546131567","-949273081","3.266","132","28.42",,
"1089813206","15188.36","343.79999999999995","26","131","546131051","-949273251","3.163","131","28.42",,
"1089813207","15193.42","343.79999999999995","26","131","546130540","-949273409","3.098","131","26.82",,
"1089813208","15198.37","344.0","26","130","546129998","-949273540","3.34","130","26.82",,
"1089813209","15203.57","344.0","26","130","546129476","-949273675","3.275","130","26.82",,
"1089813210","15208.99","344.20000000000005","26","129","546128923","-949273823","3.518","129","26.82",,
"1089813211","15213.77","344.4","26","129","546128430","-949274030","3.518","129","26.82",,
"1089813212","15219.16","344.6","26","128","546127874","-949274205","3.714","128","25.75",,
"1089813213","15224.26","344.6","26","128","546127331","-949274376","3.779","128","25.75",,
"1089813214","15229.35","344.79999999999995","26","127","546126802","-949274533","3.611","127","25.75",,
"1089813215","15234.67","344.79999999999995","26","127","546126292","-949274673","3.228","127","25.75",,
"1089813216","15238.76","345.0","26","126","546125850","-949274857","3.471","126","25.75",,
"1089813217","15243.66","345.0","26","126","546125306","-949275072","3.9","126","26.22",,
"1089813218","15250.33","345.20000000000005","26","126","546124656","-949275332","4.721","126","26.22",,
"1089813219","15255.13","345.4","26","126","546124073","-949275520","5.16","126","26.22",,
"1089813220","15260.53","345.4","26","126","546123468","-949275755","4.973","126","26.22",,
"1089813221","15267.4","345.6","26","126","546122751","-949275961","5.235","126","26.22",,
"1089813222","15275.01","345.6","26","125","546121992","-949276203","5.477","125","27.32",,
"1089813223","15281.77","345.6","26","125","546121361","-949276423","4.693","125","27.32",,
"1089813224","15287.66","345.79999999999995","26","125","546120790","-949276626","4.348","125","27.32",,
"1089813225","15293.07","345.79999999999995","26","125","546120217","-949276764","4.516","125","27.32",,
"1089813226","15298.63","345.79999999999995","26","124","546119631","-949277016","4.964","124","27.32",,
"1089813227","15304.18","346.0","26","124","546119022","-949277248","5.291","124","26.09",,
"1089813228","15310.92","346.0","26","123","546118345","-949277462","5.524","123","26.09",,
"1089813229","15316.92","346.0","26","123","546117682","-949277681","5.598","123","26.09",,
"1089813230","15323.44","346.0","26","122","546117001","-949277932","5.552","122","26.09",,
"1089813231","15330.35","346.0","26","121","546116244","-949278221","5.934","121","26.09",,
"1089813232","15338.23","346.20000000000005","26","120","546115468","-949278413","6.074","120","26.84",,
"1089813233","15345.93","346.20000000000005","26","120","546114638","-949278614","6.662","120","26.84",,
"1089813234","15353.6","346.20000000000005","26","119","546113844","-949278796","6.485","119","26.84",,
"1089813235","15361.01","346.20000000000005","26","118","546113057","-949278945","6.382","118","26.84",,
"1089813236","15368.64","346.20000000000005","26","117","546112255","-949279090","6.606","117","26.84",,
"1089813237","15377.05","346.20000000000005","26","117","546111413","-949279206","6.886","117","25.77",,
"1089813238","15384.46","346.20000000000005","26","116","546110636","-949279336","6.877","116","25.77",,
