record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1076538273","-138825536","1992059648","1.86","61","12.799999999999955","1.93","125","30","12.799999999999955","1.93",
"1076538274","-138825296","1992059648","4.08","62","12.799999999999955","2.561","137","48","12.799999999999955","2.561",
"1076538275","-138824992","1992059648","6.97","65","12.799999999999955","3.094","145","54","12.799999999999955","3.094",
"1076538276","-138824640","1992059648","10.23","68","13.0","3.521","141","46","13.0","3.521",
"1076538277","-138824240","1992059648","13.99","68","13.0","3.842","113","52","13.0","3.842",
"1076538278","-138823824","1992059776","17.91","68","13.0","4.102","122","81","13.0","4.102",
"1076538279","-138823360","1992059776","22.2","71","13.0","4.361","125","83","13.0","4.361",
"1076538280","-138822896","1992060032","26.61","74","13.0","4.575","112","84","13.0","4.575",
"1076538281","-138822400","1992060032","31.35","76","13.0","4.758","109","84","13.0","4.758",
"1076538282","-138821904","1992060160","36.19","78","13.0","4.908","100","85","13.0","4.908",
"1076538283","-138821392","1992060288","41.16","78","13.0","5.027","92","85","13.0","5.027",
"1076538284","-138820880","1992060544","46.25","78","13.0","5.149","107","84","13.0","5.149",
"1076538285","-138820384","1992060672","51.37","78","13.0","5.254","89","85","13.0","5.254",
"1076538286","-138819904","1992061056","56.76","79","13.0","5.342","86","85","13.0","5.342",
"1076538287","-138819472","1992061440","62.14","79","13.0","5.432","93","85","13.0","5.432",
"1076538288","-138819056","1992061952","67.63","79","13.0","5.536","109","86","13.0","5.536",
"1076538289","-138818688","1992062336","73.23","79","13.0","5.681","126","86","13.0","5.681",
"1076538290","-138818336","1992062848","79.0","79","13.0","5.87","152","81","13.0","5.87",
"1076538291","-138818000","1992063488","84.88","79","13.0","6.064","156","83","13.0","6.064",
"1076538292","-138817680","1992064128","91.13","79","13.0","6.236","142","83","13.0","6.236",
"1076538293","-138817392","1992064768","97.45","79","13.0","6.394","148","83","13.0","6.394",
"1076538294","-138817104","1992065280","103.91","79","13.0","6.515","125","84","13.0","6.515",
"1076538295","-138816832","1992065920","110.48","79","13.0","6.61","117","84","13.0","6.61",
"1076538296","-138816576","1992066688","117.02","79","13.0","6.697","122","84","13.0","6.697",
"1076538297","-138816304","1992067456","123.86","80","13.0","6.779","116","83","13.0","6.779",
"1076538298","-138816032","1992067968","130.7","80","13.0","6.847","111","84","13.0","6.847",
"1076538299","-138815760","1992068736","137.56","82","13.0","6.897","101","84","13.0","6.897",
"1076538300","-138815472","1992069504","144.48","84","13.0","6.93","92","83","13.0","6.93",
"1076538301","-138815168","1992070144","151.43","84","13.0","6.973","115","83","13.0","6.973",
"1076538302","-138814896","1992070912","158.42","85","13.0","7.033","112","82","13.0","7.033",
"1076538303","-138814592","1992071680","165.49","87","13.0","7.093","116","83","13.0","7.093",
"1076538304","-138814304","1992072320","172.63","87","13.0","7.17","134","83","13.0","7.17",
"1076538305","-138814016","1992073088","179.83","89","13.0","7.246","123","84","13.0","7.246",
"1076538306","-138813728","1992073856","187.12","89","13.0","7.335","154","84","13.0","7.335",
"1076538307","-138813472","1992074496","194.5","90","13.0","7.414","119","84","13.0","7.414",
"1076538308","-138813200","1992075264","201.94","90","13.0","7.472","125","85","13.0","7.472",
"1076538309","-138812960","1992076032","209.44","91","13.0","7.527","121","85","13.0","7.527",
"1076538310","-138812720","1992076928","216.89","92","13.0","7.58","124","85","13.0","7.58",
"1076538311","-138812464","1992077696","224.61","93","13.0","7.663","152","86","13.0","7.663",
"1076538312","-138812192","1992078336","232.33","93","13.0","7.758","148","86","13.0","7.758",
"1076538313","-138811888","1992079232","240.14","93","13.0","7.843","140","88","13.0","7.843",
"1076538314","-138811584","1992080000","248.02","94","13.0","7.923","142","88","13.0","7.923",
"1076538315","-138811280","1992080896","255.97","94","13.0","7.998","139","88","13.0","7.998",
"1076538316","-138810992","1992081664","264.01","95","13.0","8.066","139","88","13.0","8.066",
"1076538317","-138810736","1992082560","272.11","95","13.0","8.111","125","87","13.0","8.111",
"1076538318","-138810560","1992083328","280.11","95","13.0","8.15","138","88","13.0","8.15",
"1076538319","-138810432","1992084224","288.4","96","13.0","8.176","125","89","13.0","8.176",
"1076538320","-138810400","1992085120","296.49","97","13.0","8.261","213","90","13.0","8.261",
"1076538321","-138810432","1992086016","304.8","97","13.0","8.365","189","84","13.0","8.365",
"1076538322","-138810576","1992086912","313.34","98","13.0","8.448","181","85","13.0","8.448",
"1076538323","-138810784","1992087808","321.83","99","13.0","8.533","197","86","13.0","8.533",
"1076538324","-138811040","1992088704","330.41","99","13.0","8.623","196","87","13.0","8.623",
"1076538325","-138811328","1992089600","339.07","100","13.0","8.69","177","87","13.0","8.69",
"1076538326","-138811648","1992090496","347.77","100","13.0","8.696","132","87","13.0","8.696",
"1076538327","-138811968","1992091520","356.46","101","13.0","8.669","117","85","13.0","8.669",
"1076538328","-138812272","1992092416","364.97","101","13.200000000000045","8.632","117","91","13.200000000000045","8.632",
"1076538329","-138812592","1992093312","373.61","102","13.200000000000045","8.632","164","91","13.200000000000045","8.632",
"1076538330","-138812912","1992094208","382.36","102","13.200000000000045","8.6","109","90","13.200000000000045","8.6",
"1076538331","-138813200","1992094976","390.79","103","13.200000000000045","8.55","117","89","13.200000000000045","8.55",
"1076538332","-138813472","1992095872","399.46","103","13.200000000000045","8.499","115","89","13.200000000000045","8.499",
"1076538333","-138813696","1992096768","407.79","103","13.200000000000045","8.447","119","88","13.200000000000045","8.447",
"1076538334","-138813872","1992097664","416.35","103","13.399999999999977","8.401","132","87","13.399999999999977","8.401",
"1076538335","-138813952","1992098560","424.74","104","13.399999999999977","8.387","159","88","13.399999999999977","8.387",
"1076538336","-138813984","1992099456","433.13","104","13.399999999999977","8.381","165","88","13.399999999999977","8.381",
"1076538337","-138813888","1992100352","441.49","104","13.600000000000023","8.333","131","88","13.600000000000023","8.333",
"1076538338","-138813696","1992101248","449.79","104","13.600000000000023","8.261","139","88","13.600000000000023","8.261",
"1076538339","-138813408","1992102272","458.01","104","13.600000000000023","8.201","154","86","13.600000000000023","8.201",
"1076538340","-138813056","1992102912","466.18","104","13.799999999999955","8.137","150","87","13.799999999999955","8.137",
"1076538341","-138812672","1992103680","474.16","104","14.0","8.076","161","86","14.0","8.076",
"1076538342","-138812224","1992104576","482.34","104","14.0","8.022","164","86","14.0","8.022",
"1076538343","-138811760","1992105344","490.33","104","14.200000000000045","7.951","142","85","14.200000000000045","7.951",
"1076538344","-138811280","1992105984","498.24","104","14.200000000000045","7.884","169","85","14.200000000000045","7.884",
"1076538345","-138810800","1992106752","506.1","104","14.399999999999977","7.833","161","84","14.399999999999977","7.833",
