record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1090153146","0.0","100.60000000000002","26","0",,,,
"1090153147","0.0","100.60000000000002","26","0",,,,
"1090153148","0.0","100.60000000000002","26","0",,,,
"1090153149","0.0","100.60000000000002","26","0",,,,
"1090153150","0.0","100.60000000000002","26","0",,,,
"1090153151","0.0","100.60000000000002","26","0",,,,
"1090153152","0.0","100.60000000000002","26","0",,,,
"1090153153","0.0","101.0","26","0",,,,
"1090153154","0.0","101.20000000000005","26","0",,,,
"1090153155","0.0","101.20000000000005","26","0",,,,
"1090153156","0.0","101.20000000000005","26","0",,,,
"1090153157","0.0","101.20000000000005","26","0",,,,
"1090153158","0.0","101.0","26","0",,,,
"1090153159","0.0","101.0","26","0",,,,
"1090153160","0.0","101.20000000000005","26","0",,,,
"1090153161","0.0","101.39999999999998","26","0",,,,
"1090153162","0.0","101.60000000000002","26","0",,,,
"1090153163","0.0","101.60000000000002","26","0",,,,
"1090153164","0.0","101.60000000000002","26","0",,,,
"1090153165","0.0","101.60000000000002","26","0",,,,
"1090153166","0.0","101.39999999999998","26","0",,,,
"1090153167","0.0","101.39999999999998","26","0",,,,
"1090153168","0.0","101.20000000000005","26","0",,,,
"1090153171","0.0","101.20000000000005","26","0",,,,
"1090153172","0.0","101.20000000000005","26","0",,,,
"1090153173","0.0","101.39999999999998","26","0",,,,
"1090153174","0.0","101.39999999999998","26","0",,,,
"1090153175","0.0","101.39999999999998","26","0",,,,
"1090153176","0.0","101.20000000000005","26","0",,,,
"1090153177","0.0","101.0","26","0",,,,
"1090153178","0.0","101.0","26","0",,,,
"1090153179","0.0","101.0","26","0",,,,
"1090153180","0.0","100.79999999999995","26","0",,,,
"1090153181","0.0","100.79999999999995","26","0",,,,
"1090153182","0.0","100.79999999999995","26","0",,,,
"1090153183","0.0","100.79999999999995","26","0",,,,
"1090153184","0.0","100.60000000000002","26","0",,,,
"1090153185","0.0","100.60000000000002","26","0",,,,
"1090153186","0.0","100.79999999999995","26","0",,,,
"1090153187","0.0","100.79999999999995","26","0",,,,
"1090153188","0.0","100.60000000000002","26","0",,,,
"1090153189","0.0","100.60000000000002","26","0",,,,
"1090153190","0.0","100.60000000000002","26","0",,,,
"1090153191","0.0","100.60000000000002","26","0",,,,
"1090153192","0.0","100.39999999999998","26","0",,,,
"1090153193","0.0","100.39999999999998","26","0",,,,
"1090153194","0.0","100.39999999999998","26","0",,,,
"1090153195","0.0","100.20000000000005","26","0",,,,
"1090153196","0.0","100.20000000000005","26","0",,,,
"1090153197","0.0","100.20000000000005","26","0",,,,
"1090153198","0.0","100.20000000000005","26","0",,,,
"1090153199","0.0","100.20000000000005","26","0",,,,
"1090153200","0.0","100.20000000000005","26","0",,,,
"1090153201","0.0","100.20000000000005","26","0",,,,
"1090153202","0.0","100.20000000000005","26","0",,,,
"1090153203","0.0","100.20000000000005","26","0",,,,
"1090153204","0.0","100.20000000000005","26","0",,,,
"1090153205","0.0","100.20000000000005","26","0",,,,
"1090153206","0.0","100.20000000000005","26","0",,,,
"1090153207","0.0","100.20000000000005","26","0",,,,
"1090153208","0.0","100.20000000000005","26","0",,,,
"1090153209","0.0","99.60000000000002","26","0","519041692","-949925837","4.824",
"1090153210","10.46","99.0","26","1","519042737","-949928717","4.796",
"1090153211","16.85","98.79999999999995","26","1","519042744","-949929558","4.516",
"1090153212","23.82","98.39999999999998","26","1","519042686","-949930629","4.124",
"1090153213","27.76","98.0","26","1","519042531","-949931135","3.396",
"1090153214","31.17","97.79999999999995","26","1","519042241","-949931422","2.79",
"1090153215","33.64","97.60000000000002","26","1","519042038","-949931632","2.333",
"1090153216","35.87","97.39999999999998","26","1","519041826","-949931762","1.95",
