Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Data,3,record,timestamp,"1110402722",s,position_lat,"-138864800",semicircles,position_long,"1991769856",semicircles,distance,"0.49",m,altitude,"7.600000000000023",m,speed,"0.914",m/s,power,"65",watts,heart_rate,"0",bpm,cadence,"14",rpm,enhanced_altitude,"7.600000000000023",m,enhanced_speed,"0.914",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402723",s,position_lat,"-138864768",semicircles,position_long,"1991769984",semicircles,distance,"0.91",m,altitude,"7.600000000000023",m,speed,"1.292",m/s,power,"65",watts,heart_rate,"0",bpm,cadence,"19",rpm,enhanced_altitude,"7.600000000000023",m,enhanced_speed,"1.292",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402724",s,position_lat,"-138864624",semicircles,position_long,"1991769984",semicircles,distance,"2.64",m,altitude,"7.600000000000023",m,speed,"2.14",m/s,power,"101",watts,heart_rate,"0",bpm,cadence,"33",rpm,enhanced_altitude,"7.600000000000023",m,enhanced_speed,"2.14",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402725",s,position_lat,"-138864400",semicircles,position_long,"1991770112",semicircles,distance,"5.19",m,altitude,"7.399999999999977",m,speed,"2.967",m/s,power,"127",watts,heart_rate,"0",bpm,cadence,"1",rpm,enhanced_altitude,"7.399999999999977",m,enhanced_speed,"2.967",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402726",s,position_lat,"-138864112",semicircles,position_long,"1991770368",semicircles,distance,"8.53",m,altitude,"7.399999999999977",m,speed,"3.709",m/s,power,"129",watts,heart_rate,"0",bpm,cadence,"1",rpm,enhanced_altitude,"7.399999999999977",m,enhanced_speed,"3.709",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402727",s,position_lat,"-138863824",semicircles,position_long,"1991770752",semicircles,distance,"12.58",m,altitude,"7.199999999999989",m,speed,"4.39",m/s,power,"137",watts,heart_rate,"0",bpm,cadence,"51",rpm,enhanced_altitude,"7.199999999999989",m,enhanced_speed,"4.39",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402728",s,position_lat,"-138863488",semicircles,position_long,"1991771008",semicircles,distance,"17.29",m,altitude,"7.0",m,speed,"5.004",m/s,power,"128",watts,heart_rate,"0",bpm,cadence,"62",rpm,enhanced_altitude,"7.0",m,enhanced_speed,"5.004",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402729",s,position_lat,"-138863088",semicircles,position_long,"1991771648",semicircles,distance,"22.58",m,altitude,"6.800000000000011",m,speed,"5.58",m/s,power,"140",watts,heart_rate,"0",bpm,cadence,"66",rpm,enhanced_altitude,"6.800000000000011",m,enhanced_speed,"5.58",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402730",s,position_lat,"-138862640",semicircles,position_long,"1991772032",semicircles,distance,"28.5",m,altitude,"6.600000000000023",m,speed,"6.073",m/s,power,"105",watts,heart_rate,"0",bpm,cadence,"67",rpm,enhanced_altitude,"6.600000000000023",m,enhanced_speed,"6.073",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402731",s,position_lat,"-138862128",semicircles,position_long,"1991772288",semicircles,distance,"34.71",m,altitude,"6.399999999999977",m,speed,"6.469",m/s,power,"89",watts,heart_rate,"0",bpm,cadence,"69",rpm,enhanced_altitude,"6.399999999999977",m,enhanced_speed,"6.469",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402732",s,position_lat,"-138861552",semicircles,position_long,"1991772928",semicircles,distance,"41.38",m,altitude,"6.199999999999989",m,speed,"6.832",m/s,power,"100",watts,heart_rate,"0",bpm,cadence,"70",rpm,enhanced_altitude,"6.199999999999989",m,enhanced_speed,"6.832",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402733",s,position_lat,"-138860912",semicircles,position_long,"1991773312",semicircles,distance,"48.51",m,altitude,"6.0",m,speed,"7.205",m/s,power,"108",watts,heart_rate,"0",bpm,cadence,"71",rpm,enhanced_altitude,"6.0",m,enhanced_speed,"7.205",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402734",s,position_lat,"-138860256",semicircles,position_long,"1991773824",semicircles,distance,"55.85",m,altitude,"5.800000000000011",m,speed,"7.508",m/s,power,"88",watts,heart_rate,"78",bpm,cadence,"76",rpm,enhanced_altitude,"5.800000000000011",m,enhanced_speed,"7.508",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402735",s,position_lat,"-138859552",semicircles,position_long,"1991774208",semicircles,distance,"63.39",m,altitude,"5.600000000000023",m,speed,"7.761",m/s,power,"100",watts,heart_rate,"77",bpm,cadence,"77",rpm,enhanced_altitude,"5.600000000000023",m,enhanced_speed,"7.761",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402736",s,position_lat,"-138858800",semicircles,position_long,"1991774592",semicircles,distance,"71.31",m,altitude,"5.399999999999977",m,speed,"7.988",m/s,power,"97",watts,heart_rate,"77",bpm,cadence,"78",rpm,enhanced_altitude,"5.399999999999977",m,enhanced_speed,"7.988",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402737",s,position_lat,"-138858048",semicircles,position_long,"1991775104",semicircles,distance,"79.48",m,altitude,"5.199999999999989",m,speed,"8.209",m/s,power,"120",watts,heart_rate,"78",bpm,cadence,"79",rpm,enhanced_altitude,"5.199999999999989",m,enhanced_speed,"8.209",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402738",s,position_lat,"-138857232",semicircles,position_long,"1991775488",semicircles,distance,"87.81",m,altitude,"5.0",m,speed,"8.412",m/s,power,"106",watts,heart_rate,"78",bpm,cadence,"80",rpm,enhanced_altitude,"5.0",m,enhanced_speed,"8.412",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402739",s,position_lat,"-138856400",semicircles,position_long,"1991775744",semicircles,distance,"96.32",m,altitude,"4.800000000000011",m,speed,"8.574",m/s,power,"77",watts,heart_rate,"79",bpm,cadence,"81",rpm,enhanced_altitude,"4.800000000000011",m,enhanced_speed,"8.574",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402740",s,position_lat,"-138855552",semicircles,position_long,"1991776128",semicircles,distance,"104.92",m,altitude,"4.600000000000023",m,speed,"8.717",m/s,power,"91",watts,heart_rate,"80",bpm,cadence,"80",rpm,enhanced_altitude,"4.600000000000023",m,enhanced_speed,"8.717",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402741",s,position_lat,"-138854672",semicircles,position_long,"1991776512",semicircles,distance,"113.65",m,altitude,"4.399999999999977",m,speed,"8.863",m/s,power,"94",watts,heart_rate,"80",bpm,cadence,"81",rpm,enhanced_altitude,"4.399999999999977",m,enhanced_speed,"8.863",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402742",s,position_lat,"-138853760",semicircles,position_long,"1991776896",semicircles,distance,"122.62",m,altitude,"4.199999999999989",m,speed,"9.0",m/s,power,"91",watts,heart_rate,"80",bpm,cadence,"81",rpm,enhanced_altitude,"4.199999999999989",m,enhanced_speed,"9.0",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402743",s,position_lat,"-138852848",semicircles,position_long,"1991777280",semicircles,distance,"131.78",m,altitude,"4.0",m,speed,"9.13",m/s,power,"95",watts,heart_rate,"80",bpm,cadence,"82",rpm,enhanced_altitude,"4.0",m,enhanced_speed,"9.13",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402744",s,position_lat,"-138851920",semicircles,position_long,"1991777664",semicircles,distance,"140.81",m,altitude,"3.8000000000000114",m,speed,"9.269",m/s,power,"115",watts,heart_rate,"81",bpm,cadence,"82",rpm,enhanced_altitude,"3.8000000000000114",m,enhanced_speed,"9.269",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402745",s,position_lat,"-138850960",semicircles,position_long,"1991778048",semicircles,distance,"150.31",m,altitude,"3.6000000000000227",m,speed,"9.424",m/s,power,"80",watts,heart_rate,"81",bpm,cadence,"81",rpm,enhanced_altitude,"3.6000000000000227",m,enhanced_speed,"9.424",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402746",s,position_lat,"-138850016",semicircles,position_long,"1991778176",semicircles,distance,"159.67",m,altitude,"3.3999999999999773",m,speed,"9.654",m/s,power,"111",watts,heart_rate,"79",bpm,cadence,"82",rpm,enhanced_altitude,"3.3999999999999773",m,enhanced_speed,"9.654",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402747",s,position_lat,"-138849040",semicircles,position_long,"1991778688",semicircles,distance,"169.43",m,altitude,"3.1999999999999886",m,speed,"9.805",m/s,power,"90",watts,heart_rate,"79",bpm,cadence,"82",rpm,enhanced_altitude,"3.1999999999999886",m,enhanced_speed,"9.805",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402748",s,position_lat,"-138848016",semicircles,position_long,"1991778944",semicircles,distance,"179.28",m,altitude,"3.0",m,speed,"9.912",m/s,power,"110",watts,heart_rate,"80",bpm,cadence,"82",rpm,enhanced_altitude,"3.0",m,enhanced_speed,"9.912",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402749",s,position_lat,"-138846992",semicircles,position_long,"1991779200",semicircles,distance,"189.43",m,altitude,"2.8000000000000114",m,speed,"10.024",m/s,power,"107",watts,heart_rate,"81",bpm,cadence,"82",rpm,enhanced_altitude,"2.8000000000000114",m,enhanced_speed,"10.024",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402750",s,position_lat,"-138845968",semicircles,position_long,"1991779584",semicircles,distance,"199.57",m,altitude,"2.6000000000000227",m,speed,"10.141",m/s,power,"100",watts,heart_rate,"81",bpm,cadence,"81",rpm,enhanced_altitude,"2.6000000000000227",m,enhanced_speed,"10.141",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402751",s,position_lat,"-138844944",semicircles,position_long,"1991779968",semicircles,distance,"209.72",m,altitude,"2.3999999999999773",m,speed,"10.248",m/s,power,"99",watts,heart_rate,"82",bpm,cadence,"82",rpm,enhanced_altitude,"2.3999999999999773",m,enhanced_speed,"10.248",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110402752",s,position_lat,"-138843904",semicircles,position_long,"1991780480",semicircles,distance,"219.97",m,altitude,"2.3999999999999773",m,speed,"10.359",m/s,power,"100",watts,heart_rate,"83",bpm,cadence,"83",rpm,enhanced_altitude,"2.3999999999999773",m,enhanced_speed,"10.359",m/s,target_power,"0",watts,
