record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1083785168","125.71","40.0","79","22","79","12.51","567667685","-628902809","5.897",,
"1083785169","131.45","40.200000000000045","81","22","81","12.51","567668062","-628902095","5.897",,
"1083785170","137.74","40.39999999999998","84","22","84","12.51","567668449","-628901281","6.457",,
"1083785171","144.12","40.39999999999998","87","22","87","13.07","567668873","-628900464","6.606",,
"1083785172","150.66","40.60000000000002","88","21","88","13.07","567669298","-628899633","6.457",,
"1083785173","157.3","40.60000000000002","91","21","91","13.07","567669738","-628898803","6.42",,
"1083785174","163.73","40.60000000000002","93","21","93","13.07","567670177","-628898019","6.289",,
"1083785175","170.0","40.799999999999955","94","21","94","13.07","567670601","-628897248","6.093",,
"1083785176","176.04","40.799999999999955","96","21","96","13.83","567671030","-628896542","5.832",,
"1083785177","181.58","41.0","98","21","98","13.83","567671415","-628895873","5.496",,
"1083785178","186.49","41.0","99","21","99","13.83","567671749","-628895266","4.899",,
"1083785179","190.67","41.200000000000045","100","21","100","13.83","567672019","-628894746","4.003",,
"1083785180","193.99","41.39999999999998","101","21","101","13.83","567672249","-628894348","3.228",,
"1083785181","196.79","41.60000000000002","102","21","102","14.34","567672458","-628894021","2.799",,
"1083785182","199.82","42.0","102","21","102","14.34","567672625","-628893596","3.21",,
"1083785183","203.02","42.0","103","21","103","14.34","567672646","-628893055","3.984",,
"1083785184","207.7","42.200000000000045","103","21","103","14.34","567672474","-628892330","5.132",,
"1083785185","213.1","42.200000000000045","103","21","103","14.34","567672047","-628891694","5.729",,
"1083785186","219.58","42.200000000000045","103","21","103","14.67","567671486","-628891063","6.298",,
"1083785187","226.66","42.200000000000045","103","21","103","14.67","567670897","-628890369","6.653",,
"1083785188","233.9","41.799999999999955","103","21","103","14.67","567670296","-628889681","6.914",,
"1083785189","241.21","41.39999999999998","103","21","103","14.67","567669664","-628888982","7.343",,
"1083785190","248.77","41.200000000000045","104","21","104","14.67","567669012","-628888258","7.633",,
"1083785191","256.8","41.0","104","21","104","14.67","567668313","-628887539","7.922",,
"1083785192","264.87","41.0","105","21","105","14.67","567667595","-628886843","8.155",,
"1083785193","273.15","40.799999999999955","105","21","105","14.67","567666835","-628886131","8.528",,
"1083785194","282.14","40.60000000000002","106","20","106","14.67","567666011","-628885414","8.873",,
"1083785195","291.14","40.200000000000045","107","20","107","14.67","567665155","-628884760","9.153",,
"1083785196","300.38","39.799999999999955","108","20","108","14.67","567664249","-628884146","9.424",,
"1083785197","310.05","39.60000000000002","109","20","109","14.67","567663288","-628883549","9.695",,
"1083785198","320.15","39.39999999999998","109","20","109","14.67","567662285","-628883014","9.975",,
"1083785199","329.87","39.0","111","20","111","14.67","567661283","-628882518","10.189",,
"1083785200","340.04","38.799999999999955","111","20","111","14.67","567660252","-628882034","10.226",,
"1083785201","350.26","38.39999999999998","112","20","112","14.9","567659204","-628881564","10.385",,
"1083785202","360.59","38.200000000000045","113","20","113","14.9","567658141","-628881091","10.59",,
"1083785203","370.99","37.799999999999955","114","20","114","14.9","567657064","-628880621","10.702",,
"1083785204","381.55","37.39999999999998","115","20","115","14.9","567655971","-628880162","10.693",,
"1083785205","392.26","37.0","115","20","115","14.9","567654867","-628879670","10.758",,
"1083785206","403.2","36.60000000000002","116","20","116","15.05","567653739","-628879185","10.889",,
"1083785207","414.26","36.39999999999998","116","20","116","15.05","567652605","-628878688","10.964",,
"1083785208","425.26","36.0","116","20","116","15.05","567651477","-628878174","11.048",,
"1083785209","436.36","35.60000000000002","116","19","116","15.05","567650336","-628877665","11.206",,
"1083785210","447.57","35.200000000000045","116","19","116","15.05","567649201","-628877105","11.281",,
"1083785211","458.44","35.0","116","19","116","15.55","567648096","-628876472","11.337",,
"1083785212","469.45","34.39999999999998","116","19","116","15.55","567647023","-628875714","11.001",,
"1083785213","480.7","34.200000000000045","116","19","116","15.55","567645983","-628874841","10.852",,
"1083785214","491.35","34.0","116","19","116","15.55","567645034","-628873925","10.59",,
"1083785215","501.64","34.0","116","19","116","15.55","567644140","-628872950","10.348",,
"1083785216","512.19","34.0","116","19","116","15.88","567643256","-628871978","10.114",,
"1083785217","521.24","34.0","115","19","115","15.88","567642469","-628871110","9.741",,
"1083785218","530.4","34.0","115","19","115","15.88","567641673","-628870248","9.443",,
"1083785219","539.39","34.200000000000045","115","19","115","15.88","567640895","-628869397","9.209",,
"1083785220","548.35","34.200000000000045","115","19","115","15.88","567640141","-628868511","9.125",,
"1083785221","557.23","34.39999999999998","115","19","115","16.49","567639376","-628867670","8.985",,
"1083785222","565.94","34.60000000000002","115","19","115","16.49","567638614","-628866859","8.827",,
"1083785223","574.52","34.799999999999955","114","19","114","16.49","567637873","-628866037","8.696",,
"1083785224","583.19","35.0","115","19","115","16.49","567637143","-628865192","8.51",,
"1083785225","591.7","35.0","115","19","115","16.49","567636428","-628864360","8.398",,
"1083785226","599.89","35.200000000000045","115","19","115","16.5","567635722","-628863568","8.323",,
"1083785227","608.09","35.39999999999998","115","18","115","16.5","567634994","-628862827","8.146",,
"1083785228","616.15","35.39999999999998","115","19","115","16.5","567634261","-628862110","8.08",,
"1083785229","624.49","35.799999999999955","115","18","115","16.5","567633482","-628861476","8.08",,
"1083785230","632.62","36.0","115","18","115","16.5","567632696","-628860891","8.062",,
"1083785231","641.15","36.0","115","18","115","16.12","567631880","-628860380","7.931",,
"1083785232","648.95","36.0","115","18","115","16.12","567631110","-628859910","7.828",,
"1083785233","656.41","36.200000000000045","115","18","115","16.12","567630340","-628859461","7.791",,
"1083785234","664.55","36.39999999999998","115","18","115","16.12","567629530","-628859060","7.726",,
"1083785235","672.34","36.39999999999998","115","18","115","16.12","567628736","-628858680","7.772",,
"1083785236","680.53","36.39999999999998","115","18","115","17.05","567627911","-628858290","8.024",,
"1083785237","688.49","36.39999999999998","115","18","115","17.05","567627098","-628857886","8.211",,
"1083785238","696.73","36.39999999999998","116","18","116","17.05","567626256","-628857477","8.37",,
"1083785239","705.26","36.39999999999998","116","18","116","17.05","567625401","-628857052","8.5",,
"1083785240","713.51","36.39999999999998","116","18","116","17.05","567624550","-628856642","8.64",,
"1083785241","721.77","36.200000000000045","116","18","116","17.66","567623682","-628856245","8.743",,
"1083785242","731.12","36.0","116","18","116","17.66","567622731","-628855799","9.013",,
"1083785243","740.55","35.799999999999955","116","18","116","17.66","567621773","-628855385","9.303",,
"1083785244","750.02","35.60000000000002","116","18","116","17.66","567620798","-628854944","9.648",,
"1083785245","760.08","35.39999999999998","116","18","116","17.66","567619768","-628854496","10.03",,
"1083785246","770.06","35.0","115","18","115","17.68","567618729","-628854129","10.208",,
"1083785247","780.14","34.60000000000002","114","18","114","17.68","567617688","-628853719","10.292",,
"1083785248","790.55","34.0","113","18","113","17.68","567616593","-628853293","10.758",,
"1083785249","801.83","33.60000000000002","112","18","112","17.68","567615413","-628852936","11.206",,
"1083785250","813.47","32.60000000000002","111","18","111","17.68","567614162","-628852704","11.822",,
"1083785251","825.94","31.600000000000023","110","18","110","17.69","567612840","-628852576","12.307",,
"1083785252","838.5","30.200000000000045","109","18","109","17.69","567611507","-628852475","12.568",,
"1083785253","851.2","29.0","108","18","108","17.69","567610144","-628852343","12.932",,
"1083785254","864.27","27.600000000000023","107","18","107","17.69","567608754","-628852235","13.184",,
"1083785255","877.14","26.399999999999977","106","18","106","17.69","567607334","-628852141","13.474",,
"1083785256","890.81","24.399999999999977","105","18","105","17.7","567605861","-628852084","13.539",,
"1083785257","904.96","23.200000000000045","104","17","104","17.7","567604353","-628851989","13.688",,
"1083785258","918.92","21.799999999999955","103","17","103","17.7","567602863","-628851888","13.641",,
"1083785259","932.74","20.399999999999977","102","17","102","17.7","567601395","-628851765","13.688",,
"1083785260","946.22","19.399999999999977","101","17","101","17.7","567599940","-628851665","13.725",,
"1083785261","959.56","18.399999999999977","99","17","99","17.7","567598505","-628851566","13.446",,
"1083785262","972.98","17.399999999999977","97","17","97","17.7","567597071","-628851502","13.203",,
"1083785263","985.89","16.600000000000023","97","17","97","17.7","567595699","-628851444","12.718",,
"1083785264","998.37","16.200000000000045","94","17","94","17.7","567594376","-628851412","12.466",,
"1083785265","1010.77","15.799999999999955","93","17","93","17.7","567593038","-628851398","12.634",,
"1083785266","1022.98","15.600000000000023","93","17","93","17.7","567591749","-628851425","12.186",,
"1083785267","1034.75","15.399999999999977","92","17","92","17.71","567590474","-628851523","12.4",,
"1083785268","1046.31","15.200000000000045","93","17","93","17.71","567589230","-628851651","12.074",,
"1083785269","1057.68","15.0","93","17","93","17.71","567587995","-628851791","11.803",,
"1083785270","1068.87","15.0","94","17","94","17.71","567586759","-628851908","11.523",,
"1083785271","1080.55","15.0","96","17","96","17.71","567585532","-628852066","10.945",,
"1083785272","1091.55","15.0","99","17","99","17.71","567584367","-628852200","10.628",,
"1083785273","1101.9","15.0","102","17","102","17.71","567583264","-628852325","10.357",,
"1083785274","1111.7","15.0","103","17","103","17.71","567582207","-628852452","10.012",,
"1083785275","1121.36","15.200000000000045","104","17","104","17.71","567581174","-628852594","9.685",,
"1083785276","1130.84","15.399999999999977","105","17","105","18.11","567580168","-628852784","9.405",,
"1083785277","1140.03","15.399999999999977","106","17","106","18.11","567579197","-628853090","9.293",,
"1083785278","1149.01","15.600000000000023","106","16","106","18.11","567578258","-628853444","9.032",,
"1083785279","1157.81","15.799999999999955","106","16","106","18.11","567577350","-628853860","8.799",,
"1083785280","1166.44","16.0","106","16","106","18.11","567576503","-628854357","8.286",,
"1083785281","1173.88","16.200000000000045","105","16","105","20.73","567575777","-628854847","7.418",,
"1083785282","1180.66","16.399999999999977","105","16","105","20.73","567575135","-628855331","6.569",,
"1083785283","1186.51","16.799999999999955","105","16","105","20.73","567574585","-628855754","5.748",,
"1083785284","1191.65","17.399999999999977","105","16","105","20.73","567574112","-628856173","5.151",,
"1083785285","1196.15","18.0","105","16","105","20.73","567573663","-628856498","4.815",,
"1083785286","1200.78","18.799999999999955","105","16","105","20.12","567573221","-628856830","4.497",,
"1083785287","1204.94","19.399999999999977","106","16","106","20.12","567572821","-628857122","4.143",,
"1083785288","1208.78","20.0","106","16","106","20.12","567572457","-628857367","3.695",,
"1083785289","1212.23","20.399999999999977","107","16","107","20.12","567572116","-628857634","3.742",,
"1083785290","1216.18","20.799999999999955","108","16","108","20.12","567571733","-628857935","3.9",,
"1083785291","1220.18","21.399999999999977","109","16","109","19.71","567571357","-628858206","3.798",,
"1083785292","1224.01","21.600000000000023","111","16","111","19.71","567571023","-628858520","3.723",,
"1083785293","1227.75","22.200000000000045","112","16","112","19.71","567570655","-628858814","4.012",,
"1083785294","1231.81","22.600000000000023","114","16","114","19.71","567570276","-628859135","4.068",,
"1083785295","1235.71","22.799999999999955","115","16","115","19.71","567569897","-628859420","4.031",,
"1083785296","1240.05","23.200000000000045","117","16","117","19.44","567569484","-628859728","4.199",,
"1083785297","1244.32","23.399999999999977","119","16","119","19.44","567569073","-628860037","4.133",,
"1083785298","1248.31","23.799999999999955","120","16","120","19.44","567568685","-628860288","3.751",,
"1083785299","1252.23","24.200000000000045","121","16","121","19.44","567568291","-628860499","3.798",,
"1083785300","1256.21","24.600000000000023","123","16","123","19.44","567567881","-628860667","3.872",,
"1083785301","1260.15","25.0","124","15","124","20.05","567567487","-628860810","3.77",,
"1083785302","1263.48","25.399999999999977","125","15","125","20.05","567567126","-628860854","3.686",,
"1083785303","1266.71","26.0","126","15","126","20.05","567566763","-628860811","3.62",,
"1083785304","1270.42","26.399999999999977","127","15","127","20.05","567566383","-628860762","3.602",,
"1083785305","1273.87","26.799999999999955","128","15","128","20.05","567566024","-628860649","3.592",,
"1083785306","1277.12","27.200000000000045","129","15","129","20.45","567565683","-628860456","3.611",,
"1083785307","1280.73","27.600000000000023","129","15","129","20.45","567565321","-628860253","3.49",,
"1083785308","1284.25","27.799999999999955","130","15","130","20.45","567564972","-628860058","3.471",,
"1083785309","1287.41","28.200000000000045","131","15","131","20.45","567564646","-628859875","3.359",,
"1083785310","1290.86","28.399999999999977","132","15","132","20.45","567564308","-628859676","3.21",,
"1083785311","1294.25","28.799999999999955","132","15","132","21.11","567563966","-628859464","3.471",,
"1083785312","1297.89","29.200000000000045","133","15","133","21.11","567563609","-628859252","3.546",,
"1083785313","1301.43","29.600000000000023","134","15","134","21.11","567563252","-628859039","3.676",,
"1083785314","1305.25","29.799999999999955","134","15","134","21.11","567562869","-628858840","3.788",,
"1083785315","1309.45","30.200000000000045","135","15","135","21.11","567562448","-628858612","4.264",,
"1083785316","1313.32","30.399999999999977","135","15","135","21.95","567562051","-628858379","4.208",,
"1083785317","1317.65","30.600000000000023","135","15","135","21.95","567561617","-628858104","4.32",,
"1083785318","1322.16","30.799999999999955","136","15","136","21.95","567561173","-628857853","4.311",,
"1083785319","1326.74","31.200000000000045","136","15","136","21.95","567560736","-628857596","4.404",,
"1083785320","1330.75","31.399999999999977","137","15","137","21.95","567560331","-628857364","4.46",,
"1083785321","1334.79","31.600000000000023","137","15","137","22.11","567559924","-628857102","4.404",,
"1083785322","1339.27","31.600000000000023","138","15","138","22.11","567559481","-628856784","4.553",,
"1083785323","1343.79","31.799999999999955","138","15","138","22.11","567559045","-628856517","4.161",,
"1083785324","1348.48","32.0","138","15","138","22.11","567558565","-628856295","4.563",,
"1083785325","1352.69","32.200000000000045","138","15","138","22.11","567558137","-628856066","4.497",,
"1083785326","1356.96","32.39999999999998","138","15","138","22.11","567557695","-628855805","4.404",,
"1083785327","1361.95","32.60000000000002","138","14","138","22.11","567557205","-628855547","4.423",,
"1083785328","1366.65","32.799999999999955","138","14","138","22.11","567556750","-628855325","4.423",,
"1083785329","1370.37","33.0","138","14","138","22.11","567556346","-628855144","4.432",,
"1083785330","1375.08","33.200000000000045","138","14","138","22.11","567555887","-628854908","4.423",,
"1083785331","1379.0","33.39999999999998","138","14","138","21.83","567555474","-628854688","4.395",,
"1083785332","1383.44","33.60000000000002","138","14","138","21.83","567555036","-628854434","4.329",,
"1083785333","1387.63","33.799999999999955","138","14","138","21.83","567554629","-628854170","4.18",,
"1083785334","1391.75","34.0","138","14","138","21.83","567554211","-628853956","4.273",,
"1083785335","1395.85","34.200000000000045","138","14","138","21.83","567553795","-628853716","4.367",,
"1083785336","1400.14","34.39999999999998","137","14","137","20.85","567553371","-628853473","4.357",,
"1083785337","1404.44","34.39999999999998","137","14","137","20.85","567552958","-628853199","4.339",,
"1083785338","1408.27","34.60000000000002","137","14","137","20.85","567552567","-628852946","4.283",,
"1083785339","1412.64","34.799999999999955","136","14","136","20.85","567552133","-628852699","4.292",,
"1083785340","1416.72","34.799999999999955","136","14","136","20.85","567551714","-628852463","4.301",,
"1083785341","1420.96","35.0","136","14","136","21.38","567551281","-628852213","4.208",,
"1083785342","1425.43","35.200000000000045","136","14","136","21.38","567550844","-628851977","4.161",,
"1083785343","1429.42","35.39999999999998","136","14","136","21.38","567550430","-628851742","4.171",,
"1083785344","1433.67","35.60000000000002","135","14","135","21.38","567550001","-628851502","4.087",,
"1083785345","1438.46","35.799999999999955","135","14","135","21.38","567549562","-628851197","4.143",,
"1083785346","1442.24","36.0","135","14","135","21.73","567549183","-628850976","4.05",,
"1083785347","1446.07","36.200000000000045","135","14","135","21.73","567548811","-628850726","3.984",,
"1083785348","1449.61","36.39999999999998","135","14","135","21.73","567548452","-628850510","3.891",,
"1083785349","1453.25","36.60000000000002","135","14","135","21.73","567548085","-628850278","3.854",,
"1083785350","1457.11","36.799999999999955","135","14","135","21.73","567547696","-628850059","3.798",,
"1083785351","1461.03","37.0","135","14","135","23.54","567547311","-628849854","3.742",,
"1083785352","1464.63","37.200000000000045","134","14","134","23.54","567546946","-628849662","3.779",,
"1083785353","1468.18","37.200000000000045","134","14","134","23.54","567546589","-628849470","3.686",,
"1083785354","1471.67","37.39999999999998","134","14","134","23.54","567546255","-628849259","3.62",,
"1083785355","1474.89","37.60000000000002","134","14","134","23.54","567545931","-628849049","3.602",,
"1083785356","1478.51","38.0","134","14","134","24.36","567545574","-628848803","3.779",,
"1083785357","1482.35","38.200000000000045","134","14","134","24.36","567545196","-628848576","3.872",,
"1083785358","1486.13","38.39999999999998","134","13","134","24.36","567544810","-628848370","3.994",,
"1083785359","1490.07","38.799999999999955","134","13","134","24.36","567544420","-628848156","3.956",,
"1083785360","1493.99","39.0","134","13","134","24.36","567544021","-628847955","4.068",,
"1083785361","1497.84","39.39999999999998","133","13","133","24.11","567543626","-628847733","4.068",,
"1083785362","1502.01","39.60000000000002","133","13","133","24.11","567543212","-628847488","4.115",,
"1083785363","1506.08","40.0","133","13","133","24.11","567542787","-628847275","4.087",,
"1083785364","1510.65","40.200000000000045","133","13","133","24.11","567542330","-628847066","4.171",,
"1083785365","1514.82","40.799999999999955","132","13","132","24.11","567541901","-628846861","4.106",,
"1083785366","1519.21","41.200000000000045","132","13","132","23.95","567541453","-628846683","4.199",,
"1083785367","1523.51","41.39999999999998","132","13","132","23.95","567541017","-628846503","4.217",,
"1083785368","1527.72","41.799999999999955","132","13","132","23.95","567540595","-628846305","4.273",,
"1083785369","1531.7","42.0","132","13","132","23.95","567540186","-628846123","4.236",,
"1083785370","1536.01","42.200000000000045","132","13","132","23.95","567539758","-628845899","4.292",,
"1083785371","1540.14","42.60000000000002","132","13","132","24.62","567539346","-628845665","4.311",,
"1083785372","1544.09","42.799999999999955","132","13","132","24.62","567538946","-628845443","4.245",,
"1083785373","1548.02","43.200000000000045","132","13","132","24.62","567538526","-628845250","4.329",,
"1083785374","1551.98","43.60000000000002","132","13","132","24.62","567538099","-628845051","4.273",,
"1083785375","1556.59","43.799999999999955","133","13","133","24.62","567537623","-628844865","4.385",,
"1083785376","1561.58","44.0","133","13","133","25.47","567537139","-628844657","4.469",,
"1083785377","1565.78","44.0","133","13","133","25.47","567536696","-628844461","4.507",,
"1083785378","1570.33","44.200000000000045","133","13","133","25.47","567536215","-628844242","4.684",,
"1083785379","1575.15","44.39999999999998","133","13","133","25.47","567535710","-628844035","4.815",,
"1083785380","1580.15","44.60000000000002","133","13","133","25.47","567535192","-628843820","4.889",,
"1083785381","1585.27","44.60000000000002","132","13","132","25.64","567534662","-628843617","4.992",,
"1083785382","1590.42","44.799999999999955","132","13","132","25.64","567534130","-628843405","5.039",,
"1083785383","1595.83","44.799999999999955","132","13","132","25.64","567533595","-628843153","5.085",,
"1083785384","1600.85","44.799999999999955","132","13","132","25.64","567533068","-628842900","5.151",,
"1083785385","1606.36","45.0","132","13","132","25.64","567532500","-628842665","5.244",,
"1083785386","1611.75","45.0","131","13","131","25.75","567531936","-628842440","5.318",,
"1083785387","1617.61","45.0","131","13","131","25.75","567531355","-628842185","5.458",,
"1083785388","1622.91","45.200000000000045","131","13","131","25.75","567530801","-628841927","5.542",,
"1083785389","1628.71","45.39999999999998","130","13","130","25.75","567530212","-628841675","5.71",,
"1083785390","1634.43","45.39999999999998","130","13","130","25.75","567529634","-628841418","5.785",,
"1083785391","1640.05","45.60000000000002","130","13","130","25.04","567529055","-628841169","5.869",,
"1083785392","1645.7","45.60000000000002","129","13","129","25.04","567528478","-628840878","5.86",,
"1083785393","1651.44","45.60000000000002","129","13","129","25.04","567527890","-628840616","5.682",,
"1083785394","1657.04","45.799999999999955","128","13","128","25.04","567527318","-628840360","5.449",,
"1083785395","1662.31","45.799999999999955","127","13","127","25.04","567526773","-628840111","5.253",,
"1083785396","1667.57","45.799999999999955","126","12","126","24.57","567526230","-628839928","5.039",,
"1083785397","1672.36","45.799999999999955","125","13","125","24.57","567525737","-628839803","4.703",,
"1083785398","1676.28","45.799999999999955","124","12","124","24.57","567525315","-628839728","4.161",,
"1083785399","1680.6","46.0","123","12","123","24.57","567524834","-628839673","4.563",,
"1083785400","1685.68","46.0","122","12","122","24.57","567524274","-628839598","5.235",,
"1083785401","1690.77","46.200000000000045","121","12","121","24.25","567523741","-628839527","4.992",,
"1083785402","1695.57","46.200000000000045","121","12","121","24.25","567523228","-628839507","4.843",,
"1083785403","1699.9","46.39999999999998","120","12","120","24.25","567522760","-628839473","4.479",,
"1083785404","1704.15","46.60000000000002","119","12","119","24.25","567522300","-628839408","4.236",,
"1083785405","1707.82","46.799999999999955","119","12","119","24.25","567521881","-628839446","3.835",,
"1083785406","1711.67","46.799999999999955","118","12","118","24.04","567521487","-628839540","3.219",,
"1083785407","1714.68","47.0","117","12","117","24.04","567521188","-628839526","2.603",,
"1083785408","1716.46","47.200000000000045","116","12","116","24.04","567521024","-628839376","1.819",,
"1083785409","1717.95","47.200000000000045","115","12","115","24.04","567520906","-628839190","1.577",,
"1083785410","1719.0","47.39999999999998","114","12","114","24.04","567520854","-628839023","1.176",,
"1083785411","1720.25","47.39999999999998","112","12","112","23.9","567520810","-628838847","0.905",,
"1083785412","1720.82","47.39999999999998","111","12","111","23.9","567520769","-628838761","0.644",,
"1083785413","1721.56","47.60000000000002","109","12","109","23.9","567520692","-628838733","0.523",,
"1083785414","1722.12","47.60000000000002","108","12","108","23.9","567520622","-628838797","0.513",,
"1083785415","1722.66","47.60000000000002","104","12","104","23.9","567520583","-628838771","0.476",,
"1083785416","1722.66","47.60000000000002","103","12","103","23.02","567520584","-628838752","0.551",,
"1083785417","1722.69","47.60000000000002","100","12","100","23.02","567520612","-628838710","0.373",,
"1083785418","1723.23","47.60000000000002","99","12","99","23.02","567520593","-628838644","0.271",,
"1083785421","1723.23","47.60000000000002","95","12","95","22.04","567520132","-628837889","2.379",,
"1083785422","1725.79","47.60000000000002","94","12","94","22.04","567519912","-628837646","3.228",,
"1083785423","1729.08","47.60000000000002","94","12","94","22.04","567519643","-628837303","4.059",,
"1083785424","1732.84","47.60000000000002","94","12","94","22.04","567519317","-628836916","4.423",,
"1083785425","1736.78","47.60000000000002","95","12","95","22.04","567519014","-628836492","4.255",,
"1083785426","1740.65","47.60000000000002","97","12","97","21.38","567518663","-628836115","4.376",,
"1083785427","1745.89","47.60000000000002","99","12","99","21.38","567518247","-628835574","5.113",,
"1083785428","1751.37","47.60000000000002","100","12","100","21.38","567517839","-628834938","5.822",,
"1083785429","1756.98","47.60000000000002","101","12","101","21.38","567517472","-628834214","5.944",,
"1083785430","1763.0","47.60000000000002","102","12","102","21.38","567517132","-628833399","5.981",,
"1083785431","1769.48","47.60000000000002","103","12","103","21.34","567516780","-628832519","6.308",,
"1083785432","1776.11","47.60000000000002","104","12","104","21.34","567516445","-628831606","6.364",,
"1083785433","1782.38","47.799999999999955","104","12","104","21.34","567516110","-628830739","6.317",,
"1083785434","1788.45","47.799999999999955","104","12","104","21.34","567515593","-628830104","6.289",,
"1083785435","1794.33","47.799999999999955","104","12","104","21.34","567514964","-628829901","6.392",,
"1083785436","1800.26","47.799999999999955","104","12","104","21.31","567514322","-628830030","6.569",,
"1083785437","1806.02","47.799999999999955","104","12","104","21.31","567513727","-628830429","6.625",,
"1083785438","1812.72","47.799999999999955","103","12","103","21.31","567513084","-628830945","6.746",,
"1083785439","1820.08","47.799999999999955","103","12","103","21.31","567512390","-628831464","6.914",,
"1083785440","1827.09","47.799999999999955","103","12","103","21.31","567511705","-628831924","6.942",,
"1083785441","1834.01","47.799999999999955","103","12","103","21.31","567511020","-628832404","6.951",,
"1083785442","1841.54","47.799999999999955","104","12","104","21.3","567510299","-628832866","6.998",,
"1083785443","1848.41","48.0","104","12","104","21.3","567509621","-628833323","7.045",,
"1083785444","1855.7","48.0","105","12","105","21.3","567508924","-628833812","7.101",,
"1083785445","1862.89","48.0","105","11","105","21.3","567508254","-628834389","7.166",,
"1083785446","1870.18","48.200000000000045","106","11","106","20.49","567507571","-628834922","7.166",,
"1083785447","1877.25","48.200000000000045","106","11","106","20.49","567506914","-628835478","7.138",,
"1083785448","1884.26","48.39999999999998","107","11","107","20.49","567506275","-628836059","7.175",,
"1083785449","1891.29","48.39999999999998","107","11","107","20.49","567505631","-628836659","7.203",,
"1083785450","1898.59","48.60000000000002","108","11","108","20.49","567504964","-628837248","7.241",,
"1083785451","1905.74","48.60000000000002","108","11","108","20.49","567504288","-628837806","7.297",,
"1083785452","1912.95","48.799999999999955","109","11","109","19.96","567503597","-628838366","7.306",,
"1083785453","1920.69","48.799999999999955","109","11","109","19.96","567502850","-628838885","7.306",,
"1083785454","1928.34","48.799999999999955","110","11","110","19.96","567502109","-628839413","7.343",,
"1083785455","1936.13","49.0","110","11","110","19.96","567501360","-628839938","7.446",,
"1083785456","1944.09","49.0","110","11","110","19.61","567500594","-628840423","7.577",,
