record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1088681511","557589557","-636647691","0.0","3.984","26.0","102","14","102",,,
"1088681512","557589236","-636647306","4.04","4.068","30.0","102","14","102",,,
"1088681513","557588919","-636646900","7.98","4.217","30.200000000000045","103","14","103",,,
"1088681514","557588587","-636646489","11.92","4.535","30.399999999999977","103","14","103",,,
"1088681515","557588190","-636646055","16.43","4.824","30.399999999999977","104","14","104",,,
"1088681516","557587758","-636645597","21.42","4.973","30.399999999999977","104","14","104",,,
"1088681517","557587314","-636645134","26.58","5.16","30.399999999999977","105","14","105","23.62",,
"1088681518","557586847","-636644655","31.81","5.477","30.399999999999977","106","14","106","23.62",,
"1088681519","557586362","-636644159","37.26","5.617","30.200000000000045","107","14","107","23.62",,
"1088681520","557585849","-636643640","43.14","5.748","30.200000000000045","108","14","108","23.62",,
"1088681521","557585341","-636643099","48.97","5.906","30.200000000000045","109","14","109","23.62",,
"1088681522","557584813","-636642515","55.18","6.168","30.200000000000045","110","14","110","25.98",,
"1088681523","557584271","-636641924","61.42","6.392","30.200000000000045","111","14","111","25.98",,
"1088681524","557583730","-636641311","67.73","6.41","30.200000000000045","112","14","112","25.98",,
"1088681525","557583180","-636640632","74.41","6.457","30.200000000000045","114","14","114","25.98",,
"1088681526","557582639","-636639913","81.38","6.522","30.200000000000045","115","14","115","25.98",,
"1088681527","557582128","-636639217","87.9","6.587","30.0","115","14","115","25.2",,
"1088681528","557581654","-636638460","94.48","6.606","30.0","117","14","117","25.2",,
"1088681529","557581225","-636637651","101.02","6.625","29.799999999999955","118","14","118","25.2",,
"1088681530","557580814","-636636813","107.61","6.643","29.799999999999955","118","14","118","25.2",,
"1088681531","557580445","-636635931","114.18","6.681","29.799999999999955","119","14","119","25.2",,
"1088681532","557580077","-636635014","120.96","6.774","29.600000000000023","119","14","119","25.06",,
"1088681533","557579732","-636634068","127.85","6.858","29.600000000000023","119","14","119","25.06",,
"1088681534","557579414","-636633088","134.77","7.026","29.399999999999977","119","14","119","25.06",,
"1088681535","557579076","-636632074","141.96","7.259","29.399999999999977","120","14","120","25.06",,
