Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,
Data,3,record,timestamp,"1098964325",s,position_lat,"564330292",semicircles,position_long,"-630307855",semicircles,distance,"270.69",m,enhanced_speed,"10.562",m/s,enhanced_altitude,"82.39999999999998",m,enhanced_respiration_rate,"19.65",Breaths/min,heart_rate,"151",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964326",s,position_lat,"564330824",semicircles,position_long,"-630309306",semicircles,distance,"281.11",m,enhanced_speed,"10.469",m/s,enhanced_altitude,"82.60000000000002",m,enhanced_respiration_rate,"19.65",Breaths/min,heart_rate,"152",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964327",s,position_lat,"564331372",semicircles,position_long,"-630310746",semicircles,distance,"291.61",m,enhanced_speed,"10.422",m/s,enhanced_altitude,"83.0",m,enhanced_respiration_rate,"19.65",Breaths/min,heart_rate,"153",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964328",s,position_lat,"564331896",semicircles,position_long,"-630312157",semicircles,distance,"301.83",m,enhanced_speed,"10.292",m/s,enhanced_altitude,"83.20000000000005",m,enhanced_respiration_rate,"20.19",Breaths/min,heart_rate,"153",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964329",s,position_lat,"564332394",semicircles,position_long,"-630313575",semicircles,distance,"311.91",m,enhanced_speed,"10.226",m/s,enhanced_altitude,"83.60000000000002",m,enhanced_respiration_rate,"20.19",Breaths/min,heart_rate,"154",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964330",s,position_lat,"564332878",semicircles,position_long,"-630315018",semicircles,distance,"322.17",m,enhanced_speed,"10.161",m/s,enhanced_altitude,"84.0",m,enhanced_respiration_rate,"20.19",Breaths/min,heart_rate,"155",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964331",s,position_lat,"564333348",semicircles,position_long,"-630316423",semicircles,distance,"332.03",m,enhanced_speed,"10.096",m/s,enhanced_altitude,"84.39999999999998",m,enhanced_respiration_rate,"20.19",Breaths/min,heart_rate,"155",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964332",s,position_lat,"564333861",semicircles,position_long,"-630317812",semicircles,distance,"342.08",m,enhanced_speed,"9.993",m/s,enhanced_altitude,"84.79999999999995",m,enhanced_respiration_rate,"20.19",Breaths/min,heart_rate,"156",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964333",s,position_lat,"564334365",semicircles,position_long,"-630319181",semicircles,distance,"351.9",m,enhanced_speed,"9.919",m/s,enhanced_altitude,"85.0",m,enhanced_respiration_rate,"20.15",Breaths/min,heart_rate,"156",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964334",s,position_lat,"564334881",semicircles,position_long,"-630320547",semicircles,distance,"361.8",m,enhanced_speed,"9.909",m/s,enhanced_altitude,"85.20000000000005",m,enhanced_respiration_rate,"20.15",Breaths/min,heart_rate,"156",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964335",s,position_lat,"564335390",semicircles,position_long,"-630321916",semicircles,distance,"371.7",m,enhanced_speed,"9.919",m/s,enhanced_altitude,"85.39999999999998",m,enhanced_respiration_rate,"20.15",Breaths/min,heart_rate,"157",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964336",s,position_lat,"564335875",semicircles,position_long,"-630323300",semicircles,distance,"381.61",m,enhanced_speed,"9.9",m/s,enhanced_altitude,"85.60000000000002",m,enhanced_respiration_rate,"20.15",Breaths/min,heart_rate,"157",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964337",s,position_lat,"564336364",semicircles,position_long,"-630324662",semicircles,distance,"391.38",m,enhanced_speed,"9.835",m/s,enhanced_altitude,"86.0",m,enhanced_respiration_rate,"20.15",Breaths/min,heart_rate,"157",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964338",s,position_lat,"564336848",semicircles,position_long,"-630326028",semicircles,distance,"401.12",m,enhanced_speed,"9.816",m/s,enhanced_altitude,"86.20000000000005",m,enhanced_respiration_rate,"21.7",Breaths/min,heart_rate,"158",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964339",s,position_lat,"564337354",semicircles,position_long,"-630327382",semicircles,distance,"410.93",m,enhanced_speed,"9.769",m/s,enhanced_altitude,"86.60000000000002",m,enhanced_respiration_rate,"21.7",Breaths/min,heart_rate,"158",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964340",s,position_lat,"564337897",semicircles,position_long,"-630328693",semicircles,distance,"420.6",m,enhanced_speed,"9.797",m/s,enhanced_altitude,"86.79999999999995",m,enhanced_respiration_rate,"21.7",Breaths/min,heart_rate,"158",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964341",s,position_lat,"564338450",semicircles,position_long,"-630330005",semicircles,distance,"430.39",m,enhanced_speed,"9.788",m/s,enhanced_altitude,"87.20000000000005",m,enhanced_respiration_rate,"21.7",Breaths/min,heart_rate,"158",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964342",s,position_lat,"564338994",semicircles,position_long,"-630331331",semicircles,distance,"440.23",m,enhanced_speed,"9.788",m/s,enhanced_altitude,"87.39999999999998",m,enhanced_respiration_rate,"22.34",Breaths/min,heart_rate,"158",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964343",s,position_lat,"564339563",semicircles,position_long,"-630332608",semicircles,distance,"449.86",m,enhanced_speed,"9.732",m/s,enhanced_altitude,"87.79999999999995",m,enhanced_respiration_rate,"22.34",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964344",s,position_lat,"564340140",semicircles,position_long,"-630333897",semicircles,distance,"459.65",m,enhanced_speed,"9.788",m/s,enhanced_altitude,"88.0",m,enhanced_respiration_rate,"22.34",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964345",s,position_lat,"564340735",semicircles,position_long,"-630335155",semicircles,distance,"469.3",m,enhanced_speed,"9.788",m/s,enhanced_altitude,"88.20000000000005",m,enhanced_respiration_rate,"22.34",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964346",s,position_lat,"564341391",semicircles,position_long,"-630336393",semicircles,distance,"479.22",m,enhanced_speed,"9.825",m/s,enhanced_altitude,"88.60000000000002",m,enhanced_respiration_rate,"22.34",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964347",s,position_lat,"564342063",semicircles,position_long,"-630337609",semicircles,distance,"489.12",m,enhanced_speed,"9.853",m/s,enhanced_altitude,"88.79999999999995",m,enhanced_respiration_rate,"26.93",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964348",s,position_lat,"564342742",semicircles,position_long,"-630338851",semicircles,distance,"499.27",m,enhanced_speed,"9.891",m/s,enhanced_altitude,"89.0",m,enhanced_respiration_rate,"26.93",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964349",s,position_lat,"564343392",semicircles,position_long,"-630340106",semicircles,distance,"509.35",m,enhanced_speed,"9.919",m/s,enhanced_altitude,"89.20000000000005",m,enhanced_respiration_rate,"26.93",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964350",s,position_lat,"564344052",semicircles,position_long,"-630341341",semicircles,distance,"519.34",m,enhanced_speed,"9.965",m/s,enhanced_altitude,"89.39999999999998",m,enhanced_respiration_rate,"26.93",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964351",s,position_lat,"564344744",semicircles,position_long,"-630342530",semicircles,distance,"529.27",m,enhanced_speed,"10.03",m/s,enhanced_altitude,"89.60000000000002",m,enhanced_respiration_rate,"26.93",Breaths/min,heart_rate,"159",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964352",s,position_lat,"564345447",semicircles,position_long,"-630343713",semicircles,distance,"539.19",m,enhanced_speed,"10.133",m/s,enhanced_altitude,"89.60000000000002",m,enhanced_respiration_rate,"29.99",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964353",s,position_lat,"564346169",semicircles,position_long,"-630344903",semicircles,distance,"549.27",m,enhanced_speed,"10.17",m/s,enhanced_altitude,"90.0",m,enhanced_respiration_rate,"29.99",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964354",s,position_lat,"564346919",semicircles,position_long,"-630346080",semicircles,distance,"559.54",m,enhanced_speed,"10.198",m/s,enhanced_altitude,"90.20000000000005",m,enhanced_respiration_rate,"29.99",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964355",s,position_lat,"564347670",semicircles,position_long,"-630347238",semicircles,distance,"569.63",m,enhanced_speed,"10.236",m/s,enhanced_altitude,"90.20000000000005",m,enhanced_respiration_rate,"29.99",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964356",s,position_lat,"564348460",semicircles,position_long,"-630348386",semicircles,distance,"580.02",m,enhanced_speed,"10.348",m/s,enhanced_altitude,"90.39999999999998",m,enhanced_respiration_rate,"29.99",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964357",s,position_lat,"564349229",semicircles,position_long,"-630349546",semicircles,distance,"590.29",m,enhanced_speed,"10.394",m/s,enhanced_altitude,"90.60000000000002",m,enhanced_respiration_rate,"32.19",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964358",s,position_lat,"564350028",semicircles,position_long,"-630350658",semicircles,distance,"600.57",m,enhanced_speed,"10.385",m/s,enhanced_altitude,"90.60000000000002",m,enhanced_respiration_rate,"32.19",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964359",s,position_lat,"564350852",semicircles,position_long,"-630351741",semicircles,distance,"610.87",m,enhanced_speed,"10.45",m/s,enhanced_altitude,"90.60000000000002",m,enhanced_respiration_rate,"32.19",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964360",s,position_lat,"564351669",semicircles,position_long,"-630352838",semicircles,distance,"621.19",m,enhanced_speed,"10.478",m/s,enhanced_altitude,"90.60000000000002",m,enhanced_respiration_rate,"32.19",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964361",s,position_lat,"564352496",semicircles,position_long,"-630353950",semicircles,distance,"631.53",m,enhanced_speed,"10.572",m/s,enhanced_altitude,"90.60000000000002",m,enhanced_respiration_rate,"32.19",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964362",s,position_lat,"564353387",semicircles,position_long,"-630355025",semicircles,distance,"642.26",m,enhanced_speed,"10.702",m/s,enhanced_altitude,"90.60000000000002",m,enhanced_respiration_rate,"32.19",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964363",s,position_lat,"564354280",semicircles,position_long,"-630356115",semicircles,distance,"653.09",m,enhanced_speed,"10.796",m/s,enhanced_altitude,"90.60000000000002",m,enhanced_respiration_rate,"33.57",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964364",s,position_lat,"564355186",semicircles,position_long,"-630357218",semicircles,distance,"664.02",m,enhanced_speed,"10.936",m/s,enhanced_altitude,"90.39999999999998",m,enhanced_respiration_rate,"33.57",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964365",s,position_lat,"564356128",semicircles,position_long,"-630358300",semicircles,distance,"675.2",m,enhanced_speed,"11.048",m/s,enhanced_altitude,"90.39999999999998",m,enhanced_respiration_rate,"33.57",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964366",s,position_lat,"564357085",semicircles,position_long,"-630359373",semicircles,distance,"686.46",m,enhanced_speed,"11.187",m/s,enhanced_altitude,"90.39999999999998",m,enhanced_respiration_rate,"33.57",Breaths/min,heart_rate,"160",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964367",s,position_lat,"564358060",semicircles,position_long,"-630360410",semicircles,distance,"697.61",m,enhanced_speed,"11.309",m/s,enhanced_altitude,"90.20000000000005",m,enhanced_respiration_rate,"33.57",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964368",s,position_lat,"564359078",semicircles,position_long,"-630361446",semicircles,distance,"709.19",m,enhanced_speed,"11.505",m/s,enhanced_altitude,"90.20000000000005",m,enhanced_respiration_rate,"32.62",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964369",s,position_lat,"564360111",semicircles,position_long,"-630362463",semicircles,distance,"720.8",m,enhanced_speed,"11.645",m/s,enhanced_altitude,"90.20000000000005",m,enhanced_respiration_rate,"32.62",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964370",s,position_lat,"564361157",semicircles,position_long,"-630363479",semicircles,distance,"732.45",m,enhanced_speed,"11.775",m/s,enhanced_altitude,"90.0",m,enhanced_respiration_rate,"32.62",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964371",s,position_lat,"564362241",semicircles,position_long,"-630364465",semicircles,distance,"744.2",m,enhanced_speed,"11.906",m/s,enhanced_altitude,"89.79999999999995",m,enhanced_respiration_rate,"32.62",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964372",s,position_lat,"564363376",semicircles,position_long,"-630365426",semicircles,distance,"756.41",m,enhanced_speed,"12.018",m/s,enhanced_altitude,"89.79999999999995",m,enhanced_respiration_rate,"32.62",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964373",s,position_lat,"564364531",semicircles,position_long,"-630366368",semicircles,distance,"768.68",m,enhanced_speed,"12.158",m/s,enhanced_altitude,"89.39999999999998",m,enhanced_respiration_rate,"33.93",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964374",s,position_lat,"564365708",semicircles,position_long,"-630367311",semicircles,distance,"781.21",m,enhanced_speed,"12.27",m/s,enhanced_altitude,"89.39999999999998",m,enhanced_respiration_rate,"33.93",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964375",s,position_lat,"564366871",semicircles,position_long,"-630368287",semicircles,distance,"793.73",m,enhanced_speed,"12.326",m/s,enhanced_altitude,"89.20000000000005",m,enhanced_respiration_rate,"33.93",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964376",s,position_lat,"564368038",semicircles,position_long,"-630369253",semicircles,distance,"806.27",m,enhanced_speed,"12.391",m/s,enhanced_altitude,"89.0",m,enhanced_respiration_rate,"33.93",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964377",s,position_lat,"564369202",semicircles,position_long,"-630370222",semicircles,distance,"818.71",m,enhanced_speed,"12.503",m/s,enhanced_altitude,"88.60000000000002",m,enhanced_respiration_rate,"33.93",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964378",s,position_lat,"564370382",semicircles,position_long,"-630371174",semicircles,distance,"831.26",m,enhanced_speed,"12.54",m/s,enhanced_altitude,"88.39999999999998",m,enhanced_respiration_rate,"34.8",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964379",s,position_lat,"564371579",semicircles,position_long,"-630372111",semicircles,distance,"843.9",m,enhanced_speed,"12.615",m/s,enhanced_altitude,"88.20000000000005",m,enhanced_respiration_rate,"34.8",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964380",s,position_lat,"564372791",semicircles,position_long,"-630373039",semicircles,distance,"856.7",m,enhanced_speed,"12.718",m/s,enhanced_altitude,"88.0",m,enhanced_respiration_rate,"34.8",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964381",s,position_lat,"564373991",semicircles,position_long,"-630373982",semicircles,distance,"869.39",m,enhanced_speed,"12.764",m/s,enhanced_altitude,"87.79999999999995",m,enhanced_respiration_rate,"34.8",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964382",s,position_lat,"564375193",semicircles,position_long,"-630374912",semicircles,distance,"882.06",m,enhanced_speed,"12.792",m/s,enhanced_altitude,"87.60000000000002",m,enhanced_respiration_rate,"34.8",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964383",s,position_lat,"564376400",semicircles,position_long,"-630375832",semicircles,distance,"894.66",m,enhanced_speed,"12.811",m/s,enhanced_altitude,"87.39999999999998",m,enhanced_respiration_rate,"35.39",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964384",s,position_lat,"564377620",semicircles,position_long,"-630376773",semicircles,distance,"907.47",m,enhanced_speed,"12.83",m/s,enhanced_altitude,"87.20000000000005",m,enhanced_respiration_rate,"35.39",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
Data,3,record,timestamp,"1098964385",s,position_lat,"564378836",semicircles,position_long,"-630377721",semicircles,distance,"920.3",m,enhanced_speed,"12.802",m/s,enhanced_altitude,"86.79999999999995",m,enhanced_respiration_rate,"35.39",Breaths/min,heart_rate,"161",bpm,temperature,"11",C,unknown,"1",,
