record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1070140304","-128648794","1978574430","0.75","0","66.39999999999998","11.866","336","99","66.39999999999998","11.866",
"1070140305","-128648804","1978573079","13.13","0","66.39999999999998","11.97","305","99","66.39999999999998","11.97",
"1070140306","-128648797","1978571802","24.83","0","66.39999999999998","12.018","252","98","66.39999999999998","12.018",
"1070140307","-128648707","1978570462","37.15","0","66.39999999999998","12.046","245","96","66.39999999999998","12.046",
"1070140308","-128648254","1978569225","49.31","0","66.39999999999998","12.081","227","96","66.39999999999998","12.081",
"1070140309","-128647286","1978568324","61.64","0","66.20000000000005","12.206","294","96","66.20000000000005","12.206",
"1070140310","-128646109","1978567786","73.63","0","66.20000000000005","12.247","266","96","66.20000000000005","12.247",
"1070140311","-128645175","1978566850","86.25","0","66.0","12.17","246","95","66.0","12.17",
"1070140312","-128645034","1978565579","98.03","0","66.0","12.229","300","95","66.0","12.229",
"1070140313","-128645056","1978564222","110.47","0","65.79999999999995","12.42","381","93","65.79999999999995","12.42",
"1070140314","-128645078","1978562816","123.35","0","65.79999999999995","12.579","274","95","65.79999999999995","12.579",
"1070140315","-128645069","1978561489","135.52","0","65.60000000000002","12.725","288","95","65.60000000000002","12.725",
"1070140316","-128644947","1978560027","148.97","0","65.39999999999998","12.891","317","95","65.39999999999998","12.891",
"1070140317","-128644674","1978558654","161.81","0","65.20000000000005","13.001","277","96","65.20000000000005","13.001",
"1070140318","-128644112","1978557403","174.45","0","65.20000000000005","13.068","312","95","65.20000000000005","13.068",
"1070140319","-128643144","1978556316","187.91","0","65.20000000000005","13.101","281","96","65.20000000000005","13.101",
"1070140320","-128642066","1978555387","201.04","0","65.20000000000005","13.099","294","96","65.20000000000005","13.099",
"1070140321","-128641075","1978554324","214.46","0","65.20000000000005","13.091","300","95","65.20000000000005","13.091",
"1070140322","-128640498","1978553036","227.5","0","65.39999999999998","13.086","296","95","65.39999999999998","13.086",
"1070140323","-128640334","1978551643","240.39","0","65.39999999999998","13.091","300","93","65.39999999999998","13.091",
"1070140324","-128640535","1978550276","253.11","0","65.39999999999998","13.11","325","94","65.39999999999998","13.11",
"1070140325","-128641223","1978549062","266.03","0","65.39999999999998","13.125","304","94","65.39999999999998","13.125",
"1070140326","-128642386","1978548128","279.88","0","65.39999999999998","13.133","304","94","65.39999999999998","13.133",
"1070140327","-128643661","1978547559","292.84","0","65.39999999999998","13.141","299","94","65.39999999999998","13.141",
"1070140328","-128644983","1978547079","305.86","0","65.39999999999998","13.146","289","93","65.39999999999998","13.146",
"1070140329","-128646334","1978546593","319.17","0","65.39999999999998","13.039","262","94","65.39999999999998","13.039",
"1070140330","-128647622","1978546156","331.76","0","65.39999999999998","13.027","265","94","65.39999999999998","13.027",
"1070140331","-128648978","1978545721","344.94","0","65.39999999999998","12.931","302","93","65.39999999999998","12.931",
"1070140332","-128650322","1978545261","358.07","0","65.39999999999998","12.809","302","93","65.39999999999998","12.809",
"1070140333","-128651549","1978544766","370.31","0","65.39999999999998","12.656","272","92","65.39999999999998","12.656",
"1070140334","-128652871","1978544259","383.4","0","65.39999999999998","12.295","238","93","65.39999999999998","12.295",
"1070140335","-128654035","1978543815","394.93","0","65.60000000000002","12.11","264","92","65.60000000000002","12.11",
"1070140336","-128655244","1978543341","406.94","0","65.60000000000002","12.011","277","92","65.60000000000002","12.011",
"1070140337","-128656475","1978542751","419.56","0","65.60000000000002","11.893","232","92","65.60000000000002","11.893",
"1070140338","-128657513","1978542128","430.75","0","65.60000000000002","11.815","262","90","65.60000000000002","11.815",
"1070140339","-128658475","1978541281","442.61","0","65.60000000000002","11.776","301","91","65.60000000000002","11.776",
"1070140340","-128659070","1978540151","454.42","0","65.79999999999995","11.79","264","91","65.79999999999995","11.79",
"1070140341","-128659247","1978538834","466.63","0","65.79999999999995","11.78","277","90","65.79999999999995","11.78",
"1070140342","-128659173","1978537590","478.05","0","65.79999999999995","11.811","292","90","65.79999999999995","11.811",
