Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,3,record,timestamp,"1105835714",s,position_lat,"-138819696",semicircles,position_long,"1991832192",semicircles,distance,"0.33",m,altitude,"5.0",m,speed,"9.76",m/s,power,"258",watts,heart_rate,"150",bpm,cadence,"104",rpm,enhanced_altitude,"5.0",m,enhanced_speed,"9.76",m/s,
Data,3,record,timestamp,"1105835715",s,position_lat,"-138819856",semicircles,position_long,"1991831680",semicircles,distance,"4.85",m,altitude,"5.0",m,speed,"9.816",m/s,power,"120",watts,heart_rate,"150",bpm,cadence,"103",rpm,enhanced_altitude,"5.0",m,enhanced_speed,"9.816",m/s,
Data,3,record,timestamp,"1105835716",s,position_lat,"-138820192",semicircles,position_long,"1991830784",semicircles,distance,"14.78",m,altitude,"5.0",m,speed,"9.77",m/s,power,"100",watts,heart_rate,"150",bpm,cadence,"100",rpm,enhanced_altitude,"5.0",m,enhanced_speed,"9.77",m/s,
Data,3,record,timestamp,"1105835717",s,position_lat,"-138820560",semicircles,position_long,"1991829632",semicircles,distance,"24.4",m,altitude,"5.0",m,speed,"9.723",m/s,power,"174",watts,heart_rate,"150",bpm,cadence,"99",rpm,enhanced_altitude,"5.0",m,enhanced_speed,"9.723",m/s,
Data,3,record,timestamp,"1105835718",s,position_lat,"-138821040",semicircles,position_long,"1991828736",semicircles,distance,"34.11",m,altitude,"5.0",m,speed,"9.767",m/s,power,"174",watts,heart_rate,"151",bpm,cadence,"98",rpm,enhanced_altitude,"5.0",m,enhanced_speed,"9.767",m/s,
Data,3,record,timestamp,"1105835719",s,position_lat,"-138821056",semicircles,position_long,"1991827712",semicircles,distance,"44.01",m,altitude,"4.600000000000023",m,speed,"10.042",m/s,power,"232",watts,heart_rate,"151",bpm,cadence,"97",rpm,enhanced_altitude,"4.600000000000023",m,enhanced_speed,"10.042",m/s,
Data,3,record,timestamp,"1105835720",s,position_lat,"-138820528",semicircles,position_long,"1991826816",semicircles,distance,"54.41",m,altitude,"4.199999999999989",m,speed,"10.56",m/s,power,"394",watts,heart_rate,"151",bpm,cadence,"98",rpm,enhanced_altitude,"4.199999999999989",m,enhanced_speed,"10.56",m/s,
Data,3,record,timestamp,"1105835721",s,position_lat,"-138819808",semicircles,position_long,"1991825920",semicircles,distance,"65.15",m,altitude,"3.6000000000000227",m,speed,"11.238",m/s,power,"454",watts,heart_rate,"151",bpm,cadence,"101",rpm,enhanced_altitude,"3.6000000000000227",m,enhanced_speed,"11.238",m/s,
Data,3,record,timestamp,"1105835722",s,position_lat,"-138818992",semicircles,position_long,"1991824768",semicircles,distance,"76.76",m,altitude,"3.0",m,speed,"11.942",m/s,power,"457",watts,heart_rate,"151",bpm,cadence,"105",rpm,enhanced_altitude,"3.0",m,enhanced_speed,"11.942",m/s,
Data,3,record,timestamp,"1105835723",s,position_lat,"-138818112",semicircles,position_long,"1991823872",semicircles,distance,"89.23",m,altitude,"2.3999999999999773",m,speed,"12.605",m/s,power,"299",watts,heart_rate,"151",bpm,cadence,"106",rpm,enhanced_altitude,"2.3999999999999773",m,enhanced_speed,"12.605",m/s,
Data,3,record,timestamp,"1105835724",s,position_lat,"-138817232",semicircles,position_long,"1991822720",semicircles,distance,"102.01",m,altitude,"1.8000000000000114",m,speed,"13.056",m/s,power,"353",watts,heart_rate,"152",bpm,cadence,"108",rpm,enhanced_altitude,"1.8000000000000114",m,enhanced_speed,"13.056",m/s,
Data,3,record,timestamp,"1105835725",s,position_lat,"-138816528",semicircles,position_long,"1991821440",semicircles,distance,"115.15",m,altitude,"1.6000000000000227",m,speed,"13.388",m/s,power,"394",watts,heart_rate,"152",bpm,cadence,"109",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.388",m/s,
Data,3,record,timestamp,"1105835726",s,position_lat,"-138816160",semicircles,position_long,"1991820032",semicircles,distance,"128.81",m,altitude,"1.6000000000000227",m,speed,"13.38",m/s,power,"145",watts,heart_rate,"152",bpm,cadence,"109",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.38",m/s,
Data,3,record,timestamp,"1105835727",s,position_lat,"-138816112",semicircles,position_long,"1991818624",semicircles,distance,"141.79",m,altitude,"1.6000000000000227",m,speed,"13.081",m/s,power,"205",watts,heart_rate,"152",bpm,cadence,"107",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.081",m/s,
Data,3,record,timestamp,"1105835728",s,position_lat,"-138816256",semicircles,position_long,"1991817344",semicircles,distance,"154.82",m,altitude,"1.6000000000000227",m,speed,"12.932",m/s,power,"419",watts,heart_rate,"152",bpm,cadence,"105",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"12.932",m/s,
Data,3,record,timestamp,"1105835729",s,position_lat,"-138816352",semicircles,position_long,"1991815808",semicircles,distance,"167.77",m,altitude,"1.6000000000000227",m,speed,"12.992",m/s,power,"243",watts,heart_rate,"153",bpm,cadence,"107",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"12.992",m/s,
Data,3,record,timestamp,"1105835730",s,position_lat,"-138816368",semicircles,position_long,"1991814400",semicircles,distance,"180.83",m,altitude,"1.6000000000000227",m,speed,"12.955",m/s,power,"258",watts,heart_rate,"153",bpm,cadence,"106",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"12.955",m/s,
Data,3,record,timestamp,"1105835731",s,position_lat,"-138816400",semicircles,position_long,"1991812992",semicircles,distance,"193.87",m,altitude,"1.6000000000000227",m,speed,"12.985",m/s,power,"339",watts,heart_rate,"154",bpm,cadence,"106",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"12.985",m/s,
Data,3,record,timestamp,"1105835732",s,position_lat,"-138816544",semicircles,position_long,"1991811456",semicircles,distance,"206.91",m,altitude,"1.6000000000000227",m,speed,"13.073",m/s,power,"386",watts,heart_rate,"154",bpm,cadence,"107",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.073",m/s,
Data,3,record,timestamp,"1105835733",s,position_lat,"-138816768",semicircles,position_long,"1991810176",semicircles,distance,"219.96",m,altitude,"1.6000000000000227",m,speed,"13.191",m/s,power,"386",watts,heart_rate,"155",bpm,cadence,"107",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.191",m/s,
Data,3,record,timestamp,"1105835734",s,position_lat,"-138817072",semicircles,position_long,"1991808768",semicircles,distance,"233.02",m,altitude,"1.6000000000000227",m,speed,"13.2",m/s,power,"558",watts,heart_rate,"155",bpm,cadence,"106",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.2",m/s,
Data,3,record,timestamp,"1105835735",s,position_lat,"-138817456",semicircles,position_long,"1991807360",semicircles,distance,"246.57",m,altitude,"1.6000000000000227",m,speed,"13.474",m/s,power,"565",watts,heart_rate,"156",bpm,cadence,"100",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.474",m/s,
Data,3,record,timestamp,"1105835736",s,position_lat,"-138817904",semicircles,position_long,"1991806080",semicircles,distance,"259.98",m,altitude,"1.6000000000000227",m,speed,"13.727",m/s,power,"540",watts,heart_rate,"157",bpm,cadence,"102",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.727",m/s,
Data,3,record,timestamp,"1105835737",s,position_lat,"-138818432",semicircles,position_long,"1991804544",semicircles,distance,"274.01",m,altitude,"1.6000000000000227",m,speed,"13.959",m/s,power,"541",watts,heart_rate,"157",bpm,cadence,"104",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"13.959",m/s,
Data,3,record,timestamp,"1105835738",s,position_lat,"-138819008",semicircles,position_long,"1991803136",semicircles,distance,"288.03",m,altitude,"1.6000000000000227",m,speed,"14.106",m/s,power,"519",watts,heart_rate,"158",bpm,cadence,"105",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"14.106",m/s,
Data,3,record,timestamp,"1105835739",s,position_lat,"-138819648",semicircles,position_long,"1991801600",semicircles,distance,"302.22",m,altitude,"1.6000000000000227",m,speed,"14.151",m/s,power,"476",watts,heart_rate,"158",bpm,cadence,"105",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"14.151",m/s,
