record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1102982482","0.0","44.39999999999998","23","0",,,,
"1102982483","0.0","44.39999999999998","23","0",,,,
"1102982484","0.0","44.39999999999998","23","0",,,,
"1102982485","0.0","44.39999999999998","23","0",,,,
"1102982486","0.0","44.39999999999998","23","0",,,,
"1102982487","0.0","44.39999999999998","23","0",,,,
"1102982488","0.0","44.39999999999998","23","0",,,,
"1102982489","0.0","44.39999999999998","23","0",,,,
"1102982490","0.0","44.39999999999998","23","0",,,,
"1102982491","0.0","44.39999999999998","23","0",,,,
"1102982492","0.0","44.39999999999998","23","0",,,,
"1102982493","0.0","44.39999999999998","23","0",,,,
"1102982494","0.0","44.39999999999998","23","0",,,,
"1102982495","0.0","44.39999999999998","23","0",,,,
"1102982496","0.0","44.39999999999998","23","0",,,,
"1102982497","0.0","44.39999999999998","23","0","567670219","-628896424","5.337",
"1102982498","7.7","46.0","22","1","567671007","-628895541","5.123",
"1102982499","16.34","46.39999999999998","22","1","567671781","-628894841","4.609",
"1102982500","20.58","46.60000000000002","22","1","567672173","-628894547","3.564",
"1102982501","24.04","46.799999999999955","22","1","567672344","-628894101","2.613",
"1102982502","27.23","46.799999999999955","22","1","567672337","-628893660","1.866",
"1102982503","29.44","47.0","22","1","567672513","-628893423","2.202",
"1102982504","31.98","47.0","22","1","567672597","-628892954","3.742",
"1102982505","36.6","47.0","22","1","567672441","-628892223","5.188",
"1102982506","41.88","47.0","22","1","567672058","-628891586","5.701",
"1102982507","47.52","47.0","22","1","567671561","-628891028","6.074",
"1102982508","52.42","47.0","22","1","567671067","-628890606","6.522",
"1102982509","58.49","46.799999999999955","22","1","567670504","-628890075","6.83",
"1102982510","65.21","46.39999999999998","22","1","567669916","-628889465","7.101",
"1102982511","72.2","46.200000000000045","22","1","567669310","-628888806","7.362",
"1102982512","79.4","45.799999999999955","22","1","567668671","-628888163","7.53",
"1102982513","87.0","45.60000000000002","22","1","567668019","-628887505","7.642",
"1102982514","94.35","45.39999999999998","22","1","567667362","-628886864","7.754",
"1102982515","102.09","45.200000000000045","22","1","567666659","-628886239","8.062",
"1102982516","109.82","45.0","22","1","567665952","-628885645","8.164",
"1102982517","117.4","44.60000000000002","22","1","567665241","-628885046","8.202",
"1102982518","124.73","44.39999999999998","22","1","567664506","-628884494","8.23",
"1102982519","132.9","44.200000000000045","22","1","567663646","-628883976","8.883",
"1102982520","141.7","43.799999999999955","22","1","567662751","-628883495","8.985",
"1102982521","150.81","43.799999999999955","22","1","567661834","-628883000","9.116",
"1102982522","159.82","43.60000000000002","22","1","567660915","-628882566","9.116",
"1102982523","168.87","43.0","22","1","567659976","-628882137","9.219",
"1102982524","178.21","42.60000000000002","22","1","567659012","-628881690","9.405",
"1102982525","187.95","42.39999999999998","22","1","567658021","-628881236","9.601",
"1102982526","197.51","41.799999999999955","22","1","567657025","-628880804","9.741",
"1102982527","207.37","41.39999999999998","22","1","567656003","-628880391","9.835",
"1102982528","217.12","41.200000000000045","22","1","567654987","-628879945","9.891",
"1102982529","227.03","41.0","21","1","567653962","-628879513","9.844",
