record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,
"1095252343","564316304","-630269221","0.0","0.0","77.20000000000005","17","0",
"1095252344","564316304","-630269221","0.0","0.0","77.20000000000005","17","0",
"1095252389","564316662","-630269884","0.0","3.919","77.20000000000005","17","1",
"1095252390","564316943","-630270607","5.27","5.552","77.20000000000005","17","1",
"1095252391","564317285","-630271518","11.84","6.839","77.20000000000005","17","1",
"1095252392","564317653","-630272558","19.28","7.549","77.20000000000005","17","1",
"1095252393","564318044","-630273731","27.63","8.174","77.39999999999998","17","1",
"1095252394","564318451","-630274953","36.24","8.603","77.79999999999995","17","1",
"1095252395","564318885","-630276289","45.58","9.209","78.20000000000005","17","1",
"1095252396","564319394","-630277669","55.6","9.685","78.39999999999998","17","1",
"1095252397","564319886","-630279036","65.44","9.732","78.79999999999995","17","1",
"1095252398","564320399","-630280433","75.53","9.965","79.0","17","1",
"1095252399","564320905","-630281831","85.64","10.04","79.20000000000005","17","1",
"1095252400","564321403","-630283232","95.62","10.17","79.39999999999998","17","1",
"1095252401","564321918","-630284663","105.82","10.301","79.79999999999995","17","1",
"1095252402","564322443","-630286143","116.44","10.422","80.0","17","1",
"1095252403","564322990","-630287599","126.98","10.488","80.0","17","1",
"1095252404","564323544","-630289051","137.58","10.497","80.0","17","1",
"1095252405","564324090","-630290509","148.0","10.534","80.20000000000005","17","1",
"1095252406","564324637","-630292007","158.85","10.478","80.39999999999998","17","1",
"1095252407","564325164","-630293485","169.51","10.432","80.39999999999998","17","1",
"1095252408","564325682","-630294934","179.92","10.394","80.60000000000002","17","1",
"1095252409","564326199","-630296373","190.26","10.348","80.79999999999995","17","1",
"1095252410","564326712","-630297786","200.37","10.31","81.0","17","1",
"1095252411","564327230","-630299208","210.58","10.236","81.20000000000005","17","1",
"1095252412","564327761","-630300621","220.83","10.133","81.20000000000005","17","1",
"1095252413","564328268","-630302004","230.81","9.965","81.39999999999998","17","1",
"1095252414","564328767","-630303366","240.51","9.835","81.60000000000002","17","1",
"1095252415","564329267","-630304764","250.52","9.713","82.0","17","1",
"1095252416","564329751","-630306147","260.5","9.517","82.20000000000005","17","1",
"1095252417","564330246","-630307455","270.02","9.48","82.60000000000002","17","1",
"1095252418","564330724","-630308726","279.15","9.405","82.79999999999995","17","1",
"1095252419","564331188","-630310031","288.49","9.34","83.20000000000005","17","1",
"1095252420","564331640","-630311322","297.66","9.228","83.20000000000005","17","1",
"1095252421","564332109","-630312598","306.88","9.135","83.60000000000002","17","1",
"1095252422","564332587","-630313845","315.93","9.06","83.79999999999995","17","1",
"1095252423","564333035","-630315118","325.11","8.967","84.20000000000005","17","1",
"1095252424","564333500","-630316329","333.86","8.957","84.39999999999998","17","1",
"1095252425","564333949","-630317558","342.7","8.864","84.60000000000002","17","1",
"1095252426","564334380","-630318808","351.61","8.808","84.79999999999995","17","1",
"1095252427","564334819","-630320029","360.4","8.752","85.20000000000005","17","1",
"1095252428","564335228","-630321261","369.12","8.734","85.39999999999998","17","1",
"1095252429","564335651","-630322465","377.7","8.734","85.60000000000002","17","1",
"1095252430","564336100","-630323647","386.18","8.752","85.79999999999995","17","1",
"1095252431","564336560","-630324851","394.96","8.724","86.0","17","1",
"1095252432","564337031","-630326035","403.63","8.715","86.20000000000005","17","1",
"1095252433","564337511","-630327217","412.35","8.687","86.39999999999998","17","1",
"1095252434","564337999","-630328395","421.11","8.687","86.79999999999995","17","1",
"1095252435","564338495","-630329555","429.83","8.678","87.0","17","1",
"1095252436","564339001","-630330680","438.35","8.678","87.20000000000005","17","1",
"1095252437","564339513","-630331816","446.98","8.696","87.39999999999998","17","1",
"1095252438","564340049","-630332940","455.64","8.734","87.79999999999995","17","1",
"1095252439","564340591","-630334072","464.43","8.752","88.0","17","1",
"1095252440","564341145","-630335202","473.23","8.762","88.20000000000005","17","1",
"1095252441","564341707","-630336348","482.23","8.799","88.39999999999998","17","1",
"1095252442","564342277","-630337470","491.11","8.855","88.60000000000002","17","1",
"1095252443","564342866","-630338592","500.12","8.957","89.0","17","1",
"1095252444","564343462","-630339725","509.16","9.107","89.20000000000005","17","1",
"1095252445","564344079","-630340875","518.51","9.219","89.39999999999998","17","1",
"1095252446","564344696","-630341997","527.64","9.275","89.60000000000002","17","1",
"1095252447","564345348","-630343100","536.86","9.349","90.0","17","1",
"1095252448","564346026","-630344208","546.32","9.471","90.0","17","1",
"1095252449","564346722","-630345303","555.74","9.573","90.20000000000005","17","1",
"1095252450","564347456","-630346407","565.59","9.695","90.20000000000005","17","1",
"1095252451","564348206","-630347500","575.37","9.853","90.39999999999998","17","1",
"1095252452","564348982","-630348619","585.53","9.993","90.60000000000002","17","1",
"1095252453","564349767","-630349743","595.76","10.096","90.60000000000002","17","1",
"1095252454","564350556","-630350873","606.01","10.208","90.60000000000002","17","1",
"1095252455","564351378","-630352003","616.47","10.366","90.79999999999995","17","1",
"1095252456","564352228","-630353120","627.17","10.506","90.79999999999995","17","1",
"1095252457","564353087","-630354218","637.85","10.6","90.79999999999995","17","1",
"1095252458","564353948","-630355282","648.34","10.702","90.79999999999995","17","1",
"1095252459","564354840","-630356319","658.89","10.814","90.79999999999995","17","1",
"1095252460","564355760","-630357359","669.65","10.936","90.79999999999995","17","1",
"1095252461","564356719","-630358384","680.73","11.038","90.79999999999995","17","1",
"1095252462","564357700","-630359399","691.89","11.206","90.60000000000002","17","1",
"1095252463","564358693","-630360436","703.24","11.374","90.60000000000002","17","1",
"1095252464","564359707","-630361480","714.75","11.505","90.60000000000002","17","1",
"1095252465","564360741","-630362501","726.38","11.551","90.39999999999998","17","1",
"1095252466","564361806","-630363468","738.07","11.645","90.39999999999998","17","1",
"1095252467","564362873","-630364437","749.81","11.71","90.20000000000005","17","1",
"1095252468","564363953","-630365361","761.42","11.766","90.20000000000005","17","1",
"1095252469","564365050","-630366263","773.1","11.794","90.0","17","1",
"1095252470","564366165","-630367154","784.88","11.831","90.0","17","1",
"1095252471","564367287","-630368060","796.84","11.813","89.79999999999995","17","1",
"1095252472","564368402","-630368964","808.7","11.831","89.60000000000002","17","1",
"1095252473","564369532","-630369871","820.69","11.897","89.39999999999998","17","1",
"1095252474","564370668","-630370763","832.72","11.934","89.20000000000005","17","1",
"1095252475","564371805","-630371659","844.75","11.999","89.20000000000005","17","1",
"1095252476","564372945","-630372544","856.79","12.009","89.0","17","1",
"1095252477","564374081","-630373442","868.84","12.093","88.60000000000002","17","1",
"1095252478","564375214","-630374327","880.73","12.111","88.39999999999998","17","1",
"1095252479","564376367","-630375213","892.94","12.13","88.20000000000005","17","1",
"1095252480","564377494","-630376103","904.83","12.074","88.0","17","1",
"1095252481","564378616","-630376987","916.64","11.981","87.79999999999995","17","1",
"1095252482","564379737","-630377879","928.43","11.85","87.60000000000002","17","1",
"1095252483","564380866","-630378756","940.38","11.719","87.60000000000002","17","1",
"1095252484","564381975","-630379621","952.11","11.607","87.39999999999998","17","1",
"1095252485","564383070","-630380473","963.7","11.514","87.20000000000005","17","1",
"1095252486","564384142","-630381312","974.99","11.383","87.20000000000005","17","1",
"1095252487","564385203","-630382160","986.29","11.243","87.0","17","1",
"1095252488","564386245","-630382987","997.2","11.085","87.0","17","1",
"1095252489","564387303","-630383780","1008.31","10.917","86.79999999999995","17","1",
"1095252490","564388333","-630384563","1019.17","10.758","86.79999999999995","17","1",
"1095252491","564389342","-630385335","1029.84","10.628","86.79999999999995","17","1",
"1095252492","564390315","-630386077","1039.98","10.404","86.79999999999995","17","1",
"1095252493","564391277","-630386833","1050.08","10.161","87.0","17","1",
"1095252494","564392238","-630387577","1060.19","9.965","87.0","17","1",
"1095252495","564393179","-630388298","1070.1","9.732","87.20000000000005","17","1",
"1095252496","564394094","-630388993","1079.8","9.508","87.39999999999998","17","1",
"1095252497","564394967","-630389683","1089.1","9.303","87.60000000000002","17","1",
"1095252498","564395795","-630390365","1097.98","9.06","88.0","17","1",
"1095252499","564396648","-630391053","1106.91","9.228","88.0","17","1",
"1095252500","564397534","-630391745","1116.21","9.433","88.39999999999998","17","1",
"1095252501","564398414","-630392435","1125.6","9.34","88.60000000000002","17","1",
"1095252502","564399284","-630393123","1134.86","9.368","88.79999999999995","17","1",
"1095252503","564400135","-630393852","1143.93","9.377","89.0","17","1",
"1095252504","564401015","-630394550","1153.12","9.387","89.20000000000005","17","1",
