Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,0,record,timestamp,"1094043409",s,position_lat,"567640981",semicircles,position_long,"-628869346",semicircles,distance,"447.78",m,enhanced_speed,"11.337",m/s,enhanced_altitude,"37.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043410",s,position_lat,"567640059",semicircles,position_long,"-628868260",semicircles,distance,"458.74",m,enhanced_speed,"11.215",m/s,enhanced_altitude,"37.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043411",s,position_lat,"567639145",semicircles,position_long,"-628867243",semicircles,distance,"469.27",m,enhanced_speed,"10.964",m/s,enhanced_altitude,"37.39999999999998",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043412",s,position_lat,"567638227",semicircles,position_long,"-628866221",semicircles,distance,"480.14",m,enhanced_speed,"10.768",m/s,enhanced_altitude,"37.60000000000002",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043413",s,position_lat,"567637350",semicircles,position_long,"-628865267",semicircles,distance,"490.2",m,enhanced_speed,"10.59",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043414",s,position_lat,"567636473",semicircles,position_long,"-628864323",semicircles,distance,"500.09",m,enhanced_speed,"10.432",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043415",s,position_lat,"567635583",semicircles,position_long,"-628863342",semicircles,distance,"510.44",m,enhanced_speed,"10.31",m/s,enhanced_altitude,"38.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043416",s,position_lat,"567634673",semicircles,position_long,"-628862447",semicircles,distance,"520.53",m,enhanced_speed,"10.161",m/s,enhanced_altitude,"38.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043417",s,position_lat,"567633736",semicircles,position_long,"-628861607",semicircles,distance,"530.73",m,enhanced_speed,"10.058",m/s,enhanced_altitude,"38.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043418",s,position_lat,"567632756",semicircles,position_long,"-628860849",semicircles,distance,"541.14",m,enhanced_speed,"10.049",m/s,enhanced_altitude,"38.39999999999998",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043419",s,position_lat,"567631797",semicircles,position_long,"-628860189",semicircles,distance,"550.99",m,enhanced_speed,"9.956",m/s,enhanced_altitude,"38.39999999999998",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043420",s,position_lat,"567630826",semicircles,position_long,"-628859615",semicircles,distance,"560.57",m,enhanced_speed,"9.825",m/s,enhanced_altitude,"38.60000000000002",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043421",s,position_lat,"567629818",semicircles,position_long,"-628859069",semicircles,distance,"570.68",m,enhanced_speed,"9.685",m/s,enhanced_altitude,"38.799999999999955",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043422",s,position_lat,"567628829",semicircles,position_long,"-628858572",semicircles,distance,"580.38",m,enhanced_speed,"9.667",m/s,enhanced_altitude,"38.799999999999955",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043423",s,position_lat,"567627833",semicircles,position_long,"-628858031",semicircles,distance,"590.24",m,enhanced_speed,"9.835",m/s,enhanced_altitude,"39.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043424",s,position_lat,"567626818",semicircles,position_long,"-628857532",semicircles,distance,"600.26",m,enhanced_speed,"9.947",m/s,enhanced_altitude,"39.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043425",s,position_lat,"567625785",semicircles,position_long,"-628857080",semicircles,distance,"610.36",m,enhanced_speed,"10.012",m/s,enhanced_altitude,"39.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043426",s,position_lat,"567624751",semicircles,position_long,"-628856637",semicircles,distance,"620.39",m,enhanced_speed,"10.096",m/s,enhanced_altitude,"39.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043427",s,position_lat,"567623697",semicircles,position_long,"-628856157",semicircles,distance,"630.71",m,enhanced_speed,"10.264",m/s,enhanced_altitude,"39.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043428",s,position_lat,"567622638",semicircles,position_long,"-628855619",semicircles,distance,"641.3",m,enhanced_speed,"10.46",m/s,enhanced_altitude,"38.799999999999955",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043429",s,position_lat,"567621574",semicircles,position_long,"-628855111",semicircles,distance,"651.64",m,enhanced_speed,"10.693",m/s,enhanced_altitude,"38.60000000000002",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043430",s,position_lat,"567620448",semicircles,position_long,"-628854612",semicircles,distance,"662.63",m,enhanced_speed,"11.057",m/s,enhanced_altitude,"38.60000000000002",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043431",s,position_lat,"567619284",semicircles,position_long,"-628854112",semicircles,distance,"673.9",m,enhanced_speed,"11.486",m/s,enhanced_altitude,"38.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043432",s,position_lat,"567618067",semicircles,position_long,"-628853590",semicircles,distance,"685.68",m,enhanced_speed,"11.915",m/s,enhanced_altitude,"38.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043433",s,position_lat,"567616789",semicircles,position_long,"-628853116",semicircles,distance,"697.97",m,enhanced_speed,"12.466",m/s,enhanced_altitude,"37.39999999999998",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043434",s,position_lat,"567615416",semicircles,position_long,"-628852711",semicircles,distance,"710.94",m,enhanced_speed,"13.156",m/s,enhanced_altitude,"36.60000000000002",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043435",s,position_lat,"567613953",semicircles,position_long,"-628852460",semicircles,distance,"724.74",m,enhanced_speed,"13.809",m/s,enhanced_altitude,"36.39999999999998",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043436",s,position_lat,"567612416",semicircles,position_long,"-628852312",semicircles,distance,"739.23",m,enhanced_speed,"14.481",m/s,enhanced_altitude,"35.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043437",s,position_lat,"567610850",semicircles,position_long,"-628852200",semicircles,distance,"753.68",m,enhanced_speed,"15.097",m/s,enhanced_altitude,"34.39999999999998",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043438",s,position_lat,"567609190",semicircles,position_long,"-628852113",semicircles,distance,"768.98",m,enhanced_speed,"15.666",m/s,enhanced_altitude,"33.60000000000002",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043439",s,position_lat,"567607523",semicircles,position_long,"-628852038",semicircles,distance,"784.55",m,enhanced_speed,"15.433",m/s,enhanced_altitude,"32.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043440",s,position_lat,"567605961",semicircles,position_long,"-628851934",semicircles,distance,"799.29",m,enhanced_speed,"14.351",m/s,enhanced_altitude,"31.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043441",s,position_lat,"567604488",semicircles,position_long,"-628851758",semicircles,distance,"813.21",m,enhanced_speed,"13.688",m/s,enhanced_altitude,"30.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043442",s,position_lat,"567603077",semicircles,position_long,"-628851499",semicircles,distance,"826.52",m,enhanced_speed,"13.352",m/s,enhanced_altitude,"28.399999999999977",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043443",s,position_lat,"567601671",semicircles,position_long,"-628851345",semicircles,distance,"839.43",m,enhanced_speed,"13.557",m/s,enhanced_altitude,"26.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043444",s,position_lat,"567600222",semicircles,position_long,"-628851240",semicircles,distance,"852.96",m,enhanced_speed,"13.604",m/s,enhanced_altitude,"25.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043445",s,position_lat,"567598789",semicircles,position_long,"-628851181",semicircles,distance,"866.32",m,enhanced_speed,"13.585",m/s,enhanced_altitude,"24.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043446",s,position_lat,"567597370",semicircles,position_long,"-628851151",semicircles,distance,"879.49",m,enhanced_speed,"13.483",m/s,enhanced_altitude,"23.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043447",s,position_lat,"567595952",semicircles,position_long,"-628851042",semicircles,distance,"892.84",m,enhanced_speed,"13.324",m/s,enhanced_altitude,"22.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043448",s,position_lat,"567594564",semicircles,position_long,"-628850970",semicircles,distance,"905.89",m,enhanced_speed,"13.119",m/s,enhanced_altitude,"22.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043449",s,position_lat,"567593232",semicircles,position_long,"-628851055",semicircles,distance,"918.24",m,enhanced_speed,"12.83",m/s,enhanced_altitude,"21.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043450",s,position_lat,"567591913",semicircles,position_long,"-628851138",semicircles,distance,"930.47",m,enhanced_speed,"12.68",m/s,enhanced_altitude,"21.399999999999977",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043451",s,position_lat,"567590622",semicircles,position_long,"-628851212",semicircles,distance,"942.36",m,enhanced_speed,"12.447",m/s,enhanced_altitude,"21.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043452",s,position_lat,"567589319",semicircles,position_long,"-628851313",semicircles,distance,"954.33",m,enhanced_speed,"12.298",m/s,enhanced_altitude,"20.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043453",s,position_lat,"567588007",semicircles,position_long,"-628851458",semicircles,distance,"966.22",m,enhanced_speed,"12.083",m/s,enhanced_altitude,"20.399999999999977",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043454",s,position_lat,"567586673",semicircles,position_long,"-628851739",semicircles,distance,"979.08",m,enhanced_speed,"11.654",m/s,enhanced_altitude,"20.399999999999977",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043455",s,position_lat,"567585432",semicircles,position_long,"-628851930",semicircles,distance,"990.75",m,enhanced_speed,"11.346",m/s,enhanced_altitude,"20.399999999999977",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043456",s,position_lat,"567584215",semicircles,position_long,"-628852126",semicircles,distance,"1002.32",m,enhanced_speed,"11.066",m/s,enhanced_altitude,"20.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043457",s,position_lat,"567583057",semicircles,position_long,"-628852258",semicircles,distance,"1013.14",m,enhanced_speed,"10.73",m/s,enhanced_altitude,"20.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043458",s,position_lat,"567581935",semicircles,position_long,"-628852390",semicircles,distance,"1023.52",m,enhanced_speed,"10.432",m/s,enhanced_altitude,"20.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043459",s,position_lat,"567580827",semicircles,position_long,"-628852573",semicircles,distance,"1033.93",m,enhanced_speed,"10.096",m/s,enhanced_altitude,"20.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043460",s,position_lat,"567579748",semicircles,position_long,"-628852867",semicircles,distance,"1044.25",m,enhanced_speed,"9.965",m/s,enhanced_altitude,"20.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043461",s,position_lat,"567578753",semicircles,position_long,"-628853237",semicircles,distance,"1053.73",m,enhanced_speed,"9.639",m/s,enhanced_altitude,"20.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043462",s,position_lat,"567577753",semicircles,position_long,"-628853611",semicircles,distance,"1063.34",m,enhanced_speed,"9.424",m/s,enhanced_altitude,"20.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043463",s,position_lat,"567576830",semicircles,position_long,"-628854110",semicircles,distance,"1072.43",m,enhanced_speed,"9.023",m/s,enhanced_altitude,"20.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043464",s,position_lat,"567575995",semicircles,position_long,"-628854715",semicircles,distance,"1081.3",m,enhanced_speed,"8.332",m/s,enhanced_altitude,"20.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043465",s,position_lat,"567575267",semicircles,position_long,"-628855267",semicircles,distance,"1088.89",m,enhanced_speed,"7.679",m/s,enhanced_altitude,"20.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043466",s,position_lat,"567574585",semicircles,position_long,"-628855794",semicircles,distance,"1096.08",m,enhanced_speed,"7.119",m/s,enhanced_altitude,"20.799999999999955",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043467",s,position_lat,"567573985",semicircles,position_long,"-628856265",semicircles,distance,"1102.41",m,enhanced_speed,"6.392",m/s,enhanced_altitude,"21.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043468",s,position_lat,"567573445",semicircles,position_long,"-628856680",semicircles,distance,"1108.25",m,enhanced_speed,"5.673",m/s,enhanced_altitude,"21.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043469",s,position_lat,"567573002",semicircles,position_long,"-628857055",semicircles,distance,"1112.75",m,enhanced_speed,"5.141",m/s,enhanced_altitude,"22.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043470",s,position_lat,"567572508",semicircles,position_long,"-628857395",semicircles,distance,"1117.88",m,enhanced_speed,"4.871",m/s,enhanced_altitude,"22.799999999999955",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043471",s,position_lat,"567572076",semicircles,position_long,"-628857730",semicircles,distance,"1122.33",m,enhanced_speed,"4.581",m/s,enhanced_altitude,"23.399999999999977",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043472",s,position_lat,"567571640",semicircles,position_long,"-628858058",semicircles,distance,"1126.95",m,enhanced_speed,"4.348",m/s,enhanced_altitude,"24.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043473",s,position_lat,"567571222",semicircles,position_long,"-628858344",semicircles,distance,"1131.23",m,enhanced_speed,"4.217",m/s,enhanced_altitude,"24.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043474",s,position_lat,"567570815",semicircles,position_long,"-628858671",semicircles,distance,"1135.58",m,enhanced_speed,"4.217",m/s,enhanced_altitude,"25.399999999999977",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043475",s,position_lat,"567570407",semicircles,position_long,"-628859003",semicircles,distance,"1139.92",m,enhanced_speed,"4.348",m/s,enhanced_altitude,"26.0",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043476",s,position_lat,"567569988",semicircles,position_long,"-628859289",semicircles,distance,"1144.12",m,enhanced_speed,"4.413",m/s,enhanced_altitude,"26.600000000000023",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043477",s,position_lat,"567569525",semicircles,position_long,"-628859620",semicircles,distance,"1148.9",m,enhanced_speed,"4.619",m/s,enhanced_altitude,"27.200000000000045",m,temperature,"25",C,unknown,"1",,
Data,0,record,timestamp,"1094043478",s,position_lat,"567569042",semicircles,position_long,"-628859895",semicircles,distance,"1153.82",m,enhanced_speed,"4.665",m/s,enhanced_altitude,"27.600000000000023",m,temperature,"25",C,unknown,"1",,
