Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,1,record,timestamp,"1097061542",s,position_lat,"568208830",semicircles,position_long,"-630284182",semicircles,distance,"0.0",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"124.20000000000005",m,temperature,"12",C,unknown,"0",,
Data,1,record,timestamp,"1097061543",s,position_lat,"568208830",semicircles,position_long,"-630284182",semicircles,distance,"0.0",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"124.20000000000005",m,temperature,"12",C,unknown,"0",,
Data,1,record,timestamp,"1097061557",s,position_lat,"568208969",semicircles,position_long,"-630283294",semicircles,distance,"0.0",m,enhanced_speed,"3.135",m/s,enhanced_altitude,"124.0",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061558",s,position_lat,"568208969",semicircles,position_long,"-630283294",semicircles,distance,"0.0",m,enhanced_speed,"3.135",m/s,enhanced_altitude,"124.0",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061559",s,position_lat,"568209126",semicircles,position_long,"-630282673",semicircles,distance,"4.17",m,enhanced_speed,"4.469",m/s,enhanced_altitude,"124.20000000000005",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061560",s,position_lat,"568209323",semicircles,position_long,"-630281798",semicircles,distance,"17.38",m,enhanced_speed,"7.129",m/s,enhanced_altitude,"124.20000000000005",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061561",s,position_lat,"568209823",semicircles,position_long,"-630279447",semicircles,distance,"25.39",m,enhanced_speed,"7.735",m/s,enhanced_altitude,"124.20000000000005",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061562",s,position_lat,"568210098",semicircles,position_long,"-630278256",semicircles,distance,"33.48",m,enhanced_speed,"7.819",m/s,enhanced_altitude,"124.20000000000005",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061563",s,position_lat,"568210396",semicircles,position_long,"-630277118",semicircles,distance,"41.04",m,enhanced_speed,"7.95",m/s,enhanced_altitude,"124.39999999999998",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061564",s,position_lat,"568210689",semicircles,position_long,"-630275912",semicircles,distance,"49.07",m,enhanced_speed,"8.043",m/s,enhanced_altitude,"124.60000000000002",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061565",s,position_lat,"568211017",semicircles,position_long,"-630274689",semicircles,distance,"57.27",m,enhanced_speed,"8.155",m/s,enhanced_altitude,"125.0",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061566",s,position_lat,"568211397",semicircles,position_long,"-630273449",semicircles,distance,"65.85",m,enhanced_speed,"8.286",m/s,enhanced_altitude,"125.20000000000005",m,temperature,"12",C,unknown,"1",,
Data,1,record,timestamp,"1097061567",s,position_lat,"568211860",semicircles,position_long,"-630272265",semicircles,distance,"74.51",m,enhanced_speed,"8.388",m/s,enhanced_altitude,"125.79999999999995",m,temperature,"12",C,unknown,"1",,
