record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1102520058","-138819856","1991832576","0.41","5.0","10.819","299","147","106","5.0","10.819",
"1102520059","-138819968","1991832448","1.58","5.0","10.834","299","147","106","5.0","10.834",
"1102520060","-138820912","1991831680","12.43","5.0","10.979","318","147","107","5.0","10.979",
"1102520061","-138821712","1991830784","23.43","5.0","10.883","267","148","106","5.0","10.883",
"1102520062","-138822400","1991829888","34.32","5.0","11.012","310","149","106","5.0","11.012",
"1102520063","-138823104","1991828992","45.36","5.0","11.151","317","149","106","5.0","11.151",
"1102520064","-138823808","1991827840","56.65","5.0","11.313","351","150","105","5.0","11.313",
"1102520065","-138824528","1991826944","68.01","5.0","11.495","374","151","107","5.0","11.495",
"1102520066","-138825248","1991825920","79.49","5.0","11.667","377","151","98","5.0","11.667",
"1102520067","-138826000","1991824768","91.31","5.0","11.768","315","152","97","5.0","11.768",
"1102520068","-138826752","1991823872","103.01","5.0","11.747","266","153","97","5.0","11.747",
"1102520069","-138827504","1991822720","114.77","5.0","11.598","211","153","97","5.0","11.598",
"1102520070","-138828240","1991821824","126.29","5.0","11.59","249","154","96","5.0","11.59",
"1102520071","-138829056","1991820800","138.01","5.0","11.672","307","154","95","5.0","11.672",
"1102520072","-138830000","1991820032","149.74","5.0","11.576","262","155","95","5.0","11.576",
"1102520073","-138831120","1991819520","161.09","5.0","11.618","271","155","94","5.0","11.618",
"1102520074","-138832384","1991819520","172.94","5.0","11.652","265","156","94","5.0","11.652",
"1102520075","-138833568","1991819904","184.47","5.0","11.694","290","156","94","5.0","11.694",
"1102520076","-138834688","1991820544","196.24","5.199999999999989","11.689","249","156","94","5.199999999999989","11.689",
"1102520077","-138835728","1991821312","207.96","5.199999999999989","11.719","283","157","93","5.199999999999989","11.719",
"1102520078","-138836704","1991822080","219.72","5.199999999999989","11.765","284","157","102","5.199999999999989","11.765",
"1102520079","-138837664","1991822976","231.59","5.199999999999989","11.845","299","157","101","5.199999999999989","11.845",
"1102520080","-138838592","1991823872","243.49","5.199999999999989","11.94","285","157","101","5.199999999999989","11.94",
"1102520081","-138839456","1991824768","255.4","5.0","12.062","278","158","101","5.0","12.062",
"1102520082","-138840272","1991825664","267.43","4.800000000000011","12.25","284","158","101","4.800000000000011","12.25",
"1102520083","-138841056","1991826816","279.73","4.600000000000023","12.518","299","158","102","4.600000000000023","12.518",
"1102520084","-138841824","1991828096","292.52","4.199999999999989","12.83","301","159","102","4.199999999999989","12.83",
"1102520085","-138842544","1991829120","305.43","3.8000000000000114","13.111","258","159","103","3.8000000000000114","13.111",
"1102520086","-138843184","1991830656","318.83","3.1999999999999886","13.32","211","159","104","3.1999999999999886","13.32",
"1102520087","-138843696","1991831936","332.22","2.8000000000000114","13.452","145","159","103","2.8000000000000114","13.452",
"1102520088","-138844000","1991833344","345.46","2.3999999999999773","13.546","176","159","102","2.3999999999999773","13.546",
"1102520089","-138844032","1991834752","359.26","2.1999999999999886","13.575","151","159","100","2.1999999999999886","13.575",
"1102520090","-138843712","1991836288","372.72","2.0","13.437","184","159","100","2.0","13.437",
"1102520091","-138843168","1991837568","386.1","1.8000000000000114","13.416","220","160","99","1.8000000000000114","13.416",
"1102520092","-138842464","1991838848","399.35","1.8000000000000114","13.289","242","160","99","1.8000000000000114","13.289",
"1102520093","-138841680","1991840128","412.73","1.8000000000000114","13.125","257","160","99","1.8000000000000114","13.125",
"1102520094","-138840864","1991841152","425.59","1.8000000000000114","12.95","255","160","98","1.8000000000000114","12.95",
"1102520095","-138840016","1991842304","438.76","1.8000000000000114","12.748","230","160","99","1.8000000000000114","12.748",
"1102520096","-138839168","1991843328","451.09","2.0","12.536","253","160","98","2.0","12.536",
"1102520097","-138838272","1991844480","463.81","2.0","12.305","260","160","98","2.0","12.305",
