record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1095955608","563403530","-638914505","0.0","0.0","32.200000000000045","59","21","0",,
"1095955609","563403531","-638914508","0.0","0.205","32.200000000000045","59","21","0",,
"1095955626","563403468","-638914829","0.0","1.353","32.200000000000045","70","21","1","12.6",
"1095955627","563403412","-638914535","1.92","1.782","32.200000000000045","70","21","1","12.6",
"1095955628","563403365","-638914205","4.05","2.221","32.200000000000045","72","21","1","12.33",
"1095955629","563403236","-638913908","6.21","2.361","32.200000000000045","72","21","1","12.33",
"1095955630","563403050","-638913706","8.37","2.202","32.200000000000045","73","21","1","12.33",
"1095955631","563402808","-638913561","10.72","2.547","32.200000000000045","75","21","1","12.33",
"1095955632","563402554","-638913415","13.23","2.566","32.200000000000045","75","21","1","12.33",
"1095955633","563402255","-638913327","16.18","2.715","32.200000000000045","76","21","1","12.55",
"1095955634","563401942","-638913288","19.1","3.107","32.39999999999998","77","21","1","12.55",
"1095955635","563401567","-638913216","22.49","3.76","32.39999999999998","78","21","1","12.55",
"1095955636","563401120","-638913194","26.66","4.161","32.39999999999998","79","21","1","12.55",
"1095955637","563400624","-638913144","31.32","4.572","32.60000000000002","80","21","1","12.55",
"1095955638","563400102","-638913124","36.17","4.88","32.60000000000002","81","21","1","13.49",
"1095955639","563399548","-638913139","41.44","5.048","32.60000000000002","82","21","1","13.49",
"1095955640","563399004","-638913136","46.54","5.216","32.60000000000002","83","21","1","13.49",
"1095955641","563398457","-638913062","51.56","5.272","32.60000000000002","84","21","1","13.49",
"1095955642","563397873","-638913039","57.02","5.346","32.60000000000002","85","21","1","13.49",
"1095955643","563397290","-638913064","62.49","5.384","32.799999999999955","87","21","1","14.11",
"1095955644","563396723","-638913036","67.8","5.356","32.799999999999955","87","21","1","14.11",
"1095955645","563396160","-638912986","73.11","5.356","33.200000000000045","89","21","1","14.11",
"1095955646","563395604","-638912954","78.28","5.43","33.39999999999998","89","21","1","14.11",
"1095955647","563395039","-638912940","83.52","5.486","33.60000000000002","91","21","1","14.11",
"1095955648","563394449","-638912946","88.95","5.617","33.799999999999955","92","21","1","14.52",
"1095955649","563393826","-638912944","94.77","5.785","33.799999999999955","93","21","1","14.52",
"1095955650","563393176","-638912937","100.85","6.102","34.0","94","21","1","14.52",
"1095955651","563392484","-638912921","107.17","6.597","34.0","95","21","1","14.52",
"1095955652","563391698","-638912900","114.5","7.175","34.0","96","21","1","14.41",
"1095955653","563390864","-638912934","122.36","7.688","34.0","97","21","1","14.41",
"1095955654","563389993","-638912971","130.44","8.23","34.0","98","21","1","14.41",
"1095955655","563389065","-638913015","139.12","8.65","33.799999999999955","99","21","1","14.41",
"1095955656","563388107","-638913066","147.97","9.004","33.39999999999998","100","21","1","14.41",
"1095955657","563387098","-638913112","157.38","9.219","32.799999999999955","101","21","1","14.41",
"1095955658","563386068","-638913114","167.03","9.443","32.39999999999998","101","21","1","14.72",
"1095955659","563385052","-638913043","176.51","9.433","31.600000000000023","102","21","1","14.72",
"1095955660","563384051","-638912887","185.97","9.359","31.0","102","21","1","14.72",
"1095955661","563383090","-638912559","195.19","9.284","30.600000000000023","103","21","1","14.72",
"1095955662","563382180","-638912079","204.15","9.247","30.0","103","21","1","14.93",
"1095955663","563381259","-638911556","213.38","9.256","29.799999999999955","103","21","1","14.93",
"1095955664","563380351","-638911009","222.6","9.303","29.399999999999977","104","21","1","14.93",
"1095955665","563379453","-638910471","231.68","9.368","29.399999999999977","104","21","1","14.93",
"1095955666","563378573","-638909833","240.74","9.48","29.399999999999977","105","21","1","14.93",
"1095955667","563377650","-638909182","250.31","9.704","29.200000000000045","105","21","1","15.47",
"1095955668","563376719","-638908524","259.81","9.919","29.0","105","21","1","15.47",
"1095955669","563375763","-638907753","270.13","10.142","28.799999999999955","105","21","1","15.47",
"1095955670","563374824","-638906974","280.06","10.32","28.600000000000023","106","21","1","15.47",
"1095955671","563373827","-638906223","290.33","10.45","28.200000000000045","106","21","1","15.47",
"1095955672","563372785","-638905472","301.24","10.45","27.600000000000023","107","21","1","15.47",
"1095955673","563371771","-638904758","311.85","10.338","27.200000000000045","107","21","1","18.18",
"1095955674","563370756","-638904171","321.94","10.282","27.0","107","21","1","18.18",
"1095955675","563369697","-638903747","332.08","10.226","26.600000000000023","107","21","1","18.18",
"1095955676","563368589","-638903522","342.54","10.254","26.200000000000045","107","21","1","18.18",
"1095955677","563367511","-638903405","352.51","10.077","26.0","108","21","1","18.18",
"1095955678","563366418","-638903478","362.73","9.965","25.799999999999955","108","21","1","18.82",
"1095955679","563365360","-638903733","372.73","9.928","25.799999999999955","108","21","1","18.82",
"1095955680","563364300","-638904106","382.88","10.142","25.799999999999955","108","20","1","18.82",
"1095955681","563363248","-638904621","393.18","10.432","25.600000000000023","108","20","1","18.82",
"1095955682","563362180","-638905259","403.95","10.805","25.399999999999977","108","20","1","18.82",
"1095955683","563361077","-638905980","415.19","11.318","25.200000000000045","108","20","1","20.81",
