record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1100099058","644129536","-18397858","0.45","124.60000000000002","12.784","462","160","107","124.60000000000002","12.784",
"1100099063","644134656","-18392526","4.57","123.79999999999995","13.913","376","165","107","123.79999999999995","13.913",
"1100099064","644135488","-18392880","12.26","123.60000000000002","14.058","379","165","107","123.60000000000002","14.058",
"1100099065","644136960","-18393526","26.45","123.20000000000005","14.284","375","165","107","123.20000000000005","14.284",
"1100099066","644138432","-18394140","40.85","123.0","14.5","401","166","106","123.0","14.5",
"1100099067","644139904","-18394756","55.28","122.60000000000002","14.677","255","166","107","122.60000000000002","14.677",
"1100099068","644141504","-18395424","70.16","122.39999999999998","14.711","253","167","106","122.39999999999998","14.711",
"1100099069","644143040","-18396028","84.87","122.0","14.738","304","168","104","122.0","14.738",
"1100099070","644144576","-18396666","99.63","121.60000000000002","14.769","355","168","103","121.60000000000002","14.769",
"1100099071","644146112","-18397296","114.41","121.39999999999998","14.789","321","168","102","121.39999999999998","14.789",
"1100099072","644147648","-18397888","129.2","121.0","14.774","251","169","103","121.0","14.774",
"1100099073","644149248","-18398468","143.96","120.60000000000002","14.772","338","169","103","120.60000000000002","14.772",
"1100099074","644150784","-18399052","158.78","120.39999999999998","14.868","305","169","102","120.39999999999998","14.868",
"1100099075","644152320","-18399634","173.69","120.0","14.951","335","170","102","120.0","14.951",
"1100099076","644153920","-18400228","188.69","119.60000000000002","15.054","350","170","101","119.60000000000002","15.054",
"1100099077","644155456","-18400828","203.81","119.20000000000005","15.186","410","170","102","119.20000000000005","15.186",
"1100099078","644157056","-18401444","219.1","119.0","15.36","438","170","103","119.0","15.36",
"1100099079","644158656","-18402070","234.53","118.60000000000002","15.503","367","170","103","118.60000000000002","15.503",
"1100099080","644160256","-18402722","250.06","118.20000000000005","15.55","311","170","103","118.20000000000005","15.55",
"1100099081","644161920","-18403418","265.49","118.0","15.525","319","170","102","118.0","15.525",
"1100099082","644163456","-18404342","281.03","118.0","15.24","301","170","103","118.0","15.24",
"1100099083","644164992","-18405406","296.03","117.79999999999995","14.786","296","170","102","117.79999999999995","14.786",
"1100099084","644166400","-18406522","310.59","117.79999999999995","14.39","358","170","102","117.79999999999995","14.39",
"1100099085","644167744","-18407654","324.81","117.60000000000002","14.385","328","170","102","117.60000000000002","14.385",
"1100099086","644169152","-18408852","339.4","117.39999999999998","14.503","323","170","101","117.39999999999998","14.503",
"1100099087","644170496","-18410096","354.06","116.79999999999995","14.822","364","170","102","116.79999999999995","14.822",
"1100099088","644171968","-18411362","369.19","115.79999999999995","15.41","373","170","102","115.79999999999995","15.41",
"1100099089","644173504","-18412666","384.83","114.39999999999998","16.168","388","170","104","114.39999999999998","16.168",
