record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1089217097","1674.91","308.0","34","1","521830273","-947984618","13.194",
"1089217098","1688.31","308.0","34","1","521829123","-947983433","13.278",
"1089217099","1701.79","308.20000000000005","34","1","521827999","-947982192","13.343",
"1089217100","1715.05","308.6","34","1","521826887","-947980974","13.25",
"1089217101","1728.04","308.6","34","1","521825797","-947979771","13.063",
"1089217102","1741.04","308.79999999999995","34","1","521824721","-947978563","12.839",
"1089217103","1753.73","309.0","34","1","521823658","-947977393","12.718",
"1089217104","1766.17","309.0","34","1","521822598","-947976260","12.671",
"1089217105","1778.69","309.0","34","1","521821534","-947975107","12.764",
"1089217106","1791.75","309.0","34","1","521820437","-947973911","13.007",
"1089217107","1804.87","308.79999999999995","34","1","521819334","-947972703","13.156",
"1089217108","1817.87","308.79999999999995","34","1","521818248","-947971481","13.166",
"1089217109","1830.98","308.79999999999995","34","1","521817155","-947970263","13.044",
"1089217110","1843.95","308.79999999999995","34","1","521816065","-947969068","12.914",
"1089217111","1856.82","308.79999999999995","34","1","521814978","-947967907","12.764",
"1089217112","1869.35","308.79999999999995","34","1","521813926","-947966753","12.624",
"1089217113","1881.9","308.79999999999995","34","1","521812884","-947965572","12.634",
"1089217114","1894.67","308.6","34","1","521811819","-947964370","12.867",
"1089217115","1907.28","308.6","34","1","521810762","-947963193","12.727",
"1089217116","1919.92","308.6","34","1","521809690","-947962046","12.643",
"1089217117","1932.4","308.6","34","1","521808627","-947960938","12.428",
"1089217118","1944.76","308.79999999999995","34","1","521807582","-947959812","12.4",
"1089217119","1957.03","308.79999999999995","34","1","521806550","-947958673","12.41",
"1089217120","1969.43","308.79999999999995","34","1","521805511","-947957524","12.354",
"1089217121","1981.96","308.79999999999995","34","1","521804452","-947956402","12.382",
"1089217122","1994.31","308.79999999999995","34","1","521803386","-947955320","12.391",
"1089217123","2006.64","308.79999999999995","34","1","521802219","-947954459","12.382",
"1089217124","2018.71","308.79999999999995","34","1","521800969","-947953905","12.494",
"1089217125","2030.89","308.6","34","1","521799653","-947953637","12.531",
"1089217126","2043.7","308.6","34","1","521798282","-947953581","12.634",
"1089217127","2056.27","308.6","34","1","521796935","-947953675","12.55",
"1089217128","2068.8","308.6","34","1","521795587","-947953864","12.568",
"1089217129","2081.5","309.20000000000005","34","1","521794239","-947954068","12.466",
"1089217130","2093.73","309.79999999999995","34","1","521792936","-947954304","12.195",
"1089217131","2105.64","309.79999999999995","34","1","521791661","-947954447","11.803",
"1089217132","2116.93","310.4","34","1","521790435","-947954695","11.374",
"1089217133","2127.63","310.6","34","1","521789426","-947955492","10.413",
"1089217134","2137.93","310.6","34","1","521788720","-947956680","9.993",
"1089217135","2147.77","310.6","34","1","521788397","-947958088","9.788",
"1089217136","2158.14","310.6","34","1","521788472","-947959628","10.049",
"1089217137","2168.7","310.6","34","1","521788748","-947961153","10.45",
"1089217138","2179.71","310.6","34","1","521789175","-947962669","10.824",
"1089217139","2190.89","310.6","34","1","521789733","-947964145","11.271",
"1089217140","2202.39","310.20000000000005","34","1","521790465","-947965524","11.551",
"1089217141","2214.11","310.20000000000005","34","1","521791351","-947966764","11.719",
"1089217142","2225.8","310.20000000000005","34","1","521792326","-947967851","11.607",
"1089217143","2237.49","310.20000000000005","34","1","521793327","-947968889","11.673",
"1089217144","2249.29","310.0","34","1","521794315","-947969973","11.813",
"1089217145","2261.07","310.0","34","1","521795305","-947971069","11.943",
"1089217146","2273.1","309.79999999999995","34","1","521796319","-947972183","12.055",
"1089217147","2285.3","309.6","34","1","521797345","-947973314","12.167",
"1089217148","2297.73","309.6","34","1","521798386","-947974462","12.233",
"1089217149","2310.16","309.6","34","1","521799431","-947975585","12.186",
"1089217150","2322.48","309.6","34","1","521800456","-947976720","12.251",
"1089217151","2334.91","310.0","34","1","521801482","-947977910","12.54",
"1089217152","2347.48","310.20000000000005","34","1","521802521","-947979101","12.634",
"1089217153","2360.14","310.20000000000005","34","1","521803585","-947980267","12.718",
"1089217154","2372.66","310.20000000000005","34","1","521804643","-947981421","12.662",
"1089217155","2385.32","310.20000000000005","34","1","521805713","-947982575","12.662",
"1089217156","2397.96","310.20000000000005","34","1","521806788","-947983734","12.755",
"1089217157","2410.98","310.20000000000005","34","1","521807876","-947984928","12.802",
"1089217158","2423.79","310.20000000000005","34","1","521808964","-947986102","12.83",
"1089217159","2436.78","310.20000000000005","34","1","521810058","-947987286","12.83",
"1089217160","2449.63","310.79999999999995","34","1","521811131","-947988488","12.904",
"1089217161","2462.57","310.79999999999995","34","1","521812194","-947989710","12.848",
"1089217162","2475.33","310.79999999999995","34","1","521813262","-947990890","12.746",
"1089217163","2487.68","311.0","34","1","521814312","-947992004","12.438",
"1089217164","2499.73","311.0","34","1","521815316","-947993121","12.121",
"1089217165","2511.44","311.4","34","1","521816296","-947994238","11.999",
"1089217166","2523.46","311.6","34","1","521817252","-947995421","11.859",
"1089217167","2535.11","311.6","34","1","521818173","-947996598","11.691",
"1089217168","2546.93","311.6","34","1","521819087","-947997805","11.645",
"1089217169","2558.47","311.6","34","1","521819982","-947998981","11.505",
"1089217170","2569.71","311.20000000000005","34","1","521820880","-948000097","11.253",
"1089217171","2580.69","311.0","34","1","521821760","-948001186","10.982",
"1089217172","2591.72","311.0","34","1","521822662","-948002239","10.908",
"1089217173","2603.07","310.79999999999995","34","1","521823609","-948003305","11.318",
"1089217174","2614.72","310.6","34","1","521824594","-948004372","11.654",
"1089217175","2626.38","310.6","34","1","521825573","-948005460","11.71",
"1089217176","2637.99","310.6","34","1","521826520","-948006595","11.505",
"1089217177","2649.15","310.6","34","1","521827503","-948007550","10.74",
"1089217178","2659.11","310.4","34","1","521828593","-948007812","9.928",
"1089217179","2668.73","310.4","34","1","521829524","-948007119","9.265",
"1089217180","2678.98","310.4","34","1","521830322","-948006061","10.581",
"1089217181","2689.94","310.4","34","1","521831012","-948004726","11.439",
"1089217182","2702.07","310.0","34","1","521831799","-948003275","12.167",
"1089217183","2714.85","309.79999999999995","34","1","521832583","-948001722","12.596",
"1089217184","2728.07","309.79999999999995","34","1","521833419","-948000139","12.97",
"1089217185","2741.31","309.79999999999995","34","1","521834327","-947998631","13.016",
"1089217186","2754.38","309.6","34","1","521835258","-947997165","12.895",
"1089217187","2767.13","309.6","34","1","521836079","-947995646","12.4",
"1089217188","2779.68","309.4","34","1","521836556","-947993893","12.223",
"1089217189","2791.83","309.0","34","1","521836513","-947992074","11.962",
"1089217190","2803.95","308.79999999999995","34","1","521836024","-947990395","11.869",
"1089217191","2816.2","308.79999999999995","34","1","521835228","-947988936","11.953",
"1089217192","2828.7","308.79999999999995","34","1","521834198","-947987753","12.149",
"1089217193","2841.3","308.79999999999995","34","1","521833035","-947986786","12.587",
"1089217194","2854.15","308.79999999999995","34","1","521831907","-947985686","12.951",
"1089217195","2867.23","308.79999999999995","34","1","521830811","-947984473","13.1",
"1089217196","2880.47","309.4","34","1","521829641","-947983341","13.25",
"1089217197","2894.07","309.79999999999995","34","1","521828408","-947982278","13.343",
"1089217198","2907.71","309.79999999999995","34","1","521827174","-947981219","13.511",
"1089217199","2921.05","309.79999999999995","34","1","521825974","-947980120","13.585",
"1089217200","2934.46","309.79999999999995","34","1","521824809","-947978946","13.483",
"1089217201","2947.97","309.79999999999995","34","1","521823683","-947977697","13.362",
"1089217202","2961.4","309.79999999999995","34","1","521822558","-947976463","13.334",
"1089217203","2974.65","309.79999999999995","34","1","521821452","-947975225","13.362",
"1089217204","2987.98","309.4","34","1","521820376","-947973928","13.418",
"1089217205","3001.37","309.20000000000005","34","1","521819295","-947972625","13.474",
"1089217206","3014.64","308.79999999999995","34","1","521818190","-947971374","13.446",
"1089217207","3028.1","308.79999999999995","34","1","521817042","-947970156","13.483",
"1089217208","3041.73","308.6","34","1","521815893","-947968898","13.651",
"1089217209","3055.37","308.6","34","1","521814755","-947967623","13.66",
"1089217210","3069.13","308.4","34","1","521813616","-947966316","13.707",
"1089217211","3083.08","308.6","34","1","521812449","-947965037","13.735",
"1089217212","3096.85","308.4","34","1","521811282","-947963792","13.716",
"1089217213","3110.43","308.6","34","1","521810144","-947962534","13.725",
"1089217214","3124.03","308.6","34","1","521808999","-947961280","13.716",
"1089217215","3137.71","308.6","34","1","521807829","-947960043","13.772",
"1089217216","3151.67","308.4","34","1","521806655","-947958768","13.809",
"1089217217","3165.51","308.6","34","1","521805487","-947957495","13.837",
"1089217218","3179.53","308.4","34","1","521804253","-947956320","13.837",
"1089217219","3193.26","308.4","34","1","521802948","-947955367","13.772",
"1089217220","3206.87","308.4","34","1","521801581","-947954627","13.669",
"1089217221","3220.49","308.6","34","1","521800159","-947954133","13.613",
"1089217222","3233.92","309.0","34","1","521798724","-947953962","13.408",
"1089217223","3247.2","309.20000000000005","34","1","521797297","-947953977","13.287",
"1089217224","3260.29","309.4","34","1","521795883","-947954052","13.194",
"1089217225","3273.5","309.6","34","1","521794464","-947954084","13.1",
"1089217226","3286.62","309.6","34","1","521793056","-947954096","12.988",
"1089217227","3299.5","309.6","34","1","521791662","-947954256","12.876",
"1089217228","3312.11","309.79999999999995","34","1","521790335","-947954779","12.596",
"1089217229","3324.42","309.79999999999995","34","1","521789203","-947955786","12.223",
"1089217230","3336.47","310.0","34","1","521788483","-947957274","11.822",
"1089217231","3348.01","310.20000000000005","34","1","521788170","-947958939","11.542",
"1089217232","3359.02","310.4","34","1","521788214","-947960589","11.16",
"1089217233","3370.59","310.6","34","1","521788601","-947962224","11.439",
"1089217234","3382.03","310.6","34","1","521789195","-947963722","11.607",
"1089217235","3393.61","310.79999999999995","34","1","521789932","-947965109","11.645",
"1089217236","3405.31","310.79999999999995","34","1","521790804","-947966366","11.738",
"1089217237","3417.23","311.0","34","1","521791814","-947967444","11.906",
"1089217238","3428.93","311.20000000000005","34","1","521792860","-947968427","11.915",
"1089217239","3440.81","311.20000000000005","34","1","521793876","-947969483","11.757",
"1089217240","3452.55","311.20000000000005","34","1","521794875","-947970552","11.682",
"1089217241","3464.27","311.6","34","1","521795876","-947971596","11.542",
"1089217242","3475.92","311.79999999999995","34","1","521796856","-947972650","11.449",
"1089217243","3487.29","311.79999999999995","34","1","521797803","-947973709","11.374",
"1089217244","3498.7","312.0","34","1","521798746","-947974796","11.449",
"1089217245","3510.0","312.20000000000005","34","1","521799679","-947975869","11.271",
"1089217246","3521.1","312.20000000000005","34","1","521800594","-947976919","11.02",
"1089217247","3531.98","312.20000000000005","34","1","521801474","-947977954","10.712",
"1089217248","3542.1","312.0","34","1","521802318","-947978923","10.376",
"1089217249","3552.3","311.79999999999995","34","1","521803176","-947979859","10.105",
"1089217250","3562.34","311.79999999999995","34","1","521804029","-947980753","9.965",
"1089217251","3571.92","311.79999999999995","34","1","521804835","-947981646","9.76",
"1089217252","3581.44","311.79999999999995","34","1","521805624","-947982554","9.592",
"1089217253","3591.16","311.4","34","1","521806436","-947983455","9.573",
"1089217254","3600.65","311.0","34","1","521807241","-947984321","9.555",
"1089217255","3610.59","310.79999999999995","34","1","521808080","-947985217","9.881",
"1089217256","3620.44","310.79999999999995","34","1","521808918","-947986139","10.142",
"1089217257","3630.67","310.79999999999995","34","1","521809756","-947987097","10.04",
"1089217258","3640.64","310.79999999999995","34","1","521810573","-947988074","10.086",
"1089217259","3650.81","310.79999999999995","34","1","521811422","-947989011","9.965",
"1089217260","3660.68","311.0","34","1","521812257","-947989908","9.816",
"1089217261","3670.34","311.0","34","1","521813055","-947990815","9.611",
"1089217262","3679.93","311.0","34","1","521813859","-947991703","9.555",
"1089217263","3689.56","311.0","34","1","521814661","-947992602","9.555",
"1089217264","3699.15","311.0","34","1","521815460","-947993511","9.62",
"1089217265","3708.78","310.79999999999995","34","1","521816239","-947994444","9.499",
"1089217266","3718.42","310.6","34","1","521817024","-947995367","9.517",
"1089217267","3727.91","310.4","34","1","521817799","-947996285","9.527",
"1089217268","3737.75","310.4","34","1","521818600","-947997224","9.741",
"1089217269","3747.63","310.20000000000005","34","1","521819396","-947998177","9.937",
"1089217270","3757.39","309.6","34","1","521820207","-947999118","10.049",
"1089217271","3767.6","309.6","34","1","521821049","-948000090","10.161",
"1089217272","3777.96","309.6","34","1","521821897","-948001063","10.226",
"1089217273","3788.01","309.6","34","1","521822700","-948002048","10.077",
"1089217274","3797.86","309.79999999999995","34","1","521823484","-948003035","10.021",
"1089217275","3807.72","310.20000000000005","34","1","521824247","-948004027","9.853",
"1089217276","3817.12","310.4","34","1","521824990","-948004973","9.583",
"1089217277","3826.33","310.6","34","1","521825739","-948005873","9.349",
"1089217278","3835.33","310.6","34","1","521826488","-948006741","9.135",
"1089217279","3844.11","310.6","34","1","521827297","-948007443","8.762",
"1089217280","3852.69","310.20000000000005","34","1","521828204","-948007791","8.463",
"1089217281","3861.17","310.20000000000005","34","1","521829115","-948007559","8.248",
"1089217282","3870.15","309.79999999999995","34","1","521829869","-948006673","9.331",
"1089217283","3879.93","309.6","34","1","521830545","-948005559","10.124",
"1089217284","3890.3","309.0","34","1","521831233","-948004348","10.413",
"1089217285","3901.51","308.79999999999995","34","1","521831936","-948002998","11.029",
"1089217286","3913.16","308.79999999999995","34","1","521832670","-948001606","11.505",
"1089217287","3925.1","308.79999999999995","34","1","521833444","-948000203","11.841",
"1089217288","3937.13","308.79999999999995","34","1","521834242","-947998792","12.018",
"1089217289","3949.19","308.79999999999995","34","1","521835088","-947997437","11.962",
"1089217290","3960.94","309.0","34","1","521835891","-947996084","11.729",
"1089217291","3972.39","309.0","34","1","521836465","-947994551","11.626",
"1089217292","3984.02","309.0","34","1","521836578","-947992814","11.43",
"1089217293","3995.34","309.0","34","1","521836200","-947991197","11.132",
"1089217294","4007.08","308.4","34","1","521835493","-947989745","11.355",
"1089217295","4019.09","308.4","34","1","521834567","-947988490","11.831",
"1089217296","4031.59","308.4","34","1","521833487","-947987368","12.4",
"1089217297","4044.54","308.4","34","1","521832393","-947986197","12.764",
"1089217298","4057.55","308.6","34","1","521831310","-947984987","12.932",
"1089217299","4070.59","308.6","34","1","521830209","-947983786","13.007",
"1089217300","4083.83","309.20000000000005","34","1","521829078","-947982603","13.044",
"1089217301","4097.0","309.20000000000005","34","1","521827919","-947981495","13.026",
"1089217302","4110.05","309.20000000000005","34","1","521826751","-947980429","13.026",
"1089217303","4123.24","309.20000000000005","34","1","521825589","-947979329","13.082",
"1089217304","4136.22","309.20000000000005","34","1","521824466","-947978198","13.1",
"1089217305","4149.18","309.0","34","1","521823374","-947977007","13.11",
"1089217306","4162.07","308.6","34","1","521822296","-947975795","13.035",
"1089217307","4175.13","308.4","34","1","521821203","-947974599","12.979",
"1089217308","4187.96","308.4","34","1","521820118","-947973426","12.96",
"1089217309","4200.91","308.4","34","1","521819043","-947972219","12.979",
"1089217310","4213.85","308.20000000000005","34","1","521817981","-947970973","13.1",
"1089217311","4226.88","308.20000000000005","34","1","521816901","-947969745","13.091",
"1089217312","4239.83","308.20000000000005","34","1","521815809","-947968553","13.044",
"1089217313","4252.74","308.20000000000005","34","1","521814723","-947967357","13.007",
"1089217314","4265.67","308.20000000000005","34","1","521813643","-947966164","12.895",
"1089217315","4278.41","308.4","34","1","521812569","-947965002","12.783",
"1089217316","4291.06","308.4","34","1","521811492","-947963860","12.69",
"1089217317","4303.66","308.4","34","1","521810426","-947962699","12.69",
"1089217318","4316.45","308.20000000000005","34","1","521809361","-947961504","12.727",
"1089217319","4329.25","308.0","34","1","521808275","-947960350","12.764",
"1089217320","4342.03","307.79999999999995","34","1","521807189","-947959189","12.886",
"1089217321","4355.04","307.79999999999995","34","1","521806105","-947957983","13.026",
"1089217322","4368.2","307.79999999999995","34","1","521804982","-947956796","13.212",
"1089217323","4381.49","307.79999999999995","34","1","521803802","-947955695","13.306",
"1089217324","4394.61","308.0","34","1","521802533","-947954832","13.306",
"1089217325","4407.81","308.0","34","1","521801185","-947954213","13.334",
"1089217326","4420.79","308.20000000000005","34","1","521799804","-947953838","13.194",
"1089217327","4434.02","308.20000000000005","34","1","521798387","-947953720","13.11",
"1089217328","4447.12","308.20000000000005","34","1","521796975","-947953696","13.063",
"1089217329","4460.23","308.20000000000005","34","1","521795561","-947953695","13.007",
"1089217330","4473.23","308.6","34","1","521794160","-947953799","12.839",
"1089217331","4486.14","308.79999999999995","34","1","521792776","-947953915","12.578",
"1089217332","4498.92","309.0","34","1","521791414","-947954004","12.289",
"1089217333","4510.86","309.0","34","1","521790174","-947954522","11.906",
"1089217334","4522.27","309.0","34","1","521789127","-947955503","11.701",
"1089217335","4533.72","309.0","34","1","521788401","-947956904","11.393",
"1089217336","4545.03","309.0","34","1","521788161","-947958556","11.029",
