Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Data,3,record,timestamp,"1110844562",s,position_lat,"-138828160",semicircles,position_long,"1992058880",semicircles,distance,"0.76",m,altitude,"12.799999999999955",m,speed,"0.91",m/s,power,"37",watts,heart_rate,"0",bpm,cadence,"14",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"0.91",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844563",s,position_lat,"-138828080",semicircles,position_long,"1992058880",semicircles,distance,"1.5",m,altitude,"12.799999999999955",m,speed,"1.177",m/s,power,"37",watts,heart_rate,"0",bpm,cadence,"18",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"1.177",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844564",s,position_lat,"-138827920",semicircles,position_long,"1992058880",semicircles,distance,"2.83",m,altitude,"12.799999999999955",m,speed,"1.481",m/s,power,"49",watts,heart_rate,"0",bpm,cadence,"23",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"1.481",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844565",s,position_lat,"-138827760",semicircles,position_long,"1992058880",semicircles,distance,"4.47",m,altitude,"12.799999999999955",m,speed,"1.792",m/s,power,"51",watts,heart_rate,"0",bpm,cadence,"27",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"1.792",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844566",s,position_lat,"-138827552",semicircles,position_long,"1992059008",semicircles,distance,"6.44",m,altitude,"12.799999999999955",m,speed,"2.149",m/s,power,"132",watts,heart_rate,"0",bpm,cadence,"1",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"2.149",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844567",s,position_lat,"-138827296",semicircles,position_long,"1992059008",semicircles,distance,"8.91",m,altitude,"12.799999999999955",m,speed,"2.752",m/s,power,"132",watts,heart_rate,"0",bpm,cadence,"1",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"2.752",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844568",s,position_lat,"-138826976",semicircles,position_long,"1992059264",semicircles,distance,"11.91",m,altitude,"12.799999999999955",m,speed,"3.277",m/s,power,"135",watts,heart_rate,"0",bpm,cadence,"50",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"3.277",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844569",s,position_lat,"-138826624",semicircles,position_long,"1992059264",semicircles,distance,"15.38",m,altitude,"12.799999999999955",m,speed,"3.67",m/s,power,"108",watts,heart_rate,"0",bpm,cadence,"55",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"3.67",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844570",s,position_lat,"-138826224",semicircles,position_long,"1992059392",semicircles,distance,"19.25",m,altitude,"12.799999999999955",m,speed,"3.938",m/s,power,"108",watts,heart_rate,"0",bpm,cadence,"55",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"3.938",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844571",s,position_lat,"-138825792",semicircles,position_long,"1992059392",semicircles,distance,"23.25",m,altitude,"12.799999999999955",m,speed,"4.176",m/s,power,"155",watts,heart_rate,"0",bpm,cadence,"61",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"4.176",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844572",s,position_lat,"-138825328",semicircles,position_long,"1992059392",semicircles,distance,"27.62",m,altitude,"12.799999999999955",m,speed,"4.506",m/s,power,"117",watts,heart_rate,"0",bpm,cadence,"63",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"4.506",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844573",s,position_lat,"-138824848",semicircles,position_long,"1992059648",semicircles,distance,"32.23",m,altitude,"12.799999999999955",m,speed,"4.733",m/s,power,"137",watts,heart_rate,"0",bpm,cadence,"64",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"4.733",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844574",s,position_lat,"-138824304",semicircles,position_long,"1992059648",semicircles,distance,"37.18",m,altitude,"13.0",m,speed,"4.982",m/s,power,"123",watts,heart_rate,"0",bpm,cadence,"65",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"4.982",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844575",s,position_lat,"-138823776",semicircles,position_long,"1992059776",semicircles,distance,"42.24",m,altitude,"13.0",m,speed,"5.169",m/s,power,"118",watts,heart_rate,"0",bpm,cadence,"65",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"5.169",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844576",s,position_lat,"-138823216",semicircles,position_long,"1992059776",semicircles,distance,"47.43",m,altitude,"13.0",m,speed,"5.325",m/s,power,"103",watts,heart_rate,"0",bpm,cadence,"66",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"5.325",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844577",s,position_lat,"-138822640",semicircles,position_long,"1992060032",semicircles,distance,"52.85",m,altitude,"13.0",m,speed,"5.438",m/s,power,"102",watts,heart_rate,"0",bpm,cadence,"67",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"5.438",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844578",s,position_lat,"-138822064",semicircles,position_long,"1992060032",semicircles,distance,"58.36",m,altitude,"13.0",m,speed,"5.545",m/s,power,"110",watts,heart_rate,"0",bpm,cadence,"70",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"5.545",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844579",s,position_lat,"-138821472",semicircles,position_long,"1992060160",semicircles,distance,"64.01",m,altitude,"13.0",m,speed,"5.67",m/s,power,"117",watts,heart_rate,"0",bpm,cadence,"71",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"5.67",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844580",s,position_lat,"-138820912",semicircles,position_long,"1992060544",semicircles,distance,"69.63",m,altitude,"13.0",m,speed,"5.807",m/s,power,"116",watts,heart_rate,"0",bpm,cadence,"71",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"5.807",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844581",s,position_lat,"-138820368",semicircles,position_long,"1992060672",semicircles,distance,"75.57",m,altitude,"13.0",m,speed,"5.931",m/s,power,"110",watts,heart_rate,"0",bpm,cadence,"72",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"5.931",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844582",s,position_lat,"-138819856",semicircles,position_long,"1992061056",semicircles,distance,"81.47",m,altitude,"13.0",m,speed,"6.033",m/s,power,"113",watts,heart_rate,"0",bpm,cadence,"72",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"6.033",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844583",s,position_lat,"-138819376",semicircles,position_long,"1992061568",semicircles,distance,"87.58",m,altitude,"13.0",m,speed,"6.132",m/s,power,"113",watts,heart_rate,"0",bpm,cadence,"73",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"6.132",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844584",s,position_lat,"-138818928",semicircles,position_long,"1992062208",semicircles,distance,"93.85",m,altitude,"13.0",m,speed,"6.25",m/s,power,"111",watts,heart_rate,"0",bpm,cadence,"73",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"6.25",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844585",s,position_lat,"-138818512",semicircles,position_long,"1992062720",semicircles,distance,"100.1",m,altitude,"13.0",m,speed,"6.349",m/s,power,"123",watts,heart_rate,"0",bpm,cadence,"74",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"6.349",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110844586",s,position_lat,"-138818096",semicircles,position_long,"1992063232",semicircles,distance,"106.6",m,altitude,"13.0",m,speed,"6.499",m/s,power,"121",watts,heart_rate,"0",bpm,cadence,"74",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"6.499",m/s,target_power,"0",watts,
