record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1109279737","-138834624","1992052096","0.24","12.799999999999955","0.966","160","67","14","12.799999999999955","0.966",
"1109279738","-138834512","1992052096","1.58","12.799999999999955","1.896","94","68","1","12.799999999999955","1.896",
"1109279739","-138834352","1992052352","3.75","12.799999999999955","2.37","70","68","1","12.799999999999955","2.37",
"1109279740","-138834208","1992052480","6.24","12.799999999999955","2.687","80","68","75","12.799999999999955","2.687",
"1109279741","-138834032","1992052864","9.14","12.799999999999955","3.07","119","68","1","12.799999999999955","3.07",
"1109279742","-138833856","1992053248","12.5","12.799999999999955","3.674","135","68","76","12.799999999999955","3.674",
"1109279743","-138833648","1992053632","16.41","12.799999999999955","4.086","93","69","72","12.799999999999955","4.086",
"1109279744","-138833408","1992054016","20.65","12.799999999999955","4.359","97","69","73","12.799999999999955","4.359",
"1109279745","-138833152","1992054272","25.08","12.799999999999955","4.585","84","69","73","12.799999999999955","4.585",
"1109279746","-138832848","1992054656","29.79","12.799999999999955","4.764","75","70","74","12.799999999999955","4.764",
"1109279747","-138832528","1992055296","34.6","12.799999999999955","4.913","73","71","74","12.799999999999955","4.913",
"1109279748","-138832192","1992055552","39.58","12.799999999999955","5.042","70","71","75","12.799999999999955","5.042",
"1109279749","-138831824","1992055936","44.68","12.799999999999955","5.158","69","72","73","12.799999999999955","5.158",
"1109279750","-138831440","1992056576","49.89","12.799999999999955","5.262","69","72","74","12.799999999999955","5.262",
"1109279751","-138831040","1992056832","55.21","12.799999999999955","5.329","25","73","74","12.799999999999955","5.329",
"1109279752","-138830624","1992057216","60.53","12.799999999999955","5.357","63","74","74","12.799999999999955","5.357",
"1109279753","-138830176","1992057600","65.93","12.799999999999955","5.425","49","74","72","12.799999999999955","5.425",
"1109279754","-138829712","1992057984","71.37","12.799999999999955","5.453","46","74","72","12.799999999999955","5.453",
"1109279755","-138829216","1992058368","76.84","12.799999999999955","5.48","56","74","71","12.799999999999955","5.48",
"1109279756","-138828688","1992058496","82.34","12.799999999999955","5.523","61","74","71","12.799999999999955","5.523",
"1109279757","-138828128","1992058880","87.92","12.799999999999955","5.561","53","74","71","12.799999999999955","5.561",
"1109279758","-138827568","1992059008","93.46","12.799999999999955","5.583","55","75","70","12.799999999999955","5.583",
"1109279759","-138826976","1992059008","99.06","12.799999999999955","5.608","58","75","68","12.799999999999955","5.608",
"1109279760","-138826384","1992059264","104.67","12.799999999999955","5.633","59","75","68","12.799999999999955","5.633",
"1109279761","-138825792","1992059392","110.32","12.799999999999955","5.659","61","75","68","12.799999999999955","5.659",
"1109279762","-138825184","1992059392","116.0","12.799999999999955","5.69","70","75","68","12.799999999999955","5.69",
"1109279763","-138824576","1992059648","121.71","13.0","5.729","68","76","69","13.0","5.729",
"1109279764","-138823968","1992059776","127.45","13.0","5.747","46","76","68","13.0","5.747",
"1109279765","-138823360","1992059776","133.19","13.0","5.74","55","77","68","13.0","5.74",
"1109279766","-138822752","1992060032","138.94","13.0","5.742","53","76","67","13.0","5.742",
"1109279767","-138822144","1992060032","144.68","13.0","5.734","46","77","66","13.0","5.734",
"1109279768","-138821552","1992060160","150.4","13.0","5.717","49","77","65","13.0","5.717",
"1109279769","-138820976","1992060544","156.11","13.0","5.705","51","78","64","13.0","5.705",
"1109279770","-138820432","1992060672","161.82","13.0","5.71","65","78","65","13.0","5.71",
"1109279771","-138819920","1992061056","167.53","13.0","5.736","67","78","65","13.0","5.736",
"1109279772","-138819456","1992061440","173.28","13.0","5.761","60","78","66","13.0","5.761",
"1109279773","-138819024","1992061952","179.06","13.0","5.783","64","78","66","13.0","5.783",
"1109279774","-138818656","1992062464","184.86","13.0","5.848","146","78","67","13.0","5.848",
"1109279775","-138818272","1992063104","190.81","13.0","6.038","131","78","71","13.0","6.038",
"1109279776","-138817920","1992063616","196.93","13.0","6.164","58","79","71","13.0","6.164",
"1109279777","-138817616","1992064128","203.16","13.0","6.188","71","79","70","13.0","6.188",
"1109279778","-138817328","1992064768","209.31","13.0","6.229","59","80","70","13.0","6.229",
"1109279779","-138817088","1992065408","215.56","13.0","6.267","50","81","69","13.0","6.267",
"1109279780","-138816832","1992065920","221.86","13.0","6.328","55","82","69","13.0","6.328",
"1109279781","-138816576","1992066688","228.22","13.0","6.395","58","83","69","13.0","6.395",
"1109279782","-138816304","1992067200","234.62","13.0","6.4","60","84","69","13.0","6.4",
"1109279783","-138816048","1992067968","241.05","13.0","6.43","67","85","69","13.0","6.43",
"1109279784","-138815792","1992068736","247.49","13.0","6.46","59","86","69","13.0","6.46",
