record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1106608077","-138831072","1992057088","0.82","12.799999999999955","0.92","53","63","14","12.799999999999955","0.92",
"1106608078","-138830992","1992057088","1.78","12.799999999999955","1.536","93","63","23","12.799999999999955","1.536",
"1106608079","-138830816","1992057216","3.65","12.799999999999955","2.211","144","63","34","12.799999999999955","2.211",
"1106608080","-138830592","1992057472","6.21","12.799999999999955","2.879","145","63","44","12.799999999999955","2.879",
"1106608081","-138830304","1992057600","9.41","12.799999999999955","3.413","144","64","77","12.799999999999955","3.413",
"1106608082","-138829984","1992057728","13.04","12.799999999999955","3.844","143","64","77","12.799999999999955","3.844",
"1106608083","-138829632","1992057984","17.04","12.799999999999955","4.212","145","65","76","12.799999999999955","4.212",
"1106608084","-138829232","1992058368","21.47","12.799999999999955","4.547","146","68","76","12.799999999999955","4.547",
"1106608085","-138828784","1992058496","26.13","12.799999999999955","4.847","146","69","77","12.799999999999955","4.847",
"1106608086","-138828288","1992058752","31.18","12.799999999999955","5.122","147","71","79","12.799999999999955","5.122",
"1106608087","-138827760","1992058880","36.35","12.799999999999955","5.365","145","73","80","12.799999999999955","5.365",
"1106608088","-138827200","1992059008","41.84","12.799999999999955","5.592","145","74","81","12.799999999999955","5.592",
"1106608089","-138826608","1992059264","47.58","12.799999999999955","5.808","144","76","80","12.799999999999955","5.808",
"1106608090","-138825984","1992059392","53.44","12.799999999999955","6.021","146","77","80","12.799999999999955","6.021",
"1106608091","-138825328","1992059648","59.6","12.799999999999955","6.246","144","78","81","12.799999999999955","6.246",
"1106608092","-138824656","1992059648","65.97","13.0","6.496","146","80","81","13.0","6.496",
"1106608093","-138823952","1992059776","72.67","13.0","6.748","146","81","81","13.0","6.748",
"1106608094","-138823232","1992060032","79.44","13.0","6.914","148","82","82","13.0","6.914",
"1106608095","-138822496","1992060160","86.43","13.0","7.045","150","82","82","13.0","7.045",
"1106608096","-138821744","1992060288","93.59","13.0","7.147","149","83","81","13.0","7.147",
"1106608097","-138821024","1992060544","100.72","13.0","7.236","150","83","81","13.0","7.236",
"1106608098","-138820320","1992060928","108.0","13.0","7.322","149","83","81","13.0","7.322",
