Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,3,record,timestamp,"1080515755",s,position_lat,"-138849104",semicircles,position_long,"1991778688",semicircles,distance,"2.08",m,heart_rate,"61",bpm,altitude,"3.1999999999999886",m,speed,"1.618",m/s,power,"66",watts,cadence,"25",rpm,enhanced_altitude,"3.1999999999999886",m,enhanced_speed,"1.618",m/s,
Data,3,record,timestamp,"1080515756",s,position_lat,"-138848896",semicircles,position_long,"1991778944",semicircles,distance,"4.06",m,heart_rate,"62",bpm,altitude,"3.1999999999999886",m,speed,"2.404",m/s,power,"130",watts,cadence,"37",rpm,enhanced_altitude,"3.1999999999999886",m,enhanced_speed,"2.404",m/s,
Data,3,record,timestamp,"1080515757",s,position_lat,"-138848608",semicircles,position_long,"1991778944",semicircles,distance,"6.84",m,heart_rate,"63",bpm,altitude,"3.1999999999999886",m,speed,"3.145",m/s,power,"146",watts,cadence,"49",rpm,enhanced_altitude,"3.1999999999999886",m,enhanced_speed,"3.145",m/s,
Data,3,record,timestamp,"1080515758",s,position_lat,"-138848240",semicircles,position_long,"1991779072",semicircles,distance,"10.35",m,heart_rate,"64",bpm,altitude,"3.0",m,speed,"3.798",m/s,power,"144",watts,cadence,"83",rpm,enhanced_altitude,"3.0",m,enhanced_speed,"3.798",m/s,
Data,3,record,timestamp,"1080515759",s,position_lat,"-138847824",semicircles,position_long,"1991779072",semicircles,distance,"14.44",m,heart_rate,"66",bpm,altitude,"3.0",m,speed,"4.357",m/s,power,"144",watts,cadence,"83",rpm,enhanced_altitude,"3.0",m,enhanced_speed,"4.357",m/s,
Data,3,record,timestamp,"1080515760",s,position_lat,"-138847344",semicircles,position_long,"1991779200",semicircles,distance,"19.1",m,heart_rate,"67",bpm,altitude,"3.0",m,speed,"4.857",m/s,power,"144",watts,cadence,"83",rpm,enhanced_altitude,"3.0",m,enhanced_speed,"4.857",m/s,
Data,3,record,timestamp,"1080515761",s,position_lat,"-138846864",semicircles,position_long,"1991779456",semicircles,distance,"24.08",m,heart_rate,"69",bpm,altitude,"2.8000000000000114",m,speed,"5.292",m/s,power,"144",watts,cadence,"83",rpm,enhanced_altitude,"2.8000000000000114",m,enhanced_speed,"5.292",m/s,
Data,3,record,timestamp,"1080515762",s,position_lat,"-138846288",semicircles,position_long,"1991779584",semicircles,distance,"29.62",m,heart_rate,"71",bpm,altitude,"2.8000000000000114",m,speed,"5.709",m/s,power,"145",watts,cadence,"83",rpm,enhanced_altitude,"2.8000000000000114",m,enhanced_speed,"5.709",m/s,
Data,3,record,timestamp,"1080515763",s,position_lat,"-138845696",semicircles,position_long,"1991779968",semicircles,distance,"35.51",m,heart_rate,"72",bpm,altitude,"2.6000000000000227",m,speed,"6.093",m/s,power,"143",watts,cadence,"83",rpm,enhanced_altitude,"2.6000000000000227",m,enhanced_speed,"6.093",m/s,
Data,3,record,timestamp,"1080515764",s,position_lat,"-138845056",semicircles,position_long,"1991780224",semicircles,distance,"41.77",m,heart_rate,"73",bpm,altitude,"2.6000000000000227",m,speed,"6.445",m/s,power,"144",watts,cadence,"83",rpm,enhanced_altitude,"2.6000000000000227",m,enhanced_speed,"6.445",m/s,
Data,3,record,timestamp,"1080515765",s,position_lat,"-138844384",semicircles,position_long,"1991780352",semicircles,distance,"48.39",m,heart_rate,"73",bpm,altitude,"2.3999999999999773",m,speed,"6.765",m/s,power,"144",watts,cadence,"81",rpm,enhanced_altitude,"2.3999999999999773",m,enhanced_speed,"6.765",m/s,
Data,3,record,timestamp,"1080515766",s,position_lat,"-138843696",semicircles,position_long,"1991780736",semicircles,distance,"55.28",m,heart_rate,"74",bpm,altitude,"2.1999999999999886",m,speed,"7.047",m/s,power,"144",watts,cadence,"82",rpm,enhanced_altitude,"2.1999999999999886",m,enhanced_speed,"7.047",m/s,
Data,3,record,timestamp,"1080515767",s,position_lat,"-138842976",semicircles,position_long,"1991780864",semicircles,distance,"62.45",m,heart_rate,"75",bpm,altitude,"2.1999999999999886",m,speed,"7.302",m/s,power,"144",watts,cadence,"81",rpm,enhanced_altitude,"2.1999999999999886",m,enhanced_speed,"7.302",m/s,
Data,3,record,timestamp,"1080515768",s,position_lat,"-138842240",semicircles,position_long,"1991781248",semicircles,distance,"69.99",m,heart_rate,"76",bpm,altitude,"2.0",m,speed,"7.539",m/s,power,"144",watts,cadence,"82",rpm,enhanced_altitude,"2.0",m,enhanced_speed,"7.539",m/s,
Data,3,record,timestamp,"1080515769",s,position_lat,"-138841488",semicircles,position_long,"1991781632",semicircles,distance,"77.57",m,heart_rate,"77",bpm,altitude,"2.0",m,speed,"7.749",m/s,power,"145",watts,cadence,"82",rpm,enhanced_altitude,"2.0",m,enhanced_speed,"7.749",m/s,
Data,3,record,timestamp,"1080515770",s,position_lat,"-138840720",semicircles,position_long,"1991782016",semicircles,distance,"85.48",m,heart_rate,"77",bpm,altitude,"1.8000000000000114",m,speed,"7.941",m/s,power,"144",watts,cadence,"81",rpm,enhanced_altitude,"1.8000000000000114",m,enhanced_speed,"7.941",m/s,
