Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,3,record,timestamp,"1101308432",s,position_lat,"-128910888",semicircles,position_long,"1978540416",semicircles,distance,"0.45",m,altitude,"63.0",m,speed,"11.641",m/s,power,"279",watts,heart_rate,"142",bpm,cadence,"99",rpm,enhanced_altitude,"63.0",m,enhanced_speed,"11.641",m/s,
Data,3,record,timestamp,"1101308433",s,position_lat,"-128910544",semicircles,position_long,"1978541696",semicircles,distance,"11.81",m,altitude,"63.0",m,speed,"11.578",m/s,power,"234",watts,heart_rate,"142",bpm,cadence,"99",rpm,enhanced_altitude,"63.0",m,enhanced_speed,"11.578",m/s,
Data,3,record,timestamp,"1101308434",s,position_lat,"-128910248",semicircles,position_long,"1978542848",semicircles,distance,"23.05",m,altitude,"63.200000000000045",m,speed,"11.244",m/s,power,"230",watts,heart_rate,"143",bpm,cadence,"98",rpm,enhanced_altitude,"63.200000000000045",m,enhanced_speed,"11.244",m/s,
Data,3,record,timestamp,"1101308435",s,position_lat,"-128909760",semicircles,position_long,"1978543872",semicircles,distance,"34.2",m,altitude,"63.60000000000002",m,speed,"10.932",m/s,power,"233",watts,heart_rate,"143",bpm,cadence,"98",rpm,enhanced_altitude,"63.60000000000002",m,enhanced_speed,"10.932",m/s,
Data,3,record,timestamp,"1101308436",s,position_lat,"-128908928",semicircles,position_long,"1978544768",semicircles,distance,"45.14",m,altitude,"64.0",m,speed,"10.692",m/s,power,"243",watts,heart_rate,"143",bpm,cadence,"96",rpm,enhanced_altitude,"64.0",m,enhanced_speed,"10.692",m/s,
Data,3,record,timestamp,"1101308437",s,position_lat,"-128908008",semicircles,position_long,"1978545536",semicircles,distance,"55.63",m,altitude,"64.39999999999998",m,speed,"10.493",m/s,power,"283",watts,heart_rate,"143",bpm,cadence,"95",rpm,enhanced_altitude,"64.39999999999998",m,enhanced_speed,"10.493",m/s,
Data,3,record,timestamp,"1101308438",s,position_lat,"-128907072",semicircles,position_long,"1978546048",semicircles,distance,"65.9",m,altitude,"64.60000000000002",m,speed,"10.332",m/s,power,"292",watts,heart_rate,"143",bpm,cadence,"94",rpm,enhanced_altitude,"64.60000000000002",m,enhanced_speed,"10.332",m/s,
Data,3,record,timestamp,"1101308439",s,position_lat,"-128906160",semicircles,position_long,"1978546816",semicircles,distance,"76.21",m,altitude,"65.0",m,speed,"10.191",m/s,power,"296",watts,heart_rate,"144",bpm,cadence,"93",rpm,enhanced_altitude,"65.0",m,enhanced_speed,"10.191",m/s,
Data,3,record,timestamp,"1101308440",s,position_lat,"-128905448",semicircles,position_long,"1978547584",semicircles,distance,"86.5",m,altitude,"65.39999999999998",m,speed,"10.053",m/s,power,"294",watts,heart_rate,"144",bpm,cadence,"93",rpm,enhanced_altitude,"65.39999999999998",m,enhanced_speed,"10.053",m/s,
Data,3,record,timestamp,"1101308441",s,position_lat,"-128904968",semicircles,position_long,"1978548608",semicircles,distance,"96.47",m,altitude,"65.60000000000002",m,speed,"9.985",m/s,power,"295",watts,heart_rate,"144",bpm,cadence,"92",rpm,enhanced_altitude,"65.60000000000002",m,enhanced_speed,"9.985",m/s,
Data,3,record,timestamp,"1101308442",s,position_lat,"-128904528",semicircles,position_long,"1978549504",semicircles,distance,"106.32",m,altitude,"65.60000000000002",m,speed,"10.043",m/s,power,"279",watts,heart_rate,"145",bpm,cadence,"92",rpm,enhanced_altitude,"65.60000000000002",m,enhanced_speed,"10.043",m/s,
Data,3,record,timestamp,"1101308443",s,position_lat,"-128904032",semicircles,position_long,"1978550656",semicircles,distance,"116.6",m,altitude,"65.60000000000002",m,speed,"10.225",m/s,power,"257",watts,heart_rate,"145",bpm,cadence,"92",rpm,enhanced_altitude,"65.60000000000002",m,enhanced_speed,"10.225",m/s,
Data,3,record,timestamp,"1101308444",s,position_lat,"-128903584",semicircles,position_long,"1978551552",semicircles,distance,"126.71",m,altitude,"65.39999999999998",m,speed,"10.42",m/s,power,"250",watts,heart_rate,"145",bpm,cadence,"91",rpm,enhanced_altitude,"65.39999999999998",m,enhanced_speed,"10.42",m/s,
Data,3,record,timestamp,"1101308445",s,position_lat,"-128903168",semicircles,position_long,"1978552704",semicircles,distance,"137.26",m,altitude,"65.39999999999998",m,speed,"10.576",m/s,power,"250",watts,heart_rate,"146",bpm,cadence,"93",rpm,enhanced_altitude,"65.39999999999998",m,enhanced_speed,"10.576",m/s,
Data,3,record,timestamp,"1101308446",s,position_lat,"-128902784",semicircles,position_long,"1978553728",semicircles,distance,"147.89",m,altitude,"65.39999999999998",m,speed,"10.652",m/s,power,"229",watts,heart_rate,"146",bpm,cadence,"93",rpm,enhanced_altitude,"65.39999999999998",m,enhanced_speed,"10.652",m/s,
Data,3,record,timestamp,"1101308447",s,position_lat,"-128902360",semicircles,position_long,"1978554880",semicircles,distance,"158.9",m,altitude,"65.39999999999998",m,speed,"10.753",m/s,power,"269",watts,heart_rate,"146",bpm,cadence,"94",rpm,enhanced_altitude,"65.39999999999998",m,enhanced_speed,"10.753",m/s,
