record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1070906462","-128176801","1978679445","0.0","110","109.0","0.12","164","89","109.0","0.12",
"1070906463","-128176850","1978679547","1.11","111","109.0","1.782","152","89","109.0","1.782",
"1070906464","-128176943","1978679777","3.43","111","109.0","2.713","201","89","109.0","2.713",
"1070906465","-128177052","1978680097","6.55","111","109.0","3.48","211","89","109.0","3.48",
"1070906466","-128177187","1978680483","10.31","111","109.0","4.075","186","90","109.0","4.075",
"1070906467","-128177343","1978680936","14.71","112","109.0","4.53","176","91","109.0","4.53",
"1070906468","-128177535","1978681404","19.37","112","109.0","4.899","170","90","109.0","4.899",
"1070906469","-128177763","1978681907","24.44","112","109.0","5.208","139","90","109.0","5.208",
"1070906470","-128178011","1978682433","29.8","112","109.0","5.47","162","88","109.0","5.47",
"1070906471","-128178268","1978682977","35.34","113","109.0","5.759","179","90","109.0","5.759",
"1070906472","-128178555","1978683574","41.43","113","109.0","6.046","167","90","109.0","6.046",
"1070906473","-128178893","1978684140","47.5","113","109.0","6.281","154","90","109.0","6.281",
"1070906474","-128179341","1978684645","53.74","114","109.0","6.489","164","90","109.0","6.489",
"1070906475","-128179961","1978685012","60.44","114","109.0","6.712","175","89","109.0","6.712",
"1070906476","-128180667","1978685229","67.3","114","109.0","6.929","170","90","109.0","6.929",
"1070906477","-128181407","1978685458","74.48","114","109.0","7.139","182","89","109.0","7.139",
"1070906478","-128182149","1978685680","81.67","115","109.0","7.341","190","89","109.0","7.341",
"1070906479","-128182893","1978685888","88.84","115","109.0","7.505","174","89","109.0","7.505",
"1070906480","-128183728","1978686108","96.84","115","109.0","7.698","197","88","109.0","7.698",
"1070906481","-128184514","1978686296","104.33","115","109.0","7.888","212","90","109.0","7.888",
"1070906482","-128185381","1978686545","112.69","114","109.0","8.04","188","91","109.0","8.04",
"1070906483","-128186199","1978686793","120.61","114","109.0","8.113","164","90","109.0","8.113",
