record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.1.target_power[watts],
"1110382454","644129344","-18397810","0.28","124.60000000000002","10.837","252","147","91","124.60000000000002","10.837","0",
"1110382460","644134720","-18392284","4.44","123.79999999999995","12.104","276","151","91","123.79999999999995","12.104","0",
"1110382461","644134720","-18392310","5.01","123.79999999999995","12.12","343","151","92","123.79999999999995","12.12","0",
"1110382462","644136000","-18392858","17.32","123.39999999999998","12.452","343","151","92","123.39999999999998","12.452","0",
"1110382463","644137408","-18393430","30.07","123.20000000000005","12.788","369","152","91","123.20000000000005","12.788","0",
"1110382464","644138688","-18394002","42.82","123.0","13.069","326","153","85","123.0","13.069","0",
"1110382465","644140096","-18394588","56.01","122.60000000000002","13.298","293","153","85","122.60000000000002","13.298","0",
"1110382466","644141504","-18395156","69.44","122.39999999999998","13.553","351","154","86","122.39999999999998","13.553","0",
"1110382467","644142912","-18395726","82.98","122.0","13.567","277","154","86","122.0","13.567","0",
"1110382468","644144320","-18396298","96.61","121.79999999999995","13.698","299","154","86","121.79999999999995","13.698","0",
"1110382469","644145728","-18396880","110.41","121.39999999999998","13.9","299","155","86","121.39999999999998","13.9","0",
"1110382470","644147200","-18397454","124.31","121.20000000000005","13.876","298","155","86","121.20000000000005","13.876","0",
"1110382471","644148672","-18398026","138.29","120.79999999999995","14.075","298","155","86","120.79999999999995","14.075","0",
"1110382472","644150144","-18398596","152.45","120.39999999999998","14.252","277","155","93","120.39999999999998","14.252","0",
"1110382473","644151616","-18399158","166.77","120.20000000000005","14.382","229","155","93","120.20000000000005","14.382","0",
"1110382474","644153152","-18399716","181.05","119.79999999999995","14.143","205","155","93","119.79999999999995","14.143","0",
"1110382475","644154560","-18400280","195.16","119.39999999999998","14.148","250","155","93","119.39999999999998","14.148","0",
"1110382476","644156096","-18400864","209.5","119.20000000000005","14.114","182","156","92","119.20000000000005","14.114","0",
"1110382477","644157568","-18401446","223.65","118.79999999999995","14.255","313","156","91","118.79999999999995","14.255","0",
"1110382478","644159040","-18402042","237.81","118.60000000000002","14.433","313","156","91","118.60000000000002","14.433","0",
"1110382479","644160576","-18402678","252.32","118.20000000000005","14.577","285","156","93","118.20000000000005","14.577","0",
"1110382480","644162112","-18403370","267.2","118.0","14.662","285","156","93","118.0","14.662","0",
"1110382481","644163584","-18404246","281.57","118.0","14.46","234","157","93","118.0","14.46","0",
"1110382482","644164992","-18405256","295.97","117.79999999999995","14.461","242","157","92","117.79999999999995","14.461","0",
"1110382483","644166400","-18406384","310.41","117.79999999999995","14.422","293","157","91","117.79999999999995","14.422","0",
