record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1071065076","-128324216","1978512256","0.39","97","70.0","12.212","131","79","70.0","12.212",
"1071065077","-128324312","1978510976","12.43","98","70.0","11.902","138","80","70.0","11.902",
"1071065078","-128324296","1978509824","24.15","98","70.0","11.805","119","79","70.0","11.805",
"1071065079","-128324168","1978508544","35.95","98","70.0","11.658","145","81","70.0","11.658",
"1071065080","-128323936","1978507264","47.62","99","70.0","11.553","155","82","70.0","11.553",
"1071065081","-128323600","1978505984","59.17","100","70.0","11.506","188","84","70.0","11.506",
"1071065082","-128323032","1978504960","70.58","100","70.0","11.473","138","84","70.0","11.473",
"1071065083","-128322152","1978504064","82.12","101","70.0","11.401","136","83","70.0","11.401",
"1071065084","-128321080","1978503552","93.59","101","70.0","11.329","126","85","70.0","11.329",
"1071065085","-128320016","1978502912","104.64","101","70.0","11.263","163","85","70.0","11.263",
"1071065086","-128318920","1978502400","116.03","101","70.0","11.221","139","86","70.0","11.221",
"1071065087","-128317872","1978501888","127.16","101","70.0","11.169","154","87","70.0","11.169",
"1071065088","-128316968","1978500992","138.26","101","70.0","11.155","218","87","70.0","11.155",
"1071065089","-128316256","1978499968","149.38","102","70.0","11.17","144","83","70.0","11.17",
"1071065090","-128315712","1978498944","160.77","102","70.0","11.122","151","84","70.0","11.122",
"1071065091","-128315280","1978497792","171.76","102","70.0","11.084","155","84","70.0","11.084",
"1071065092","-128314904","1978496512","183.02","102","70.0","11.051","177","84","70.0","11.051",
"1071065093","-128314624","1978495488","193.74","102","70.0","11.032","141","85","70.0","11.032",
"1071065094","-128314384","1978494208","204.91","102","70.0","10.993","190","86","70.0","10.993",
"1071065095","-128314208","1978493056","215.84","103","70.0","11.001","188","85","70.0","11.001",
"1071065096","-128314112","1978491776","227.02","103","70.0","11.007","185","87","70.0","11.007",
"1071065097","-128314096","1978490752","237.96","104","70.0","11.003","166","87","70.0","11.003",
"1071065098","-128314280","1978489472","248.98","104","70.0","10.986","172","87","70.0","10.986",
"1071065099","-128314656","1978488320","259.97","105","70.0","10.974","169","87","70.0","10.974",
"1071065100","-128315200","1978487296","270.89","105","70.0","10.958","158","86","70.0","10.958",
"1071065101","-128315864","1978486400","281.88","105","70.0","10.93","143","87","70.0","10.93",
"1071065102","-128316552","1978485504","292.56","105","70.0","10.885","127","87","70.0","10.885",
"1071065103","-128317328","1978484608","303.62","106","70.0","10.83","167","87","70.0","10.83",
"1071065104","-128318208","1978483584","314.43","106","70.0","10.802","128","87","70.0","10.802",
"1071065105","-128319160","1978483072","324.99","106","70.0","10.731","167","86","70.0","10.731",
"1071065106","-128320208","1978482560","335.84","106","70.0","10.735","188","87","70.0","10.735",
"1071065107","-128321256","1978482048","346.5","105","70.0","10.74","124","87","70.0","10.74",
"1071065108","-128322360","1978481664","357.34","105","70.0","10.689","167","87","70.0","10.689",
"1071065109","-128323448","1978481280","368.0","105","70.0","10.653","138","87","70.0","10.653",
"1071065110","-128324552","1978481152","378.58","105","70.0","10.591","135","85","70.0","10.591",
"1071065111","-128325680","1978480768","389.44","104","70.0","10.547","160","86","70.0","10.547",
"1071065112","-128326752","1978480384","399.75","104","70.0","10.546","152","86","70.0","10.546",
"1071065113","-128327832","1978480000","410.32","104","70.0","10.594","146","86","70.0","10.594",
"1071065114","-128328904","1978479616","420.87","103","70.0","10.653","141","86","70.0","10.653",
"1071065115","-128329944","1978479104","431.63","103","69.79999999999995","10.773","189","86","69.79999999999995","10.773",
"1071065116","-128330928","1978478592","442.46","103","69.60000000000002","10.963","171","88","69.60000000000002","10.963",
"1071065117","-128331904","1978477824","453.51","103","69.39999999999998","11.16","184","89","69.39999999999998","11.16",
"1071065118","-128332880","1978477056","464.69","103","69.20000000000005","11.371","187","90","69.20000000000005","11.371",
"1071065119","-128333928","1978476416","476.16","103","68.79999999999995","11.58","204","91","68.79999999999995","11.58",
"1071065120","-128335128","1978476032","488.31","104","68.60000000000002","11.774","186","92","68.60000000000002","11.774",
"1071065121","-128336344","1978475648","499.72","104","68.39999999999998","11.873","177","93","68.39999999999998","11.873",
"1071065122","-128337648","1978475648","511.9","104","68.39999999999998","11.92","176","93","68.39999999999998","11.92",
"1071065123","-128338912","1978475776","523.68","105","68.20000000000005","11.906","152","93","68.20000000000005","11.906",
"1071065124","-128340184","1978476160","535.75","105","68.20000000000005","11.823","198","93","68.20000000000005","11.823",
"1071065125","-128341392","1978476416","547.25","105","68.20000000000005","11.795","128","92","68.20000000000005","11.795",
"1071065126","-128342648","1978476672","559.24","106","68.20000000000005","11.666","155","87","68.20000000000005","11.666",
"1071065127","-128343872","1978477056","570.89","106","68.0","11.626","119","86","68.0","11.626",
"1071065128","-128345088","1978477312","582.35","106","68.0","11.588","155","86","68.0","11.588",
"1071065129","-128346328","1978477440","593.91","106","68.0","11.582","153","86","68.0","11.582",
"1071065130","-128347536","1978477696","605.3","107","68.0","11.566","172","86","68.0","11.566",
"1071065131","-128348792","1978477696","616.9","107","68.0","11.547","155","86","68.0","11.547",
"1071065132","-128350040","1978477696","628.56","107","68.0","11.503","173","85","68.0","11.503",
"1071065133","-128351256","1978477440","639.91","107","68.0","11.46","178","86","68.0","11.46",
"1071065134","-128352496","1978477312","651.69","107","68.0","11.399","161","86","68.0","11.399",
"1071065135","-128353656","1978476928","662.97","107","68.0","11.327","180","86","68.0","11.327",
"1071065136","-128354760","1978476416","674.11","107","68.20000000000005","11.261","190","85","68.20000000000005","11.261",
"1071065137","-128355824","1978475776","685.45","107","68.20000000000005","11.197","211","85","68.20000000000005","11.197",
"1071065138","-128356744","1978475136","696.37","107","68.20000000000005","11.173","243","86","68.20000000000005","11.173",
"1071065139","-128357536","1978474240","707.69","107","68.20000000000005","11.206","262","87","68.20000000000005","11.206",
"1071065140","-128358144","1978473088","718.8","107","68.20000000000005","11.255","200","88","68.20000000000005","11.255",
"1071065141","-128358640","1978471936","730.15","107","68.20000000000005","11.275","204","88","68.20000000000005","11.275",
"1071065142","-128359096","1978470784","741.44","108","68.20000000000005","11.315","203","87","68.20000000000005","11.315",
"1071065143","-128359360","1978469632","753.04","109","68.20000000000005","11.385","267","89","68.20000000000005","11.385",
"1071065144","-128359544","1978468352","764.24","109","68.0","11.506","267","89","68.0","11.506",
"1071065145","-128360072","1978467200","775.94","109","68.0","11.631","248","91","68.0","11.631",
"1071065146","-128361016","1978466304","787.48","109","68.0","11.73","284","92","68.0","11.73",
"1071065147","-128362184","1978465792","799.42","110","67.79999999999995","11.836","249","89","67.79999999999995","11.836",
"1071065148","-128363384","1978465408","811.34","110","67.79999999999995","11.915","234","85","67.79999999999995","11.915",
"1071065149","-128364624","1978465024","823.25","111","67.79999999999995","11.996","221","85","67.79999999999995","11.996",
"1071065150","-128365864","1978464768","835.12","112","67.79999999999995","12.068","176","86","67.79999999999995","12.068",
"1071065151","-128367120","1978464384","847.18","113","67.79999999999995","11.937","205","85","67.79999999999995","11.937",
"1071065152","-128368368","1978464000","859.19","113","67.60000000000002","11.73","191","85","67.60000000000002","11.73",
"1071065153","-128369544","1978463616","870.72","114","67.60000000000002","11.541","179","85","67.60000000000002","11.541",
"1071065154","-128370704","1978463104","882.28","114","67.60000000000002","11.45","198","84","67.60000000000002","11.45",
"1071065155","-128371784","1978462592","893.77","115","67.60000000000002","11.442","190","84","67.60000000000002","11.442",
"1071065156","-128372784","1978461824","905.09","115","67.60000000000002","11.437","215","84","67.60000000000002","11.437",
"1071065157","-128373752","1978461056","916.48","115","67.60000000000002","11.452","215","85","67.60000000000002","11.452",
