Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,1,record,timestamp,"1102982482",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982483",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982484",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982485",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982486",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982487",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982488",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982489",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982490",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982491",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982492",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982493",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982494",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982495",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,1,record,timestamp,"1102982496",s,distance,"0.0",m,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,3,record,timestamp,"1102982497",s,position_lat,"567670219",semicircles,position_long,"-628896424",semicircles,distance,"0.0",m,enhanced_speed,"5.337",m/s,enhanced_altitude,"44.39999999999998",m,temperature,"23",C,unknown,"0",,
Data,3,record,timestamp,"1102982498",s,position_lat,"567671007",semicircles,position_long,"-628895541",semicircles,distance,"7.7",m,enhanced_speed,"5.123",m/s,enhanced_altitude,"46.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982499",s,position_lat,"567671781",semicircles,position_long,"-628894841",semicircles,distance,"16.34",m,enhanced_speed,"4.609",m/s,enhanced_altitude,"46.39999999999998",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982500",s,position_lat,"567672173",semicircles,position_long,"-628894547",semicircles,distance,"20.58",m,enhanced_speed,"3.564",m/s,enhanced_altitude,"46.60000000000002",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982501",s,position_lat,"567672344",semicircles,position_long,"-628894101",semicircles,distance,"24.04",m,enhanced_speed,"2.613",m/s,enhanced_altitude,"46.799999999999955",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982502",s,position_lat,"567672337",semicircles,position_long,"-628893660",semicircles,distance,"27.23",m,enhanced_speed,"1.866",m/s,enhanced_altitude,"46.799999999999955",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982503",s,position_lat,"567672513",semicircles,position_long,"-628893423",semicircles,distance,"29.44",m,enhanced_speed,"2.202",m/s,enhanced_altitude,"47.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982504",s,position_lat,"567672597",semicircles,position_long,"-628892954",semicircles,distance,"31.98",m,enhanced_speed,"3.742",m/s,enhanced_altitude,"47.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982505",s,position_lat,"567672441",semicircles,position_long,"-628892223",semicircles,distance,"36.6",m,enhanced_speed,"5.188",m/s,enhanced_altitude,"47.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982506",s,position_lat,"567672058",semicircles,position_long,"-628891586",semicircles,distance,"41.88",m,enhanced_speed,"5.701",m/s,enhanced_altitude,"47.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982507",s,position_lat,"567671561",semicircles,position_long,"-628891028",semicircles,distance,"47.52",m,enhanced_speed,"6.074",m/s,enhanced_altitude,"47.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982508",s,position_lat,"567671067",semicircles,position_long,"-628890606",semicircles,distance,"52.42",m,enhanced_speed,"6.522",m/s,enhanced_altitude,"47.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982509",s,position_lat,"567670504",semicircles,position_long,"-628890075",semicircles,distance,"58.49",m,enhanced_speed,"6.83",m/s,enhanced_altitude,"46.799999999999955",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982510",s,position_lat,"567669916",semicircles,position_long,"-628889465",semicircles,distance,"65.21",m,enhanced_speed,"7.101",m/s,enhanced_altitude,"46.39999999999998",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982511",s,position_lat,"567669310",semicircles,position_long,"-628888806",semicircles,distance,"72.2",m,enhanced_speed,"7.362",m/s,enhanced_altitude,"46.200000000000045",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982512",s,position_lat,"567668671",semicircles,position_long,"-628888163",semicircles,distance,"79.4",m,enhanced_speed,"7.53",m/s,enhanced_altitude,"45.799999999999955",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982513",s,position_lat,"567668019",semicircles,position_long,"-628887505",semicircles,distance,"87.0",m,enhanced_speed,"7.642",m/s,enhanced_altitude,"45.60000000000002",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982514",s,position_lat,"567667362",semicircles,position_long,"-628886864",semicircles,distance,"94.35",m,enhanced_speed,"7.754",m/s,enhanced_altitude,"45.39999999999998",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982515",s,position_lat,"567666659",semicircles,position_long,"-628886239",semicircles,distance,"102.09",m,enhanced_speed,"8.062",m/s,enhanced_altitude,"45.200000000000045",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982516",s,position_lat,"567665952",semicircles,position_long,"-628885645",semicircles,distance,"109.82",m,enhanced_speed,"8.164",m/s,enhanced_altitude,"45.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982517",s,position_lat,"567665241",semicircles,position_long,"-628885046",semicircles,distance,"117.4",m,enhanced_speed,"8.202",m/s,enhanced_altitude,"44.60000000000002",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982518",s,position_lat,"567664506",semicircles,position_long,"-628884494",semicircles,distance,"124.73",m,enhanced_speed,"8.23",m/s,enhanced_altitude,"44.39999999999998",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982519",s,position_lat,"567663646",semicircles,position_long,"-628883976",semicircles,distance,"132.9",m,enhanced_speed,"8.883",m/s,enhanced_altitude,"44.200000000000045",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982520",s,position_lat,"567662751",semicircles,position_long,"-628883495",semicircles,distance,"141.7",m,enhanced_speed,"8.985",m/s,enhanced_altitude,"43.799999999999955",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982521",s,position_lat,"567661834",semicircles,position_long,"-628883000",semicircles,distance,"150.81",m,enhanced_speed,"9.116",m/s,enhanced_altitude,"43.799999999999955",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982522",s,position_lat,"567660915",semicircles,position_long,"-628882566",semicircles,distance,"159.82",m,enhanced_speed,"9.116",m/s,enhanced_altitude,"43.60000000000002",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982523",s,position_lat,"567659976",semicircles,position_long,"-628882137",semicircles,distance,"168.87",m,enhanced_speed,"9.219",m/s,enhanced_altitude,"43.0",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982524",s,position_lat,"567659012",semicircles,position_long,"-628881690",semicircles,distance,"178.21",m,enhanced_speed,"9.405",m/s,enhanced_altitude,"42.60000000000002",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982525",s,position_lat,"567658021",semicircles,position_long,"-628881236",semicircles,distance,"187.95",m,enhanced_speed,"9.601",m/s,enhanced_altitude,"42.39999999999998",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982526",s,position_lat,"567657025",semicircles,position_long,"-628880804",semicircles,distance,"197.51",m,enhanced_speed,"9.741",m/s,enhanced_altitude,"41.799999999999955",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982527",s,position_lat,"567656003",semicircles,position_long,"-628880391",semicircles,distance,"207.37",m,enhanced_speed,"9.835",m/s,enhanced_altitude,"41.39999999999998",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982528",s,position_lat,"567654987",semicircles,position_long,"-628879945",semicircles,distance,"217.12",m,enhanced_speed,"9.891",m/s,enhanced_altitude,"41.200000000000045",m,temperature,"22",C,unknown,"1",,
Data,3,record,timestamp,"1102982529",s,position_lat,"567653962",semicircles,position_long,"-628879513",semicircles,distance,"227.03",m,enhanced_speed,"9.844",m/s,enhanced_altitude,"41.0",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982530",s,position_lat,"567652931",semicircles,position_long,"-628879098",semicircles,distance,"237.0",m,enhanced_speed,"9.863",m/s,enhanced_altitude,"40.39999999999998",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982531",s,position_lat,"567651895",semicircles,position_long,"-628878700",semicircles,distance,"247.12",m,enhanced_speed,"9.909",m/s,enhanced_altitude,"40.0",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982532",s,position_lat,"567650869",semicircles,position_long,"-628878274",semicircles,distance,"257.11",m,enhanced_speed,"9.975",m/s,enhanced_altitude,"39.39999999999998",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982533",s,position_lat,"567649854",semicircles,position_long,"-628877803",semicircles,distance,"266.99",m,enhanced_speed,"9.993",m/s,enhanced_altitude,"39.200000000000045",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982534",s,position_lat,"567648841",semicircles,position_long,"-628877257",semicircles,distance,"276.97",m,enhanced_speed,"10.03",m/s,enhanced_altitude,"38.60000000000002",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982535",s,position_lat,"567647894",semicircles,position_long,"-628876645",semicircles,distance,"286.79",m,enhanced_speed,"9.76",m/s,enhanced_altitude,"38.39999999999998",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982536",s,position_lat,"567646990",semicircles,position_long,"-628876014",semicircles,distance,"296.15",m,enhanced_speed,"9.573",m/s,enhanced_altitude,"38.200000000000045",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982537",s,position_lat,"567646169",semicircles,position_long,"-628875247",semicircles,distance,"305.15",m,enhanced_speed,"9.331",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982538",s,position_lat,"567645405",semicircles,position_long,"-628874405",semicircles,distance,"313.92",m,enhanced_speed,"9.06",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982539",s,position_lat,"567644657",semicircles,position_long,"-628873602",semicircles,distance,"322.65",m,enhanced_speed,"8.734",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982540",s,position_lat,"567643922",semicircles,position_long,"-628872845",semicircles,distance,"331.04",m,enhanced_speed,"8.575",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982541",s,position_lat,"567643224",semicircles,position_long,"-628872092",semicircles,distance,"338.94",m,enhanced_speed,"8.37",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982542",s,position_lat,"567642545",semicircles,position_long,"-628871336",semicircles,distance,"346.85",m,enhanced_speed,"8.118",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982543",s,position_lat,"567641880",semicircles,position_long,"-628870611",semicircles,distance,"354.56",m,enhanced_speed,"7.912",m/s,enhanced_altitude,"37.799999999999955",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982544",s,position_lat,"567641220",semicircles,position_long,"-628869920",semicircles,distance,"362.09",m,enhanced_speed,"7.726",m/s,enhanced_altitude,"38.0",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982545",s,position_lat,"567640583",semicircles,position_long,"-628869218",semicircles,distance,"369.49",m,enhanced_speed,"7.633",m/s,enhanced_altitude,"38.200000000000045",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982546",s,position_lat,"567639960",semicircles,position_long,"-628868527",semicircles,distance,"376.75",m,enhanced_speed,"7.437",m/s,enhanced_altitude,"38.39999999999998",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982547",s,position_lat,"567639345",semicircles,position_long,"-628867879",semicircles,distance,"383.53",m,enhanced_speed,"7.222",m/s,enhanced_altitude,"38.39999999999998",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982548",s,position_lat,"567638727",semicircles,position_long,"-628867131",semicircles,distance,"390.68",m,enhanced_speed,"7.474",m/s,enhanced_altitude,"38.60000000000002",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982549",s,position_lat,"567638110",semicircles,position_long,"-628866436",semicircles,distance,"398.06",m,enhanced_speed,"7.213",m/s,enhanced_altitude,"38.799999999999955",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982550",s,position_lat,"567637507",semicircles,position_long,"-628865736",semicircles,distance,"405.39",m,enhanced_speed,"7.231",m/s,enhanced_altitude,"39.0",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982551",s,position_lat,"567636914",semicircles,position_long,"-628865058",semicircles,distance,"412.35",m,enhanced_speed,"7.25",m/s,enhanced_altitude,"39.200000000000045",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982552",s,position_lat,"567636323",semicircles,position_long,"-628864403",semicircles,distance,"419.19",m,enhanced_speed,"7.147",m/s,enhanced_altitude,"39.200000000000045",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982553",s,position_lat,"567635724",semicircles,position_long,"-628863789",semicircles,distance,"425.74",m,enhanced_speed,"7.073",m/s,enhanced_altitude,"39.200000000000045",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982554",s,position_lat,"567635106",semicircles,position_long,"-628863163",semicircles,distance,"432.69",m,enhanced_speed,"6.914",m/s,enhanced_altitude,"39.200000000000045",m,temperature,"21",C,unknown,"1",,
Data,3,record,timestamp,"1102982555",s,position_lat,"567634465",semicircles,position_long,"-628862568",semicircles,distance,"439.73",m,enhanced_speed,"6.839",m/s,enhanced_altitude,"39.39999999999998",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982556",s,position_lat,"567633806",semicircles,position_long,"-628861990",semicircles,distance,"446.79",m,enhanced_speed,"6.867",m/s,enhanced_altitude,"39.39999999999998",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982557",s,position_lat,"567633119",semicircles,position_long,"-628861494",semicircles,distance,"454.0",m,enhanced_speed,"6.765",m/s,enhanced_altitude,"39.39999999999998",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982558",s,position_lat,"567632437",semicircles,position_long,"-628861023",semicircles,distance,"461.17",m,enhanced_speed,"6.774",m/s,enhanced_altitude,"39.39999999999998",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982559",s,position_lat,"567631765",semicircles,position_long,"-628860630",semicircles,distance,"467.81",m,enhanced_speed,"6.765",m/s,enhanced_altitude,"39.39999999999998",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982560",s,position_lat,"567631076",semicircles,position_long,"-628860287",semicircles,distance,"474.66",m,enhanced_speed,"6.643",m/s,enhanced_altitude,"39.60000000000002",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982561",s,position_lat,"567630396",semicircles,position_long,"-628859936",semicircles,distance,"481.44",m,enhanced_speed,"6.559",m/s,enhanced_altitude,"39.799999999999955",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982562",s,position_lat,"567629731",semicircles,position_long,"-628859585",semicircles,distance,"488.07",m,enhanced_speed,"6.438",m/s,enhanced_altitude,"39.799999999999955",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982563",s,position_lat,"567629047",semicircles,position_long,"-628859216",semicircles,distance,"494.91",m,enhanced_speed,"6.615",m/s,enhanced_altitude,"39.799999999999955",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982564",s,position_lat,"567628355",semicircles,position_long,"-628858883",semicircles,distance,"501.7",m,enhanced_speed,"6.877",m/s,enhanced_altitude,"39.799999999999955",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982565",s,position_lat,"567627659",semicircles,position_long,"-628858514",semicircles,distance,"508.52",m,enhanced_speed,"6.989",m/s,enhanced_altitude,"39.799999999999955",m,temperature,"20",C,unknown,"1",,
Data,3,record,timestamp,"1102982566",s,position_lat,"567626948",semicircles,position_long,"-628858100",semicircles,distance,"515.54",m,enhanced_speed,"7.147",m/s,enhanced_altitude,"39.799999999999955",m,temperature,"20",C,unknown,"1",,
