Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Data,3,record,timestamp,"1110492614",s,position_lat,"-138826528",semicircles,position_long,"1992059392",semicircles,distance,"0.57",m,altitude,"12.799999999999955",m,speed,"0.912",m/s,power,"76",watts,heart_rate,"67",bpm,cadence,"14",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"0.912",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492615",s,position_lat,"-138826416",semicircles,position_long,"1992059392",semicircles,distance,"1.67",m,altitude,"12.799999999999955",m,speed,"1.544",m/s,power,"86",watts,heart_rate,"69",bpm,cadence,"1",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"1.544",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492616",s,position_lat,"-138826224",semicircles,position_long,"1992059392",semicircles,distance,"3.49",m,altitude,"12.799999999999955",m,speed,"2.094",m/s,power,"104",watts,heart_rate,"69",bpm,cadence,"1",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"2.094",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492617",s,position_lat,"-138825968",semicircles,position_long,"1992059392",semicircles,distance,"5.85",m,altitude,"12.799999999999955",m,speed,"2.614",m/s,power,"126",watts,heart_rate,"70",bpm,cadence,"45",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"2.614",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492618",s,position_lat,"-138825648",semicircles,position_long,"1992059392",semicircles,distance,"8.75",m,altitude,"12.799999999999955",m,speed,"3.053",m/s,power,"103",watts,heart_rate,"71",bpm,cadence,"51",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"3.053",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492619",s,position_lat,"-138825328",semicircles,position_long,"1992059392",semicircles,distance,"11.91",m,altitude,"12.799999999999955",m,speed,"3.372",m/s,power,"111",watts,heart_rate,"72",bpm,cadence,"70",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"3.372",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492620",s,position_lat,"-138824944",semicircles,position_long,"1992059648",semicircles,distance,"15.43",m,altitude,"12.799999999999955",m,speed,"3.649",m/s,power,"92",watts,heart_rate,"73",bpm,cadence,"71",rpm,enhanced_altitude,"12.799999999999955",m,enhanced_speed,"3.649",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492621",s,position_lat,"-138824544",semicircles,position_long,"1992059648",semicircles,distance,"19.19",m,altitude,"13.0",m,speed,"3.859",m/s,power,"92",watts,heart_rate,"73",bpm,cadence,"72",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"3.859",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492622",s,position_lat,"-138824128",semicircles,position_long,"1992059648",semicircles,distance,"23.12",m,altitude,"13.0",m,speed,"4.045",m/s,power,"90",watts,heart_rate,"74",bpm,cadence,"76",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"4.045",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110492623",s,position_lat,"-138823680",semicircles,position_long,"1992059776",semicircles,distance,"27.28",m,altitude,"13.0",m,speed,"4.219",m/s,power,"93",watts,heart_rate,"74",bpm,cadence,"77",rpm,enhanced_altitude,"13.0",m,enhanced_speed,"4.219",m/s,target_power,"0",watts,
