record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1089120978","521080917","-947357278","0.0","0.0","129.20000000000005","75","22","75",,,
"1089120979","521080917","-947357278","0.0","0.0","129.20000000000005","75","22","75",,,
"1089120987","521081760","-947357844","0.0","1.409","129.20000000000005","79","22","79","17.72",,
"1089120988","521081923","-947357920","1.65","1.288","129.20000000000005","79","22","79","16.53",,
"1089120989","521082069","-947358038","3.04","1.166","129.20000000000005","79","22","79","16.53",,
"1089120990","521082307","-947358189","5.29","1.847","129.20000000000005","79","23","79","16.53",,
"1089120991","521082638","-947358227","7.91","2.566","129.20000000000005","79","23","79","16.53",,
"1089120992","521083043","-947358247","11.29","3.144","129.20000000000005","80","23","80","16.53",,
"1089120993","521083539","-947358213","15.91","3.527","129.20000000000005","80","23","80","16.14",,
"1089120994","521084103","-947358156","21.37","4.012","129.20000000000005","81","23","81","16.14",,
"1089120995","521084622","-947358156","26.31","4.087","129.20000000000005","82","23","82","16.14",,
"1089120996","521085154","-947358170","31.75","4.189","129.20000000000005","83","23","83","16.14",,
"1089120997","521085635","-947358239","36.59","4.301","129.39999999999998","85","23","85","16.14",,
"1089120998","521086029","-947358319","40.25","4.199","129.39999999999998","88","23","88","16.67",,
"1089120999","521086443","-947358454","44.08","4.217","129.60000000000002","90","23","90","16.67",,
"1089121000","521086913","-947358562","48.74","4.217","129.79999999999995","93","23","93","16.67",,
"1089121001","521087368","-947358672","53.18","4.236","130.0","95","23","95","16.67",,
"1089121002","521087826","-947358798","57.68","4.32","130.0","97","23","97","16.67",,
"1089121003","521088243","-947358907","61.65","4.283","130.20000000000005","99","23","99","17.02",,
"1089121004","521088642","-947359098","65.54","4.199","130.39999999999998","101","23","101","17.02",,
"1089121005","521089065","-947359249","69.39","4.199","130.39999999999998","102","23","102","17.02",,
"1089121006","521089519","-947359403","73.95","4.171","130.60000000000002","104","23","104","17.02",,
"1089121007","521089925","-947359515","77.64","4.022","130.79999999999995","105","23","105","17.02",,
"1089121008","521090351","-947359635","81.65","3.891","130.79999999999995","105","23","105","17.25",,
"1089121009","521090783","-947359737","85.8","3.788","131.0","105","23","105","17.25",,
