record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1098967074","564310944","-630256802","0.0","3.471","75.79999999999995","94","11","94",,,
"1098967075","564310726","-630256366","3.41","3.266","75.79999999999995","94","11","94",,,
"1098967076","564310516","-630255928","6.8","3.256","75.79999999999995","94","11","94",,,
"1098967077","564310299","-630255549","9.94","3.079","75.79999999999995","95","11","95",,,
"1098967078","564310048","-630255223","13.0","3.051","75.79999999999995","95","11","95",,,
"1098967079","564309776","-630254942","16.06","2.948","75.79999999999995","96","11","96","23.62",,
"1098967080","564309506","-630254636","19.2","2.893","75.79999999999995","96","11","96","23.62",,
"1098967081","564309254","-630254258","22.47","3.051","76.0","96","11","96","23.62",,
"1098967082","564309086","-630253721","26.18","3.49","76.0","97","11","97","23.62",,
"1098967083","564309037","-630253041","30.52","4.096","76.0","97","11","97","23.62",,
"1098967084","564309143","-630252322","35.07","4.675","76.0","97","11","97","23.62",,
"1098967085","564309409","-630251586","40.37","5.113","75.79999999999995","98","11","98","23.62",,
"1098967086","564309764","-630250914","45.65","5.486","75.79999999999995","99","11","99","23.62",,
"1098967087","564310154","-630250162","51.65","5.832","75.60000000000002","99","11","99","23.62",,
"1098967088","564310537","-630249362","57.86","6.149","75.60000000000002","100","11","100","23.62",,
"1098967089","564310928","-630248517","64.35","6.429","75.60000000000002","101","11","101","22.83",,
"1098967090","564311331","-630247657","70.99","6.597","75.60000000000002","102","11","102","22.83",,
"1098967091","564311732","-630246771","77.72","6.755","75.39999999999998","102","11","102","22.83",,
"1098967092","564312141","-630245828","84.81","6.923","75.39999999999998","103","11","103","22.83",,
"1098967093","564312558","-630244858","92.1","7.138","75.39999999999998","104","11","104","22.83",,
"1098967094","564312980","-630243871","99.45","7.343","75.39999999999998","105","11","105","21.91",,
"1098967095","564313399","-630242823","107.19","7.53","75.20000000000005","105","11","105","21.91",,
"1098967096","564313816","-630241765","114.96","7.642","75.20000000000005","106","11","106","21.91",,
"1098967097","564314208","-630240673","122.83","7.744","75.20000000000005","107","11","107","21.91",,
"1098967098","564314605","-630239571","130.78","7.912","75.0","107","11","107","21.91",,
"1098967099","564315009","-630238457","138.74","8.08","75.0","108","11","108","21.7",,
"1098967100","564315402","-630237294","146.95","8.192","75.0","108","11","108","21.7",,
"1098967101","564315800","-630236123","155.23","8.267","74.79999999999995","108","11","108","21.7",,
"1098967102","564316216","-630234945","163.64","8.323","74.79999999999995","109","11","109","21.7",,
"1098967103","564316633","-630233755","172.15","8.379","74.79999999999995","109","11","109","21.7",,
"1098967104","564317036","-630232557","180.64","8.463","74.79999999999995","109","11","109","23.91",,
"1098967105","564317439","-630231355","189.14","8.528","74.79999999999995","110","11","110","23.91",,
"1098967106","564317825","-630230112","197.74","8.678","74.79999999999995","110","11","110","23.91",,
"1098967107","564318212","-630228827","206.7","8.743","74.60000000000002","110","11","110","23.91",,
"1098967108","564318581","-630227548","215.51","8.836","74.60000000000002","110","11","110","23.91",,
"1098967109","564318939","-630226252","224.41","8.901","74.60000000000002","111","11","111","23.03",,
"1098967110","564319288","-630224936","233.32","9.013","74.60000000000002","111","11","111","23.03",,
"1098967111","564319675","-630223622","242.4","9.107","74.39999999999998","111","11","111","23.03",,
"1098967112","564320037","-630222253","251.64","9.275","74.39999999999998","111","11","111","23.03",,
"1098967113","564320393","-630220824","261.33","9.387","74.20000000000005","110","11","110","23.03",,
"1098967114","564320765","-630219409","270.95","9.471","73.79999999999995","110","11","110","21.65",,
"1098967115","564321127","-630217990","280.53","9.564","73.60000000000002","110","11","110","21.65",,
"1098967116","564321475","-630216522","290.42","9.713","73.60000000000002","110","11","110","21.65",,
