Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Data,3,record,timestamp,"1110663234",s,position_lat,"-138827488",semicircles,position_long,"1991791232",semicircles,distance,"32.73",m,altitude,"1.3999999999999773",m,speed,"5.014",m/s,power,"181",watts,heart_rate,"78",bpm,cadence,"65",rpm,enhanced_altitude,"1.3999999999999773",m,enhanced_speed,"5.014",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663235",s,position_lat,"-138827088",semicircles,position_long,"1991791616",semicircles,distance,"37.87",m,altitude,"1.3999999999999773",m,speed,"5.298",m/s,power,"150",watts,heart_rate,"79",bpm,cadence,"73",rpm,enhanced_altitude,"1.3999999999999773",m,enhanced_speed,"5.298",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663236",s,position_lat,"-138826672",semicircles,position_long,"1991792128",semicircles,distance,"43.26",m,altitude,"1.3999999999999773",m,speed,"5.501",m/s,power,"138",watts,heart_rate,"79",bpm,cadence,"74",rpm,enhanced_altitude,"1.3999999999999773",m,enhanced_speed,"5.501",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663237",s,position_lat,"-138826224",semicircles,position_long,"1991792512",semicircles,distance,"48.91",m,altitude,"1.3999999999999773",m,speed,"5.676",m/s,power,"140",watts,heart_rate,"79",bpm,cadence,"75",rpm,enhanced_altitude,"1.3999999999999773",m,enhanced_speed,"5.676",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663238",s,position_lat,"-138825792",semicircles,position_long,"1991792896",semicircles,distance,"54.67",m,altitude,"1.3999999999999773",m,speed,"5.791",m/s,power,"104",watts,heart_rate,"80",bpm,cadence,"75",rpm,enhanced_altitude,"1.3999999999999773",m,enhanced_speed,"5.791",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663239",s,position_lat,"-138825376",semicircles,position_long,"1991793408",semicircles,distance,"60.44",m,altitude,"1.3999999999999773",m,speed,"5.87",m/s,power,"103",watts,heart_rate,"80",bpm,cadence,"75",rpm,enhanced_altitude,"1.3999999999999773",m,enhanced_speed,"5.87",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663240",s,position_lat,"-138824944",semicircles,position_long,"1991794048",semicircles,distance,"66.45",m,altitude,"1.3999999999999773",m,speed,"5.981",m/s,power,"119",watts,heart_rate,"81",bpm,cadence,"75",rpm,enhanced_altitude,"1.3999999999999773",m,enhanced_speed,"5.981",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663241",s,position_lat,"-138824544",semicircles,position_long,"1991794432",semicircles,distance,"72.39",m,altitude,"1.6000000000000227",m,speed,"6.089",m/s,power,"116",watts,heart_rate,"81",bpm,cadence,"75",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"6.089",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663242",s,position_lat,"-138824112",semicircles,position_long,"1991794944",semicircles,distance,"78.53",m,altitude,"1.6000000000000227",m,speed,"6.185",m/s,power,"119",watts,heart_rate,"82",bpm,cadence,"76",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"6.185",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663243",s,position_lat,"-138823712",semicircles,position_long,"1991795456",semicircles,distance,"84.8",m,altitude,"1.6000000000000227",m,speed,"6.292",m/s,power,"129",watts,heart_rate,"83",bpm,cadence,"76",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"6.292",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663244",s,position_lat,"-138823312",semicircles,position_long,"1991795968",semicircles,distance,"91.21",m,altitude,"1.6000000000000227",m,speed,"6.393",m/s,power,"117",watts,heart_rate,"83",bpm,cadence,"77",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"6.393",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663245",s,position_lat,"-138822928",semicircles,position_long,"1991796736",semicircles,distance,"97.66",m,altitude,"1.6000000000000227",m,speed,"6.485",m/s,power,"122",watts,heart_rate,"84",bpm,cadence,"77",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"6.485",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663246",s,position_lat,"-138822576",semicircles,position_long,"1991797248",semicircles,distance,"104.11",m,altitude,"1.6000000000000227",m,speed,"6.585",m/s,power,"129",watts,heart_rate,"85",bpm,cadence,"76",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"6.585",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663247",s,position_lat,"-138822208",semicircles,position_long,"1991797888",semicircles,distance,"110.77",m,altitude,"1.6000000000000227",m,speed,"6.735",m/s,power,"163",watts,heart_rate,"86",bpm,cadence,"79",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"6.735",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663248",s,position_lat,"-138821856",semicircles,position_long,"1991798528",semicircles,distance,"117.67",m,altitude,"1.6000000000000227",m,speed,"6.892",m/s,power,"148",watts,heart_rate,"86",bpm,cadence,"79",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"6.892",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663249",s,position_lat,"-138821504",semicircles,position_long,"1991799296",semicircles,distance,"124.55",m,altitude,"1.6000000000000227",m,speed,"7.023",m/s,power,"141",watts,heart_rate,"87",bpm,cadence,"80",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.023",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663250",s,position_lat,"-138821152",semicircles,position_long,"1991799808",semicircles,distance,"131.66",m,altitude,"1.6000000000000227",m,speed,"7.142",m/s,power,"124",watts,heart_rate,"87",bpm,cadence,"81",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.142",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663251",s,position_lat,"-138820800",semicircles,position_long,"1991800576",semicircles,distance,"138.91",m,altitude,"1.6000000000000227",m,speed,"7.262",m/s,power,"156",watts,heart_rate,"88",bpm,cadence,"80",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.262",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663252",s,position_lat,"-138820432",semicircles,position_long,"1991801344",semicircles,distance,"146.19",m,altitude,"1.6000000000000227",m,speed,"7.392",m/s,power,"155",watts,heart_rate,"89",bpm,cadence,"82",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.392",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663253",s,position_lat,"-138820064",semicircles,position_long,"1991801984",semicircles,distance,"153.69",m,altitude,"1.6000000000000227",m,speed,"7.506",m/s,power,"142",watts,heart_rate,"91",bpm,cadence,"82",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.506",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663254",s,position_lat,"-138819728",semicircles,position_long,"1991802752",semicircles,distance,"161.26",m,altitude,"1.6000000000000227",m,speed,"7.601",m/s,power,"132",watts,heart_rate,"91",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.601",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663255",s,position_lat,"-138819424",semicircles,position_long,"1991803648",semicircles,distance,"168.77",m,altitude,"1.6000000000000227",m,speed,"7.664",m/s,power,"126",watts,heart_rate,"91",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.664",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663256",s,position_lat,"-138819120",semicircles,position_long,"1991804416",semicircles,distance,"176.57",m,altitude,"1.6000000000000227",m,speed,"7.716",m/s,power,"124",watts,heart_rate,"95",bpm,cadence,"82",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.716",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663257",s,position_lat,"-138818816",semicircles,position_long,"1991805056",semicircles,distance,"184.33",m,altitude,"1.6000000000000227",m,speed,"7.799",m/s,power,"122",watts,heart_rate,"95",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.799",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663258",s,position_lat,"-138818496",semicircles,position_long,"1991806080",semicircles,distance,"192.24",m,altitude,"1.6000000000000227",m,speed,"7.98",m/s,power,"122",watts,heart_rate,"97",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"7.98",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663259",s,position_lat,"-138818192",semicircles,position_long,"1991806720",semicircles,distance,"200.18",m,altitude,"1.6000000000000227",m,speed,"8.051",m/s,power,"134",watts,heart_rate,"99",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.051",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663260",s,position_lat,"-138817904",semicircles,position_long,"1991807616",semicircles,distance,"208.33",m,altitude,"1.6000000000000227",m,speed,"8.159",m/s,power,"138",watts,heart_rate,"100",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.159",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663261",s,position_lat,"-138817648",semicircles,position_long,"1991808384",semicircles,distance,"216.59",m,altitude,"1.6000000000000227",m,speed,"8.256",m/s,power,"147",watts,heart_rate,"101",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.256",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663262",s,position_lat,"-138817424",semicircles,position_long,"1991809280",semicircles,distance,"224.85",m,altitude,"1.6000000000000227",m,speed,"8.328",m/s,power,"134",watts,heart_rate,"102",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.328",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663263",s,position_lat,"-138817248",semicircles,position_long,"1991810176",semicircles,distance,"233.23",m,altitude,"1.6000000000000227",m,speed,"8.366",m/s,power,"114",watts,heart_rate,"103",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.366",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663264",s,position_lat,"-138817072",semicircles,position_long,"1991811072",semicircles,distance,"241.59",m,altitude,"1.6000000000000227",m,speed,"8.391",m/s,power,"121",watts,heart_rate,"104",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.391",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663265",s,position_lat,"-138816912",semicircles,position_long,"1991811968",semicircles,distance,"249.97",m,altitude,"1.6000000000000227",m,speed,"8.44",m/s,power,"113",watts,heart_rate,"105",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.44",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663266",s,position_lat,"-138816816",semicircles,position_long,"1991812992",semicircles,distance,"258.33",m,altitude,"1.6000000000000227",m,speed,"8.464",m/s,power,"116",watts,heart_rate,"105",bpm,cadence,"82",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.464",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663267",s,position_lat,"-138816768",semicircles,position_long,"1991813888",semicircles,distance,"266.86",m,altitude,"1.6000000000000227",m,speed,"8.495",m/s,power,"132",watts,heart_rate,"106",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.495",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663268",s,position_lat,"-138816736",semicircles,position_long,"1991814784",semicircles,distance,"275.32",m,altitude,"1.6000000000000227",m,speed,"8.508",m/s,power,"117",watts,heart_rate,"107",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.508",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663269",s,position_lat,"-138816752",semicircles,position_long,"1991815680",semicircles,distance,"283.95",m,altitude,"1.6000000000000227",m,speed,"8.519",m/s,power,"115",watts,heart_rate,"107",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.519",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663270",s,position_lat,"-138816816",semicircles,position_long,"1991816576",semicircles,distance,"292.44",m,altitude,"1.6000000000000227",m,speed,"8.55",m/s,power,"134",watts,heart_rate,"108",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.55",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663271",s,position_lat,"-138816960",semicircles,position_long,"1991817728",semicircles,distance,"301.03",m,altitude,"1.6000000000000227",m,speed,"8.567",m/s,power,"113",watts,heart_rate,"108",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.567",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663272",s,position_lat,"-138817168",semicircles,position_long,"1991818624",semicircles,distance,"309.62",m,altitude,"1.6000000000000227",m,speed,"8.567",m/s,power,"123",watts,heart_rate,"109",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.567",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663273",s,position_lat,"-138817456",semicircles,position_long,"1991819264",semicircles,distance,"318.1",m,altitude,"1.6000000000000227",m,speed,"8.561",m/s,power,"123",watts,heart_rate,"109",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.561",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663274",s,position_lat,"-138817824",semicircles,position_long,"1991820160",semicircles,distance,"326.78",m,altitude,"1.6000000000000227",m,speed,"8.547",m/s,power,"123",watts,heart_rate,"110",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.547",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663275",s,position_lat,"-138818240",semicircles,position_long,"1991821184",semicircles,distance,"335.3",m,altitude,"1.6000000000000227",m,speed,"8.532",m/s,power,"122",watts,heart_rate,"110",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.532",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663276",s,position_lat,"-138818752",semicircles,position_long,"1991821824",semicircles,distance,"343.72",m,altitude,"1.6000000000000227",m,speed,"8.522",m/s,power,"124",watts,heart_rate,"110",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.522",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663277",s,position_lat,"-138819328",semicircles,position_long,"1991822592",semicircles,distance,"352.31",m,altitude,"1.6000000000000227",m,speed,"8.514",m/s,power,"120",watts,heart_rate,"110",bpm,cadence,"82",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.514",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663278",s,position_lat,"-138819968",semicircles,position_long,"1991823104",semicircles,distance,"360.71",m,altitude,"1.6000000000000227",m,speed,"8.517",m/s,power,"126",watts,heart_rate,"110",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.517",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663279",s,position_lat,"-138820656",semicircles,position_long,"1991823872",semicircles,distance,"369.24",m,altitude,"1.6000000000000227",m,speed,"8.534",m/s,power,"128",watts,heart_rate,"110",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.534",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663280",s,position_lat,"-138821344",semicircles,position_long,"1991824384",semicircles,distance,"377.88",m,altitude,"1.6000000000000227",m,speed,"8.551",m/s,power,"115",watts,heart_rate,"110",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.551",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663281",s,position_lat,"-138822048",semicircles,position_long,"1991825152",semicircles,distance,"386.34",m,altitude,"1.6000000000000227",m,speed,"8.569",m/s,power,"118",watts,heart_rate,"110",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.569",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663282",s,position_lat,"-138822768",semicircles,position_long,"1991825664",semicircles,distance,"395.05",m,altitude,"1.6000000000000227",m,speed,"8.604",m/s,power,"124",watts,heart_rate,"110",bpm,cadence,"82",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.604",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663283",s,position_lat,"-138823472",semicircles,position_long,"1991826176",semicircles,distance,"403.57",m,altitude,"1.6000000000000227",m,speed,"8.632",m/s,power,"122",watts,heart_rate,"110",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.632",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663284",s,position_lat,"-138824208",semicircles,position_long,"1991826944",semicircles,distance,"412.34",m,altitude,"1.6000000000000227",m,speed,"8.642",m/s,power,"121",watts,heart_rate,"109",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.642",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663285",s,position_lat,"-138824928",semicircles,position_long,"1991827456",semicircles,distance,"420.94",m,altitude,"1.6000000000000227",m,speed,"8.628",m/s,power,"120",watts,heart_rate,"109",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.628",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663286",s,position_lat,"-138825664",semicircles,position_long,"1991828096",semicircles,distance,"429.51",m,altitude,"1.6000000000000227",m,speed,"8.612",m/s,power,"119",watts,heart_rate,"109",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.612",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663287",s,position_lat,"-138826432",semicircles,position_long,"1991828608",semicircles,distance,"438.17",m,altitude,"1.6000000000000227",m,speed,"8.601",m/s,power,"126",watts,heart_rate,"110",bpm,cadence,"82",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.601",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663288",s,position_lat,"-138827184",semicircles,position_long,"1991829120",semicircles,distance,"446.7",m,altitude,"1.6000000000000227",m,speed,"8.604",m/s,power,"135",watts,heart_rate,"110",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.604",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663289",s,position_lat,"-138827952",semicircles,position_long,"1991829632",semicircles,distance,"455.3",m,altitude,"1.6000000000000227",m,speed,"8.613",m/s,power,"138",watts,heart_rate,"110",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.613",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663290",s,position_lat,"-138828720",semicircles,position_long,"1991830272",semicircles,distance,"464.02",m,altitude,"1.6000000000000227",m,speed,"8.611",m/s,power,"125",watts,heart_rate,"111",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.611",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663291",s,position_lat,"-138829472",semicircles,position_long,"1991830784",semicircles,distance,"472.6",m,altitude,"1.6000000000000227",m,speed,"8.601",m/s,power,"119",watts,heart_rate,"111",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.601",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663292",s,position_lat,"-138830240",semicircles,position_long,"1991831296",semicircles,distance,"481.18",m,altitude,"1.6000000000000227",m,speed,"8.589",m/s,power,"125",watts,heart_rate,"111",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.589",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663293",s,position_lat,"-138830992",semicircles,position_long,"1991831936",semicircles,distance,"489.73",m,altitude,"1.6000000000000227",m,speed,"8.583",m/s,power,"128",watts,heart_rate,"111",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.583",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663294",s,position_lat,"-138831744",semicircles,position_long,"1991832448",semicircles,distance,"498.37",m,altitude,"1.6000000000000227",m,speed,"8.579",m/s,power,"122",watts,heart_rate,"112",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.579",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663295",s,position_lat,"-138832464",semicircles,position_long,"1991832960",semicircles,distance,"506.9",m,altitude,"1.6000000000000227",m,speed,"8.576",m/s,power,"120",watts,heart_rate,"112",bpm,cadence,"84",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.576",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663296",s,position_lat,"-138833184",semicircles,position_long,"1991833472",semicircles,distance,"515.5",m,altitude,"1.6000000000000227",m,speed,"8.581",m/s,power,"123",watts,heart_rate,"112",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.581",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663297",s,position_lat,"-138833904",semicircles,position_long,"1991834112",semicircles,distance,"524.09",m,altitude,"1.6000000000000227",m,speed,"8.62",m/s,power,"130",watts,heart_rate,"112",bpm,cadence,"83",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.62",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663298",s,position_lat,"-138834656",semicircles,position_long,"1991834624",semicircles,distance,"532.64",m,altitude,"1.6000000000000227",m,speed,"8.683",m/s,power,"155",watts,heart_rate,"112",bpm,cadence,"85",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.683",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663299",s,position_lat,"-138835424",semicircles,position_long,"1991835136",semicircles,distance,"541.48",m,altitude,"1.6000000000000227",m,speed,"8.728",m/s,power,"137",watts,heart_rate,"112",bpm,cadence,"85",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.728",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663300",s,position_lat,"-138836160",semicircles,position_long,"1991835904",semicircles,distance,"550.15",m,altitude,"1.6000000000000227",m,speed,"8.752",m/s,power,"149",watts,heart_rate,"112",bpm,cadence,"85",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.752",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663301",s,position_lat,"-138836912",semicircles,position_long,"1991836416",semicircles,distance,"558.97",m,altitude,"1.6000000000000227",m,speed,"8.76",m/s,power,"154",watts,heart_rate,"112",bpm,cadence,"85",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.76",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663302",s,position_lat,"-138837600",semicircles,position_long,"1991836928",semicircles,distance,"567.68",m,altitude,"1.6000000000000227",m,speed,"8.758",m/s,power,"144",watts,heart_rate,"112",bpm,cadence,"85",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.758",m/s,target_power,"0",watts,
Data,3,record,timestamp,"1110663303",s,position_lat,"-138838272",semicircles,position_long,"1991837696",semicircles,distance,"576.44",m,altitude,"1.6000000000000227",m,speed,"8.76",m/s,power,"160",watts,heart_rate,"112",bpm,cadence,"86",rpm,enhanced_altitude,"1.6000000000000227",m,enhanced_speed,"8.76",m/s,target_power,"0",watts,
