record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1092824565","567519355","-638950846","2.73","2.669","-4.0","81","21","81",,,
"1092824566","567519691","-638951140","5.85","2.986","-4.0","81","21","81",,,
"1092824567","567519908","-638951353","7.96","3.21","-4.0","81","21","81",,,
"1092824568","567520199","-638951697","11.48","3.368","-4.0","81","21","81",,,
"1092824569","567520500","-638952124","15.47","3.378","-4.0","81","21","81",,,
"1092824570","567520776","-638952500","19.1","3.275","-4.0","80","21","80","14.17",,
"1092824571","567521043","-638952927","22.77","3.303","-4.0","80","21","80","14.17",,
"1092824572","567521286","-638953266","25.99","3.079","-4.0","79","21","79","14.17",,
"1092824573","567521536","-638953612","29.23","2.874","-4.199999999999989","79","21","79","14.17",,
"1092824574","567521801","-638954032","32.87","3.107","-4.199999999999989","78","21","78","14.17",,
"1092824575","567522065","-638954485","36.66","3.35","-4.199999999999989","77","21","77","13.58",,
"1092824576","567522308","-638954737","39.27","3.396","-4.399999999999977","76","21","76","13.58",,
"1092824577","567522574","-638955226","43.25","3.406","-4.399999999999977","76","21","76","13.58",,
"1092824579","567523068","-638955733","46.32","3.527","-4.600000000000023","74","21","74","13.39",,
"1092824580","567523346","-638956303","50.93","3.574","-4.800000000000011","73","21","73","13.39",,
"1092824581","567523588","-638956860","55.19","3.732","-5.0","72","21","72","13.39",,
"1092824582","567523812","-638957414","59.18","3.928","-5.0","72","21","72","13.39",,
"1092824583","567524071","-638958028","63.85","4.199","-5.199999999999989","72","21","72","13.39",,
"1092824584","567524296","-638958634","68.33","3.919","-5.199999999999989","72","21","72","12.47",,
"1092824585","567524578","-638959072","72.08","3.77","-5.199999999999989","72","21","72","12.47",,
"1092824586","567524945","-638959411","76.25","3.648","-5.199999999999989","72","21","72","12.47",,
"1092824587","567525323","-638959663","80.24","3.658","-5.199999999999989","72","21","72","12.47",,
"1092824588","567525752","-638959806","84.29","3.704","-5.199999999999989","73","21","73","12.47",,
"1092824589","567526112","-638959556","88.02","3.714","-5.199999999999989","73","21","73","12.47",,
"1092824590","567526451","-638959408","91.03","3.826","-5.199999999999989","73","21","73","11.46",,
"1092824591","567526817","-638959056","94.94","4.152","-5.199999999999989","73","21","73","11.46",,
"1092824592","567527198","-638958692","99.22","4.236","-5.199999999999989","74","21","74","11.46",,
"1092824593","567527554","-638958354","103.15","4.152","-5.199999999999989","75","21","75","11.46",,
"1092824594","567527919","-638958006","107.2","4.115","-5.199999999999989","76","21","76","11.97",,
"1092824595","567528275","-638957664","111.27","4.003","-5.199999999999989","77","21","77","11.97",,
"1092824596","567528655","-638957263","115.74","3.826","-5.199999999999989","77","21","77","11.97",,
"1092824597","567528978","-638956910","119.5","3.518","-5.0","78","21","78","11.97",,
"1092824598","567529316","-638956602","119.5","3.247","-5.0","79","21","79","11.97",,
"1092824599","567529588","-638956376","122.42","2.986","-4.800000000000011","81","21","81","11.97",,
"1092824600","567529799","-638956134","124.87","2.706","-4.600000000000023","82","21","82","12.7",,
"1092824601","567530033","-638955848","127.66","2.911","-4.600000000000023","84","21","84","12.7",,
"1092824602","567530253","-638955591","130.21","2.958","-4.600000000000023","85","21","85","12.7",,
"1092824603","567530486","-638955305","132.93","3.004","-4.0","87","21","87","12.7",,
"1092824604","567530764","-638955034","135.95","3.06","-3.3999999999999773","88","21","88","12.7",,
"1092824605","567531050","-638954744","139.11","3.051","-3.0","89","21","89","13.19",,
"1092824606","567531330","-638954459","142.28","3.051","-2.8000000000000114","91","21","91","13.19",,
"1092824607","567531609","-638954175","145.49","3.051","-2.6000000000000227","92","21","92","13.19",,
"1092824608","567531896","-638953893","148.68","2.967","-2.3999999999999773","93","21","93","13.19",,
"1092824609","567532187","-638953625","151.79","3.07","-2.0","95","21","95","13.19",,
"1092824610","567532473","-638953359","154.95","3.051","-1.6000000000000227","97","21","97","13.52",,
"1092824611","567532733","-638953061","158.08","3.004","-1.1999999999999886","98","21","98","13.52",,
"1092824612","567532999","-638952763","161.16","3.023","-1.0","100","21","100","13.52",,
"1092824613","567533260","-638952414","164.49","2.855","-0.6000000000000227","102","21","102","13.52",,
"1092824614","567533500","-638952073","167.78","2.818","-0.39999999999997726","104","21","104","13.52",,
"1092824615","567533717","-638951823","170.36","2.631","-0.19999999999998863","105","21","105","14.13",,
"1092824616","567533931","-638951617","172.87","2.482","0.19999999999998863","108","21","108","14.13",,
"1092824617","567534145","-638951467","174.84","2.575","0.39999999999997726","109","21","109","14.13",,
"1092824618","567534408","-638951290","177.41","2.678","0.6000000000000227","110","21","110","14.13",,
"1092824619","567534664","-638951032","180.46","2.631","1.0","111","21","111","14.13",,
"1092824620","567534888","-638950792","183.08","2.566","1.0","113","21","113","14.93",,
"1092824621","567535109","-638950611","185.28","2.538","1.6000000000000227","114","21","114","14.93",,
"1092824622","567535320","-638950427","187.51","2.435","1.8000000000000114","115","21","115","14.93",,
"1092824623","567535552","-638950148","190.49","2.501","2.0","115","21","115","14.93",,
"1092824624","567535746","-638949956","192.63","2.407","2.1999999999999886","116","20","116","14.93",,
"1092824625","567535948","-638949739","194.97","2.351","2.3999999999999773","116","20","116","15.47",,
"1092824626","567536150","-638949541","197.29","2.379","2.6000000000000227","116","20","116","15.47",,
"1092824627","567536340","-638949400","199.15","2.342","2.8000000000000114","117","20","117","15.47",,
"1092824628","567536562","-638949195","201.56","2.473","3.0","117","20","117","15.47",,
"1092824629","567536758","-638948965","203.96","2.295","3.1999999999999886","117","20","117","15.47",,
"1092824630","567536968","-638948713","206.41","2.547","3.3999999999999773","117","20","117","16.21",,
"1092824631","567537161","-638948470","208.82","2.333","3.8000000000000114","118","20","118","16.21",,
"1092824632","567537334","-638948231","210.97","2.361","4.0","118","20","118","16.21",,
"1092824633","567537514","-638947973","213.49","2.165","4.399999999999977","119","20","119","16.21",,
"1092824634","567537695","-638947736","215.62","2.417","4.600000000000023","119","20","119","16.21",,
"1092824635","567537882","-638947446","217.93","2.482","4.800000000000011","120","20","120","16.32",,
"1092824636","567538080","-638947092","220.84","2.529","5.199999999999989","121","20","121","16.32",,
"1092824637","567538291","-638946726","223.97","2.613","5.399999999999977","121","20","121","16.32",,
"1092824638","567538481","-638946446","226.6","2.501","5.800000000000011","122","20","122","16.32",,
"1092824639","567538666","-638946130","229.24","2.65","6.0","123","20","123","16.32",,
"1092824640","567538839","-638945772","231.75","2.921","6.199999999999989","123","20","123","16.79",,
"1092824641","567539056","-638945313","235.39","3.051","6.600000000000023","124","20","124","16.79",,
"1092824642","567539234","-638944895","238.58","2.893","6.800000000000011","125","20","125","16.79",,
"1092824643","567539395","-638944499","241.62","2.734","7.0","126","20","126","16.79",,
"1092824644","567539566","-638944141","244.36","2.827","7.199999999999989","126","20","126","16.79",,
"1092824645","567539714","-638943722","247.38","3.014","7.399999999999977","127","20","127","17.09",,
"1092824646","567539831","-638943315","250.18","2.939","7.399999999999977","128","20","128","17.09",,
"1092824647","567539972","-638942913","252.96","2.986","7.600000000000023","128","20","128","17.09",,
"1092824648","567540125","-638942482","255.98","3.144","7.800000000000011","128","20","128","17.09",,
"1092824649","567540296","-638942059","259.09","3.107","8.0","128","20","128","17.09",,
"1092824650","567540481","-638941664","262.22","3.126","8.0","129","20","129","17.3",,
"1092824651","567540613","-638941276","264.84","3.116","8.199999999999989","128","20","128","17.3",,
"1092824652","567540788","-638940858","267.93","3.144","8.199999999999989","128","20","128","17.3",,
"1092824653","567540938","-638940432","270.93","3.144","8.399999999999977","128","20","128","17.3",,
"1092824654","567541110","-638940004","274.04","3.2","8.399999999999977","128","20","128","20.19",,
"1092824655","567541296","-638939587","277.27","3.172","8.600000000000023","128","20","128","20.19",,
"1092824656","567541461","-638939199","280.05","3.135","8.800000000000011","128","20","128","20.19",,
"1092824657","567541634","-638938774","283.19","3.088","9.0","128","20","128","20.19",,
"1092824658","567541791","-638938331","286.34","3.126","9.0","128","20","128","20.19",,
"1092824659","567541931","-638937886","289.51","3.032","9.399999999999977","128","20","128","20.55",,
"1092824660","567542090","-638937511","292.19","2.921","9.399999999999977","128","20","128","20.55",,
"1092824661","567542243","-638937103","295.1","2.771","9.800000000000011","128","20","128","20.55",,
"1092824662","567542386","-638936680","298.17","2.669","10.0","128","20","128","20.55",,
"1092824663","567542527","-638936325","300.85","2.566","10.199999999999989","128","20","128","20.55",,
"1092824664","567542639","-638935978","303.28","2.557","10.600000000000023","128","20","128","20.55",,
"1092824665","567542761","-638935654","305.57","2.519","10.800000000000011","128","20","128","21.18",,
"1092824666","567542887","-638935317","307.94","2.491","11.199999999999989","129","20","129","21.18",,
"1092824667","567543019","-638934960","310.6","2.519","11.600000000000023","129","20","129","21.18",,
"1092824668","567543140","-638934651","312.75","2.529","11.800000000000011","129","20","129","21.18",,
"1092824669","567543297","-638934319","315.28","2.538","12.0","129","20","129","21.18",,
"1092824670","567543431","-638933940","317.98","2.631","12.399999999999977","130","20","130","24.75",,
"1092824671","567543536","-638933517","320.82","2.678","12.600000000000023","130","20","130","24.75",,
"1092824672","567543675","-638933107","323.72","2.734","13.0","130","20","130","24.75",,
"1092824673","567543798","-638932689","326.67","2.762","13.200000000000045","130","20","130","24.75",,
"1092824674","567543929","-638932308","329.25","2.818","13.600000000000023","131","20","131","24.75",,
"1092824675","567544055","-638931864","332.33","2.753","13.799999999999955","131","20","131","26.34",,
"1092824676","567544191","-638931471","335.17","2.65","14.0","131","20","131","26.34",,
"1092824677","567544333","-638931115","337.86","2.641","14.200000000000045","131","20","131","26.34",,
"1092824678","567544462","-638930793","340.1","2.678","14.399999999999977","131","20","131","26.34",,
