record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1073586052","-138832256","1992055552","1.85","63","12.799999999999955","1.926","128","29","12.799999999999955","1.926",
"1073586053","-138832064","1992055808","4.12","62","12.799999999999955","2.587","128","40","12.799999999999955","2.587",
"1073586054","-138831824","1992055936","7.01","62","12.799999999999955","3.131","138","48","12.799999999999955","3.131",
"1073586055","-138831584","1992056320","10.44","62","12.799999999999955","3.681","181","57","12.799999999999955","3.681",
"1073586056","-138831280","1992056704","14.39","62","12.799999999999955","4.246","207","69","12.799999999999955","4.246",
"1073586057","-138830928","1992056832","18.92","64","12.799999999999955","4.734","196","76","12.799999999999955","4.734",
"1073586058","-138830528","1992057216","23.83","68","12.799999999999955","5.089","163","78","12.799999999999955","5.089",
"1073586059","-138830112","1992057600","29.06","68","12.799999999999955","5.426","192","79","12.799999999999955","5.426",
"1073586060","-138829648","1992058112","34.66","72","12.799999999999955","5.712","162","81","12.799999999999955","5.712",
"1073586061","-138829104","1992058368","40.51","76","12.799999999999955","5.919","154","82","12.799999999999955","5.919",
"1073586062","-138828512","1992058752","46.5","79","12.799999999999955","6.115","165","82","12.799999999999955","6.115",
"1073586063","-138827888","1992058880","52.75","79","12.799999999999955","6.358","201","84","12.799999999999955","6.358",
"1073586064","-138827216","1992059008","59.22","81","12.799999999999955","6.552","158","85","12.799999999999955","6.552",
"1073586065","-138826512","1992059264","65.85","83","12.799999999999955","6.689","144","85","12.799999999999955","6.689",
"1073586066","-138825808","1992059392","72.55","83","12.799999999999955","6.826","155","85","12.799999999999955","6.826",
"1073586067","-138825072","1992059648","79.51","84","12.799999999999955","6.97","156","85","12.799999999999955","6.97",
"1073586068","-138824320","1992059648","86.54","85","13.0","7.089","137","86","13.0","7.089",
"1073586069","-138823552","1992059776","93.7","85","13.0","7.232","165","86","13.0","7.232",
"1073586070","-138822784","1992060032","101.0","85","13.0","7.372","173","87","13.0","7.372",
"1073586071","-138821984","1992060032","108.45","84","13.0","7.528","198","89","13.0","7.528",
"1073586072","-138821184","1992060288","116.05","84","13.0","7.664","170","88","13.0","7.664",
"1073586073","-138820448","1992060544","123.78","84","13.0","7.79","177","90","13.0","7.79",
"1073586074","-138819744","1992061056","131.63","84","13.0","7.907","167","90","13.0","7.907",
"1073586075","-138819136","1992061824","139.61","85","13.0","8.05","162","90","13.0","8.05",
"1073586076","-138818592","1992062336","147.73","86","13.0","8.193","197","91","13.0","8.193",
"1073586077","-138818096","1992063104","156.01","88","13.0","8.376","156","90","13.0","8.376",
"1073586078","-138817648","1992064000","164.46","88","13.0","8.514","201","91","13.0","8.514",
"1073586079","-138817216","1992064768","173.04","89","13.0","8.631","177","83","13.0","8.631",
"1073586080","-138816832","1992065664","181.68","91","13.0","8.727","179","83","13.0","8.727",
"1073586081","-138816496","1992066560","190.5","93","13.0","8.848","209","84","13.0","8.848",
"1073586082","-138816144","1992067456","199.28","95","13.0","8.937","173","85","13.0","8.937",
"1073586083","-138815776","1992068352","208.38","95","13.0","9.02","187","85","13.0","9.02",
"1073586084","-138815408","1992069248","217.44","96","13.0","9.076","161","85","13.0","9.076",
"1073586085","-138815024","1992070144","226.55","97","13.0","9.16","204","84","13.0","9.16",
"1073586086","-138814640","1992071040","235.75","98","13.0","9.23","170","85","13.0","9.23",
"1073586087","-138814256","1992071936","245.02","99","13.0","9.318","200","86","13.0","9.318",
"1073586088","-138813904","1992073088","254.38","100","13.0","9.386","163","86","13.0","9.386",
"1073586089","-138813568","1992073984","263.8","101","13.0","9.44","164","86","13.0","9.44",
"1073586090","-138813232","1992074880","273.27","101","13.0","9.499","171","86","13.0","9.499",
"1073586091","-138812912","1992076032","282.8","102","13.0","9.552","168","85","13.0","9.552",
"1073586092","-138812608","1992076928","292.4","102","13.0","9.643","212","86","13.0","9.643",
"1073586093","-138812288","1992077952","302.09","103","13.0","9.741","217","86","13.0","9.741",
"1073586094","-138811920","1992078848","311.91","104","13.0","9.857","191","87","13.0","9.857",
"1073586095","-138811520","1992080000","321.76","105","13.0","9.84","191","87","13.0","9.84",
"1073586096","-138811136","1992080896","331.55","106","13.0","9.687","158","86","13.0","9.687",
"1073586097","-138810800","1992082048","341.22","107","13.0","9.652","179","87","13.0","9.652",
"1073586098","-138810528","1992082944","350.88","108","13.0","9.682","199","87","13.0","9.682",
"1073586099","-138810352","1992083968","360.57","109","13.0","9.695","179","88","13.0","9.695",
"1073586100","-138810288","1992085120","370.27","110","13.0","9.703","176","88","13.0","9.703",
"1073586101","-138810320","1992086144","379.98","111","13.0","9.715","179","87","13.0","9.715",
"1073586102","-138810480","1992087040","389.7","111","13.0","9.726","173","88","13.0","9.726",
"1073586103","-138810752","1992088192","399.45","112","13.0","9.763","203","88","13.0","9.763",
"1073586104","-138811072","1992089344","409.23","112","13.0","9.804","202","88","13.0","9.804",
"1073586105","-138811392","1992090240","419.03","113","13.0","9.773","168","88","13.0","9.773",
"1073586106","-138811744","1992091264","428.78","114","13.0","9.743","197","87","13.0","9.743",
