record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1092593947","0.0","40.0","70","24","70",,,,,,
"1092593948","0.0","40.0","71","24","71",,,,,,
"1092593949","0.0","40.0","73","24","73",,,,,,
"1092593950","0.0","40.0","75","24","75",,,,,,
"1092593951","0.0","40.0","78","24","78",,,,,,
"1092593952","0.0","40.0","80","24","80",,,,,,
"1092593953","0.0","40.0","84","24","84","23.62",,,,,
"1092593954","0.0","40.0","85","24","85","23.62",,,,,
"1092593955","0.0","40.0","88","24","88","23.62",,,,,
"1092593956","0.0","40.0","90","24","90","23.62",,,,,
"1092593957","0.0","40.0","91","24","91","23.62",,,,,
"1092593958","0.0","40.0","92","24","92","23.03",,,,,
"1092593959","0.0","40.0","94","24","94","23.03",,,,,
"1092593960","0.0","40.0","94","24","94","23.03",,,,,
"1092593961","0.0","40.0","94","24","94","23.03",,,,,
"1092593962","0.0","40.0","95","24","95","23.03",,,,,
"1092593963","0.0","40.0","95","24","95","22.44",,,,,
"1092593964","0.0","40.0","94","24","94","22.44",,,,,
"1092593965","0.0","40.0","94","24","94","22.44",,,,,
"1092593966","0.0","40.0","93","23","93","22.44",,,,,
"1092593967","0.0","40.0","93","23","93","21.65",,,,,
"1092593968","0.0","40.0","92","23","92","21.65",,,,,
"1092593969","0.0","40.0","92","23","92","21.65",,,,,
"1092593970","0.0","40.0","91","23","91","21.65",,,,,
"1092593971","0.0","40.0","91","23","91","21.65",,,,,
"1092593972","0.0","40.0","91","23","91","21.13",,,,,
"1092593973","0.0","40.0","91","23","91","21.13",,,,,
"1092593974","0.0","40.0","91","23","91","21.13",,,,,
"1092593975","0.0","40.0","91","23","91","21.13",,,,,
"1092593976","0.0","40.0","92","23","92","21.13",,,,,
"1092593977","0.0","40.0","93","23","93","21.96",,,,,
"1092593978","0.0","40.0","94","23","94","21.96",,,,,
"1092593979","0.0","40.0","95","23","95","21.96","567669548","-628888786","7.101",,
"1092593980","10.4","41.200000000000045","97","23","97","21.96","567668646","-628887877","7.362",,
"1092593981","17.27","41.200000000000045","98","23","98","21.96","567668091","-628887174","7.614",,
"1092593982","24.59","40.799999999999955","99","23","99","21.96","567667459","-628886507","7.828",,
"1092593983","32.84","40.60000000000002","101","23","101","22.51","567666752","-628885771","8.239",,
"1092593984","44.38","40.39999999999998","102","23","102","22.51","567665642","-628884994","8.538",,
"1092593985","52.64","40.200000000000045","103","23","103","22.51","567664881","-628884343","8.724",,
"1092593986","61.22","40.200000000000045","105","23","105","22.51","567664066","-628883743","8.995",,
"1092593987","70.07","40.0","106","23","106","22.51","567663191","-628883156","9.359",,
"1092593988","79.51","39.799999999999955","107","23","107","22.09","567662259","-628882597","9.76",,
"1092593989","88.94","40.0","108","23","108","22.09","567661302","-628882078","9.975",,
"1092593990","98.74","39.799999999999955","108","23","108","22.09","567660283","-628881605","10.273",,
"1092593991","108.96","39.60000000000002","108","23","108","22.09","567659232","-628881148","10.46",,
"1092593992","119.12","39.200000000000045","108","23","108","22.09","567658175","-628880681","10.656",,
"1092593993","129.67","38.799999999999955","108","23","108","21.82","567657080","-628880199","10.814",,
"1092593994","140.43","38.200000000000045","108","23","108","21.82","567655977","-628879766","10.861",,
"1092593995","151.25","37.60000000000002","108","23","108","21.82","567654861","-628879289","11.01",,
"1092593996","162.01","37.0","108","23","108","21.82","567653738","-628878780","11.169",,
"1092593997","172.99","36.60000000000002","108","23","108","21.82","567652581","-628878274","11.309",,
"1092593998","184.43","36.200000000000045","108","23","108","21.63","567651397","-628877782","11.327",,
"1092593999","195.98","35.60000000000002","108","23","108","21.63","567650209","-628877275","11.327",,
"1092594000","207.74","35.0","108","23","108","21.63","567649023","-628876702","11.505",,
"1092594001","219.22","34.39999999999998","108","23","108","21.63","567647864","-628876060","11.635",,
"1092594002","230.66","34.200000000000045","108","23","108","21.63","567646729","-628875350","11.579",,
"1092594003","241.89","34.200000000000045","109","23","109","20.32","567645680","-628874469","11.253",,
"1092594004","252.57","34.200000000000045","109","23","109","20.32","567644753","-628873546","10.768",,
"1092594005","262.7","34.39999999999998","109","23","109","20.32","567643864","-628872584","10.572",,
"1092594006","272.37","34.39999999999998","109","22","109","20.32","567643022","-628871603","10.282",,
"1092594007","282.88","34.39999999999998","109","22","109","20.32","567642127","-628870595","10.189",,
"1092594008","293.07","34.60000000000002","109","22","109","20.24","567641266","-628869628","9.928",,
"1092594009","303.12","34.799999999999955","109","22","109","20.24","567640428","-628868687","9.853",,
"1092594010","312.16","34.799999999999955","109","22","109","20.24","567639609","-628867830","9.751",,
"1092594011","321.66","35.0","109","22","109","20.24","567638816","-628866896","9.415",,
"1092594012","331.14","35.0","109","22","109","20.97","567638037","-628865941","9.368",,
"1092594013","340.32","35.200000000000045","109","22","109","20.97","567637275","-628865039","9.181",,
"1092594014","349.22","35.39999999999998","109","22","109","20.97","567636525","-628864188","8.92",,
