record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1108568964","-128190048","1978694400","0.34","109.0","10.902","308","150","92","109.0","10.902",
"1108568965","-128190072","1978694656","2.23","109.20000000000005","10.911","317","150","93","109.20000000000005","10.911",
"1108568966","-128190320","1978695680","13.19","109.39999999999998","10.831","319","151","92","109.39999999999998","10.831",
"1108568967","-128190696","1978696832","23.81","109.79999999999995","10.687","319","151","92","109.79999999999995","10.687",
"1108568968","-128191184","1978697856","34.64","110.0","10.545","338","152","90","110.0","10.545",
"1108568969","-128191688","1978699008","44.99","110.39999999999998","10.39","398","153","88","110.39999999999998","10.39",
"1108568970","-128192184","1978699904","55.38","110.79999999999995","10.309","364","154","78","110.79999999999995","10.309",
"1108568971","-128192648","1978701056","65.59","111.20000000000005","10.14","352","154","77","111.20000000000005","10.14",
"1108568972","-128192984","1978702080","75.55","111.39999999999998","10.047","352","155","77","111.39999999999998","10.047",
"1108568973","-128193152","1978703232","85.78","111.60000000000002","10.072","328","155","77","111.60000000000002","10.072",
"1108568974","-128193200","1978704256","95.87","111.60000000000002","10.212","309","155","76","111.60000000000002","10.212",
"1108568975","-128193104","1978705408","106.17","111.39999999999998","10.41","297","156","77","111.39999999999998","10.41",
"1108568976","-128192832","1978706432","116.57","111.39999999999998","10.627","297","157","77","111.39999999999998","10.627",
"1108568977","-128192320","1978707584","127.4","111.39999999999998","10.834","374","157","78","111.39999999999998","10.834",
"1108568978","-128191536","1978708480","138.32","111.39999999999998","10.935","364","157","79","111.39999999999998","10.935",
"1108568979","-128190544","1978708992","149.14","111.60000000000002","10.953","364","158","79","111.60000000000002","10.953",
"1108568980","-128189440","1978709376","160.25","111.79999999999995","10.899","321","158","79","111.79999999999995","10.899",
"1108568981","-128188352","1978709888","171.05","112.0","10.829","321","159","79","112.0","10.829",
"1108568982","-128187296","1978710272","181.78","112.39999999999998","10.773","333","159","78","112.39999999999998","10.773",
"1108568983","-128186248","1978710784","192.52","112.60000000000002","10.576","366","160","78","112.60000000000002","10.576",
"1108568984","-128185200","1978711424","203.03","112.79999999999995","10.421","353","160","78","112.79999999999995","10.421",
"1108568985","-128184176","1978711808","213.31","113.0","10.351","333","161","77","113.0","10.351",
"1108568986","-128183152","1978712064","223.6","113.39999999999998","10.289","402","161","76","113.39999999999998","10.289",
"1108568987","-128182184","1978712704","234.02","113.60000000000002","10.284","386","161","77","113.60000000000002","10.284",
"1108568988","-128181368","1978713600","244.3","114.0","10.249","386","161","77","114.0","10.249",
"1108568989","-128180720","1978714496","254.5","114.20000000000005","10.174","382","162","77","114.20000000000005","10.174",
"1108568990","-128180224","1978715392","264.71","114.60000000000002","10.127","365","162","77","114.60000000000002","10.127",
"1108568991","-128179896","1978716544","274.79","114.79999999999995","10.061","319","163","76","114.79999999999995","10.061",
"1108568992","-128179680","1978717568","284.65","115.20000000000005","9.967","330","163","77","115.20000000000005","9.967",
"1108568993","-128179536","1978718720","294.68","115.39999999999998","9.901","327","163","76","115.39999999999998","9.901",
"1108568994","-128179432","1978719616","304.47","115.60000000000002","9.855","368","164","76","115.60000000000002","9.855",
"1108568995","-128179376","1978720640","314.3","116.0","9.87","341","164","76","116.0","9.87",
"1108568996","-128179376","1978721792","324.36","116.20000000000005","9.863","339","164","79","116.20000000000005","9.863",
"1108568997","-128179416","1978722816","334.14","116.39999999999998","9.865","339","164","79","116.39999999999998","9.865",
"1108568998","-128179488","1978723968","343.9","116.60000000000002","9.889","338","164","79","116.60000000000002","9.889",
"1108568999","-128179568","1978724992","353.94","116.79999999999995","9.898","338","165","79","116.79999999999995","9.898",
"1108569000","-128179632","1978726144","363.72","117.0","9.894","319","165","79","117.0","9.894",
"1108569001","-128179704","1978727168","373.67","117.20000000000005","9.878","308","165","79","117.20000000000005","9.878",
"1108569002","-128179760","1978728320","383.62","117.39999999999998","9.851","327","165","77","117.39999999999998","9.851",
"1108569003","-128179816","1978729344","393.38","117.60000000000002","9.843","363","166","78","117.60000000000002","9.843",
"1108569004","-128179864","1978730496","403.34","117.79999999999995","9.87","363","166","78","117.79999999999995","9.87",
"1108569005","-128179864","1978731392","413.12","118.0","9.901","426","166","79","118.0","9.901",
"1108569006","-128179816","1978732544","423.12","118.39999999999998","9.979","426","166","80","118.39999999999998","9.979",
"1108569007","-128179656","1978733568","432.99","118.60000000000002","10.02","382","166","79","118.60000000000002","10.02",
"1108569008","-128179400","1978734720","443.01","118.79999999999995","10.029","467","166","81","118.79999999999995","10.029",
"1108569009","-128179056","1978735744","453.27","119.20000000000005","10.12","359","167","86","119.20000000000005","10.12",
"1108569010","-128178672","1978736640","463.2","119.39999999999998","10.093","399","167","86","119.39999999999998","10.093",
