Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,
Data,3,record,timestamp,"1089577940",s,position_lat,"546544067",semicircles,position_long,"-950850517",semicircles,distance,"29.25",m,enhanced_speed,"2.221",m/s,enhanced_altitude,"313.20000000000005",m,enhanced_respiration_rate,"19.09",Breaths/min,heart_rate,"87",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577941",s,position_lat,"546543988",semicircles,position_long,"-950850247",semicircles,distance,"30.73",m,enhanced_speed,"2.015",m/s,enhanced_altitude,"313.4",m,enhanced_respiration_rate,"19.09",Breaths/min,heart_rate,"88",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577942",s,position_lat,"546543921",semicircles,position_long,"-950849956",semicircles,distance,"32.66",m,enhanced_speed,"1.642",m/s,enhanced_altitude,"313.4",m,enhanced_respiration_rate,"19.09",Breaths/min,heart_rate,"88",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577943",s,position_lat,"546543853",semicircles,position_long,"-950849601",semicircles,distance,"34.76",m,enhanced_speed,"1.875",m/s,enhanced_altitude,"313.6",m,enhanced_respiration_rate,"19.02",Breaths/min,heart_rate,"89",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577944",s,position_lat,"546543765",semicircles,position_long,"-950849183",semicircles,distance,"37.31",m,enhanced_speed,"2.137",m/s,enhanced_altitude,"313.79999999999995",m,enhanced_respiration_rate,"19.02",Breaths/min,heart_rate,"90",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577945",s,position_lat,"546543623",semicircles,position_long,"-950848671",semicircles,distance,"41.23",m,enhanced_speed,"2.053",m/s,enhanced_altitude,"314.0",m,enhanced_respiration_rate,"19.02",Breaths/min,heart_rate,"90",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577946",s,position_lat,"546543491",semicircles,position_long,"-950848261",semicircles,distance,"44.01",m,enhanced_speed,"2.258",m/s,enhanced_altitude,"314.4",m,enhanced_respiration_rate,"19.02",Breaths/min,heart_rate,"91",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577947",s,position_lat,"546543371",semicircles,position_long,"-950847898",semicircles,distance,"46.83",m,enhanced_speed,"2.043",m/s,enhanced_altitude,"314.79999999999995",m,enhanced_respiration_rate,"19.02",Breaths/min,heart_rate,"92",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577948",s,position_lat,"546543244",semicircles,position_long,"-950847509",semicircles,distance,"49.85",m,enhanced_speed,"2.473",m/s,enhanced_altitude,"315.20000000000005",m,enhanced_respiration_rate,"20.55",Breaths/min,heart_rate,"93",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577949",s,position_lat,"546543076",semicircles,position_long,"-950847089",semicircles,distance,"52.9",m,enhanced_speed,"2.762",m/s,enhanced_altitude,"315.4",m,enhanced_respiration_rate,"20.55",Breaths/min,heart_rate,"94",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577950",s,position_lat,"546542894",semicircles,position_long,"-950846705",semicircles,distance,"55.85",m,enhanced_speed,"2.706",m/s,enhanced_altitude,"315.79999999999995",m,enhanced_respiration_rate,"20.55",Breaths/min,heart_rate,"95",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577951",s,position_lat,"546542679",semicircles,position_long,"-950846311",semicircles,distance,"59.04",m,enhanced_speed,"2.79",m/s,enhanced_altitude,"315.79999999999995",m,enhanced_respiration_rate,"20.55",Breaths/min,heart_rate,"96",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577952",s,position_lat,"546542413",semicircles,position_long,"-950845860",semicircles,distance,"62.72",m,enhanced_speed,"3.331",m/s,enhanced_altitude,"316.0",m,enhanced_respiration_rate,"20.55",Breaths/min,heart_rate,"97",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577953",s,position_lat,"546542159",semicircles,position_long,"-950845348",semicircles,distance,"66.86",m,enhanced_speed,"3.564",m/s,enhanced_altitude,"316.20000000000005",m,enhanced_respiration_rate,"20.0",Breaths/min,heart_rate,"99",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577954",s,position_lat,"546541861",semicircles,position_long,"-950844805",semicircles,distance,"71.34",m,enhanced_speed,"3.9",m/s,enhanced_altitude,"316.4",m,enhanced_respiration_rate,"20.0",Breaths/min,heart_rate,"99",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577955",s,position_lat,"546541580",semicircles,position_long,"-950844250",semicircles,distance,"75.64",m,enhanced_speed,"3.91",m/s,enhanced_altitude,"316.6",m,enhanced_respiration_rate,"20.0",Breaths/min,heart_rate,"101",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577956",s,position_lat,"546541275",semicircles,position_long,"-950843710",semicircles,distance,"80.32",m,enhanced_speed,"3.648",m/s,enhanced_altitude,"316.6",m,enhanced_respiration_rate,"20.0",Breaths/min,heart_rate,"102",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577957",s,position_lat,"546540987",semicircles,position_long,"-950843220",semicircles,distance,"84.54",m,enhanced_speed,"3.387",m/s,enhanced_altitude,"316.79999999999995",m,enhanced_respiration_rate,"20.0",Breaths/min,heart_rate,"104",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577958",s,position_lat,"546540743",semicircles,position_long,"-950842778",semicircles,distance,"88.13",m,enhanced_speed,"2.976",m/s,enhanced_altitude,"316.79999999999995",m,enhanced_respiration_rate,"21.21",Breaths/min,heart_rate,"105",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577959",s,position_lat,"546540520",semicircles,position_long,"-950842318",semicircles,distance,"91.93",m,enhanced_speed,"2.697",m/s,enhanced_altitude,"316.79999999999995",m,enhanced_respiration_rate,"21.21",Breaths/min,heart_rate,"106",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577960",s,position_lat,"546540297",semicircles,position_long,"-950841892",semicircles,distance,"95.54",m,enhanced_speed,"2.725",m/s,enhanced_altitude,"316.79999999999995",m,enhanced_respiration_rate,"21.21",Breaths/min,heart_rate,"107",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577961",s,position_lat,"546540144",semicircles,position_long,"-950841482",semicircles,distance,"98.49",m,enhanced_speed,"2.51",m/s,enhanced_altitude,"317.0",m,enhanced_respiration_rate,"21.21",Breaths/min,heart_rate,"109",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577962",s,position_lat,"546539939",semicircles,position_long,"-950841050",semicircles,distance,"102.05",m,enhanced_speed,"2.762",m/s,enhanced_altitude,"317.20000000000005",m,enhanced_respiration_rate,"21.21",Breaths/min,heart_rate,"110",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577963",s,position_lat,"546539745",semicircles,position_long,"-950840618",semicircles,distance,"105.48",m,enhanced_speed,"2.93",m/s,enhanced_altitude,"317.4",m,enhanced_respiration_rate,"21.21",Breaths/min,heart_rate,"111",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577964",s,position_lat,"546539561",semicircles,position_long,"-950840236",semicircles,distance,"108.33",m,enhanced_speed,"3.07",m/s,enhanced_altitude,"317.6",m,enhanced_respiration_rate,"21.22",Breaths/min,heart_rate,"112",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577965",s,position_lat,"546539312",semicircles,position_long,"-950839839",semicircles,distance,"111.93",m,enhanced_speed,"2.874",m/s,enhanced_altitude,"317.79999999999995",m,enhanced_respiration_rate,"21.22",Breaths/min,heart_rate,"113",bpm,temperature,"29",C,unknown,"1",,
Data,3,record,timestamp,"1089577966",s,position_lat,"546539103",semicircles,position_long,"-950839448",semicircles,distance,"114.96",m,enhanced_speed,"2.669",m/s,enhanced_altitude,"318.0",m,enhanced_respiration_rate,"21.22",Breaths/min,heart_rate,"114",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577967",s,position_lat,"546538916",semicircles,position_long,"-950839022",semicircles,distance,"117.74",m,enhanced_speed,"2.501",m/s,enhanced_altitude,"318.0",m,enhanced_respiration_rate,"21.22",Breaths/min,heart_rate,"115",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577968",s,position_lat,"546538716",semicircles,position_long,"-950838560",semicircles,distance,"121.68",m,enhanced_speed,"2.174",m/s,enhanced_altitude,"318.4",m,enhanced_respiration_rate,"21.22",Breaths/min,heart_rate,"115",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577969",s,position_lat,"546538519",semicircles,position_long,"-950838121",semicircles,distance,"125.6",m,enhanced_speed,"2.482",m/s,enhanced_altitude,"318.4",m,enhanced_respiration_rate,"20.45",Breaths/min,heart_rate,"115",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577970",s,position_lat,"546538367",semicircles,position_long,"-950837726",semicircles,distance,"128.24",m,enhanced_speed,"2.669",m/s,enhanced_altitude,"318.6",m,enhanced_respiration_rate,"20.45",Breaths/min,heart_rate,"116",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577971",s,position_lat,"546538178",semicircles,position_long,"-950837315",semicircles,distance,"131.2",m,enhanced_speed,"2.809",m/s,enhanced_altitude,"318.79999999999995",m,enhanced_respiration_rate,"20.45",Breaths/min,heart_rate,"116",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577972",s,position_lat,"546538077",semicircles,position_long,"-950836829",semicircles,distance,"134.03",m,enhanced_speed,"2.753",m/s,enhanced_altitude,"319.0",m,enhanced_respiration_rate,"20.45",Breaths/min,heart_rate,"116",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577973",s,position_lat,"546537928",semicircles,position_long,"-950836309",semicircles,distance,"137.07",m,enhanced_speed,"2.958",m/s,enhanced_altitude,"319.20000000000005",m,enhanced_respiration_rate,"21.5",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577974",s,position_lat,"546537751",semicircles,position_long,"-950835623",semicircles,distance,"141.98",m,enhanced_speed,"3.359",m/s,enhanced_altitude,"319.4",m,enhanced_respiration_rate,"21.5",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577975",s,position_lat,"546537629",semicircles,position_long,"-950834997",semicircles,distance,"145.91",m,enhanced_speed,"3.294",m/s,enhanced_altitude,"319.4",m,enhanced_respiration_rate,"21.5",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577976",s,position_lat,"546537506",semicircles,position_long,"-950834343",semicircles,distance,"150.12",m,enhanced_speed,"3.135",m/s,enhanced_altitude,"319.4",m,enhanced_respiration_rate,"21.5",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577977",s,position_lat,"546537350",semicircles,position_long,"-950833591",semicircles,distance,"155.7",m,enhanced_speed,"3.06",m/s,enhanced_altitude,"319.4",m,enhanced_respiration_rate,"21.5",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577978",s,position_lat,"546537361",semicircles,position_long,"-950832950",semicircles,distance,"159.24",m,enhanced_speed,"3.387",m/s,enhanced_altitude,"319.6",m,enhanced_respiration_rate,"22.21",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577979",s,position_lat,"546537405",semicircles,position_long,"-950832318",semicircles,distance,"163.21",m,enhanced_speed,"3.508",m/s,enhanced_altitude,"319.6",m,enhanced_respiration_rate,"22.21",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577980",s,position_lat,"546537417",semicircles,position_long,"-950831602",semicircles,distance,"167.96",m,enhanced_speed,"3.574",m/s,enhanced_altitude,"319.6",m,enhanced_respiration_rate,"22.21",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577981",s,position_lat,"546537537",semicircles,position_long,"-950830917",semicircles,distance,"171.99",m,enhanced_speed,"3.714",m/s,enhanced_altitude,"319.6",m,enhanced_respiration_rate,"22.21",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577982",s,position_lat,"546537648",semicircles,position_long,"-950830224",semicircles,distance,"176.97",m,enhanced_speed,"3.574",m/s,enhanced_altitude,"319.6",m,enhanced_respiration_rate,"22.21",Breaths/min,heart_rate,"117",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577983",s,position_lat,"546537765",semicircles,position_long,"-950829532",semicircles,distance,"181.78",m,enhanced_speed,"3.648",m/s,enhanced_altitude,"319.6",m,enhanced_respiration_rate,"21.89",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577984",s,position_lat,"546537931",semicircles,position_long,"-950828753",semicircles,distance,"187.07",m,enhanced_speed,"3.872",m/s,enhanced_altitude,"319.79999999999995",m,enhanced_respiration_rate,"21.89",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577985",s,position_lat,"546538114",semicircles,position_long,"-950828018",semicircles,distance,"192.11",m,enhanced_speed,"3.788",m/s,enhanced_altitude,"319.79999999999995",m,enhanced_respiration_rate,"21.89",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577986",s,position_lat,"546538314",semicircles,position_long,"-950827286",semicircles,distance,"197.02",m,enhanced_speed,"3.76",m/s,enhanced_altitude,"319.79999999999995",m,enhanced_respiration_rate,"21.89",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577987",s,position_lat,"546538532",semicircles,position_long,"-950826620",semicircles,distance,"201.48",m,enhanced_speed,"3.658",m/s,enhanced_altitude,"319.79999999999995",m,enhanced_respiration_rate,"21.89",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577988",s,position_lat,"546538800",semicircles,position_long,"-950825867",semicircles,distance,"206.65",m,enhanced_speed,"3.546",m/s,enhanced_altitude,"319.79999999999995",m,enhanced_respiration_rate,"22.47",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577989",s,position_lat,"546539117",semicircles,position_long,"-950825169",semicircles,distance,"212.4",m,enhanced_speed,"3.406",m/s,enhanced_altitude,"320.0",m,enhanced_respiration_rate,"22.47",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577990",s,position_lat,"546539407",semicircles,position_long,"-950824600",semicircles,distance,"217.36",m,enhanced_speed,"3.07",m/s,enhanced_altitude,"320.20000000000005",m,enhanced_respiration_rate,"22.47",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577991",s,position_lat,"546539653",semicircles,position_long,"-950824059",semicircles,distance,"222.06",m,enhanced_speed,"2.743",m/s,enhanced_altitude,"320.4",m,enhanced_respiration_rate,"22.47",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577992",s,position_lat,"546539913",semicircles,position_long,"-950823632",semicircles,distance,"225.45",m,enhanced_speed,"2.529",m/s,enhanced_altitude,"320.4",m,enhanced_respiration_rate,"22.47",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577993",s,position_lat,"546540191",semicircles,position_long,"-950823229",semicircles,distance,"229.65",m,enhanced_speed,"2.239",m/s,enhanced_altitude,"320.6",m,enhanced_respiration_rate,"21.67",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577994",s,position_lat,"546540409",semicircles,position_long,"-950822867",semicircles,distance,"232.99",m,enhanced_speed,"2.015",m/s,enhanced_altitude,"320.79999999999995",m,enhanced_respiration_rate,"21.67",Breaths/min,heart_rate,"118",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577995",s,position_lat,"546540601",semicircles,position_long,"-950822472",semicircles,distance,"236.55",m,enhanced_speed,"2.071",m/s,enhanced_altitude,"321.0",m,enhanced_respiration_rate,"21.67",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577996",s,position_lat,"546540804",semicircles,position_long,"-950822166",semicircles,distance,"239.36",m,enhanced_speed,"2.034",m/s,enhanced_altitude,"321.20000000000005",m,enhanced_respiration_rate,"21.67",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577997",s,position_lat,"546540985",semicircles,position_long,"-950821868",semicircles,distance,"241.9",m,enhanced_speed,"1.987",m/s,enhanced_altitude,"321.4",m,enhanced_respiration_rate,"21.67",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577998",s,position_lat,"546541184",semicircles,position_long,"-950821561",semicircles,distance,"244.81",m,enhanced_speed,"2.015",m/s,enhanced_altitude,"321.6",m,enhanced_respiration_rate,"21.67",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089577999",s,position_lat,"546541327",semicircles,position_long,"-950821225",semicircles,distance,"247.71",m,enhanced_speed,"2.081",m/s,enhanced_altitude,"322.0",m,enhanced_respiration_rate,"21.93",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578000",s,position_lat,"546541470",semicircles,position_long,"-950820905",semicircles,distance,"249.86",m,enhanced_speed,"2.165",m/s,enhanced_altitude,"322.20000000000005",m,enhanced_respiration_rate,"21.93",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578001",s,position_lat,"546541631",semicircles,position_long,"-950820554",semicircles,distance,"252.5",m,enhanced_speed,"2.267",m/s,enhanced_altitude,"322.4",m,enhanced_respiration_rate,"21.93",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578002",s,position_lat,"546541779",semicircles,position_long,"-950820226",semicircles,distance,"254.73",m,enhanced_speed,"2.099",m/s,enhanced_altitude,"322.79999999999995",m,enhanced_respiration_rate,"21.93",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578003",s,position_lat,"546541962",semicircles,position_long,"-950819838",semicircles,distance,"257.82",m,enhanced_speed,"2.258",m/s,enhanced_altitude,"323.0",m,enhanced_respiration_rate,"21.93",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578004",s,position_lat,"546542186",semicircles,position_long,"-950819437",semicircles,distance,"260.9",m,enhanced_speed,"2.501",m/s,enhanced_altitude,"323.20000000000005",m,enhanced_respiration_rate,"21.31",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578005",s,position_lat,"546542443",semicircles,position_long,"-950818996",semicircles,distance,"264.62",m,enhanced_speed,"2.911",m/s,enhanced_altitude,"323.4",m,enhanced_respiration_rate,"21.31",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578006",s,position_lat,"546542679",semicircles,position_long,"-950818569",semicircles,distance,"268.02",m,enhanced_speed,"2.837",m/s,enhanced_altitude,"323.6",m,enhanced_respiration_rate,"21.31",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578007",s,position_lat,"546542954",semicircles,position_long,"-950818123",semicircles,distance,"271.82",m,enhanced_speed,"2.958",m/s,enhanced_altitude,"323.79999999999995",m,enhanced_respiration_rate,"21.31",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578008",s,position_lat,"546543199",semicircles,position_long,"-950817661",semicircles,distance,"275.64",m,enhanced_speed,"2.93",m/s,enhanced_altitude,"324.0",m,enhanced_respiration_rate,"21.69",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578009",s,position_lat,"546543489",semicircles,position_long,"-950817169",semicircles,distance,"279.18",m,enhanced_speed,"3.172",m/s,enhanced_altitude,"324.0",m,enhanced_respiration_rate,"21.69",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578010",s,position_lat,"546543796",semicircles,position_long,"-950816682",semicircles,distance,"283.37",m,enhanced_speed,"3.098",m/s,enhanced_altitude,"324.20000000000005",m,enhanced_respiration_rate,"21.69",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578011",s,position_lat,"546544119",semicircles,position_long,"-950816125",semicircles,distance,"288.12",m,enhanced_speed,"3.415",m/s,enhanced_altitude,"324.20000000000005",m,enhanced_respiration_rate,"21.69",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578012",s,position_lat,"546544444",semicircles,position_long,"-950815536",semicircles,distance,"292.57",m,enhanced_speed,"3.62",m/s,enhanced_altitude,"324.20000000000005",m,enhanced_respiration_rate,"21.69",Breaths/min,heart_rate,"120",bpm,temperature,"28",C,unknown,"1",,
Data,3,record,timestamp,"1089578013",s,position_lat,"546544849",semicircles,position_long,"-950814857",semicircles,distance,"297.87",m,enhanced_speed,"4.227",m/s,enhanced_altitude,"324.20000000000005",m,enhanced_respiration_rate,"21.94",Breaths/min,heart_rate,"119",bpm,temperature,"28",C,unknown,"1",,
