record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1089899342","546541712","-950856025","0.0","0.0","312.4","64","26","64",,,
"1089899343","546541712","-950856025","0.0","0.0","312.4","64","26","64",,,
"1089899488","546541959","-950854690","0.0","1.642","312.0","109","27","109","15.25",,
"1089899489","546542055","-950854507","1.81","1.381","312.0","111","27","111","15.25",,
"1089899490","546542141","-950854262","3.67","1.708","312.0","112","27","112","15.25",,
"1089899491","546542291","-950854067","5.77","2.062","312.0","113","27","113","15.25",,
"1089899492","546542406","-950853883","7.31","1.875","312.0","114","27","114","15.25",,
"1089899493","546542562","-950853746","9.2","1.81","312.20000000000005","115","27","115","16.07",,
"1089899494","546542693","-950853594","10.94","1.885","312.4","115","27","115","16.07",,
"1089899495","546542800","-950853379","12.78","1.913","312.4","116","27","116","16.07",,
"1089899496","546542889","-950853189","14.36","1.754","312.4","117","27","117","16.07",,
"1089899497","546543013","-950852957","16.49","2.09","312.6","117","27","117","16.07",,
"1089899498","546543105","-950852727","18.47","1.978","312.79999999999995","118","27","118","16.23",,
"1089899499","546543234","-950852474","20.77","2.389","313.0","118","27","118","16.23",,
"1089899500","546543309","-950852180","22.91","2.37","313.20000000000005","118","27","118","16.23",,
"1089899501","546543369","-950851918","24.8","2.277","313.4","118","27","118","16.23",,
"1089899502","546543423","-950851615","26.93","2.305","313.4","118","27","118","16.23",,
"1089899503","546543370","-950851310","28.79","2.193","313.6","118","27","118","16.72",,
"1089899504","546543232","-950851066","30.79","2.109","313.6","118","27","118","16.72",,
"1089899505","546543054","-950850886","32.7","1.847","313.79999999999995","118","27","118","16.72",,
"1089899506","546542915","-950850740","34.26","1.596","314.0","118","27","118","16.72",,
"1089899507","546542761","-950850529","36.02","1.875","314.20000000000005","118","27","118","16.72",,
"1089899508","546542667","-950850443","37.0","1.148","314.20000000000005","118","27","118","16.66",,
"1089899509","546542507","-950850275","38.46","1.558","314.4","119","27","119","16.66",,
"1089899510","546542369","-950850069","40.21","1.717","314.6","119","27","119","16.66",,
"1089899511","546542188","-950849934","42.02","1.754","314.79999999999995","119","27","119","16.66",,
"1089899512","546541998","-950849837","43.72","1.801","315.20000000000005","119","27","119","16.66",,
"1089899513","546541848","-950849711","45.29","1.465","315.4","120","27","120","17.4",,
"1089899514","546541674","-950849466","47.1","1.847","315.6","120","27","120","17.4",,
"1089899515","546541449","-950849290","49.44","2.006","315.79999999999995","121","27","121","17.4",,
"1089899516","546541128","-950849222","52.43","2.305","315.79999999999995","121","27","121","17.4",,
"1089899517","546540883","-950849134","54.87","2.118","316.0","122","27","122","17.4",,
"1089899518","546540634","-950848930","57.35","2.305","316.20000000000005","123","27","123","17.9",,
"1089899519","546540404","-950848665","59.77","2.454","316.4","124","27","124","17.9",,
"1089899520","546540120","-950848317","62.56","2.958","316.6","124","27","124","17.9",,
"1089899521","546539845","-950847909","65.98","3.116","316.79999999999995","125","27","125","17.9",,
"1089899522","546539499","-950847568","69.96","3.051","316.79999999999995","126","27","126","17.9",,
"1089899523","546539197","-950847186","73.79","2.967","316.79999999999995","127","27","127","18.23",,
"1089899524","546538938","-950846872","77.09","2.585","316.79999999999995","127","27","127","18.23",,
"1089899525","546538657","-950846552","80.33","2.603","316.79999999999995","127","27","127","18.23",,
"1089899526","546538436","-950846250","83.54","2.23","316.79999999999995","128","27","128","18.23",,
"1089899527","546538219","-950845920","86.65","2.333","316.79999999999995","129","27","129","18.23",,
"1089899528","546538027","-950845537","89.65","2.193","316.79999999999995","129","27","129","19.24",,
"1089899529","546537812","-950845221","92.88","2.183","317.20000000000005","129","27","129","19.24",,
"1089899530","546537584","-950844957","95.3","2.211","317.20000000000005","129","27","129","19.24",,
"1089899531","546537389","-950844610","97.68","2.025","317.4","130","27","130","19.24",,
"1089899532","546537176","-950844183","100.26","2.193","317.6","130","27","130","19.24",,
"1089899533","546536929","-950843775","103.0","2.165","317.79999999999995","130","27","130","19.13",,
"1089899534","546536678","-950843394","106.4","1.997","318.0","129","27","129","19.13",,
"1089899535","546536495","-950842941","109.57","1.726","318.0","129","27","129","19.13",,
"1089899536","546536281","-950842483","113.02","1.959","318.20000000000005","129","27","129","19.13",,
"1089899537","546536038","-950842033","116.62","2.081","318.4","129","27","129","19.13",,
"1089899538","546535905","-950841420","119.84","2.211","318.4","129","27","129","20.62",,
"1089899539","546535759","-950840835","123.28","2.099","318.6","128","27","128","20.62",,
"1089899540","546535636","-950840138","127.14","2.398","318.79999999999995","128","27","128","20.62",,
"1089899541","546535392","-950839329","132.81","2.855","318.79999999999995","128","27","128","20.62",,
"1089899542","546535240","-950838460","138.59","2.921","318.79999999999995","128","27","128","20.62",,
"1089899543","546535151","-950837484","144.73","3.368","318.79999999999995","128","27","128","20.83",,
"1089899544","546535240","-950836593","150.49","3.779","319.0","127","27","127","20.83",,
"1089899545","546535384","-950835751","156.07","3.602","319.0","127","27","127","20.83",,
"1089899546","546535548","-950834902","161.3","3.518","319.0","126","27","126","20.83",,
"1089899547","546535740","-950834122","165.84","3.574","319.0","126","27","126","20.83",,
"1089899548","546535936","-950833310","171.52","3.639","319.0","126","27","126","20.98",,
"1089899549","546536061","-950832439","177.41","3.9","319.0","126","27","126","20.98",,
"1089899550","546536242","-950831580","183.99","3.807","319.20000000000005","125","27","125","20.98",,
"1089899551","546536438","-950830721","190.01","3.751","319.20000000000005","124","27","124","20.98",,
"1089899552","546536687","-950829730","196.85","3.9","319.20000000000005","124","27","124","20.98",,
"1089899553","546536974","-950828930","203.56","3.667","319.20000000000005","123","27","123","21.86",,
"1089899554","546537245","-950828177","209.71","3.359","319.4","123","27","123","21.86",,
"1089899555","546537556","-950827455","215.57","3.35","319.4","122","27","122","21.86",,
"1089899556","546537908","-950826787","221.14","3.387","319.4","122","27","122","21.86",,
"1089899557","546538186","-950826195","225.93","2.967","319.6","121","27","121","21.86",,
"1089899558","546538426","-950825598","230.75","2.771","319.79999999999995","121","27","121","21.66",,
"1089899559","546538662","-950825005","235.12","2.743","319.79999999999995","121","27","121","21.66",,
"1089899560","546538917","-950824446","240.19","2.631","320.0","120","27","120","21.66",,
"1089899561","546539114","-950823962","244.48","2.193","320.4","120","27","120","21.66",,
"1089899562","546539339","-950823495","248.59","2.295","320.6","120","27","120","21.66",,
"1089899563","546539538","-950823108","251.75","2.127","320.79999999999995","120","27","120","21.92",,
"1089899564","546539747","-950822680","254.94","2.305","321.0","119","27","119","21.92",,
"1089899565","546539990","-950822229","259.21","2.379","321.4","119","27","119","21.92",,
"1089899566","546540224","-950821744","263.78","2.538","321.79999999999995","119","27","119","21.92",,
"1089899567","546540436","-950821312","267.97","2.463","322.0","120","27","120","21.92",,
"1089899568","546540711","-950820821","272.72","2.921","322.20000000000005","120","27","120","21.7",,
"1089899569","546540940","-950820413","276.96","2.762","322.4","120","27","120","21.7",,
"1089899570","546541231","-950819989","281.17","3.051","322.6","120","27","120","21.7",,
"1089899571","546541545","-950819528","285.69","3.555","323.0","121","27","121","21.7",,
"1089899572","546541857","-950819041","290.13","3.891","323.0","121","27","121","21.7",,
"1089899573","546542206","-950818554","294.82","4.133","323.20000000000005","121","27","121","21.55",,
"1089899574","546542560","-950818044","299.54","4.329","323.4","121","27","121","21.55",,
"1089899575","546542900","-950817465","304.15","4.656","323.4","121","27","121","21.55",,
"1089899576","546543251","-950816878","309.19","4.647","323.4","121","27","121","21.55",,
"1089899577","546543640","-950816284","314.07","4.796","323.4","120","27","120","21.55",,
"1089899578","546544029","-950815512","319.64","5.393","323.4","120","27","120","21.45",,
"1089899579","546544353","-950814637","325.43","5.804","323.4","119","27","119","21.45",,
"1089899580","546544608","-950813597","331.62","6.289","323.20000000000005","119","27","119","21.45",,
"1089899581","546544737","-950812408","338.52","7.045","323.0","118","27","118","21.45",,
"1089899582","546544830","-950811043","345.86","7.828","322.79999999999995","118","27","118","21.45",,
"1089899583","546544843","-950809574","355.24","8.416","322.4","116","27","116","21.78",,
