record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1077119191","-128193232","1978682624","0.38","156","109.0","12.097","302","99","109.0","12.097",
"1077119192","-128193656","1978681344","12.56","157","109.0","12.178","316","99","109.0","12.178",
"1077119193","-128194344","1978680192","25.02","157","109.0","12.234","307","100","109.0","12.234",
"1077119194","-128195248","1978679168","37.08","157","109.20000000000005","12.238","318","100","109.20000000000005","12.238",
"1077119195","-128196144","1978678272","49.4","158","109.20000000000005","12.29","299","99","109.20000000000005","12.29",
"1077119196","-128196784","1978677120","61.67","159","109.0","12.419","284","98","109.0","12.419",
"1077119197","-128197336","1978675840","74.39","159","108.79999999999995","12.643","354","97","108.79999999999995","12.643",
"1077119198","-128197592","1978674432","87.12","159","108.60000000000002","12.9","303","99","108.60000000000002","12.9",
"1077119199","-128197088","1978673152","100.16","159","108.20000000000005","13.236","290","99","108.20000000000005","13.236",
"1077119200","-128196232","1978671872","113.61","160","107.60000000000002","13.561","258","99","107.60000000000002","13.561",
"1077119201","-128195720","1978670592","127.06","160","107.60000000000002","13.656","317","100","107.60000000000002","13.656",
"1077119202","-128195520","1978669184","140.66","160","107.79999999999995","13.565","292","99","107.79999999999995","13.565",
"1077119203","-128195880","1978667648","154.14","160","108.0","13.45","290","99","108.0","13.45",
"1077119204","-128196592","1978666368","167.78","160","108.0","13.351","306","99","108.0","13.351",
"1077119205","-128197376","1978665088","181.06","161","108.0","13.358","294","98","108.0","13.358",
"1077119206","-128198344","1978664192","194.28","161","108.0","13.433","282","98","108.0","13.433",
"1077119207","-128199168","1978662912","207.87","161","107.60000000000002","13.571","287","97","107.60000000000002","13.571",
"1077119208","-128199240","1978661504","221.65","162","107.39999999999998","13.778","278","98","107.39999999999998","13.778",
"1077119209","-128198760","1978660096","235.41","162","107.0","13.927","259","98","107.0","13.927",
"1077119210","-128198248","1978658560","249.46","162","106.60000000000002","14.051","259","99","106.60000000000002","14.051",
"1077119211","-128198088","1978657152","263.52","163","106.20000000000005","14.28","264","99","106.20000000000005","14.28",
"1077119212","-128198656","1978655616","277.88","163","105.60000000000002","14.537","338","98","105.60000000000002","14.537",
"1077119213","-128199600","1978654464","292.75","163","105.20000000000005","14.775","266","99","105.20000000000005","14.775",
"1077119214","-128200608","1978653184","307.59","163","104.79999999999995","14.949","274","100","104.79999999999995","14.949",
"1077119215","-128201416","1978651648","322.37","163","104.39999999999998","15.129","308","100","104.39999999999998","15.129",
"1077119216","-128201960","1978649984","337.64","163","104.0","15.31","286","101","104.0","15.31",
"1077119217","-128202336","1978648448","353.22","163","103.60000000000002","15.463","319","100","103.60000000000002","15.463",
"1077119218","-128202504","1978646784","368.64","163","103.20000000000005","15.59","265","102","103.20000000000005","15.59",
"1077119219","-128202640","1978645120","384.25","163","102.79999999999995","15.656","290","102","102.79999999999995","15.656",
"1077119220","-128202800","1978643328","399.88","163","102.60000000000002","15.656","267","101","102.60000000000002","15.656",
"1077119221","-128202992","1978641664","415.72","163","102.39999999999998","15.64","242","101","102.39999999999998","15.64",
"1077119222","-128203320","1978640000","431.16","163","102.20000000000005","15.629","285","100","102.20000000000005","15.629",
"1077119223","-128203880","1978638336","447.01","163","101.79999999999995","15.623","293","101","101.79999999999995","15.623",
"1077119224","-128204504","1978636800","462.36","163","101.60000000000002","15.612","248","101","101.60000000000002","15.612",
"1077119225","-128205080","1978635136","478.27","164","101.39999999999998","15.606","263","100","101.39999999999998","15.606",
"1077119226","-128205576","1978633600","493.67","164","101.20000000000005","15.607","277","100","101.20000000000005","15.607",
"1077119227","-128206040","1978632064","509.47","164","100.79999999999995","15.696","269","99","100.79999999999995","15.696",
"1077119228","-128206472","1978630144","525.14","164","100.20000000000005","15.947","242","100","100.20000000000005","15.947",
"1077119229","-128206832","1978628608","541.14","164","99.20000000000005","16.311","217","100","99.20000000000005","16.311",
"1077119230","-128207064","1978626688","557.62","164","98.60000000000002","16.518","247","100","98.60000000000002","16.518",
"1077119231","-128207184","1978624896","574.27","164","98.0","16.618","209","100","98.0","16.618",
"1077119232","-128207248","1978623104","591.06","164","97.60000000000002","16.67","223","99","97.60000000000002","16.67",
"1077119233","-128207304","1978621312","607.65","164","97.0","16.706","238","100","97.0","16.706",
"1077119234","-128207280","1978619392","624.43","164","96.60000000000002","16.754","254","100","96.60000000000002","16.754",
"1077119235","-128207008","1978617600","641.24","164","96.0","16.884","232","99","96.0","16.884",
"1077119236","-128206624","1978615808","658.13","164","95.20000000000005","17.027","254","99","95.20000000000005","17.027",
"1077119237","-128206320","1978614016","675.12","164","94.79999999999995","17.107","225","99","94.79999999999995","17.107",
"1077119238","-128206024","1978612224","692.17","164","94.20000000000005","17.146","217","100","94.20000000000005","17.146",
"1077119239","-128205880","1978610304","709.69","164","93.79999999999995","17.129","236","99","93.79999999999995","17.129",
"1077119240","-128206104","1978608512","726.57","164","93.79999999999995","16.99","238","99","93.79999999999995","16.99",
"1077119241","-128206616","1978606720","743.35","164","93.79999999999995","16.721","246","98","93.79999999999995","16.721",
"1077119242","-128207192","1978605056","760.32","164","93.79999999999995","16.496","280","97","93.79999999999995","16.496",
"1077119243","-128207864","1978603264","776.65","164","93.60000000000002","16.432","295","97","93.60000000000002","16.432",
"1077119244","-128208584","1978601856","792.78","164","93.60000000000002","16.312","311","97","93.60000000000002","16.312",
"1077119245","-128209288","1978600192","808.97","164","93.79999999999995","16.092","299","97","93.79999999999995","16.092",
"1077119246","-128209968","1978598528","824.97","164","94.0","15.762","310","97","94.0","15.762",
"1077119247","-128210616","1978596864","840.65","164","94.60000000000002","15.386","305","95","94.60000000000002","15.386",
"1077119248","-128211232","1978595456","855.65","164","95.0","15.021","312","95","95.0","15.021",
"1077119249","-128211832","1978593920","870.5","164","95.39999999999998","14.65","288","95","95.39999999999998","14.65",
"1077119250","-128212448","1978592512","885.22","164","95.79999999999995","14.286","312","94","95.79999999999995","14.286",
"1077119251","-128213032","1978591104","899.09","164","96.20000000000005","13.964","291","100","96.20000000000005","13.964",
"1077119252","-128213624","1978589568","912.85","164","96.79999999999995","13.636","293","99","96.79999999999995","13.636",
"1077119253","-128214216","1978588288","926.43","164","97.0","13.361","310","98","97.0","13.361",
"1077119254","-128214808","1978587008","939.68","164","97.20000000000005","13.158","264","98","97.20000000000005","13.158",
"1077119255","-128215472","1978585728","952.77","164","97.20000000000005","13.03","262","97","97.20000000000005","13.03",
"1077119256","-128216760","1978585472","965.8","164","97.20000000000005","12.931","269","98","97.20000000000005","12.931",
"1077119257","-128218096","1978585728","978.66","164","97.39999999999998","12.856","292","97","97.39999999999998","12.856",
"1077119258","-128219376","1978586368","991.43","164","97.39999999999998","12.841","288","99","97.39999999999998","12.841",
"1077119259","-128220656","1978586880","1004.38","164","97.39999999999998","12.858","300","99","97.39999999999998","12.858",
"1077119260","-128221904","1978587392","1017.26","164","97.39999999999998","12.889","304","100","97.39999999999998","12.889",
"1077119261","-128223168","1978587904","1030.27","164","97.39999999999998","12.918","285","100","97.39999999999998","12.918",
"1077119262","-128224408","1978588672","1042.93","165","97.39999999999998","12.951","306","100","97.39999999999998","12.951",
"1077119263","-128225696","1978589184","1056.08","165","97.39999999999998","13.008","281","101","97.39999999999998","13.008",
"1077119264","-128227024","1978589440","1068.95","165","97.20000000000005","13.102","267","101","97.20000000000005","13.102",
"1077119265","-128227976","1978588544","1082.21","165","97.0","13.176","259","102","97.0","13.176",
"1077119266","-128228568","1978587008","1095.32","165","97.0","13.258","324","102","97.0","13.258",
"1077119267","-128229152","1978585728","1108.81","165","96.60000000000002","13.493","269","102","96.60000000000002","13.493",
"1077119268","-128229752","1978584320","1122.53","165","96.0","13.85","307","104","96.0","13.85",
"1077119269","-128230360","1978583040","1136.69","165","95.39999999999998","14.251","298","96","95.39999999999998","14.251",
"1077119270","-128230960","1978581632","1150.94","165","94.79999999999995","14.475","242","96","94.79999999999995","14.475",
