Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,1,record,timestamp,"1102368043",s,position_lat,"567672168",semicircles,position_long,"-628891297",semicircles,distance,"0.0",m,enhanced_speed,"6.718",m/s,enhanced_altitude,"48.799999999999955",m,heart_rate,"101",bpm,temperature,"20",C,unknown,"0",,unknown,"101",,
Data,1,record,timestamp,"1102368044",s,position_lat,"567671479",semicircles,position_long,"-628890683",semicircles,distance,"7.25",m,enhanced_speed,"6.914",m/s,enhanced_altitude,"48.799999999999955",m,heart_rate,"101",bpm,temperature,"20",C,unknown,"1",,unknown,"101",,
Data,1,record,timestamp,"1102368045",s,position_lat,"567670830",semicircles,position_long,"-628889990",semicircles,distance,"15.0",m,enhanced_speed,"7.091",m/s,enhanced_altitude,"48.799999999999955",m,heart_rate,"101",bpm,temperature,"20",C,unknown,"1",,unknown,"101",,
Data,1,record,timestamp,"1102368046",s,position_lat,"567670272",semicircles,position_long,"-628889272",semicircles,distance,"21.92",m,enhanced_speed,"7.166",m/s,enhanced_altitude,"48.60000000000002",m,heart_rate,"102",bpm,temperature,"20",C,unknown,"1",,unknown,"102",,
Data,1,record,timestamp,"1102368047",s,position_lat,"567669691",semicircles,position_long,"-628888570",semicircles,distance,"28.84",m,enhanced_speed,"7.269",m/s,enhanced_altitude,"48.60000000000002",m,heart_rate,"102",bpm,temperature,"20",C,unknown,"1",,unknown,"102",,
Data,1,record,timestamp,"1102368048",s,position_lat,"567669069",semicircles,position_long,"-628887846",semicircles,distance,"36.2",m,enhanced_speed,"7.474",m/s,enhanced_altitude,"48.200000000000045",m,heart_rate,"102",bpm,temperature,"20",C,unknown,"1",,unknown,"102",,
Data,1,record,timestamp,"1102368049",s,position_lat,"567668404",semicircles,position_long,"-628887182",semicircles,distance,"43.7",m,enhanced_speed,"7.642",m/s,enhanced_altitude,"48.0",m,heart_rate,"102",bpm,temperature,"20",C,unknown,"1",,unknown,"102",,
Data,1,record,timestamp,"1102368050",s,position_lat,"567667723",semicircles,position_long,"-628886520",semicircles,distance,"51.3",m,enhanced_speed,"7.81",m/s,enhanced_altitude,"47.60000000000002",m,heart_rate,"102",bpm,temperature,"20",C,unknown,"1",,unknown,"102",,
Data,1,record,timestamp,"1102368051",s,position_lat,"567667009",semicircles,position_long,"-628885925",semicircles,distance,"58.85",m,enhanced_speed,"7.856",m/s,enhanced_altitude,"47.39999999999998",m,heart_rate,"102",bpm,temperature,"20",C,unknown,"1",,unknown,"102",,
Data,1,record,timestamp,"1102368052",s,position_lat,"567666253",semicircles,position_long,"-628885356",semicircles,distance,"67.07",m,enhanced_speed,"7.922",m/s,enhanced_altitude,"47.200000000000045",m,heart_rate,"102",bpm,temperature,"20",C,unknown,"1",,unknown,"102",,
