record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1089740398","546579062","-950749128","881.32","7.11","317.0","108","30","1","25.52",
"1089740399","546579341","-950748082","888.86","6.541","317.0","108","30","1","24.88",
"1089740400","546579568","-950747050","896.13","6.009","316.79999999999995","108","30","1","24.88",
"1089740401","546579757","-950745989","903.16","6.186","316.79999999999995","108","30","1","24.88",
"1089740402","546580011","-950745005","910.06","5.916","316.79999999999995","108","30","1","24.88",
"1089740403","546580200","-950744033","916.8","5.692","316.79999999999995","108","30","1","24.88",
"1089740404","546580383","-950743053","923.34","5.738","316.79999999999995","108","30","1","24.07",
"1089740405","546580537","-950742057","930.3","5.664","317.0","109","30","1","24.07",
"1089740406","546580600","-950741134","936.04","5.393","317.0","109","30","1","24.07",
"1089740407","546580611","-950740168","942.49","5.151","317.20000000000005","110","30","1","24.07",
"1089740408","546580567","-950739244","949.11","4.815","317.20000000000005","110","30","1","25.1",
"1089740409","546580543","-950738352","954.9","4.777","317.20000000000005","111","30","1","25.1",
"1089740410","546580485","-950737485","961.08","4.749","317.4","111","30","1","25.1",
"1089740411","546580409","-950736837","965.56","3.956","317.4","111","30","1","25.1",
"1089740412","546580388","-950736271","969.1","3.34","317.4","111","30","1","25.1",
"1089740413","546580419","-950735605","973.24","3.536","317.6","112","30","1","24.61",
"1089740414","546580517","-950734933","977.65","3.667","317.79999999999995","112","30","1","24.61",
"1089740415","546580548","-950734326","981.36","3.322","318.20000000000005","112","30","1","24.61",
"1089740416","546580632","-950733591","986.23","3.816","318.4","113","30","1","24.61",
"1089740417","546580763","-950732777","991.38","4.6","318.79999999999995","113","30","1","24.61",
"1089740418","546580925","-950731952","996.72","4.759","319.0","114","30","1","24.28",
"1089740419","546581089","-950731055","1002.34","5.225","319.20000000000005","114","30","1","24.28",
"1089740420","546581268","-950730039","1007.99","5.71","319.20000000000005","115","30","1","24.28",
"1089740421","546581460","-950728946","1014.54","6.112","319.20000000000005","116","30","1","24.28",
"1089740422","546581712","-950727833","1021.23","6.308","319.20000000000005","116","30","1","24.28",
"1089740423","546582025","-950726783","1028.15","6.382","319.20000000000005","117","30","1","24.06",
"1089740424","546582377","-950725737","1035.67","6.727","319.20000000000005","118","30","1","24.06",
"1089740425","546582794","-950724668","1043.25","7.017","319.20000000000005","118","30","1","24.06",
"1089740426","546583231","-950723479","1051.25","7.483","319.20000000000005","119","30","1","24.06",
"1089740427","546583888","-950722009","1062.35","7.791","319.0","119","30","1","24.06",
"1089740428","546584442","-950720819","1071.23","8.295","319.0","119","30","1","23.12",
"1089740429","546585014","-950719615","1080.89","8.901","318.79999999999995","120","30","1","23.12",
"1089740430","546585629","-950718331","1091.0","9.443","318.6","120","30","1","23.12",
"1089740431","546586325","-950717044","1102.11","9.517","318.20000000000005","120","30","1","23.12",
"1089740432","546587040","-950715971","1111.99","9.564","318.0","120","30","1","23.12",
"1089740433","546587789","-950714804","1122.74","9.872","317.4","119","30","1","23.29",
"1089740434","546588709","-950713518","1135.31","10.152","317.20000000000005","119","30","1","23.29",
"1089740435","546589648","-950712373","1147.24","10.618","316.6","119","30","1","23.29",
"1089740436","546590621","-950711189","1159.49","11.141","316.20000000000005","119","30","1","23.29",
"1089740437","546591730","-950709919","1173.09","11.691","315.79999999999995","118","30","1","23.29",
"1089740438","546592878","-950708679","1186.56","12.13","315.0","118","30","1","23.01",
"1089740439","546594014","-950707433","1200.06","12.261","314.4","118","30","1","23.01",
"1089740440","546595118","-950706309","1213.13","11.747","313.79999999999995","118","30","1","23.01",
"1089740441","546596121","-950705269","1225.13","10.786","312.79999999999995","118","30","1","23.01",
"1089740442","546596945","-950704260","1235.5","9.405","312.20000000000005","117","30","1","23.01",
"1089740443","546597696","-950703280","1245.06","8.752","311.79999999999995","117","30","1","23.01",
"1089740444","546598403","-950702401","1253.87","8.043","311.79999999999995","117","30","1","24.79",
"1089740445","546599049","-950701555","1262.45","7.614","311.79999999999995","116","30","1","24.79",
"1089740446","546599619","-950700694","1270.13","7.586","311.79999999999995","116","30","1","24.79",
"1089740447","546600164","-950699852","1277.59","7.343","312.0","116","30","1","24.79",
"1089740448","546600718","-950698985","1285.2","7.483","312.20000000000005","116","30","1","24.79",
"1089740449","546601253","-950698081","1292.75","7.53","312.4","116","30","1","24.0",
"1089740450","546601812","-950697131","1300.8","7.679","312.6","115","30","1","24.0",
"1089740451","546602387","-950696144","1309.1","7.978","312.79999999999995","115","30","1","24.0",
"1089740452","546602986","-950695129","1317.47","8.22","312.79999999999995","115","30","1","24.0",
"1089740453","546603645","-950694177","1326.38","8.202","312.79999999999995","115","30","1","23.09",
"1089740454","546604304","-950693262","1334.99","8.248","312.79999999999995","115","30","1","23.09",
"1089740455","546605022","-950692509","1343.37","8.052","312.79999999999995","115","30","1","23.09",
"1089740456","546605735","-950691859","1351.06","7.838","312.79999999999995","115","30","1","23.09",
"1089740457","546606465","-950691324","1358.84","7.558","312.79999999999995","115","30","1","23.09",
"1089740458","546607144","-950690876","1366.08","6.951","312.79999999999995","115","30","1","23.09",
"1089740459","546607777","-950690504","1372.41","6.662","312.79999999999995","115","30","1","23.27",
"1089740460","546608417","-950690176","1378.62","6.578","312.79999999999995","115","30","1","23.27",
"1089740461","546609051","-950689900","1384.84","6.326","312.79999999999995","115","30","1","23.27",
"1089740462","546609688","-950689615","1390.96","6.196","313.0","115","30","1","23.27",
"1089740463","546610328","-950689322","1397.12","6.252","313.0","115","30","1","25.35",
"1089740464","546611009","-950689019","1403.61","6.625","313.20000000000005","115","30","1","25.35",
"1089740465","546611722","-950688702","1410.3","6.933","313.20000000000005","116","30","1","25.35",
"1089740466","546612452","-950688228","1417.6","7.138","313.20000000000005","116","30","1","25.35",
"1089740467","546613243","-950687755","1425.53","7.493","313.20000000000005","116","30","1","25.35",
"1089740468","546614015","-950687192","1433.73","7.614","313.20000000000005","117","30","1","26.35",
"1089740469","546614781","-950686639","1441.61","7.642","313.20000000000005","117","30","1","26.35",
"1089740470","546615609","-950686018","1450.43","8.024","313.0","118","30","1","26.35",
"1089740471","546616417","-950685396","1459.0","8.183","312.79999999999995","118","30","1","26.35",
"1089740472","546617206","-950684666","1467.62","8.388","312.79999999999995","118","30","1","26.35",
"1089740473","546617971","-950683838","1476.42","8.519","312.6","119","30","1","26.62",
"1089740474","546618680","-950682875","1485.59","8.538","312.4","119","30","1","26.62",
"1089740475","546619301","-950681780","1495.01","8.5","312.0","119","30","1","26.62",
"1089740476","546619829","-950680642","1503.56","8.435","311.79999999999995","119","30","1","26.62",
"1089740477","546620244","-950679424","1512.25","8.295","311.6","119","30","1","27.59",
"1089740478","546620591","-950678122","1521.47","8.276","311.20000000000005","119","30","1","27.59",
"1089740479","546620900","-950676765","1530.51","8.612","310.79999999999995","119","30","1","27.59",
"1089740480","546621127","-950675319","1540.26","8.911","310.6","119","30","1","27.59",
"1089740481","546621158","-950673949","1549.14","8.295","310.6","118","30","1","27.59",
"1089740482","546621164","-950672635","1558.15","7.912","310.4","118","30","1","27.59",
"1089740483","546621119","-950671383","1566.5","7.744","310.4","118","30","1","27.05",
"1089740484","546621061","-950670187","1574.39","7.642","310.4","118","30","1","27.05",
"1089740485","546621019","-950669079","1581.69","7.203","310.4","118","30","1","27.05",
"1089740486","546621017","-950668057","1588.45","6.569","310.6","118","30","1","27.05",
"1089740487","546621040","-950667056","1594.98","6.364","310.6","118","30","1","27.05",
"1089740488","546621096","-950666047","1601.47","6.438","310.79999999999995","118","30","1","27.05",
"1089740489","546621174","-950665076","1607.88","6.093","311.20000000000005","118","30","1","27.05",
"1089740490","546621318","-950664115","1614.26","6.205","311.4","118","30","1","27.48",
"1089740491","546621506","-950663165","1620.67","6.252","311.6","118","30","1","27.48",
"1089740492","546621742","-950662313","1626.56","5.869","311.79999999999995","118","30","1","27.48",
"1089740493","546622047","-950661500","1632.61","5.692","312.0","118","30","1","28.16",
"1089740494","546622414","-950660778","1638.36","5.636","312.20000000000005","118","30","1","28.16",
"1089740495","546622823","-950660134","1644.09","5.57","312.6","118","30","1","28.16",
"1089740496","546623279","-950659597","1649.78","5.458","312.6","118","30","1","28.16",
"1089740497","546623739","-950659149","1654.94","5.421","312.79999999999995","118","30","1","28.16",
"1089740498","546624210","-950658735","1660.01","5.402","313.0","118","30","1","28.22",
"1089740499","546624677","-950658283","1665.23","5.43","313.0","118","30","1","28.22",
"1089740500","546625167","-950657908","1670.21","5.356","313.0","118","30","1","28.22",
"1089740501","546625667","-950657479","1675.62","5.318","313.20000000000005","118","30","1","28.22",
"1089740502","546626154","-950657045","1680.89","5.309","313.4","118","30","1","28.22",
"1089740503","546626655","-950656621","1686.2","5.291","313.4","119","30","1","29.05",
"1089740504","546627181","-950656173","1691.45","5.337","313.6","119","30","1","29.05",
"1089740505","546627735","-950655685","1697.79","5.458","313.79999999999995","120","30","1","29.05",
"1089740506","546628258","-950655207","1703.59","5.468","313.79999999999995","120","30","1","29.05",
"1089740507","546628791","-950654777","1709.23","5.514","314.0","120","30","1","29.05",
"1089740508","546629331","-950654312","1715.22","5.552","314.0","120","30","1","29.21",
"1089740509","546629875","-950653831","1721.42","5.757","314.0","120","30","1","29.21",
"1089740510","546630421","-950653388","1727.34","5.85","314.20000000000005","120","30","1","29.21",
"1089740511","546630931","-950652886","1733.07","5.832","314.20000000000005","120","30","1","29.21",
"1089740512","546631475","-950652410","1739.12","5.832","314.20000000000005","120","30","1","29.21",
"1089740513","546632016","-950651944","1745.06","5.841","314.4","120","30","1","27.74",
"1089740514","546632560","-950651517","1750.97","5.813","314.4","120","30","1","27.74",
"1089740515","546633075","-950651074","1756.62","5.794","314.4","120","30","1","27.74",
"1089740516","546633593","-950650651","1762.39","5.729","314.6","120","30","1","27.74",
"1089740517","546634073","-950650258","1767.2","5.626","314.6","120","30","1","27.74",
"1089740518","546634548","-950649799","1771.81","5.58","314.79999999999995","121","30","1","27.94",
"1089740519","546635048","-950649183","1777.5","5.645","315.0","121","30","1","27.94",
"1089740520","546635554","-950648457","1784.35","5.664","315.0","122","30","1","27.94",
"1089740521","546635988","-950647692","1790.79","5.701","315.0","122","30","1","27.94",
"1089740522","546636338","-950646821","1797.62","5.906","315.20000000000005","123","30","1","27.94",
"1089740523","546636580","-950645902","1804.1","6.158","315.20000000000005","123","30","1","28.86",
"1089740524","546636767","-950644963","1810.52","6.28","315.4","123","30","1","28.86",
"1089740525","546636933","-950644007","1816.99","6.429","315.4","123","30","1","28.86",
"1089740526","546637084","-950643018","1823.48","6.615","315.4","124","30","1","28.86",
"1089740527","546637205","-950641973","1830.5","6.643","315.6","124","30","1","28.86",
"1089740528","546637338","-950640911","1837.64","6.793","315.6","124","30","1","30.26",
"1089740529","546637525","-950639807","1845.06","7.269","315.6","124","30","1","30.26",
"1089740530","546637682","-950638693","1852.42","7.399","315.6","124","30","1","30.26",
"1089740531","546637879","-950637616","1859.68","7.045","315.6","125","30","1","30.26",
"1089740532","546638076","-950636513","1867.04","7.045","315.6","125","30","1","30.26",
"1089740533","546638297","-950635403","1874.68","7.007","315.79999999999995","125","30","1","30.26",
"1089740534","546638527","-950634331","1882.02","6.961","315.79999999999995","125","30","1","30.26",
"1089740535","546638743","-950633304","1889.09","6.718","315.79999999999995","125","31","1","31.2",
"1089740536","546638965","-950632243","1896.34","6.942","315.79999999999995","125","30","1","31.2",
"1089740537","546639224","-950631297","1902.97","6.531","316.0","125","31","1","31.2",
"1089740538","546639488","-950630346","1909.82","6.382","316.0","124","31","1","31.03",
"1089740539","546639728","-950629472","1915.88","6.214","316.0","124","31","1","31.03",
"1089740540","546639961","-950628622","1921.22","5.944","316.20000000000005","124","31","1","31.03",
"1089740541","546640250","-950627702","1927.93","5.841","316.4","124","31","1","31.03",
"1089740542","546640559","-950626883","1934.25","5.589","316.6","124","31","1","31.03",
"1089740543","546640795","-950626042","1939.98","5.748","316.6","123","31","1","30.14",
"1089740544","546641068","-950625226","1946.0","5.645","316.79999999999995","122","31","1","30.14",
"1089740545","546641334","-950624468","1951.59","5.44","317.0","122","31","1","30.14",
"1089740546","546641598","-950623723","1957.14","5.43","317.20000000000005","122","31","1","30.14",
"1089740547","546641853","-950622992","1962.36","5.561","317.4","122","31","1","30.14",
"1089740548","546642117","-950622241","1967.77","5.645","317.79999999999995","121","31","1","28.36",
"1089740549","546642386","-950621489","1973.15","5.542","318.0","121","31","1","28.36",
"1089740550","546642657","-950620684","1979.12","5.617","318.20000000000005","121","31","1","28.36",
"1089740551","546642892","-950619855","1984.94","5.804","318.20000000000005","121","31","1","28.36",
"1089740552","546643112","-950619004","1990.92","5.832","318.4","121","31","1","28.36",
"1089740553","546643310","-950618125","1996.99","6.018","318.6","121","31","1","28.16",
"1089740554","546643468","-950617226","2003.17","6.065","318.79999999999995","122","31","1","28.16",
"1089740555","546643655","-950616305","2009.42","6.392","319.0","122","31","1","28.16",
"1089740556","546643846","-950615337","2015.91","6.699","319.0","122","31","1","28.16",
"1089740557","546644023","-950614330","2022.61","6.923","319.0","122","31","1","28.16",
"1089740558","546644162","-950613236","2029.83","7.25","319.20000000000005","123","31","1","27.43",
"1089740559","546644276","-950612134","2037.07","7.278","319.20000000000005","123","31","1","27.43",
"1089740560","546644389","-950611025","2044.39","7.25","319.20000000000005","123","31","1","27.43",
"1089740561","546644492","-950609920","2051.9","7.175","319.4","123","31","1","27.43",
"1089740562","546644556","-950608879","2058.2","7.166","319.4","123","31","1","27.43",
"1089740563","546644640","-950607711","2065.86","7.306","319.6","123","31","1","26.95",
