record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1096839421","567665214","-628908061","4.46","4.824","46.799999999999955","69","22","69",,,
"1096839422","567665532","-628907498","9.12","5.048","46.60000000000002","70","22","70",,,
"1096839423","567665857","-628906872","14.16","5.291","46.200000000000045","72","22","72",,,
"1096839424","567666169","-628906172","19.34","5.524","45.799999999999955","74","21","74","16.53",,
"1096839425","567666538","-628905411","25.32","5.664","45.799999999999955","77","21","77","16.53",,
"1096839426","567666925","-628904671","31.38","5.776","45.799999999999955","78","21","78","16.53",,
"1096839427","567667292","-628903941","37.07","5.86","45.799999999999955","81","21","81","16.53",,
"1096839428","567667677","-628903141","43.31","5.841","45.799999999999955","82","21","82","16.53",,
"1096839429","567668044","-628902378","49.23","5.869","45.799999999999955","86","21","86","16.53",,
"1096839430","567668400","-628901640","54.79","5.888","46.0","88","21","88","16.53",,
"1096839431","567668793","-628900851","60.96","5.953","46.0","90","21","90","16.53",,
"1096839432","567669200","-628900067","67.15","6.046","46.200000000000045","93","21","93","16.53",,
"1096839433","567669631","-628899289","73.52","6.112","46.200000000000045","94","21","94","16.53",,
"1096839434","567670052","-628898543","79.6","6.158","46.39999999999998","95","21","95","16.53",,
"1096839435","567670454","-628897804","85.62","6.037","46.60000000000002","97","21","97","16.53",,
"1096839436","567670849","-628897062","91.57","6.056","46.60000000000002","99","21","99","16.53",,
"1096839437","567671225","-628896309","97.33","5.99","46.60000000000002","99","21","99","16.53",,
"1096839438","567671644","-628895559","103.35","5.916","46.60000000000002","99","21","99","16.53",,
"1096839439","567672097","-628894798","109.81","5.869","46.799999999999955","99","21","99","16.53",,
"1096839440","567672529","-628894082","115.75","5.794","46.799999999999955","99","21","99","16.53",,
"1096839441","567672876","-628893256","121.92","5.748","46.799999999999955","99","21","99","16.53",,
"1096839442","567672892","-628892329","127.67","5.785","47.0","99","21","99","16.53",,
"1096839443","567672455","-628891564","133.84","6.13","47.200000000000045","99","21","99","16.53",,
"1096839444","567671886","-628890942","140.37","6.531","47.200000000000045","99","21","99","16.53",,
"1096839445","567671279","-628890319","147.28","6.951","47.200000000000045","100","21","100","16.53",,
"1096839446","567670677","-628889624","154.36","7.25","47.200000000000045","101","21","101","16.53",,
"1096839447","567670056","-628888860","161.94","7.502","47.200000000000045","102","21","102","16.53",,
"1096839448","567669441","-628888077","169.52","7.754","47.0","104","21","104","16.53",,
"1096839449","567668809","-628887275","177.31","7.912","46.799999999999955","105","21","105","22.56",,
"1096839450","567668131","-628886514","185.22","8.09","46.799999999999955","106","21","106","22.56",,
"1096839451","567667411","-628885768","193.27","8.304","46.39999999999998","107","21","107","22.56",,
"1096839452","567666637","-628885030","201.7","8.528","46.200000000000045","108","20","108","22.56",,
"1096839453","567665750","-628884391","210.92","8.724","46.0","109","20","109","22.56",,
"1096839454","567664839","-628883710","220.63","8.939","45.799999999999955","110","20","110","21.34",,
"1096839455","567663949","-628883112","229.83","9.116","45.60000000000002","109","20","109","21.34",,
