record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1109031753","-138832864","1992054912","0.92","12.799999999999955","0.916","57","67","1","12.799999999999955","0.916",
"1109031754","-138832816","1992054912","1.53","12.799999999999955","1.268","57","67","1","12.799999999999955","1.268",
"1109031755","-138832688","1992055040","3.09","12.799999999999955","1.897","110","67","71","12.799999999999955","1.897",
"1109031756","-138832496","1992055296","5.37","12.799999999999955","2.6","141","67","79","12.799999999999955","2.6",
"1109031757","-138832304","1992055424","8.25","12.799999999999955","3.177","143","67","74","12.799999999999955","3.177",
"1109031758","-138832048","1992055808","11.7","12.799999999999955","3.671","146","68","69","12.799999999999955","3.671",
"1109031759","-138831760","1992055936","15.59","12.799999999999955","4.09","144","68","69","12.799999999999955","4.09",
"1109031760","-138831456","1992056320","19.86","12.799999999999955","4.454","145","69","69","12.799999999999955","4.454",
"1109031761","-138831120","1992056704","24.49","12.799999999999955","4.78","145","70","69","12.799999999999955","4.78",
"1109031762","-138830736","1992057088","29.43","12.799999999999955","5.069","144","70","69","12.799999999999955","5.069",
"1109031763","-138830320","1992057472","34.63","12.799999999999955","5.326","145","71","68","12.799999999999955","5.326",
"1109031764","-138829856","1992057728","40.01","12.799999999999955","5.551","144","73","67","12.799999999999955","5.551",
"1109031765","-138829344","1992058112","45.69","12.799999999999955","5.752","142","74","67","12.799999999999955","5.752",
"1109031766","-138828784","1992058496","51.55","12.799999999999955","5.936","144","75","67","12.799999999999955","5.936",
"1109031767","-138828192","1992058752","57.61","12.799999999999955","6.105","143","77","70","12.799999999999955","6.105",
"1109031768","-138827552","1992059008","63.82","12.799999999999955","6.263","150","77","61","12.799999999999955","6.263",
"1109031769","-138826896","1992059008","70.04","12.799999999999955","6.414","150","79","60","12.799999999999955","6.414",
"1109031770","-138826224","1992059264","76.56","12.799999999999955","6.555","148","79","63","12.799999999999955","6.555",
"1109031771","-138825520","1992059392","83.25","12.799999999999955","6.686","151","80","67","12.799999999999955","6.686",
"1109031772","-138824800","1992059648","89.89","13.0","6.81","150","81","69","13.0","6.81",
"1109031773","-138824064","1992059648","96.78","13.0","6.932","150","81","69","13.0","6.932",
"1109031774","-138823312","1992059776","103.9","13.0","7.055","149","82","70","13.0","7.055",
"1109031775","-138822576","1992060032","110.89","13.0","7.173","150","83","70","13.0","7.173",
"1109031776","-138821824","1992060160","118.15","13.0","7.295","149","84","69","13.0","7.295",
"1109031777","-138821056","1992060288","125.6","13.0","7.4","150","85","71","13.0","7.4",
"1109031778","-138820352","1992060672","132.95","13.0","7.475","150","86","71","13.0","7.475",
"1109031779","-138819696","1992061312","140.57","13.0","7.551","150","88","71","13.0","7.551",
"1109031780","-138819120","1992061824","148.1","13.0","7.621","147","90","76","13.0","7.621",
"1109031781","-138818608","1992062464","155.67","13.0","7.685","147","91","75","13.0","7.685",
"1109031782","-138818160","1992063232","163.44","13.0","7.749","148","91","72","13.0","7.749",
"1109031783","-138817760","1992064000","171.17","13.0","7.812","149","95","74","13.0","7.812",
"1109031784","-138817376","1992064768","179.06","13.0","7.873","148","96","74","13.0","7.873",
"1109031785","-138817024","1992065408","186.93","13.0","7.932","149","98","73","13.0","7.932",
"1109031786","-138816704","1992066304","194.9","13.0","7.993","149","99","73","13.0","7.993",
"1109031787","-138816384","1992067072","202.93","13.0","8.056","150","101","73","13.0","8.056",
"1109031788","-138816064","1992067968","211.07","13.0","8.12","149","101","73","13.0","8.12",
"1109031789","-138815744","1992068736","219.27","13.0","8.337","148","102","73","13.0","8.337",
"1109031790","-138815360","1992069632","227.73","13.0","8.581","152","103","72","13.0","8.581",
"1109031791","-138814944","1992070528","236.4","13.0","8.753","152","104","73","13.0","8.753",
"1109031792","-138814576","1992071424","245.25","13.0","8.878","149","105","76","13.0","8.878",
"1109031793","-138814224","1992072320","254.2","13.0","9.086","148","106","77","13.0","9.086",
"1109031794","-138813888","1992073216","263.46","13.0","9.226","149","107","77","13.0","9.226",
"1109031795","-138813520","1992074112","272.67","13.0","9.263","150","107","75","13.0","9.263",
"1109031796","-138813200","1992075136","281.95","13.0","9.286","150","108","77","13.0","9.286",
