record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1100392832","-138825744","1992059648","0.35","12.799999999999955","0.914","101","60","14","12.799999999999955","0.914",
"1100392833","-138825600","1992059648","1.7","12.799999999999955","1.873","138","60","1","12.799999999999955","1.873",
"1100392834","-138825360","1992059648","3.94","12.799999999999955","2.62","162","61","1","12.799999999999955","2.62",
"1100392835","-138825056","1992059648","6.88","12.799999999999955","3.238","183","61","48","12.799999999999955","3.238",
"1100392836","-138824672","1992059648","10.43","13.0","3.764","178","61","61","13.0","3.764",
"1100392837","-138824256","1992059776","14.4","13.0","4.151","155","62","65","13.0","4.151",
"1100392838","-138823792","1992059776","18.68","13.0","4.432","130","62","74","13.0","4.432",
"1100392839","-138823312","1992059776","23.26","13.0","4.627","112","62","74","13.0","4.627",
"1100392840","-138822800","1992060032","28.05","13.0","4.794","110","62","74","13.0","4.794",
"1100392841","-138822288","1992060032","32.83","13.0","4.946","119","62","74","13.0","4.946",
"1100392842","-138821776","1992060160","37.74","13.0","4.96","26","62","74","13.0","4.96",
"1100392843","-138821280","1992060288","42.56","13.0","4.398","0","63","74","13.0","4.398",
"1100392844","-138820880","1992060544","46.57","13.0","3.675","0","64","0","13.0","3.675",
"1100392845","-138820560","1992060672","49.87","13.0","2.961","0","64","0","13.0","2.961",
"1100392846","-138820320","1992060928","52.48","13.0","2.246","0","65","0","13.0","2.246",
"1100392847","-138820160","1992060928","54.36","13.0","1.546","0","65","0","13.0","1.546",
"1100392848","-138820064","1992061056","55.55","13.0","0.847","0","65","0","13.0","0.847",
"1100392849","-138820016","1992061056","56.06","13.0","0.196","0","65","0","13.0","0.196",
"1100392850","-138820016","1992061056","56.09","13.0","0.0","0","64","0","13.0","0.0",
"1100392851","-138820016","1992061056","56.09","13.0","0.0","0","64","0","13.0","0.0",
"1100392852","-138820016","1992061056","56.09","13.0","0.0","0","64","0","13.0","0.0",
"1100392886","-138820128","1992061312","56.09","13.0","0.036","175","51","0","13.0","0.036",
"1100392887","-138820080","1992061312","56.53","13.0","1.299","175","51","19","13.0","1.299",
"1100392888","-138819904","1992061440","58.49","13.0","2.515","206","52","39","13.0","2.515",
"1100392889","-138819648","1992061568","61.37","13.0","3.271","192","52","1","13.0","3.271",
"1100392890","-138819376","1992061824","65.0","13.0","3.816","160","52","72","13.0","3.816",
"1100392891","-138819056","1992062208","69.02","13.0","4.183","132","53","79","13.0","4.183",
"1100392892","-138818784","1992062464","73.28","13.0","4.477","137","54","79","13.0","4.477",
"1100392893","-138818480","1992062848","77.98","13.0","4.747","131","55","79","13.0","4.747",
"1100392894","-138818192","1992063232","82.86","13.0","5.008","146","56","79","13.0","5.008",
"1100392895","-138817904","1992063744","87.99","13.0","5.251","140","59","79","13.0","5.251",
"1100392896","-138817632","1992064384","93.36","13.0","5.467","137","61","79","13.0","5.467",
"1100392897","-138817376","1992064896","98.95","13.0","5.728","177","62","79","13.0","5.728",
"1100392898","-138817104","1992065408","104.79","13.0","5.922","123","63","81","13.0","5.922",
"1100392899","-138816880","1992065920","110.79","13.0","6.079","139","67","81","13.0","6.079",
"1100392900","-138816624","1992066688","116.96","13.0","6.275","173","68","82","13.0","6.275",
"1100392901","-138816352","1992067200","123.34","13.0","6.476","160","69","83","13.0","6.476",
"1100392902","-138816080","1992067968","129.91","13.0","6.633","139","71","83","13.0","6.633",
"1100392903","-138815808","1992068736","136.61","13.0","6.762","139","72","84","13.0","6.762",
"1100392904","-138815520","1992069248","143.43","13.0","6.894","148","73","83","13.0","6.894",
"1100392905","-138815232","1992070016","150.4","13.0","7.043","167","73","84","13.0","7.043",
"1100392906","-138814928","1992070656","157.52","13.0","7.19","162","74","84","13.0","7.19",
"1100392907","-138814608","1992071424","164.77","13.0","7.304","141","74","83","13.0","7.304",
"1100392908","-138814320","1992072192","172.13","13.0","7.395","134","74","84","13.0","7.395",
"1100392909","-138814032","1992073088","179.57","13.0","7.486","148","75","84","13.0","7.486",
"1100392910","-138813760","1992073856","187.1","13.0","7.562","125","76","85","13.0","7.562",
"1100392911","-138813488","1992074496","194.7","13.0","7.642","145","77","85","13.0","7.642",
"1100392912","-138813200","1992075264","202.37","13.0","7.693","106","78","84","13.0","7.693",
"1100392913","-138812944","1992076160","210.1","13.0","7.765","149","79","85","13.0","7.765",
"1100392914","-138812688","1992076928","217.9","13.0","7.831","127","80","84","13.0","7.831",
"1100392915","-138812416","1992077824","225.76","13.0","7.885","128","81","85","13.0","7.885",
"1100392916","-138812144","1992078592","233.67","13.0","7.936","122","82","85","13.0","7.936",
"1100392917","-138811840","1992079488","241.63","13.0","7.994","131","83","84","13.0","7.994",
"1100392918","-138811520","1992080128","249.68","13.0","8.103","172","84","85","13.0","8.103",
"1100392919","-138811200","1992081152","257.84","13.0","8.214","154","84","85","13.0","8.214",
"1100392920","-138810912","1992081792","266.1","13.0","8.293","150","85","86","13.0","8.293",
"1100392921","-138810672","1992082688","274.42","13.0","8.35","137","86","86","13.0","8.35",
"1100392922","-138810496","1992083584","282.8","13.0","8.415","163","87","85","13.0","8.415",
"1100392923","-138810416","1992084608","291.25","13.0","8.473","149","87","86","13.0","8.473",
"1100392924","-138810400","1992085504","299.75","13.0","8.515","159","88","87","13.0","8.515",
"1100392925","-138810480","1992086400","308.28","13.0","8.548","153","88","87","13.0","8.548",
"1100392926","-138810640","1992087296","316.84","13.0","8.574","147","90","87","13.0","8.574",
"1100392927","-138810880","1992088192","325.43","13.0","8.592","142","91","85","13.0","8.592",
"1100392928","-138811152","1992089088","334.03","13.0","8.608","145","92","86","13.0","8.608",
"1100392929","-138811456","1992089984","342.65","13.0","8.628","148","93","86","13.0","8.628",
