record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.1.target_power[watts],
"1110492614","-138826528","1992059392","0.57","12.799999999999955","0.912","76","67","14","12.799999999999955","0.912","0",
"1110492615","-138826416","1992059392","1.67","12.799999999999955","1.544","86","69","1","12.799999999999955","1.544","0",
"1110492616","-138826224","1992059392","3.49","12.799999999999955","2.094","104","69","1","12.799999999999955","2.094","0",
"1110492617","-138825968","1992059392","5.85","12.799999999999955","2.614","126","70","45","12.799999999999955","2.614","0",
"1110492618","-138825648","1992059392","8.75","12.799999999999955","3.053","103","71","51","12.799999999999955","3.053","0",
"1110492619","-138825328","1992059392","11.91","12.799999999999955","3.372","111","72","70","12.799999999999955","3.372","0",
"1110492620","-138824944","1992059648","15.43","12.799999999999955","3.649","92","73","71","12.799999999999955","3.649","0",
"1110492621","-138824544","1992059648","19.19","13.0","3.859","92","73","72","13.0","3.859","0",
"1110492622","-138824128","1992059648","23.12","13.0","4.045","90","74","76","13.0","4.045","0",
"1110492623","-138823680","1992059776","27.28","13.0","4.219","93","74","77","13.0","4.219","0",
"1110492624","-138823232","1992059776","31.59","13.0","4.384","95","74","77","13.0","4.384","0",
"1110492625","-138822768","1992060032","36.05","13.0","4.529","80","75","78","13.0","4.529","0",
"1110492626","-138822272","1992060032","40.64","13.0","4.641","85","75","78","13.0","4.641","0",
"1110492627","-138821776","1992060160","45.34","13.0","4.754","86","75","78","13.0","4.754","0",
"1110492628","-138821296","1992060288","50.15","13.0","4.86","84","76","79","13.0","4.86","0",
"1110492629","-138820800","1992060544","55.06","13.0","4.987","120","76","79","13.0","4.987","0",
"1110492630","-138820320","1992060928","60.14","13.0","5.15","107","76","75","13.0","5.15","0",
"1110492631","-138819856","1992061056","65.43","13.0","5.473","102","77","77","13.0","5.473","0",
"1110492632","-138819408","1992061568","71.08","13.0","5.787","116","77","78","13.0","5.787","0",
"1110492633","-138818960","1992061952","76.97","13.0","5.986","106","78","79","13.0","5.986","0",
"1110492634","-138818560","1992062464","83.04","13.0","6.137","106","79","81","13.0","6.137","0",
"1110492635","-138818192","1992063104","89.25","13.0","6.277","117","79","82","13.0","6.277","0",
"1110492636","-138817872","1992063744","95.59","13.0","6.392","85","80","81","13.0","6.392","0",
"1110492637","-138817552","1992064384","102.06","13.0","6.464","92","81","82","13.0","6.464","0",
"1110492638","-138817264","1992065024","108.52","13.0","6.543","95","82","78","13.0","6.543","0",
"1110492639","-138816976","1992065664","115.1","13.0","6.619","92","82","79","13.0","6.619","0",
"1110492640","-138816704","1992066304","121.76","13.0","6.689","95","83","78","13.0","6.689","0",
"1110492641","-138816448","1992067072","128.49","13.0","6.775","115","84","79","13.0","6.775","0",
"1110492642","-138816192","1992067584","135.31","13.0","6.873","116","84","80","13.0","6.873","0",
"1110492643","-138815920","1992068352","142.23","13.0","6.954","96","85","81","13.0","6.954","0",
"1110492644","-138815632","1992069120","149.22","13.0","7.009","99","85","79","13.0","7.009","0",
"1110492645","-138815328","1992069760","156.25","13.0","7.063","97","86","80","13.0","7.063","0",
"1110492646","-138815024","1992070528","163.34","13.0","7.11","93","86","80","13.0","7.11","0",
"1110492647","-138814720","1992071296","170.47","13.0","7.148","88","87","80","13.0","7.148","0",
"1110492648","-138814416","1992071936","177.63","13.0","7.182","91","88","80","13.0","7.182","0",
"1110492649","-138814112","1992072704","184.84","13.0","7.214","82","89","79","13.0","7.214","0",
"1110492650","-138813840","1992073472","192.07","13.0","7.26","112","89","81","13.0","7.26","0",
"1110492651","-138813584","1992074112","199.36","13.0","7.313","86","90","81","13.0","7.313","0",
"1110492652","-138813328","1992074880","206.71","13.0","7.343","97","90","81","13.0","7.343","0",
"1110492653","-138813072","1992075648","214.06","13.0","7.388","101","91","81","13.0","7.388","0",
"1110492654","-138812848","1992076544","221.47","13.0","7.434","99","92","81","13.0","7.434","0",
"1110492655","-138812592","1992077312","228.93","13.0","7.477","98","92","82","13.0","7.477","0",
"1110492656","-138812352","1992077952","236.44","13.0","7.517","83","93","82","13.0","7.517","0",
"1110492657","-138812080","1992078720","243.96","13.0","7.544","86","93","82","13.0","7.544","0",
"1110492658","-138811776","1992079616","251.52","13.0","7.58","91","94","82","13.0","7.58","0",
"1110492659","-138811472","1992080384","259.12","13.0","7.621","92","94","81","13.0","7.621","0",
