record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1093808626","567665567","-628906949","5.81","5.729","44.200000000000045","67","25","67",,,
"1093808627","567665934","-628906174","11.76","5.916","44.200000000000045","70","25","70",,,
"1093808628","567666321","-628905375","17.98","6.074","44.0","72","25","72",,,
"1093808629","567666698","-628904549","24.27","6.186","44.0","76","25","76",,,
"1093808630","567667085","-628903725","30.65","6.298","44.0","78","25","78",,,
"1093808631","567667472","-628902918","36.86","6.354","44.0","81","25","81","18.9",,
"1093808632","567667876","-628902095","43.21","6.466","43.799999999999955","83","25","83","18.9",,
"1093808633","567668311","-628901280","49.67","6.466","43.799999999999955","86","25","86","18.9",,
"1093808634","567668771","-628900436","56.5","6.531","43.799999999999955","87","25","87","18.9",,
"1093808635","567669273","-628899624","63.52","6.625","43.799999999999955","89","25","89","18.9",,
"1093808636","567669749","-628898784","70.31","6.746","43.799999999999955","91","25","91","18.9",,
"1093808637","567670254","-628897929","77.43","6.783","43.799999999999955","91","25","91","18.9",,
"1093808638","567670783","-628897078","84.92","6.877","43.799999999999955","92","25","92","18.9",,
"1093808639","567671250","-628896257","91.65","6.877","43.799999999999955","92","25","92","18.9",,
"1093808640","567671755","-628895446","98.59","6.905","44.200000000000045","92","25","92","19.29",,
"1093808641","567672259","-628894710","104.93","6.737","44.200000000000045","92","25","92","19.29",,
"1093808642","567672694","-628893796","111.65","6.606","44.200000000000045","91","25","91","19.29",,
"1093808643","567672724","-628892699","118.34","6.606","44.200000000000045","91","25","91","19.29",,
"1093808644","567672247","-628891797","125.48","6.811","44.39999999999998","90","25","90","19.29",,
"1093808645","567671593","-628891147","132.64","7.287","44.39999999999998","89","25","89","19.29",,
"1093808646","567670861","-628890405","141.06","7.716","44.39999999999998","89","25","89","19.16",,
"1093808647","567670210","-628889579","149.08","7.996","44.39999999999998","89","25","89","19.16",,
"1093808648","567669563","-628888721","157.16","8.099","44.39999999999998","89","25","89","19.16",,
"1093808649","567668882","-628887958","165.19","7.782","44.39999999999998","89","25","89","19.16",,
"1093808650","567668243","-628887333","172.43","7.073","44.200000000000045","89","25","89","19.16",,
"1093808651","567667645","-628886765","178.98","6.755","44.0","89","25","89","19.86",,
"1093808652","567667125","-628886229","184.99","5.794","44.0","89","25","89","19.86",,
"1093808653","567666666","-628885815","189.91","5.039","43.799999999999955","90","25","90","19.86",,
"1093808654","567666282","-628885471","194.1","4.078","43.60000000000002","91","25","91","19.86",,
"1093808655","567665958","-628885211","197.57","3.275","43.39999999999998","91","25","91","19.86",,
"1093808656","567665639","-628885001","200.69","3.284","43.200000000000045","91","25","91","19.93",,
"1093808657","567665273","-628884797","204.2","3.49","42.799999999999955","92","25","92","19.93",,
"1093808658","567664945","-628884361","207.92","4.096","42.799999999999955","92","25","92","19.93",,
"1093808659","567664831","-628883604","212.68","4.563","42.60000000000002","92","25","92","19.93",,
"1093808660","567664964","-628882776","218.0","5.188","42.200000000000045","92","25","92","19.93",,
"1093808661","567665195","-628881983","223.39","5.608","42.200000000000045","92","25","92","21.16",,
"1093808662","567665455","-628881091","229.45","6.149","42.0","93","25","93","21.16",,
"1093808663","567665742","-628880102","236.36","6.643","41.799999999999955","93","25","93","21.16",,
"1093808664","567666104","-628879133","243.26","7.166","41.799999999999955","93","25","93","21.16",,
"1093808665","567666516","-628878159","250.49","7.362","41.799999999999955","94","25","94","21.16",,
"1093808666","567666982","-628877168","257.99","7.623","41.799999999999955","95","25","95","20.41",,
"1093808667","567667487","-628876117","266.17","7.866","41.799999999999955","96","25","96","20.41",,
"1093808668","567668016","-628875075","274.43","8.043","41.60000000000002","97","25","97","20.41",,
"1093808669","567668568","-628874036","282.78","8.286","41.39999999999998","98","25","98","20.41",,
"1093808670","567669136","-628873024","291.21","8.416","41.200000000000045","100","25","100","19.9",,
"1093808671","567669685","-628871965","299.56","8.556","41.200000000000045","102","25","102","19.9",,
"1093808672","567670250","-628870858","308.21","8.668","41.0","103","25","103","19.9",,
"1093808673","567670834","-628869734","317.24","8.724","40.799999999999955","104","25","104","19.9",,
"1093808674","567671430","-628868663","325.78","8.827","40.799999999999955","105","25","105","19.9",,
"1093808675","567672063","-628867570","334.94","8.79","40.799999999999955","107","25","107","19.9",,
"1093808676","567672669","-628866493","343.74","8.855","40.60000000000002","108","25","108","19.96",,
"1093808677","567673258","-628865385","352.9","8.771","40.39999999999998","109","25","109","19.96",,
"1093808678","567673795","-628864303","361.23","8.836","40.200000000000045","109","25","109","19.96",,
"1093808679","567674357","-628863212","369.87","8.752","40.200000000000045","110","25","110","19.96",,
"1093808680","567674921","-628862139","378.45","8.678","40.0","110","25","110","19.96",,
"1093808681","567675452","-628861021","387.0","8.64","40.0","110","25","110","20.39",,
"1093808682","567675967","-628859848","395.86","8.566","40.0","110","25","110","20.39",,
"1093808683","567676489","-628858723","404.43","8.538","40.0","110","25","110","20.39",,
"1093808684","567677028","-628857654","412.87","8.416","40.0","110","25","110","20.39",,
"1093808685","567677545","-628856600","421.02","8.286","40.0","110","25","110","23.04",,
"1093808686","567678031","-628855490","429.32","8.211","40.0","110","25","110","23.04",,
"1093808687","567678458","-628854338","437.68","8.108","40.0","110","25","110","23.04",,
"1093808688","567678830","-628853217","445.54","7.903","40.0","111","25","111","23.04",,
"1093808689","567679185","-628852144","452.99","7.567","40.0","111","25","111","23.04",,
"1093808690","567679498","-628851191","459.72","6.597","40.0","111","25","111","24.81",,
"1093808691","567679749","-628850317","465.7","5.85","40.0","111","25","111","24.81",,
"1093808692","567679961","-628849572","470.81","4.955","40.0","111","25","111","24.81",,
