Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,3,record,timestamp,"1094517012",s,position_lat,"-259318880",semicircles,position_long,"1982644608",semicircles,distance,"0.13",m,heart_rate,"69",bpm,altitude,"13.799999999999955",m,speed,"0.958",m/s,power,"279",watts,cadence,"14",rpm,enhanced_altitude,"13.799999999999955",m,enhanced_speed,"0.958",m/s,
Data,3,record,timestamp,"1094517013",s,position_lat,"-259318912",semicircles,position_long,"1982644608",semicircles,distance,"0.29",m,heart_rate,"69",bpm,altitude,"13.799999999999955",m,speed,"1.38",m/s,power,"279",watts,cadence,"20",rpm,enhanced_altitude,"13.799999999999955",m,enhanced_speed,"1.38",m/s,
Data,3,record,timestamp,"1094517014",s,position_lat,"-259319088",semicircles,position_long,"1982644480",semicircles,distance,"2.62",m,heart_rate,"69",bpm,altitude,"13.600000000000023",m,speed,"2.998",m/s,power,"241",watts,cadence,"46",rpm,enhanced_altitude,"13.600000000000023",m,enhanced_speed,"2.998",m/s,
Data,3,record,timestamp,"1094517015",s,position_lat,"-259319248",semicircles,position_long,"1982644096",semicircles,distance,"6.12",m,heart_rate,"69",bpm,altitude,"13.600000000000023",m,speed,"3.919",m/s,power,"196",watts,cadence,"1",rpm,enhanced_altitude,"13.600000000000023",m,enhanced_speed,"3.919",m/s,
Data,3,record,timestamp,"1094517016",s,position_lat,"-259319424",semicircles,position_long,"1982643712",semicircles,distance,"10.37",m,heart_rate,"70",bpm,altitude,"13.600000000000023",m,speed,"4.532",m/s,power,"169",watts,cadence,"52",rpm,enhanced_altitude,"13.600000000000023",m,enhanced_speed,"4.532",m/s,
Data,3,record,timestamp,"1094517017",s,position_lat,"-259319616",semicircles,position_long,"1982643200",semicircles,distance,"15.15",m,heart_rate,"71",bpm,altitude,"13.600000000000023",m,speed,"4.977",m/s,power,"125",watts,cadence,"68",rpm,enhanced_altitude,"13.600000000000023",m,enhanced_speed,"4.977",m/s,
Data,3,record,timestamp,"1094517018",s,position_lat,"-259319808",semicircles,position_long,"1982642688",semicircles,distance,"20.3",m,heart_rate,"71",bpm,altitude,"13.399999999999977",m,speed,"5.309",m/s,power,"140",watts,cadence,"69",rpm,enhanced_altitude,"13.399999999999977",m,enhanced_speed,"5.309",m/s,
Data,3,record,timestamp,"1094517019",s,position_lat,"-259320048",semicircles,position_long,"1982642048",semicircles,distance,"25.77",m,heart_rate,"73",bpm,altitude,"13.399999999999977",m,speed,"5.637",m/s,power,"151",watts,cadence,"63",rpm,enhanced_altitude,"13.399999999999977",m,enhanced_speed,"5.637",m/s,
Data,3,record,timestamp,"1094517020",s,position_lat,"-259320272",semicircles,position_long,"1982641408",semicircles,distance,"31.57",m,heart_rate,"74",bpm,altitude,"13.399999999999977",m,speed,"5.935",m/s,power,"153",watts,cadence,"64",rpm,enhanced_altitude,"13.399999999999977",m,enhanced_speed,"5.935",m/s,
Data,3,record,timestamp,"1094517021",s,position_lat,"-259320512",semicircles,position_long,"1982640768",semicircles,distance,"37.64",m,heart_rate,"77",bpm,altitude,"13.399999999999977",m,speed,"6.207",m/s,power,"168",watts,cadence,"70",rpm,enhanced_altitude,"13.399999999999977",m,enhanced_speed,"6.207",m/s,
