record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1082407371","-138830800","1992057216","2.22","55","12.799999999999955","1.612","88","1","12.799999999999955","1.612",
"1082407372","-138830640","1992057216","4.16","55","12.799999999999955","2.3","141","69","12.799999999999955","2.3",
"1082407373","-138830400","1992057472","6.75","55","12.799999999999955","2.924","145","75","12.799999999999955","2.924",
"1082407374","-138830128","1992057728","10.0","55","12.799999999999955","3.439","146","75","12.799999999999955","3.439",
"1082407375","-138829808","1992057984","13.66","55","12.799999999999955","3.86","145","76","12.799999999999955","3.86",
"1082407376","-138829456","1992058112","17.65","56","12.799999999999955","4.218","144","76","12.799999999999955","4.218",
"1082407377","-138829056","1992058496","22.09","56","12.799999999999955","4.544","145","75","12.799999999999955","4.544",
"1082407378","-138828592","1992058752","26.79","57","12.799999999999955","4.83","145","74","12.799999999999955","4.83",
"1082407379","-138828080","1992058880","31.75","57","12.799999999999955","5.087","145","75","12.799999999999955","5.087",
"1082407380","-138827568","1992059008","36.96","59","12.799999999999955","5.319","145","76","12.799999999999955","5.319",
"1082407381","-138826992","1992059264","42.38","60","12.799999999999955","5.529","146","77","12.799999999999955","5.529",
"1082407382","-138826416","1992059264","47.92","61","12.799999999999955","5.722","146","78","12.799999999999955","5.722",
"1082407383","-138825792","1992059392","53.84","62","12.799999999999955","5.918","145","78","12.799999999999955","5.918",
"1082407384","-138825152","1992059648","59.85","64","12.799999999999955","6.095","143","79","12.799999999999955","6.095",
"1082407385","-138824496","1992059648","66.02","64","13.0","6.249","145","78","13.0","6.249",
"1082407386","-138823824","1992059776","72.35","66","13.0","6.388","145","78","13.0","6.388",
"1082407387","-138823136","1992059776","78.8","67","13.0","6.521","145","77","13.0","6.521",
"1082407388","-138822448","1992060032","85.39","68","13.0","6.651","145","76","13.0","6.651",
"1082407389","-138821744","1992060160","92.0","69","13.0","6.775","145","77","13.0","6.775",
"1082407390","-138821040","1992060544","98.95","70","13.0","6.901","144","76","13.0","6.901",
"1082407391","-138820368","1992060672","105.91","71","13.0","7.025","146","77","13.0","7.025",
"1082407392","-138819744","1992061312","113.0","71","13.0","7.166","145","77","13.0","7.166",
"1082407393","-138819184","1992061824","120.24","73","13.0","7.283","144","76","13.0","7.283",
"1082407394","-138818640","1992062336","127.56","74","13.0","7.359","145","76","13.0","7.359",
"1082407395","-138818192","1992063104","134.84","75","13.0","7.431","144","76","13.0","7.431",
"1082407396","-138817792","1992063744","142.42","76","13.0","7.502","145","75","13.0","7.502",
"1082407397","-138817424","1992064512","149.96","77","13.0","7.574","146","75","13.0","7.574",
"1082407398","-138817088","1992065280","157.58","79","13.0","7.65","145","76","13.0","7.65",
"1082407399","-138816784","1992065920","165.27","80","13.0","7.728","146","77","13.0","7.728",
"1082407400","-138816480","1992066688","173.04","81","13.0","7.809","145","79","13.0","7.809",
"1082407401","-138816192","1992067584","180.76","82","13.0","7.89","144","80","13.0","7.89",
"1082407402","-138815872","1992068352","188.69","83","13.0","7.972","143","81","13.0","7.972",
"1082407403","-138815552","1992069248","196.71","84","13.0","8.044","143","81","13.0","8.044",
"1082407404","-138815168","1992070016","204.77","85","13.0","8.083","144","78","13.0","8.083",
"1082407405","-138814832","1992070656","212.88","86","13.0","8.13","146","78","13.0","8.13",
"1082407406","-138814496","1992071680","221.03","87","13.0","8.183","145","79","13.0","8.183",
"1082407407","-138814144","1992072576","229.38","88","13.0","8.243","146","80","13.0","8.243",
"1082407408","-138813840","1992073216","237.65","88","13.0","8.305","145","81","13.0","8.305",
"1082407409","-138813552","1992074112","245.86","89","13.0","8.368","144","81","13.0","8.368",
"1082407410","-138813248","1992075136","254.43","89","13.0","8.415","143","83","13.0","8.415",
"1082407411","-138812944","1992076032","262.81","90","13.0","8.436","145","82","13.0","8.436",
"1082407412","-138812672","1992076672","271.26","91","13.0","8.458","144","82","13.0","8.458",
"1082407413","-138812400","1992077696","279.73","91","13.0","8.478","143","82","13.0","8.478",
"1082407414","-138812096","1992078592","288.22","92","13.0","8.505","145","81","13.0","8.505",
"1082407415","-138811776","1992079488","296.61","92","13.0","8.536","145","81","13.0","8.536",
"1082407416","-138811440","1992080384","305.16","93","13.0","8.57","146","82","13.0","8.57",
"1082407417","-138811104","1992081152","313.89","93","13.0","8.605","148","82","13.0","8.605",
"1082407418","-138810816","1992082048","322.51","94","13.0","8.637","151","83","13.0","8.637",
"1082407419","-138810592","1992082944","331.02","95","13.0","8.661","149","83","13.0","8.661",
"1082407420","-138810448","1992083840","339.83","96","13.0","8.674","148","85","13.0","8.674",
"1082407421","-138810400","1992084864","348.49","96","13.0","8.677","149","84","13.0","8.677",
"1082407422","-138810400","1992085888","357.04","97","13.0","8.674","150","83","13.0","8.674",
"1082407423","-138810512","1992086784","365.85","98","13.0","8.667","149","83","13.0","8.667",
"1082407424","-138810720","1992087680","374.52","98","13.0","8.668","149","82","13.0","8.668",
"1082407425","-138810976","1992088576","383.19","99","13.0","8.683","151","83","13.0","8.683",
"1082407426","-138811264","1992089472","391.89","100","13.0","8.708","149","83","13.0","8.708",
"1082407427","-138811584","1992090368","400.61","101","13.0","8.74","149","83","13.0","8.74",
"1082407428","-138811888","1992091264","409.37","101","13.0","8.764","151","83","13.0","8.764",
"1082407429","-138812192","1992092160","418.13","102","13.200000000000045","8.757","150","82","13.200000000000045","8.757",
"1082407430","-138812512","1992093056","426.88","102","13.200000000000045","8.74","149","83","13.200000000000045","8.74",
"1082407431","-138812832","1992094080","435.47","103","13.200000000000045","8.721","150","83","13.200000000000045","8.721",
"1082407432","-138813120","1992094976","444.32","103","13.200000000000045","8.697","150","83","13.200000000000045","8.697",
"1082407433","-138813392","1992095872","453.0","103","13.200000000000045","8.671","151","83","13.200000000000045","8.671",
"1082407434","-138813616","1992096768","461.69","104","13.200000000000045","8.639","150","82","13.200000000000045","8.639",
"1082407435","-138813792","1992097664","470.18","104","13.399999999999977","8.6","148","83","13.399999999999977","8.6",
"1082407436","-138813904","1992098560","478.86","104","13.399999999999977","8.553","150","83","13.399999999999977","8.553",
"1082407437","-138813920","1992099456","487.38","104","13.399999999999977","8.5","150","83","13.399999999999977","8.5",
"1082407438","-138813840","1992100352","495.78","104","13.600000000000023","8.44","151","85","13.600000000000023","8.44",
"1082407439","-138813648","1992101248","504.26","105","13.600000000000023","8.371","149","84","13.600000000000023","8.371",
