record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1109109504","-138830400","1992057600","0.36","12.799999999999955","0.921","97","63","14","12.799999999999955","0.921",
"1109109505","-138830368","1992057600","0.57","12.799999999999955","1.156","107","63","17","12.799999999999955","1.156",
"1109109506","-138830208","1992057600","2.2","12.799999999999955","1.977","107","62","30","12.799999999999955","1.977",
"1109109507","-138829984","1992057728","4.51","12.799999999999955","2.55","97","62","1","12.799999999999955","2.55",
"1109109508","-138829744","1992057984","7.25","12.799999999999955","2.934","97","62","123","12.799999999999955","2.934",
"1109109509","-138829456","1992058112","10.27","12.799999999999955","3.184","77","62","123","12.799999999999955","3.184",
"1109109510","-138829152","1992058368","13.65","12.799999999999955","3.457","114","62","80","12.799999999999955","3.457",
"1109109511","-138828832","1992058496","17.26","12.799999999999955","3.777","114","63","80","12.799999999999955","3.777",
"1109109512","-138828432","1992058752","21.15","12.799999999999955","4.022","89","64","82","12.799999999999955","4.022",
"1109109513","-138828032","1992058880","25.27","12.799999999999955","4.205","89","66","82","12.799999999999955","4.205",
"1109109514","-138827584","1992059008","29.53","12.799999999999955","4.345","79","67","82","12.799999999999955","4.345",
"1109109515","-138827136","1992059008","33.98","12.799999999999955","4.465","76","68","82","12.799999999999955","4.465",
"1109109516","-138826656","1992059264","38.51","12.799999999999955","4.602","87","71","83","12.799999999999955","4.602",
"1109109517","-138826160","1992059392","43.18","12.799999999999955","4.731","87","72","83","12.799999999999955","4.731",
"1109109518","-138825648","1992059392","47.97","12.799999999999955","4.83","79","73","83","12.799999999999955","4.83",
"1109109519","-138825136","1992059648","52.86","12.799999999999955","4.95","76","75","81","12.799999999999955","4.95",
"1109109520","-138824608","1992059648","57.79","13.0","5.027","76","76","81","13.0","5.027",
"1109109521","-138824064","1992059648","62.86","13.0","5.126","83","77","81","13.0","5.126",
"1109109522","-138823520","1992059776","68.06","13.0","5.228","83","77","81","13.0","5.228",
"1109109523","-138822960","1992060032","73.38","13.0","5.322","88","77","81","13.0","5.322",
"1109109524","-138822400","1992060032","78.7","13.0","5.404","88","78","81","13.0","5.404",
"1109109525","-138821824","1992060160","84.18","13.0","5.437","70","79","81","13.0","5.437",
"1109109526","-138821264","1992060288","89.56","13.0","5.473","70","80","80","13.0","5.473",
"1109109527","-138820720","1992060544","95.12","13.0","5.515","73","80","80","13.0","5.515",
"1109109528","-138820208","1992060928","100.65","13.0","5.56","73","80","82","13.0","5.56",
"1109109529","-138819728","1992061312","106.24","13.0","5.602","73","80","82","13.0","5.602",
"1109109530","-138819296","1992061568","111.86","13.0","5.638","70","81","80","13.0","5.638",
"1109109531","-138818912","1992062208","117.51","13.0","5.673","70","81","80","13.0","5.673",
"1109109532","-138818544","1992062720","123.2","13.0","5.714","73","81","81","13.0","5.714",
"1109109533","-138818192","1992063232","128.89","13.0","5.754","73","82","81","13.0","5.754",
"1109109534","-138817888","1992063744","134.65","13.0","5.792","77","82","81","13.0","5.792",
"1109109535","-138817600","1992064384","140.54","13.0","5.84","77","82","81","13.0","5.84",
"1109109536","-138817328","1992064896","146.4","13.0","5.872","70","82","81","13.0","5.872",
"1109109537","-138817072","1992065408","152.18","13.0","5.884","61","82","80","13.0","5.884",
"1109109538","-138816832","1992065920","158.19","13.0","5.92","72","82","82","13.0","5.92",
"1109109539","-138816592","1992066688","164.13","13.0","5.959","83","83","82","13.0","5.959",
"1109109540","-138816352","1992067200","170.05","13.0","6.017","83","83","82","13.0","6.017",
"1109109541","-138816112","1992067968","176.28","13.0","6.21","76","83","82","13.0","6.21",
"1109109542","-138815856","1992068480","182.54","13.0","6.413","76","83","82","13.0","6.413",
"1109109543","-138815584","1992069248","189.02","13.0","6.562","75","83","85","13.0","6.562",
"1109109544","-138815296","1992069760","195.71","13.0","6.665","76","83","86","13.0","6.665",
"1109109545","-138815024","1992070528","202.37","13.0","6.759","76","84","86","13.0","6.759",
"1109109546","-138814736","1992071296","209.17","13.0","6.836","74","84","86","13.0","6.836",
"1109109547","-138814448","1992071936","216.02","13.0","6.899","74","85","86","13.0","6.899",
"1109109548","-138814176","1992072576","222.85","13.0","6.948","75","85","85","13.0","6.948",
"1109109549","-138813904","1992073216","229.81","13.0","6.993","75","85","85","13.0","6.993",
"1109109550","-138813632","1992073984","236.95","13.0","7.027","71","86","84","13.0","7.027",
"1109109551","-138813392","1992074752","243.9","13.0","7.05","71","87","84","13.0","7.05",
"1109109552","-138813152","1992075392","251.0","13.0","7.064","67","87","83","13.0","7.064",
"1109109553","-138812928","1992076160","258.09","13.0","7.096","78","88","83","13.0","7.096",
"1109109554","-138812704","1992076928","265.19","13.0","7.116","78","88","83","13.0","7.116",
"1109109555","-138812464","1992077696","272.24","13.0","7.136","75","89","83","13.0","7.136",
"1109109556","-138812192","1992078336","279.49","13.0","7.161","75","89","83","13.0","7.161",
"1109109557","-138811888","1992079104","286.67","13.0","7.194","74","90","84","13.0","7.194",
"1109109558","-138811600","1992079872","293.88","13.0","7.229","74","90","84","13.0","7.229",
"1109109559","-138811296","1992080512","301.13","13.0","7.257","74","90","83","13.0","7.257",
"1109109560","-138811024","1992081280","308.35","13.0","7.277","74","90","84","13.0","7.277",
"1109109561","-138810800","1992082176","315.7","13.0","7.305","98","90","86","13.0","7.305",
"1109109562","-138810624","1992082944","323.02","13.0","7.348","98","90","86","13.0","7.348",
"1109109563","-138810480","1992083584","330.37","13.0","7.363","87","91","86","13.0","7.363",
"1109109564","-138810400","1992084608","337.73","13.0","7.349","73","91","84","13.0","7.349",
"1109109565","-138810352","1992085248","345.07","13.0","7.326","73","91","84","13.0","7.326",
"1109109566","-138810352","1992086016","352.34","13.0","7.322","84","91","84","13.0","7.322",
"1109109567","-138810448","1992086912","359.65","13.0","7.315","84","91","84","13.0","7.315",
"1109109568","-138810624","1992087680","367.06","13.0","7.311","96","91","84","13.0","7.311",
"1109109569","-138810832","1992088320","374.28","13.0","7.328","96","91","84","13.0","7.328",
"1109109570","-138811072","1992089344","381.69","13.0","7.33","92","92","86","13.0","7.33",
"1109109571","-138811312","1992089984","389.01","13.0","7.34","92","92","85","13.0","7.34",
"1109109572","-138811584","1992090752","396.34","13.0","7.328","79","92","85","13.0","7.328",
"1109109573","-138811824","1992091520","403.71","13.0","7.386","106","93","86","13.0","7.386",
"1109109574","-138812096","1992092160","411.05","13.200000000000045","7.413","106","93","86","13.200000000000045","7.413",
"1109109575","-138812416","1992092928","418.45","13.200000000000045","7.362","73","94","88","13.200000000000045","7.362",
"1109109576","-138812752","1992093696","425.84","13.200000000000045","7.326","73","94","88","13.200000000000045","7.326",
"1109109577","-138813040","1992094336","433.11","13.200000000000045","7.292","73","94","86","13.200000000000045","7.292",
"1109109578","-138813296","1992095104","440.43","13.200000000000045","7.258","73","94","86","13.200000000000045","7.258",
"1109109579","-138813488","1992096000","447.65","13.200000000000045","7.203","63","94","85","13.200000000000045","7.203",
"1109109580","-138813664","1992096768","454.78","13.200000000000045","7.164","74","94","84","13.200000000000045","7.164",
"1109109581","-138813808","1992097536","461.97","13.399999999999977","7.125","77","94","83","13.399999999999977","7.125",
"1109109582","-138813904","1992098176","469.0","13.399999999999977","7.086","74","94","83","13.399999999999977","7.086",
"1109109583","-138813936","1992099072","476.15","13.399999999999977","7.03","74","94","83","13.399999999999977","7.03",
"1109109584","-138813920","1992099840","483.07","13.399999999999977","6.968","79","94","83","13.399999999999977","6.968",
"1109109585","-138813824","1992100608","490.1","13.600000000000023","6.906","79","94","83","13.600000000000023","6.906",
"1109109586","-138813664","1992101248","496.84","13.600000000000023","6.845","85","94","82","13.600000000000023","6.845",
"1109109587","-138813440","1992102016","503.73","13.600000000000023","6.776","85","94","82","13.600000000000023","6.776",
"1109109588","-138813152","1992102784","510.57","13.799999999999955","6.777","130","94","83","13.799999999999955","6.777",
"1109109589","-138812848","1992103296","517.34","13.799999999999955","6.783","130","94","83","13.799999999999955","6.783",
