Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,3,record,timestamp,"1081207919",s,position_lat,"-138862112",semicircles,position_long,"1992174464",semicircles,distance,"2.15",m,heart_rate,"63",bpm,altitude,"14.200000000000045",m,speed,"2.615",m/s,power,"251",watts,cadence,"40",rpm,enhanced_altitude,"14.200000000000045",m,enhanced_speed,"2.615",m/s,
Data,3,record,timestamp,"1081207920",s,position_lat,"-138861872",semicircles,position_long,"1992174720",semicircles,distance,"5.19",m,heart_rate,"63",bpm,altitude,"14.200000000000045",m,speed,"3.401",m/s,power,"153",watts,cadence,"53",rpm,enhanced_altitude,"14.200000000000045",m,enhanced_speed,"3.401",m/s,
Data,3,record,timestamp,"1081207921",s,position_lat,"-138861600",semicircles,position_long,"1992174976",semicircles,distance,"8.87",m,heart_rate,"64",bpm,altitude,"14.399999999999977",m,speed,"3.849",m/s,power,"172",watts,cadence,"60",rpm,enhanced_altitude,"14.399999999999977",m,enhanced_speed,"3.849",m/s,
Data,3,record,timestamp,"1081207922",s,position_lat,"-138861376",semicircles,position_long,"1992175360",semicircles,distance,"12.93",m,heart_rate,"64",bpm,altitude,"14.399999999999977",m,speed,"4.26",m/s,power,"176",watts,cadence,"60",rpm,enhanced_altitude,"14.399999999999977",m,enhanced_speed,"4.26",m/s,
Data,3,record,timestamp,"1081207923",s,position_lat,"-138861200",semicircles,position_long,"1992175744",semicircles,distance,"17.31",m,heart_rate,"65",bpm,altitude,"14.399999999999977",m,speed,"4.597",m/s,power,"162",watts,cadence,"60",rpm,enhanced_altitude,"14.399999999999977",m,enhanced_speed,"4.597",m/s,
Data,3,record,timestamp,"1081207924",s,position_lat,"-138861040",semicircles,position_long,"1992176256",semicircles,distance,"22.06",m,heart_rate,"67",bpm,altitude,"14.399999999999977",m,speed,"4.868",m/s,power,"150",watts,cadence,"61",rpm,enhanced_altitude,"14.399999999999977",m,enhanced_speed,"4.868",m/s,
Data,3,record,timestamp,"1081207925",s,position_lat,"-138860928",semicircles,position_long,"1992176896",semicircles,distance,"27.11",m,heart_rate,"67",bpm,altitude,"14.399999999999977",m,speed,"5.11",m/s,power,"162",watts,cadence,"72",rpm,enhanced_altitude,"14.399999999999977",m,enhanced_speed,"5.11",m/s,
Data,3,record,timestamp,"1081207926",s,position_lat,"-138860864",semicircles,position_long,"1992177408",semicircles,distance,"32.34",m,heart_rate,"68",bpm,altitude,"14.399999999999977",m,speed,"5.348",m/s,power,"175",watts,cadence,"73",rpm,enhanced_altitude,"14.399999999999977",m,enhanced_speed,"5.348",m/s,
Data,3,record,timestamp,"1081207927",s,position_lat,"-138860832",semicircles,position_long,"1992177920",semicircles,distance,"37.81",m,heart_rate,"68",bpm,altitude,"14.399999999999977",m,speed,"5.581",m/s,power,"168",watts,cadence,"74",rpm,enhanced_altitude,"14.399999999999977",m,enhanced_speed,"5.581",m/s,
Data,3,record,timestamp,"1081207928",s,position_lat,"-138860848",semicircles,position_long,"1992178688",semicircles,distance,"43.5",m,heart_rate,"70",bpm,altitude,"14.600000000000023",m,speed,"5.763",m/s,power,"148",watts,cadence,"74",rpm,enhanced_altitude,"14.600000000000023",m,enhanced_speed,"5.763",m/s,
