Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,0,record,timestamp,"1084211920",s,distance,"0.0",m,enhanced_altitude,"183.39999999999998",m,heart_rate,"65",bpm,temperature,"23",C,unknown,"0",,unknown,"65",,
Data,0,record,timestamp,"1084211921",s,distance,"0.0",m,enhanced_altitude,"183.39999999999998",m,heart_rate,"65",bpm,temperature,"23",C,unknown,"0",,unknown,"65",,
Data,0,record,timestamp,"1084211922",s,distance,"0.0",m,enhanced_altitude,"183.39999999999998",m,heart_rate,"65",bpm,temperature,"23",C,unknown,"0",,unknown,"65",,
Data,0,record,timestamp,"1084211923",s,distance,"0.0",m,enhanced_altitude,"183.39999999999998",m,heart_rate,"64",bpm,temperature,"23",C,unknown,"0",,unknown,"64",,
Data,0,record,timestamp,"1084211925",s,distance,"0.0",m,enhanced_altitude,"183.39999999999998",m,heart_rate,"64",bpm,temperature,"23",C,unknown,"0",,unknown,"64",,
Data,2,record,timestamp,"1084211926",s,distance,"0.0",m,enhanced_altitude,"183.39999999999998",m,enhanced_respiration_rate,"12.99",Breaths/min,heart_rate,"64",bpm,temperature,"22",C,unknown,"0",,unknown,"64",,
Data,3,record,timestamp,"1084211927",s,position_lat,"567664728",semicircles,position_long,"-628918980",semicircles,distance,"0.0",m,enhanced_speed,"0.513",m/s,enhanced_altitude,"183.39999999999998",m,enhanced_respiration_rate,"12.99",Breaths/min,heart_rate,"65",bpm,temperature,"22",C,unknown,"1",,unknown,"65",,
Data,3,record,timestamp,"1084211928",s,position_lat,"567664595",semicircles,position_long,"-628918617",semicircles,distance,"1.8",m,enhanced_speed,"0.896",m/s,enhanced_altitude,"183.39999999999998",m,enhanced_respiration_rate,"12.99",Breaths/min,heart_rate,"65",bpm,temperature,"22",C,unknown,"1",,unknown,"65",,
Data,3,record,timestamp,"1084211929",s,position_lat,"567664667",semicircles,position_long,"-628918195",semicircles,distance,"4.81",m,enhanced_speed,"0.793",m/s,enhanced_altitude,"185.60000000000002",m,enhanced_respiration_rate,"12.99",Breaths/min,heart_rate,"66",bpm,temperature,"22",C,unknown,"1",,unknown,"66",,
Data,3,record,timestamp,"1084211930",s,position_lat,"567664858",semicircles,position_long,"-628917712",semicircles,distance,"7.71",m,enhanced_speed,"1.791",m/s,enhanced_altitude,"185.60000000000002",m,enhanced_respiration_rate,"12.99",Breaths/min,heart_rate,"67",bpm,temperature,"22",C,unknown,"1",,unknown,"67",,
Data,3,record,timestamp,"1084211931",s,position_lat,"567664660",semicircles,position_long,"-628916999",semicircles,distance,"13.7",m,enhanced_speed,"2.211",m/s,enhanced_altitude,"185.60000000000002",m,enhanced_respiration_rate,"13.58",Breaths/min,heart_rate,"67",bpm,temperature,"22",C,unknown,"1",,unknown,"67",,
Data,3,record,timestamp,"1084211932",s,position_lat,"567664697",semicircles,position_long,"-628916480",semicircles,distance,"17.09",m,enhanced_speed,"3.079",m/s,enhanced_altitude,"185.79999999999995",m,enhanced_respiration_rate,"13.58",Breaths/min,heart_rate,"67",bpm,temperature,"22",C,unknown,"1",,unknown,"67",,
Data,3,record,timestamp,"1084211933",s,position_lat,"567664808",semicircles,position_long,"-628915843",semicircles,distance,"21.62",m,enhanced_speed,"3.611",m/s,enhanced_altitude,"185.79999999999995",m,enhanced_respiration_rate,"13.58",Breaths/min,heart_rate,"68",bpm,temperature,"22",C,unknown,"1",,unknown,"68",,
Data,3,record,timestamp,"1084211934",s,position_lat,"567664924",semicircles,position_long,"-628915277",semicircles,distance,"25.94",m,enhanced_speed,"3.424",m/s,enhanced_altitude,"186.0",m,enhanced_respiration_rate,"13.58",Breaths/min,heart_rate,"70",bpm,temperature,"22",C,unknown,"1",,unknown,"70",,
Data,3,record,timestamp,"1084211935",s,position_lat,"567665051",semicircles,position_long,"-628914787",semicircles,distance,"29.47",m,enhanced_speed,"3.396",m/s,enhanced_altitude,"186.0",m,enhanced_respiration_rate,"13.58",Breaths/min,heart_rate,"71",bpm,temperature,"22",C,unknown,"1",,unknown,"71",,
Data,3,record,timestamp,"1084211936",s,position_lat,"567665265",semicircles,position_long,"-628914391",semicircles,distance,"32.39",m,enhanced_speed,"3.368",m/s,enhanced_altitude,"186.39999999999998",m,enhanced_respiration_rate,"13.39",Breaths/min,heart_rate,"72",bpm,temperature,"22",C,unknown,"1",,unknown,"72",,
Data,3,record,timestamp,"1084211937",s,position_lat,"567665497",semicircles,position_long,"-628913976",semicircles,distance,"36.02",m,enhanced_speed,"3.303",m/s,enhanced_altitude,"186.39999999999998",m,enhanced_respiration_rate,"13.39",Breaths/min,heart_rate,"75",bpm,temperature,"22",C,unknown,"1",,unknown,"75",,
Data,3,record,timestamp,"1084211938",s,position_lat,"567665745",semicircles,position_long,"-628913509",semicircles,distance,"39.66",m,enhanced_speed,"3.583",m/s,enhanced_altitude,"186.39999999999998",m,enhanced_respiration_rate,"13.39",Breaths/min,heart_rate,"76",bpm,temperature,"22",C,unknown,"1",,unknown,"76",,
Data,3,record,timestamp,"1084211939",s,position_lat,"567665998",semicircles,position_long,"-628913007",semicircles,distance,"43.85",m,enhanced_speed,"3.648",m/s,enhanced_altitude,"186.39999999999998",m,enhanced_respiration_rate,"13.39",Breaths/min,heart_rate,"77",bpm,temperature,"22",C,unknown,"1",,unknown,"77",,
Data,3,record,timestamp,"1084211940",s,position_lat,"567666244",semicircles,position_long,"-628912629",semicircles,distance,"47.41",m,enhanced_speed,"3.331",m/s,enhanced_altitude,"186.39999999999998",m,enhanced_respiration_rate,"13.39",Breaths/min,heart_rate,"78",bpm,temperature,"22",C,unknown,"1",,unknown,"78",,
Data,3,record,timestamp,"1084211941",s,position_lat,"567666443",semicircles,position_long,"-628912270",semicircles,distance,"50.63",m,enhanced_speed,"3.014",m/s,enhanced_altitude,"186.39999999999998",m,enhanced_respiration_rate,"13.65",Breaths/min,heart_rate,"79",bpm,temperature,"22",C,unknown,"1",,unknown,"79",,
Data,3,record,timestamp,"1084211942",s,position_lat,"567666521",semicircles,position_long,"-628911881",semicircles,distance,"53.64",m,enhanced_speed,"2.669",m/s,enhanced_altitude,"186.20000000000005",m,enhanced_respiration_rate,"13.65",Breaths/min,heart_rate,"80",bpm,temperature,"22",C,unknown,"1",,unknown,"80",,
Data,3,record,timestamp,"1084211943",s,position_lat,"567666425",semicircles,position_long,"-628911466",semicircles,distance,"56.37",m,enhanced_speed,"2.846",m/s,enhanced_altitude,"186.20000000000005",m,enhanced_respiration_rate,"13.65",Breaths/min,heart_rate,"80",bpm,temperature,"22",C,unknown,"1",,unknown,"80",,
Data,3,record,timestamp,"1084211944",s,position_lat,"567666176",semicircles,position_long,"-628911073",semicircles,distance,"59.55",m,enhanced_speed,"3.098",m/s,enhanced_altitude,"186.0",m,enhanced_respiration_rate,"13.65",Breaths/min,heart_rate,"80",bpm,temperature,"22",C,unknown,"1",,unknown,"80",,
Data,3,record,timestamp,"1084211945",s,position_lat,"567665950",semicircles,position_long,"-628911109",semicircles,distance,"61.24",m,enhanced_speed,"2.342",m/s,enhanced_altitude,"186.0",m,enhanced_respiration_rate,"13.65",Breaths/min,heart_rate,"80",bpm,temperature,"22",C,unknown,"1",,unknown,"80",,
Data,3,record,timestamp,"1084211946",s,position_lat,"567665770",semicircles,position_long,"-628910984",semicircles,distance,"62.57",m,enhanced_speed,"1.54",m/s,enhanced_altitude,"186.0",m,enhanced_respiration_rate,"13.82",Breaths/min,heart_rate,"79",bpm,temperature,"22",C,unknown,"1",,unknown,"79",,
Data,3,record,timestamp,"1084211947",s,position_lat,"567665570",semicircles,position_long,"-628910984",semicircles,distance,"64.29",m,enhanced_speed,"1.185",m/s,enhanced_altitude,"185.60000000000002",m,enhanced_respiration_rate,"13.82",Breaths/min,heart_rate,"79",bpm,temperature,"21",C,unknown,"1",,unknown,"79",,
Data,3,record,timestamp,"1084211948",s,position_lat,"567665428",semicircles,position_long,"-628910882",semicircles,distance,"66.04",m,enhanced_speed,"1.232",m/s,enhanced_altitude,"185.60000000000002",m,enhanced_respiration_rate,"13.82",Breaths/min,heart_rate,"78",bpm,temperature,"21",C,unknown,"1",,unknown,"78",,
Data,3,record,timestamp,"1084211949",s,position_lat,"567665334",semicircles,position_long,"-628910898",semicircles,distance,"67.1",m,enhanced_speed,"0.886",m/s,enhanced_altitude,"185.20000000000005",m,enhanced_respiration_rate,"13.82",Breaths/min,heart_rate,"78",bpm,temperature,"21",C,unknown,"1",,unknown,"78",,
Data,3,record,timestamp,"1084211950",s,position_lat,"567665407",semicircles,position_long,"-628910941",semicircles,distance,"67.1",m,enhanced_speed,"0.373",m/s,enhanced_altitude,"185.0",m,enhanced_respiration_rate,"13.82",Breaths/min,heart_rate,"76",bpm,temperature,"21",C,unknown,"1",,unknown,"76",,
Data,3,record,timestamp,"1084211951",s,position_lat,"567665379",semicircles,position_long,"-628910854",semicircles,distance,"67.5",m,enhanced_speed,"0.821",m/s,enhanced_altitude,"184.79999999999995",m,enhanced_respiration_rate,"13.82",Breaths/min,heart_rate,"76",bpm,temperature,"21",C,unknown,"1",,unknown,"76",,
Data,3,record,timestamp,"1084211952",s,position_lat,"567665316",semicircles,position_long,"-628910837",semicircles,distance,"68.53",m,enhanced_speed,"0.579",m/s,enhanced_altitude,"184.60000000000002",m,enhanced_respiration_rate,"13.54",Breaths/min,heart_rate,"75",bpm,temperature,"21",C,unknown,"1",,unknown,"75",,
Data,3,record,timestamp,"1084211953",s,position_lat,"567665346",semicircles,position_long,"-628910918",semicircles,distance,"68.53",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"184.39999999999998",m,enhanced_respiration_rate,"13.54",Breaths/min,heart_rate,"74",bpm,temperature,"21",C,unknown,"1",,unknown,"74",,
Data,3,record,timestamp,"1084211954",s,position_lat,"567665339",semicircles,position_long,"-628910901",semicircles,distance,"68.53",m,enhanced_speed,"0.0",m/s,enhanced_altitude,"184.39999999999998",m,enhanced_respiration_rate,"13.54",Breaths/min,heart_rate,"73",bpm,temperature,"21",C,unknown,"0",,unknown,"73",,
Data,3,record,timestamp,"1084211981",s,position_lat,"567665005",semicircles,position_long,"-628910392",semicircles,distance,"68.53",m,enhanced_speed,"3.06",m/s,enhanced_altitude,"183.20000000000005",m,enhanced_respiration_rate,"14.05",Breaths/min,heart_rate,"66",bpm,temperature,"21",C,unknown,"1",,unknown,"66",,
Data,3,record,timestamp,"1084211982",s,position_lat,"567664969",semicircles,position_long,"-628909803",semicircles,distance,"72.25",m,enhanced_speed,"3.695",m/s,enhanced_altitude,"183.20000000000005",m,enhanced_respiration_rate,"14.05",Breaths/min,heart_rate,"67",bpm,temperature,"21",C,unknown,"1",,unknown,"67",,
Data,3,record,timestamp,"1084211983",s,position_lat,"567665013",semicircles,position_long,"-628909136",semicircles,distance,"76.58",m,enhanced_speed,"4.292",m/s,enhanced_altitude,"183.20000000000005",m,enhanced_respiration_rate,"14.05",Breaths/min,heart_rate,"67",bpm,temperature,"21",C,unknown,"1",,unknown,"67",,
Data,3,record,timestamp,"1084211984",s,position_lat,"567665235",semicircles,position_long,"-628908508",semicircles,distance,"81.17",m,enhanced_speed,"4.768",m/s,enhanced_altitude,"183.20000000000005",m,enhanced_respiration_rate,"14.05",Breaths/min,heart_rate,"68",bpm,temperature,"21",C,unknown,"1",,unknown,"68",,
Data,3,record,timestamp,"1084211985",s,position_lat,"567665435",semicircles,position_long,"-628907835",semicircles,distance,"85.8",m,enhanced_speed,"4.973",m/s,enhanced_altitude,"183.20000000000005",m,enhanced_respiration_rate,"14.05",Breaths/min,heart_rate,"70",bpm,temperature,"21",C,unknown,"1",,unknown,"70",,
Data,3,record,timestamp,"1084211986",s,position_lat,"567665771",semicircles,position_long,"-628907197",semicircles,distance,"90.81",m,enhanced_speed,"5.281",m/s,enhanced_altitude,"183.20000000000005",m,enhanced_respiration_rate,"14.09",Breaths/min,heart_rate,"71",bpm,temperature,"21",C,unknown,"1",,unknown,"71",,
Data,3,record,timestamp,"1084211987",s,position_lat,"567666102",semicircles,position_long,"-628906512",semicircles,distance,"96.1",m,enhanced_speed,"5.449",m/s,enhanced_altitude,"183.39999999999998",m,enhanced_respiration_rate,"14.09",Breaths/min,heart_rate,"71",bpm,temperature,"21",C,unknown,"1",,unknown,"71",,
Data,3,record,timestamp,"1084211988",s,position_lat,"567666466",semicircles,position_long,"-628905796",semicircles,distance,"101.74",m,enhanced_speed,"5.617",m/s,enhanced_altitude,"183.39999999999998",m,enhanced_respiration_rate,"14.09",Breaths/min,heart_rate,"75",bpm,temperature,"21",C,unknown,"1",,unknown,"75",,
Data,3,record,timestamp,"1084211989",s,position_lat,"567666806",semicircles,position_long,"-628905070",semicircles,distance,"107.33",m,enhanced_speed,"5.645",m/s,enhanced_altitude,"183.60000000000002",m,enhanced_respiration_rate,"14.09",Breaths/min,heart_rate,"77",bpm,temperature,"21",C,unknown,"1",,unknown,"77",,
Data,3,record,timestamp,"1084211990",s,position_lat,"567667154",semicircles,position_long,"-628904344",semicircles,distance,"112.87",m,enhanced_speed,"5.701",m/s,enhanced_altitude,"183.79999999999995",m,enhanced_respiration_rate,"14.09",Breaths/min,heart_rate,"79",bpm,temperature,"21",C,unknown,"1",,unknown,"79",,
Data,3,record,timestamp,"1084211991",s,position_lat,"567667500",semicircles,position_long,"-628903605",semicircles,distance,"118.58",m,enhanced_speed,"5.757",m/s,enhanced_altitude,"183.79999999999995",m,enhanced_respiration_rate,"14.12",Breaths/min,heart_rate,"81",bpm,temperature,"21",C,unknown,"1",,unknown,"81",,
