record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1107818041","-138835072","1992051072","1.07","13.0","0.909","51","65","1","13.0","0.909",
"1107818042","-138835008","1992051200","2.13","13.0","1.412","89","64","1","13.0","1.412",
"1107818043","-138834896","1992051456","3.86","13.0","2.01","132","64","34","13.0","2.01",
"1107818044","-138834768","1992051584","6.2","13.0","2.65","132","64","34","13.0","2.65",
"1107818045","-138834624","1992051840","9.16","13.0","3.195","143","65","36","13.0","3.195",
"1107818046","-138834432","1992052096","12.57","12.799999999999955","3.646","142","66","37","12.799999999999955","3.646",
"1107818047","-138834240","1992052480","16.44","12.799999999999955","4.046","144","66","62","12.799999999999955","4.046",
"1107818048","-138834016","1992052864","20.7","12.799999999999955","4.407","144","68","62","12.799999999999955","4.407",
"1107818049","-138833776","1992053376","25.22","12.799999999999955","4.73","146","69","62","12.799999999999955","4.73",
"1107818050","-138833488","1992053760","30.15","12.799999999999955","5.034","146","70","63","12.799999999999955","5.034",
"1107818051","-138833184","1992054272","35.28","12.799999999999955","5.31","145","72","64","12.799999999999955","5.31",
"1107818052","-138832832","1992054656","40.79","12.799999999999955","5.565","145","73","65","12.799999999999955","5.565",
"1107818053","-138832448","1992055296","46.41","12.799999999999955","5.791","143","74","65","12.799999999999955","5.791",
"1107818054","-138832048","1992055808","52.33","12.799999999999955","6.006","148","76","66","12.799999999999955","6.006",
"1107818055","-138831600","1992056192","58.46","12.799999999999955","6.211","148","76","66","12.799999999999955","6.211",
"1107818056","-138831120","1992056704","64.81","12.799999999999955","6.399","146","78","70","12.799999999999955","6.399",
"1107818057","-138830624","1992057216","71.32","12.799999999999955","6.566","146","78","71","12.799999999999955","6.566",
"1107818058","-138830096","1992057728","77.94","12.799999999999955","6.709","147","79","70","12.799999999999955","6.709",
