record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.heart_rate[bpm],record.altitude[m],record.speed[m/s],record.power[watts],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1072059632","-138809120","1992070144","12.13","146","13.0","11.783","378","103","13.0","11.783",
"1072059633","-138810288","1992070528","23.74","146","13.0","11.797","296","104","13.0","11.797",
"1072059634","-138811408","1992071040","35.54","147","13.0","11.798","320","103","13.0","11.798",
"1072059635","-138812448","1992071936","47.34","148","13.0","11.818","343","102","13.0","11.818",
"1072059636","-138813200","1992072960","59.17","150","13.0","11.833","317","102","13.0","11.833",
"1072059637","-138813424","1992074112","71.01","151","13.0","11.849","347","101","13.0","11.849",
"1072059638","-138813200","1992075392","82.88","152","13.0","11.884","359","102","13.0","11.884",
"1072059639","-138812832","1992076672","94.78","153","13.0","11.928","368","102","13.0","11.928",
"1072059640","-138812400","1992077952","106.74","154","13.0","11.98","376","102","13.0","11.98",
"1072059641","-138811952","1992079104","118.74","154","13.0","12.017","341","102","13.0","12.017",
"1072059642","-138811456","1992080384","130.77","154","13.0","12.051","346","101","13.0","12.051",
"1072059643","-138810992","1992081664","142.83","155","13.0","12.064","317","102","13.0","12.064",
"1072059644","-138810624","1992082944","154.89","156","13.0","12.05","296","102","13.0","12.05",
"1072059645","-138810416","1992084224","166.93","156","13.0","12.015","289","101","13.0","12.015",
"1072059646","-138810352","1992085504","178.92","157","13.0","11.978","306","101","13.0","11.978",
"1072059647","-138810480","1992086784","190.89","157","13.0","11.964","348","100","13.0","11.964",
"1072059648","-138810768","1992088064","202.87","158","13.0","12.009","403","101","13.0","12.009",
"1072059649","-138811152","1992089344","214.9","158","13.0","12.038","355","101","13.0","12.038",
"1072059650","-138811568","1992090496","226.94","158","13.0","12.039","344","101","13.0","12.039",
"1072059651","-138812016","1992091776","238.98","159","13.200000000000045","12.043","365","101","13.200000000000045","12.043",
"1072059652","-138812448","1992093056","251.01","159","13.200000000000045","12.0","289","100","13.200000000000045","12.0",
"1072059653","-138812880","1992094208","262.98","160","13.200000000000045","11.947","308","101","13.200000000000045","11.947",
"1072059654","-138813280","1992095488","275.1","160","13.200000000000045","11.907","328","101","13.200000000000045","11.907",
"1072059655","-138813600","1992096768","286.99","160","13.200000000000045","11.87","325","100","13.200000000000045","11.87",
"1072059656","-138813824","1992098048","298.84","160","13.399999999999977","11.837","348","100","13.399999999999977","11.837",
"1072059657","-138813888","1992099328","310.65","160","13.399999999999977","11.784","316","99","13.399999999999977","11.784",
"1072059658","-138813760","1992100608","322.4","160","13.600000000000023","11.72","341","100","13.600000000000023","11.72",
"1072059659","-138813424","1992101888","334.09","160","13.600000000000023","11.659","351","100","13.600000000000023","11.659",
"1072059660","-138812960","1992102912","345.53","160","13.799999999999955","11.587","346","99","13.799999999999955","11.587",
"1072059661","-138812368","1992104064","357.06","161","14.0","11.467","292","99","14.0","11.467",
"1072059662","-138811728","1992105088","368.47","161","14.200000000000045","11.359","331","97","14.200000000000045","11.359",
"1072059663","-138811040","1992106240","379.79","161","14.200000000000045","11.283","359","98","14.200000000000045","11.283",
"1072059664","-138810320","1992107136","391.04","162","14.399999999999977","11.221","357","97","14.399999999999977","11.221",
"1072059665","-138809616","1992108160","402.23","162","14.600000000000023","11.157","351","97","14.600000000000023","11.157",
"1072059666","-138808896","1992109184","413.35","162","14.799999999999955","11.084","342","97","14.799999999999955","11.084",
"1072059667","-138808192","1992110080","424.4","163","15.0","11.028","380","96","15.0","11.028",
"1072059668","-138807520","1992111104","435.41","163","15.200000000000045","10.982","357","97","15.200000000000045","10.982",
"1072059669","-138806928","1992112256","446.36","163","15.399999999999977","10.929","364","97","15.399999999999977","10.929",
"1072059670","-138806576","1992113280","457.26","163","15.600000000000023","10.868","346","97","15.600000000000023","10.868",
"1072059671","-138806496","1992114432","468.1","163","15.799999999999955","10.807","331","96","15.799999999999955","10.807",
"1072059672","-138806736","1992115712","478.88","164","15.799999999999955","10.747","316","95","15.799999999999955","10.747",
"1072059673","-138807280","1992116608","489.6","164","16.0","10.701","311","96","16.0","10.701",
"1072059674","-138808064","1992117504","500.3","164","16.200000000000045","10.712","354","96","16.200000000000045","10.712",
"1072059675","-138808976","1992118272","511.03","164","16.200000000000045","10.742","322","96","16.200000000000045","10.742",
"1072059676","-138810016","1992118784","521.8","165","16.200000000000045","10.802","360","96","16.200000000000045","10.802",
"1072059677","-138811168","1992118912","532.64","165","16.200000000000045","10.885","350","95","16.200000000000045","10.885",
"1072059678","-138812336","1992118784","543.57","165","16.200000000000045","10.971","335","97","16.200000000000045","10.971",
"1072059679","-138813504","1992118656","554.59","165","16.200000000000045","11.054","330","97","16.200000000000045","11.054",
"1072059680","-138814656","1992118272","565.68","166","16.200000000000045","11.138","332","98","16.200000000000045","11.138",
"1072059681","-138815840","1992118016","576.87","166","16.200000000000045","11.236","354","98","16.200000000000045","11.236",
"1072059682","-138817056","1992117888","588.17","165","16.200000000000045","11.362","377","97","16.200000000000045","11.362",
"1072059683","-138818272","1992118016","599.6","165","16.200000000000045","11.505","391","99","16.200000000000045","11.505",
"1072059684","-138819328","1992118656","611.17","166","16.0","11.619","313","99","16.0","11.619",
"1072059685","-138820000","1992119680","622.83","165","16.0","11.708","340","99","16.0","11.708",
"1072059686","-138820368","1992120960","634.59","165","15.799999999999955","11.806","335","100","15.799999999999955","11.806",
"1072059687","-138820560","1992122240","646.44","165","15.799999999999955","11.89","319","99","15.799999999999955","11.89",
"1072059688","-138820672","1992123520","658.38","165","15.799999999999955","11.994","366","100","15.799999999999955","11.994",
"1072059689","-138820720","1992124800","670.43","165","15.600000000000023","12.083","335","100","15.600000000000023","12.083",
"1072059690","-138820752","1992126208","682.54","165","15.600000000000023","12.141","309","100","15.600000000000023","12.141",
"1072059691","-138820784","1992127488","694.71","166","15.399999999999977","12.2","339","101","15.399999999999977","12.2",
"1072059692","-138820816","1992128768","706.95","166","15.399999999999977","12.262","339","100","15.399999999999977","12.262",
"1072059693","-138820912","1992130304","719.24","166","15.200000000000045","12.32","347","101","15.200000000000045","12.32",
"1072059694","-138821104","1992131456","731.58","166","15.200000000000045","12.366","339","101","15.200000000000045","12.366",
"1072059695","-138821616","1992132736","743.96","166","15.200000000000045","12.382","327","101","15.200000000000045","12.382",
"1072059696","-138822448","1992133888","756.34","166","15.200000000000045","12.376","363","102","15.200000000000045","12.376",
"1072059697","-138823552","1992134656","768.7","166","15.200000000000045","12.328","346","101","15.200000000000045","12.328",
"1072059698","-138824784","1992135040","780.99","166","15.399999999999977","12.253","354","101","15.399999999999977","12.253",
"1072059699","-138826096","1992135168","793.2","166","15.399999999999977","12.174","352","101","15.399999999999977","12.174",
"1072059700","-138827408","1992135168","805.34","166","15.600000000000023","12.109","358","101","15.600000000000023","12.109",
"1072059701","-138828688","1992135040","817.42","166","15.600000000000023","12.039","314","101","15.600000000000023","12.039",
"1072059702","-138829952","1992134784","829.43","166","15.600000000000023","11.98","326","100","15.600000000000023","11.98",
"1072059703","-138831184","1992134272","841.38","166","15.799999999999955","11.919","302","99","15.799999999999955","11.919",
"1072059704","-138832368","1992133888","853.29","166","15.799999999999955","11.912","384","100","15.799999999999955","11.912",
