record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1081431523","1007.42","18.200000000000045","116","14","1","26.52","567574136","-628856586","6.093",
"1081431524","1012.72","18.600000000000023","116","14","1","26.52","567573615","-628856989","5.701",
"1081431525","1017.96","19.200000000000045","117","14","1","26.52","567573105","-628857379","5.393",
"1081431526","1023.38","19.799999999999955","118","14","1","26.52","567572597","-628857774","5.309",
"1081431527","1027.96","20.399999999999977","119","14","1","25.55","567572138","-628858146","5.085",
"1081431528","1033.34","21.0","121","13","1","25.55","567571642","-628858531","4.973",
"1081431529","1038.32","21.600000000000023","123","13","1","25.55","567571157","-628858821","4.871",
"1081431530","1043.14","22.200000000000045","124","13","1","25.55","567570676","-628859119","4.936",
"1081431531","1047.84","22.799999999999955","125","13","1","25.55","567570219","-628859454","4.945",
"1081431532","1052.85","23.399999999999977","127","13","1","24.91","567569731","-628859809","5.16",
"1081431533","1057.93","23.799999999999955","129","13","1","24.91","567569233","-628860126","5.085",
"1081431534","1062.9","24.200000000000045","130","13","1","24.91","567568709","-628860361","5.085",
"1081431535","1067.92","24.600000000000023","131","13","1","24.91","567568167","-628860468","4.852",
"1081431536","1073.06","24.799999999999955","133","13","1","24.91","567567622","-628860531","4.656",
"1081431537","1078.07","25.399999999999977","135","13","1","24.48","567567092","-628860568","4.544",
"1081431538","1082.75","25.799999999999955","136","13","1","24.48","567566593","-628860528","4.479",
"1081431539","1087.03","26.200000000000045","136","13","1","24.48","567566126","-628860432","4.516",
"1081431540","1091.76","26.799999999999955","138","13","1","24.48","567565624","-628860313","4.628",
"1081431541","1096.51","27.200000000000045","139","13","1","24.48","567565158","-628860117","4.441",
"1081431542","1100.84","27.799999999999955","141","13","1","24.59","567564725","-628859921","4.432",
"1081431543","1105.02","28.399999999999977","142","13","1","24.59","567564318","-628859673","4.376",
"1081431544","1109.01","28.799999999999955","143","13","1","24.59","567563902","-628859426","4.516",
"1081431545","1113.85","29.399999999999977","143","13","1","24.59","567563445","-628859121","4.656",
"1081431546","1118.24","29.799999999999955","143","13","1","24.59","567562999","-628858840","4.796",
"1081431547","1123.34","30.200000000000045","143","13","1","24.59","567562485","-628858561","5.067",
"1081431548","1128.38","30.399999999999977","143","13","1","24.59","567561964","-628858257","5.291",
"1081431549","1133.59","30.600000000000023","143","13","1","24.59","567561449","-628857955","5.085",
"1081431550","1139.12","31.0","143","13","1","24.59","567560940","-628857650","5.011",
"1081431551","1143.6","31.0","143","13","1","24.59","567560484","-628857360","5.011",
"1081431552","1148.15","31.200000000000045","143","13","1","24.59","567560020","-628857084","4.992",
"1081431553","1152.92","31.600000000000023","143","13","1","24.59","567559539","-628856782","4.973",
"1081431554","1158.06","31.799999999999955","143","13","1","24.59","567559018","-628856505","4.917",
"1081431555","1163.23","32.0","143","13","1","24.59","567558503","-628856267","4.955",
"1081431556","1168.26","32.200000000000045","143","13","1","24.59","567558014","-628855981","4.927",
"1081431557","1172.82","32.39999999999998","143","13","1","24.59","567557549","-628855744","4.861",
"1081431558","1177.5","32.799999999999955","143","13","1","24.59","567557089","-628855494","4.871",
"1081431559","1181.89","32.799999999999955","143","13","1","24.59","567556621","-628855229","4.88",
"1081431560","1187.1","33.0","143","13","1","24.59","567556128","-628854915","4.777",
"1081431561","1191.79","33.200000000000045","143","13","1","24.59","567555675","-628854611","4.665",
"1081431562","1196.29","33.60000000000002","143","13","1","24.59","567555244","-628854344","4.507",
"1081431563","1200.25","34.200000000000045","143","13","1","24.59","567554841","-628854108","4.469",
"1081431564","1204.28","34.60000000000002","143","12","1","24.59","567554410","-628853864","4.525",
"1081431565","1209.15","34.799999999999955","143","12","1","24.59","567553925","-628853613","4.684",
"1081431566","1213.62","34.799999999999955","143","12","1","24.59","567553451","-628853428","4.731",
"1081431567","1218.36","34.799999999999955","148","12","1","23.64","567552989","-628853172","4.637",
"1081431568","1222.62","35.0","147","12","1","23.64","567552552","-628852882","4.693",
"1081431569","1227.4","35.0","147","12","1","22.06","567552070","-628852607","4.647",
"1081431570","1232.12","35.0","147","12","1","22.06","567551583","-628852345","4.684",
"1081431571","1236.92","35.200000000000045","146","12","1","22.06","567551093","-628852084","4.6",
"1081431572","1241.86","35.200000000000045","146","12","1","22.06","567550608","-628851802","4.563",
"1081431573","1246.69","35.60000000000002","146","12","1","22.06","567550156","-628851535","4.535",
"1081431574","1251.06","35.799999999999955","145","12","1","24.94","567549731","-628851253","4.591",
"1081431575","1255.55","36.200000000000045","145","12","1","24.94","567549286","-628851006","4.516",
"1081431576","1259.79","36.60000000000002","145","12","1","24.94","567548867","-628850762","4.376",
"1081431577","1263.63","37.0","146","12","1","24.94","567548460","-628850521","4.292",
"1081431578","1268.1","37.0","146","12","1","24.11","567548035","-628850269","4.208",
"1081431579","1272.06","37.200000000000045","146","12","1","24.11","567547635","-628850004","4.264",
"1081431580","1276.57","37.39999999999998","146","12","1","24.11","567547202","-628849716","4.348",
"1081431581","1281.0","37.39999999999998","146","12","1","24.11","567546767","-628849499","4.301",
"1081431582","1284.79","37.60000000000002","146","12","1","24.11","567546376","-628849267","4.264",
"1081431583","1288.71","37.799999999999955","146","12","1","24.11","567545985","-628849029","4.189",
"1081431584","1292.4","38.200000000000045","146","12","1","25.12","567545591","-628848787","4.227",
"1081431585","1296.91","38.60000000000002","146","12","1","25.12","567545131","-628848542","4.46",
"1081431586","1300.96","38.799999999999955","146","12","1","25.12","567544693","-628848312","4.46",
"1081431587","1305.66","39.200000000000045","147","12","1","25.12","567544215","-628848083","4.497",
"1081431588","1310.34","39.60000000000002","147","12","1","25.12","567543725","-628847869","4.553",
"1081431589","1315.53","40.200000000000045","147","12","1","28.17","567543229","-628847590","4.544",
"1081431590","1320.0","40.39999999999998","147","12","1","28.17","567542752","-628847346","4.628",
"1081431591","1324.93","40.799999999999955","147","12","1","28.17","567542257","-628847109","4.535",
"1081431592","1329.77","41.200000000000045","147","12","1","28.17","567541790","-628846850","4.423",
"1081431593","1334.44","41.39999999999998","147","12","1","29.01","567541320","-628846589","4.572",
"1081431594","1339.48","41.799999999999955","147","12","1","29.01","567540841","-628846313","4.637",
"1081431595","1344.03","42.200000000000045","147","12","1","29.01","567540366","-628846114","4.731",
"1081431596","1348.95","42.39999999999998","147","12","1","29.01","567539870","-628845912","4.833",
"1081431597","1353.75","42.799999999999955","146","12","1","29.01","567539388","-628845695","4.889",
"1081431598","1358.37","43.200000000000045","146","12","1","29.01","567538908","-628845489","4.973",
"1081431599","1363.26","43.39999999999998","146","12","1","31.15","567538403","-628845283","5.011",
"1081431600","1368.29","43.799999999999955","147","12","1","31.15","567537886","-628845054","5.057",
"1081431601","1373.77","44.200000000000045","147","12","1","31.15","567537339","-628844744","5.3",
"1081431602","1379.41","44.39999999999998","147","12","1","31.15","567536768","-628844466","5.43",
"1081431603","1385.06","44.39999999999998","147","12","1","31.15","567536190","-628844185","5.524",
"1081431604","1390.81","44.60000000000002","148","12","1","31.4","567535612","-628843950","5.514",
"1081431605","1396.38","45.0","148","12","1","31.4","567535026","-628843747","5.608",
"1081431606","1402.26","45.200000000000045","148","12","1","31.4","567534435","-628843519","5.626",
"1081431607","1407.95","45.60000000000002","148","12","1","31.4","567533852","-628843283","5.664",
"1081431608","1413.34","45.799999999999955","148","12","1","31.4","567533288","-628843010","5.626",
"1081431609","1418.49","45.799999999999955","148","12","1","31.4","567532735","-628842791","5.617",
"1081431610","1424.11","46.0","148","12","1","31.4","567532150","-628842557","5.682",
"1081431611","1429.98","46.200000000000045","148","12","1","31.4","567531555","-628842319","5.785",
"1081431612","1435.47","46.39999999999998","148","12","1","31.4","567530970","-628842065","5.888",
"1081431613","1441.44","46.39999999999998","148","12","1","31.4","567530346","-628841818","6.074",
"1081431614","1447.42","46.39999999999998","148","12","1","31.4","567529742","-628841554","6.084",
"1081431615","1453.26","46.60000000000002","148","11","1","31.4","567529142","-628841247","6.018",
"1081431616","1459.61","46.60000000000002","148","11","1","31.4","567528522","-628840918","6.224",
"1081431617","1465.1","46.60000000000002","148","11","1","31.4","567527929","-628840651","6.205",
"1081431618","1471.11","46.799999999999955","148","11","1","31.4","567527299","-628840419","6.009",
"1081431619","1477.13","46.799999999999955","148","11","1","31.4","567526674","-628840254","5.701",
"1081431620","1482.36","46.799999999999955","148","11","1","31.4","567526107","-628840147","5.123",
"1081431621","1487.85","47.0","148","11","1","31.4","567525540","-628840097","4.992",
"1081431622","1492.84","47.0","148","11","1","31.4","567524998","-628839955","5.188",
"1081431623","1498.17","47.0","148","11","1","31.4","567524438","-628839843","5.272",
"1081431624","1503.03","47.200000000000045","148","11","1","31.4","567523893","-628839800","5.309",
"1081431625","1508.41","47.200000000000045","148","11","1","31.4","567523308","-628839681","5.281",
"1081431626","1514.28","47.39999999999998","148","11","1","31.4","567522696","-628839600","5.337",
"1081431627","1520.27","47.60000000000002","148","11","1","31.4","567522070","-628839430","5.86",
"1081431628","1526.15","47.799999999999955","142","11","1","31.4","567521444","-628839204","6.14",
"1081431629","1532.32","48.0","142","11","1","31.4","567520852","-628838775","6.28",
"1081431630","1538.65","48.200000000000045","141","11","1","31.4","567520322","-628838192","6.345",
"1081431631","1544.89","48.39999999999998","141","11","1","31.4","567519866","-628837510","6.326",
"1081431632","1551.23","48.60000000000002","141","11","1","31.6","567519421","-628836805","6.513",
"1081431633","1557.52","48.60000000000002","140","11","1","31.6","567518938","-628836084","6.998",
"1081431634","1563.94","48.799999999999955","140","11","1","31.6","567518423","-628835321","7.25",
"1081431635","1571.19","48.799999999999955","140","11","1","31.6","567517912","-628834442","7.147",
"1081431636","1578.55","48.799999999999955","140","11","1","32.87","567517460","-628833482","7.119",
"1081431637","1586.14","48.799999999999955","140","11","1","32.87","567517094","-628832443","7.157",
"1081431638","1592.99","48.799999999999955","140","11","1","32.87","567516715","-628831484","6.998",
"1081431639","1599.43","48.799999999999955","140","11","1","32.87","567516237","-628830686","6.709",
"1081431640","1605.91","48.799999999999955","140","11","1","32.87","567515565","-628830192","6.541",
"1081431641","1613.1","48.799999999999955","140","11","1","32.87","567514762","-628830127","6.849",
"1081431642","1620.83","48.799999999999955","140","11","1","32.55","567513960","-628830416","6.998",
"1081431643","1628.43","48.60000000000002","140","11","1","32.55","567513237","-628830956","7.166",
"1081431644","1636.02","48.60000000000002","140","11","1","32.55","567512499","-628831451","7.325",
"1081431645","1643.88","48.60000000000002","140","11","1","33.11","567511749","-628831964","7.493",
"1081431646","1651.47","48.60000000000002","140","11","1","33.11","567511024","-628832479","7.539",
"1081431647","1658.98","48.60000000000002","140","10","1","33.11","567510326","-628833065","7.623",
"1081431648","1666.35","48.39999999999998","140","10","1","33.11","567509663","-628833727","7.595",
"1081431649","1673.89","48.39999999999998","140","10","1","33.11","567508970","-628834377","7.642",
"1081431650","1681.78","48.39999999999998","139","10","1","33.11","567508240","-628834984","7.651",
"1081431651","1689.43","48.39999999999998","139","10","1","33.11","567507525","-628835562","7.595",
"1081431652","1696.75","48.60000000000002","139","10","1","33.1","567506832","-628836121","7.474",
"1081431653","1704.06","48.60000000000002","138","10","1","33.1","567506166","-628836721","7.306",
"1081431654","1710.95","48.799999999999955","138","10","1","33.1","567505505","-628837292","7.241",
"1081431655","1718.67","49.0","138","10","1","33.1","567504808","-628837917","7.297",
"1081431656","1726.21","49.200000000000045","138","10","1","31.51","567504127","-628838535","7.399",
"1081431657","1733.71","49.60000000000002","138","10","1","31.51","567503422","-628839079","7.455",
"1081431658","1741.05","49.799999999999955","138","10","1","31.51","567502710","-628839567","7.483",
"1081431659","1748.57","49.799999999999955","137","10","1","31.51","567501987","-628840023","7.418",
"1081431660","1755.51","49.799999999999955","137","10","1","31.51","567501297","-628840504","7.409",
"1081431661","1762.95","49.799999999999955","136","10","1","31.51","567500552","-628841004","7.586",
"1081431662","1771.2","49.799999999999955","135","10","1","30.46","567499756","-628841546","7.894",
"1081431663","1779.44","49.799999999999955","135","10","1","30.46","567498935","-628842025","8.211",
"1081431664","1788.07","49.799999999999955","134","10","1","30.46","567498070","-628842485","8.64",
"1081431665","1796.87","49.799999999999955","133","10","1","30.46","567497180","-628842964","9.004",
"1081431666","1806.1","49.799999999999955","132","10","1","30.46","567496240","-628843419","9.312",
"1081431667","1815.58","49.60000000000002","132","10","1","30.46","567495250","-628843817","9.611",
"1081431668","1825.68","49.200000000000045","132","10","1","30.46","567494211","-628844262","10.105",
"1081431669","1836.11","48.39999999999998","132","10","1","30.46","567493126","-628844719","10.572",
"1081431670","1847.05","48.0","132","10","1","30.46","567491994","-628845160","10.917",
"1081431671","1858.03","47.60000000000002","132","10","1","30.46","567490841","-628845546","11.113",
"1081431672","1869.04","47.200000000000045","132","10","1","30.46","567489663","-628845856","11.178",
"1081431673","1880.49","46.799999999999955","132","10","1","30.46","567488438","-628846100","11.402",
"1081431674","1892.6","46.200000000000045","132","10","1","30.46","567487174","-628846345","11.682",
"1081431675","1904.43","45.799999999999955","132","10","1","30.46","567485936","-628846772","12.093",
"1081431676","1916.66","45.39999999999998","132","10","1","30.46","567484662","-628847235","12.484",
"1081431677","1929.36","44.799999999999955","132","10","1","30.46","567483346","-628847762","12.839",
"1081431678","1942.43","44.200000000000045","132","10","1","30.46","567482017","-628848416","13.147",
"1081431679","1955.72","43.39999999999998","132","10","1","30.46","567480670","-628849054","13.287",
"1081431680","1969.05","42.39999999999998","132","10","1","30.46","567479313","-628849679","13.352",
"1081431681","1982.37","41.60000000000002","132","10","1","30.46","567477947","-628850247","13.427",
"1081431682","1995.47","41.0","132","10","1","30.46","567476583","-628850825","13.539",
"1081431683","2009.01","40.200000000000045","132","10","1","30.46","567475174","-628851423","13.725",
"1081431684","2022.78","39.60000000000002","132","10","1","30.46","567473733","-628852003","13.931",
"1081431685","2037.02","39.200000000000045","132","10","1","30.46","567472271","-628852628","13.959",
"1081431686","2050.89","38.39999999999998","132","10","1","30.46","567470847","-628853290","13.791",
"1081431687","2064.48","37.60000000000002","132","10","1","30.46","567469458","-628853938","13.38",
"1081431688","2077.84","36.799999999999955","132","10","1","30.46","567468111","-628854616","12.97",
"1081431689","2090.63","36.39999999999998","126","10","1","29.77","567466813","-628855244","12.615",
"1081431690","2102.81","36.200000000000045","126","10","1","29.77","567465548","-628855872","12.382",
"1081431691","2115.83","36.0","126","10","1","29.77","567464267","-628856576","12.372",
"1081431692","2128.35","35.799999999999955","126","10","1","29.77","567463009","-628857248","12.55",
"1081431693","2141.05","35.60000000000002","126","10","1","29.77","567461705","-628857854","12.942",
"1081431694","2154.02","35.39999999999998","126","10","1","29.77","567460378","-628858451","13.231",
"1081431695","2167.36","35.0","126","10","1","29.77","567459000","-628859026","13.623",
"1081431696","2181.14","34.60000000000002","124","10","1","29.77","567457560","-628859615","14.071",
"1081431697","2195.71","33.799999999999955","124","9","1","29.77","567456052","-628860193","14.537",
"1081431698","2210.58","32.60000000000002","122","10","1","29.77","567454501","-628860785","15.032",
"1081431699","2226.06","31.600000000000023","122","9","1","29.77","567452895","-628861400","15.526",
"1081431700","2242.24","30.200000000000045","122","9","1","29.77","567451259","-628862229","16.086",
"1081431701","2258.63","28.799999999999955","122","9","1","29.77","567449643","-628863237","16.385",
"1081431702","2274.8","27.200000000000045","122","9","1","29.77","567448040","-628864228","16.198",
"1081431703","2291.32","25.799999999999955","122","9","1","29.77","567446461","-628865345","16.049",
"1081431704","2307.27","23.399999999999977","122","9","1","29.77","567444960","-628866513","15.844",
"1081431705","2323.01","22.399999999999977","122","9","1","29.77","567443441","-628867665","16.114",
"1081431706","2339.5","21.399999999999977","122","9","1","29.77","567441852","-628868816","16.562",
"1081431707","2356.26","20.600000000000023","122","9","1","29.77","567440245","-628870019","16.973",
