record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1085063547","567669088","-628919033","0.0","0.429","47.799999999999955","67","22","67",,,
"1085063548","567668880","-628918968","0.0","0.355","47.799999999999955","67","22","67",,,
"1085063558","567668812","-628919693","0.0","1.997","47.799999999999955","66","22","66","12.99",,
"1085063559","567668907","-628919275","1.98","3.294","47.799999999999955","67","22","67","12.99",,
"1085063560","567668984","-628918678","6.21","3.779","47.799999999999955","67","22","67","12.99",,
"1085063561","567669242","-628918243","9.67","4.245","48.200000000000045","67","22","67","12.99",,
"1085063562","567669430","-628917680","13.93","4.563","48.200000000000045","69","22","69","12.99",,
"1085063563","567669791","-628917206","18.17","4.759","48.60000000000002","71","22","71","12.6",,
"1085063564","567670162","-628916805","22.22","4.413","48.60000000000002","72","22","72","12.6",,
"1085063565","567670529","-628916335","26.49","4.927","48.60000000000002","75","22","75","12.6",,
"1085063566","567670393","-628915662","30.24","4.311","48.60000000000002","76","22","76","12.6",,
"1085063567","567670447","-628914886","34.52","4.88","48.60000000000002","77","22","77","12.6",,
"1085063568","567670016","-628914630","37.61","3.331","48.60000000000002","78","22","78","13.12",,
"1085063569","567669727","-628914470","40.02","2.911","48.39999999999998","78","22","78","13.12",,
"1085063570","567669513","-628914313","42.06","2.575","48.200000000000045","78","22","78","13.12",,
"1085063571","567669488","-628913997","43.38","2.846","48.200000000000045","77","22","77","13.12",,
"1085063572","567669420","-628913285","46.49","4.703","48.0","77","22","77","13.12",,
"1085063573","567669389","-628912393","50.73","4.759","47.799999999999955","76","22","76","12.29",,
"1085063574","567669574","-628911542","55.34","5.486","47.60000000000002","76","22","76","12.29",,
"1085063575","567669598","-628910582","60.52","6.177","47.39999999999998","76","22","76","12.29",,
"1085063576","567669944","-628909824","65.95","6.503","47.200000000000045","76","22","76","12.29",,
"1085063577","567670128","-628909024","71.12","6.597","47.200000000000045","76","22","76","13.31",,
"1085063578","567670355","-628908137","77.25","6.522","47.200000000000045","77","22","77","13.31",,
