record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.temperature[C],record.unknown,
"1095850548","568784887","-629749939","0.0","0.0","132.39999999999998","10","0",
"1095850549","568784887","-629749939","0.0","0.0","135.0","10","0",
"1095850556","568785494","-629750842","0.0","4.208","135.20000000000005","10","1",
"1095850557","568785973","-629751421","5.67","5.944","135.20000000000005","10","1",
"1095850558","568786589","-629752108","12.81","7.166","135.20000000000005","10","1",
"1095850559","568787273","-629752885","20.97","7.875","135.20000000000005","10","1",
"1095850560","568787993","-629753765","29.61","8.734","135.39999999999998","10","1",
"1095850561","568788760","-629754692","38.93","9.097","135.39999999999998","10","1",
"1095850562","568789551","-629755602","48.29","9.405","135.60000000000002","10","1",
"1095850563","568790330","-629756526","57.66","9.433","135.79999999999995","10","1",
"1095850564","568791176","-629757528","67.62","10.273","135.79999999999995","10","1",
"1095850565","568792035","-629758635","78.22","10.73","135.79999999999995","10","1",
"1095850566","568792897","-629759831","89.23","11.066","135.79999999999995","10","1",
"1095850567","568793705","-629761172","100.47","11.365","135.79999999999995","10","1",
"1095850568","568794525","-629762621","112.39","11.691","135.79999999999995","10","1",
"1095850569","568795328","-629764169","124.71","12.121","135.79999999999995","10","1",
"1095850570","568796139","-629765768","137.25","12.484","135.79999999999995","10","1",
"1095850571","568796964","-629767411","150.1","12.718","135.60000000000002","10","1",
"1095850572","568797782","-629769123","163.32","12.97","135.60000000000002","10","1",
"1095850573","568798559","-629770835","176.31","12.83","135.39999999999998","10","1",
"1095850574","568799329","-629772579","189.47","12.904","135.39999999999998","10","1",
"1095850575","568800044","-629774335","202.36","12.83","135.20000000000005","10","1",
"1095850576","568800748","-629776124","215.38","12.83","135.20000000000005","10","1",
"1095850577","568801467","-629777913","228.55","12.792","135.0","10","1",
"1095850578","568802177","-629779633","241.31","12.634","135.0","10","1",
"1095850579","568802909","-629781267","253.67","12.438","134.60000000000002","10","1",
"1095850580","568803668","-629782844","265.79","12.27","134.60000000000002","10","1",
"1095850581","568804459","-629784359","277.85","11.999","134.39999999999998","10","1",
"1095850582","568805242","-629785849","289.77","11.831","134.39999999999998","10","1",
"1095850583","568806019","-629787286","301.43","11.635","134.39999999999998","10","1",
"1095850584","568806805","-629788644","312.61","11.449","134.39999999999998","10","1",
"1095850585","568807613","-629789993","323.96","11.355","134.39999999999998","10","1",
"1095850586","568808438","-629791278","335.09","11.243","134.39999999999998","10","1",
"1095850587","568809302","-629792458","345.99","11.048","134.60000000000002","10","1",
"1095850588","568810204","-629793569","356.9","10.87","134.60000000000002","10","1",
"1095850589","568811152","-629794577","367.78","10.796","134.79999999999995","10","1",
"1095850590","568812117","-629795523","378.64","10.749","134.79999999999995","10","1",
"1095850591","568813077","-629796422","389.13","10.74","135.0","10","1",
"1095850592","568814064","-629797288","399.72","10.693","135.0","10","1",
"1095850593","568815044","-629798163","410.41","10.441","135.20000000000005","10","1",
"1095850594","568815992","-629799036","420.85","10.17","135.20000000000005","10","1",
"1095850595","568816869","-629799939","430.85","9.779","135.39999999999998","10","1",
"1095850596","568817680","-629800834","440.28","9.368","135.60000000000002","10","1",
"1095850597","568818452","-629801712","449.35","8.995","135.79999999999995","9","1",
"1095850598","568819159","-629802597","458.0","8.566","136.20000000000005","9","1",
"1095850599","568819790","-629803506","466.26","8.146","136.60000000000002","9","1",
"1095850600","568820355","-629804401","473.97","7.791","137.0","9","1",
"1095850601","568820897","-629805264","481.41","7.511","137.39999999999998","9","1",
"1095850602","568821400","-629806051","488.23","7.017","137.60000000000002","9","1",
"1095850603","568821911","-629806833","494.89","7.035","138.0","9","1",
"1095850604","568822433","-629807679","502.15","7.007","138.60000000000002","9","1",
"1095850605","568822919","-629808534","509.22","6.989","138.79999999999995","9","1",
"1095850606","568823457","-629809336","516.26","7.091","139.39999999999998","9","1",
"1095850607","568823985","-629810176","523.53","7.101","139.79999999999995","9","1",
"1095850608","568824526","-629810970","530.61","7.138","140.20000000000005","9","1",
"1095850609","568825103","-629811738","537.85","7.157","140.79999999999995","9","1",
"1095850610","568825681","-629812466","544.95","7.157","141.20000000000005","9","1",
"1095850611","568826288","-629813175","552.11","7.231","141.60000000000002","9","1",
"1095850612","568826904","-629813910","559.52","7.287","142.0","9","1",
"1095850613","568827490","-629814648","566.67","7.222","142.60000000000002","9","1",
"1095850614","568828119","-629815312","573.82","7.194","143.0","9","1",
"1095850615","568828733","-629816022","581.02","7.213","143.60000000000002","9","1",
"1095850616","568829383","-629816692","588.49","7.213","143.79999999999995","9","1",
"1095850617","568830011","-629817383","595.73","7.241","144.20000000000005","9","1",
"1095850618","568830656","-629818069","603.14","7.278","144.39999999999998","9","1",
"1095850619","568831324","-629818825","610.95","7.567","144.60000000000002","9","1",
"1095850620","568831980","-629819549","618.6","7.418","145.0","9","1",
"1095850621","568832644","-629820238","626.17","7.399","145.20000000000005","9","1",
"1095850622","568833294","-629820995","633.85","7.577","145.60000000000002","9","1",
"1095850623","568833927","-629821822","641.74","7.688","145.79999999999995","9","1",
"1095850624","568834554","-629822662","649.62","7.754","146.0","9","1",
"1095850625","568835178","-629823509","657.51","7.772","146.20000000000005","9","1",
"1095850626","568835789","-629824382","665.5","7.763","146.60000000000002","9","1",
"1095850627","568836381","-629825241","673.23","7.744","146.79999999999995","9","1",
"1095850628","568836964","-629826103","680.92","7.707","147.0","9","1",
"1095850629","568837557","-629826941","688.53","7.707","147.20000000000005","9","1",
"1095850630","568838155","-629827756","696.09","7.586","147.39999999999998","9","1",
"1095850631","568838740","-629828578","703.56","7.427","147.60000000000002","9","1",
"1095850632","568839333","-629829349","710.97","7.175","147.60000000000002","9","1",
"1095850633","568839881","-629830103","717.95","6.97","147.79999999999995","9","1",
"1095850634","568840423","-629830808","724.7","6.746","148.0","9","1",
"1095850635","568840933","-629831477","731.04","6.401","148.39999999999998","9","1",
"1095850636","568841399","-629832163","737.13","6.13","148.79999999999995","9","1",
"1095850637","568841865","-629832817","743.22","5.906","149.0","9","1",
"1095850638","568842273","-629833422","748.54","5.626","149.60000000000002","9","1",
"1095850639","568842717","-629834028","754.16","5.673","150.0","9","1",
"1095850640","568843127","-629834628","759.55","5.505","150.39999999999998","9","1",
"1095850641","568843570","-629835205","764.98","5.626","150.79999999999995","9","1",
"1095850642","568844007","-629835818","770.53","5.645","151.20000000000005","9","1",
"1095850643","568844467","-629836421","776.25","5.636","151.60000000000002","9","1",
"1095850644","568844941","-629837049","782.22","5.785","152.20000000000005","9","1",
"1095850645","568845372","-629837653","787.79","5.682","152.60000000000002","9","1",
"1095850646","568845814","-629838266","793.33","5.813","152.79999999999995","9","1",
