Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Data,0,record,timestamp,"1094125630",s,position_lat,"580352533",semicircles,position_long,"-641328556",semicircles,distance,"0.0",m,enhanced_speed,"8.062",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"0",,
Data,0,record,timestamp,"1094125631",s,position_lat,"580353181",semicircles,position_long,"-641327741",semicircles,distance,"7.89",m,enhanced_speed,"8.276",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125632",s,position_lat,"580353864",semicircles,position_long,"-641326843",semicircles,distance,"16.37",m,enhanced_speed,"8.5",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125633",s,position_lat,"580354556",semicircles,position_long,"-641325953",semicircles,distance,"24.93",m,enhanced_speed,"8.566",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125634",s,position_lat,"580355216",semicircles,position_long,"-641325027",semicircles,distance,"33.17",m,enhanced_speed,"8.547",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125635",s,position_lat,"580355886",semicircles,position_long,"-641324076",semicircles,distance,"41.68",m,enhanced_speed,"8.575",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125636",s,position_lat,"580356586",semicircles,position_long,"-641323134",semicircles,distance,"50.38",m,enhanced_speed,"8.659",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125637",s,position_lat,"580357284",semicircles,position_long,"-641322199",semicircles,distance,"59.13",m,enhanced_speed,"8.65",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125638",s,position_lat,"580357958",semicircles,position_long,"-641321256",semicircles,distance,"67.61",m,enhanced_speed,"8.528",m/s,enhanced_altitude,"18.600000000000023",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125639",s,position_lat,"580358631",semicircles,position_long,"-641320289",semicircles,distance,"76.35",m,enhanced_speed,"8.323",m/s,enhanced_altitude,"18.600000000000023",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125640",s,position_lat,"580359274",semicircles,position_long,"-641319335",semicircles,distance,"84.68",m,enhanced_speed,"8.202",m/s,enhanced_altitude,"18.600000000000023",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125641",s,position_lat,"580359935",semicircles,position_long,"-641318378",semicircles,distance,"93.24",m,enhanced_speed,"8.202",m/s,enhanced_altitude,"18.399999999999977",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125642",s,position_lat,"580360590",semicircles,position_long,"-641317460",semicircles,distance,"101.61",m,enhanced_speed,"8.136",m/s,enhanced_altitude,"18.399999999999977",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125643",s,position_lat,"580361203",semicircles,position_long,"-641316512",semicircles,distance,"109.93",m,enhanced_speed,"7.922",m/s,enhanced_altitude,"18.399999999999977",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125644",s,position_lat,"580361768",semicircles,position_long,"-641315652",semicircles,distance,"117.3",m,enhanced_speed,"7.558",m/s,enhanced_altitude,"18.399999999999977",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125645",s,position_lat,"580362316",semicircles,position_long,"-641314841",semicircles,distance,"124.54",m,enhanced_speed,"7.045",m/s,enhanced_altitude,"18.399999999999977",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125646",s,position_lat,"580362812",semicircles,position_long,"-641314112",semicircles,distance,"130.96",m,enhanced_speed,"6.41",m/s,enhanced_altitude,"18.600000000000023",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125647",s,position_lat,"580363273",semicircles,position_long,"-641313416",semicircles,distance,"137.17",m,enhanced_speed,"5.962",m/s,enhanced_altitude,"18.799999999999955",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125648",s,position_lat,"580363692",semicircles,position_long,"-641312755",semicircles,distance,"142.84",m,enhanced_speed,"5.729",m/s,enhanced_altitude,"19.0",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125649",s,position_lat,"580364092",semicircles,position_long,"-641312110",semicircles,distance,"148.28",m,enhanced_speed,"5.664",m/s,enhanced_altitude,"19.399999999999977",m,temperature,"27",C,unknown,"1",,
Data,0,record,timestamp,"1094125650",s,position_lat,"580364498",semicircles,position_long,"-641311481",semicircles,distance,"153.7",m,enhanced_speed,"5.626",m/s,enhanced_altitude,"19.600000000000023",m,temperature,"27",C,unknown,"1",,
