record.timestamp[s],record.distance[m],record.enhanced_altitude[m],record.temperature[C],record.unknown,record.position_lat[semicircles],record.position_long[semicircles],record.enhanced_speed[m/s],
"1085850905","82.75","34.200000000000045","22","1","567665980","-628906852","6.951",
"1085850906","89.7","34.60000000000002","22","1","567666398","-628905923","7.25",
"1085850907","96.84","34.799999999999955","22","1","567666843","-628905010","7.213",
"1085850908","103.84","35.200000000000045","22","1","567667274","-628904082","7.269",
"1085850909","111.14","35.60000000000002","22","1","567667706","-628903106","7.241",
"1085850910","118.74","35.799999999999955","22","1","567668150","-628902109","7.287",
"1085850911","125.92","36.0","22","1","567668586","-628901151","7.297",
"1085850912","133.27","36.200000000000045","23","1","567669056","-628900204","7.194",
"1085850913","140.58","36.60000000000002","23","1","567669555","-628899337","7.035",
"1085850914","147.14","37.0","23","1","567670023","-628898532","6.961",
"1085850915","154.12","37.200000000000045","23","1","567670471","-628897662","6.709",
"1085850916","160.56","37.60000000000002","23","1","567670936","-628896907","6.457",
"1085850917","166.83","37.799999999999955","23","1","567671366","-628896141","6.168",
"1085850918","172.6","38.200000000000045","22","1","567671767","-628895435","5.794",
"1085850919","177.91","38.39999999999998","23","1","567672129","-628894810","5.095",
"1085850920","182.25","38.60000000000002","22","1","567672431","-628894269","4.46",
"1085850921","186.39","38.799999999999955","22","1","567672705","-628893697","4.32",
"1085850922","191.05","38.799999999999955","22","1","567672812","-628892951","4.656",
"1085850923","195.91","39.0","23","1","567672635","-628892190","5.263",
"1085850924","201.33","39.0","23","1","567672238","-628891502","5.832",
"1085850925","208.02","39.200000000000045","22","1","567671671","-628890860","6.317",
"1085850926","214.67","38.799999999999955","22","1","567671085","-628890271","6.774",
"1085850927","221.95","38.799999999999955","22","1","567670481","-628889530","7.241",
"1085850928","229.84","38.799999999999955","22","1","567669838","-628888735","7.614",
"1085850929","237.34","39.0","22","1","567669168","-628888027","7.959",
"1085850930","246.01","39.0","22","1","567668445","-628887213","8.174",
"1085850931","253.88","38.799999999999955","22","1","567667738","-628886493","8.342",
"1085850932","262.55","38.799999999999955","22","1","567666947","-628885779","8.538",
"1085850933","271.18","38.799999999999955","22","1","567666140","-628885131","8.687",
"1085850934","279.94","38.60000000000002","22","1","567665314","-628884486","8.827",
"1085850935","288.72","38.39999999999998","22","1","567664445","-628883936","8.948",
"1085850936","297.73","38.39999999999998","22","1","567663559","-628883374","9.079",
"1085850937","306.42","38.200000000000045","22","1","567662692","-628882849","9.191",
"1085850938","315.53","38.0","22","1","567661748","-628882378","9.377",
"1085850939","325.18","37.799999999999955","22","1","567660760","-628881951","9.499",
"1085850940","334.79","37.60000000000002","22","1","567659762","-628881547","9.704",
"1085850941","344.55","37.200000000000045","22","1","567658744","-628881090","9.928",
"1085850942","355.09","37.0","22","1","567657681","-628880592","10.142",
"1085850943","365.17","36.799999999999955","22","1","567656628","-628880135","10.245",
"1085850944","376.1","36.39999999999998","22","1","567655512","-628879751","10.376",
"1085850945","386.36","36.0","22","1","567654442","-628879326","10.6",
"1085850946","396.98","35.60000000000002","22","1","567653343","-628878853","10.768",
"1085850947","407.85","35.0","22","1","567652220","-628878367","10.908",
"1085850948","418.98","35.0","22","1","567651081","-628877882","11.076",
"1085850949","429.91","34.60000000000002","22","1","567649955","-628877349","11.113",
"1085850950","441.02","34.200000000000045","22","1","567648822","-628876755","11.122",
"1085850951","452.09","34.0","22","1","567647714","-628876141","10.936",
"1085850952","462.94","33.60000000000002","22","1","567646675","-628875409","10.693",
"1085850953","473.24","33.39999999999998","22","1","567645747","-628874556","10.357",
"1085850954","483.25","33.200000000000045","22","1","567644906","-628873559","10.105",
"1085850955","493.06","33.200000000000045","22","1","567644077","-628872606","9.835",
"1085850956","502.55","33.200000000000045","22","1","567643262","-628871693","9.601",
"1085850957","511.76","33.200000000000045","22","1","567642466","-628870818","9.349",
"1085850958","520.97","33.39999999999998","22","1","567641685","-628869955","9.097",
"1085850959","529.75","33.799999999999955","22","1","567640947","-628869100","8.892",
"1085850960","538.08","34.0","22","1","567640259","-628868239","8.724",
"1085850961","546.42","34.0","22","1","567639535","-628867457","8.566",
"1085850962","554.39","34.200000000000045","22","1","567638827","-628866692","8.398",
"1085850963","562.86","34.200000000000045","22","1","567638099","-628865899","8.239",
"1085850964","571.19","34.200000000000045","22","1","567637376","-628865124","8.146",
"1085850965","579.27","34.39999999999998","22","1","567636678","-628864373","7.978",
"1085850966","587.41","34.39999999999998","22","1","567635986","-628863621","7.791",
"1085850967","594.93","34.60000000000002","22","1","567635316","-628862920","7.707",
"1085850968","602.51","34.799999999999955","22","1","567634617","-628862285","7.633",
"1085850969","610.28","34.799999999999955","22","1","567633898","-628861670","7.577",
"1085850970","617.81","35.0","22","1","567633170","-628861080","7.595",
"1085850971","625.81","35.0","22","1","567632387","-628860560","7.53",
"1085850972","633.74","35.200000000000045","22","1","567631617","-628860128","7.381",
"1085850973","641.24","35.200000000000045","22","1","567630881","-628859732","7.297",
"1085850974","648.14","35.200000000000045","22","1","567630174","-628859343","7.241",
"1085850975","655.3","35.200000000000045","22","1","567629438","-628858985","7.213",
"1085850976","662.91","35.39999999999998","22","1","567628668","-628858651","7.39",
"1085850977","670.68","35.60000000000002","22","1","567627901","-628858255","7.67",
"1085850978","678.13","35.60000000000002","22","1","567627152","-628857840","7.819",
"1085850979","685.53","35.60000000000002","22","1","567626381","-628857444","7.959",
"1085850980","693.91","35.60000000000002","22","1","567625553","-628857046","8.043",
"1085850981","701.37","35.60000000000002","22","1","567624787","-628856608","8.136",
"1085850982","709.4","35.60000000000002","22","1","567623965","-628856172","8.267",
"1085850983","717.77","35.60000000000002","22","1","567623110","-628855763","8.407",
"1085850984","726.3","35.60000000000002","22","1","567622241","-628855372","8.622",
"1085850985","734.92","35.60000000000002","22","1","567621345","-628854957","8.901",
"1085850986","744.16","35.39999999999998","22","1","567620384","-628854566","9.284",
"1085850987","754.07","35.200000000000045","22","1","567619369","-628854150","9.751",
"1085850988","764.27","34.799999999999955","22","1","567618306","-628853715","10.264",
"1085850989","775.18","34.39999999999998","22","1","567617163","-628853312","10.889",
"1085850990","786.81","33.799999999999955","22","1","567615948","-628852950","11.495",
"1085850991","798.97","33.39999999999998","22","1","567614643","-628852671","12.242",
"1085850992","812.28","32.799999999999955","22","1","567613235","-628852558","13.035",
"1085850993","825.67","31.799999999999955","22","1","567611792","-628852473","13.697",
"1085850994","839.76","30.600000000000023","22","1","567610285","-628852349","14.257",
"1085850995","854.49","29.0","22","1","567608703","-628852221","14.817",
"1085850996","869.69","28.200000000000045","22","1","567607072","-628852099","15.302",
"1085850997","885.3","26.200000000000045","22","1","567605415","-628851976","15.47",
"1085850998","900.63","25.399999999999977","22","1","567603763","-628851878","15.582",
"1085850999","916.38","23.799999999999955","22","1","567602086","-628851749","15.592",
"1085851000","931.6","22.600000000000023","22","1","567600450","-628851653","15.405",
"1085851001","946.96","21.399999999999977","22","1","567598805","-628851588","15.237",
"1085851002","962.0","20.0","22","1","567597207","-628851530","14.929",
"1085851003","976.07","19.200000000000045","22","1","567595681","-628851459","14.5",
"1085851004","990.01","18.399999999999977","22","1","567594168","-628851397","14.033",
"1085851005","1004.29","17.799999999999955","22","1","567592656","-628851395","13.585",
"1085851006","1017.84","17.600000000000023","22","1","567591220","-628851459","13.278",
"1085851007","1030.37","17.600000000000023","21","1","567589861","-628851571","12.895",
"1085851008","1042.91","17.399999999999977","21","1","567588512","-628851760","12.606",
"1085851009","1055.09","17.200000000000045","21","1","567587193","-628851898","12.233",
"1085851010","1067.57","17.200000000000045","21","1","567585880","-628852040","11.878",
"1085851011","1079.33","17.200000000000045","21","1","567584641","-628852171","11.514",
"1085851012","1090.12","17.200000000000045","21","1","567583477","-628852272","11.104",
"1085851013","1100.63","17.200000000000045","21","1","567582336","-628852395","10.777",
"1085851014","1111.34","17.399999999999977","21","1","567581192","-628852537","10.488",
"1085851015","1121.82","17.399999999999977","21","1","567580084","-628852793","10.31",
"1085851016","1131.88","17.600000000000023","21","1","567579028","-628853163","10.152",
"1085851017","1141.82","17.600000000000023","21","1","567577992","-628853557","9.919",
"1085851018","1151.53","17.799999999999955","21","1","567577003","-628853988","9.536",
"1085851019","1160.07","17.799999999999955","21","1","567576175","-628854591","8.678",
"1085851020","1168.23","18.0","21","1","567575416","-628855203","7.875",
"1085851021","1175.46","18.0","21","1","567574745","-628855747","7.138",
"1085851022","1181.66","18.600000000000023","21","1","567574160","-628856236","6.42",
"1085851023","1187.36","19.200000000000045","21","1","567573628","-628856638","5.654",
"1085851024","1191.98","20.0","21","1","567573180","-628856993","5.048",
"1085851025","1196.6","20.600000000000023","21","1","567572713","-628857289","4.833",
"1085851026","1201.16","21.200000000000045","21","1","567572265","-628857629","4.693",
"1085851027","1205.85","21.600000000000023","21","1","567571841","-628858011","4.413",
"1085851028","1210.25","22.200000000000045","21","1","567571439","-628858344","4.255",
"1085851029","1214.31","22.600000000000023","21","1","567571042","-628858658","4.245",
"1085851030","1218.8","23.200000000000045","21","1","567570622","-628858974","4.283",
"1085851031","1223.22","23.600000000000023","21","1","567570212","-628859303","4.385",
"1085851032","1227.46","24.0","21","1","567569824","-628859653","4.46",
"1085851033","1231.67","24.399999999999977","21","1","567569416","-628859921","4.432",
"1085851034","1235.45","24.799999999999955","21","1","567569016","-628860098","4.199",
"1085851035","1239.48","25.0","21","1","567568609","-628860285","4.012",
"1085851036","1243.43","25.600000000000023","21","1","567568191","-628860417","4.05",
"1085851037","1247.41","26.0","21","1","567567773","-628860486","3.938",
"1085851038","1251.07","26.600000000000023","21","1","567567371","-628860500","3.863",
"1085851039","1254.84","26.799999999999955","21","1","567566955","-628860467","3.919",
"1085851040","1258.67","27.0","21","1","567566531","-628860434","3.947",
"1085851041","1262.65","27.399999999999977","21","1","567566105","-628860307","3.928",
"1085851042","1266.89","27.799999999999955","21","1","567565692","-628860154","3.695",
"1085851043","1270.22","28.399999999999977","21","1","567565327","-628860006","3.602",
"1085851044","1274.3","29.0","21","1","567564917","-628859853","3.564",
"1085851045","1277.67","29.399999999999977","21","1","567564536","-628860061","3.714",
"1085851046","1281.14","29.799999999999955","21","1","567564163","-628860231","3.359",
"1085851047","1285.32","30.200000000000045","21","1","567563727","-628859942","4.301",
"1085851048","1290.2","30.600000000000023","21","1","567563333","-628859495","4.46",
"1085851049","1295.14","31.0","21","1","567562923","-628858990","5.001",
"1085851050","1300.36","31.399999999999977","21","1","567562469","-628858517","4.955",
"1085851051","1305.41","31.600000000000023","21","1","567561972","-628858127","5.188",
"1085851052","1311.03","31.799999999999955","21","1","567561442","-628857778","5.179",
"1085851053","1316.32","32.200000000000045","21","1","567560906","-628857489","5.477",
"1085851054","1321.66","32.39999999999998","21","1","567560365","-628857154","5.58",
"1085851055","1326.84","32.39999999999998","21","1","567559824","-628856842","5.402",
"1085851056","1332.67","32.799999999999955","21","1","567559245","-628856549","5.272",
"1085851057","1338.26","33.200000000000045","21","1","567558681","-628856252","5.263",
"1085851058","1343.73","33.799999999999955","21","1","567558133","-628855956","5.169",
"1085851059","1349.05","34.0","21","1","567557601","-628855683","4.983",
"1085851060","1354.14","34.39999999999998","21","1","567557079","-628855464","4.992",
"1085851061","1359.09","34.60000000000002","21","1","567556575","-628855220","4.945",
"1085851062","1364.11","34.799999999999955","21","1","567556082","-628854898","4.861",
"1085851063","1368.95","35.0","21","1","567555602","-628854625","4.805",
"1085851064","1373.56","35.39999999999998","21","1","567555130","-628854391","4.703",
"1085851065","1378.3","35.60000000000002","21","1","567554675","-628854104","4.535",
"1085851066","1382.86","36.0","21","1","567554234","-628853851","4.628",
"1085851067","1386.74","36.0","21","1","567553802","-628853655","4.665",
"1085851068","1391.5","36.200000000000045","21","1","567553322","-628853414","4.656",
"1085851069","1396.08","36.39999999999998","21","1","567552849","-628853188","4.712",
"1085851070","1401.27","36.39999999999998","21","1","567552361","-628852917","4.703",
"1085851071","1405.36","36.799999999999955","21","1","567551948","-628852648","4.684",
"1085851072","1409.79","36.799999999999955","20","1","567551508","-628852334","4.712",
"1085851073","1414.26","37.0","21","1","567551062","-628852040","4.563",
"1085851074","1419.11","37.39999999999998","20","1","567550579","-628851788","4.535",
"1085851075","1423.78","37.60000000000002","20","1","567550105","-628851561","4.553",
"1085851076","1428.34","37.60000000000002","20","1","567549653","-628851328","4.469",
"1085851077","1432.38","37.60000000000002","20","1","567549244","-628851058","4.32",
"1085851078","1436.79","37.799999999999955","20","1","567548800","-628850815","4.311",
"1085851079","1441.13","38.200000000000045","20","1","567548383","-628850552","4.208",
"1085851080","1445.03","38.60000000000002","20","1","567547981","-628850286","4.199",
"1085851081","1449.6","39.0","20","1","567547536","-628850014","4.264",
"1085851082","1453.98","39.799999999999955","20","1","567547112","-628849753","4.236",
"1085851083","1458.4","39.799999999999955","20","1","567546692","-628849500","4.311",
"1085851084","1462.17","39.799999999999955","20","1","567546322","-628849251","4.217",
"1085851085","1466.06","40.200000000000045","20","1","567545933","-628849002","4.292",
"1085851086","1469.93","40.39999999999998","20","1","567545540","-628848757","4.133",
"1085851087","1473.91","40.60000000000002","20","1","567545123","-628848486","4.227",
"1085851088","1478.44","40.799999999999955","20","1","567544675","-628848225","4.115",
"1085851089","1482.82","41.200000000000045","20","1","567544236","-628847997","4.087",
"1085851090","1487.13","41.39999999999998","20","1","567543784","-628847803","4.133",
"1085851091","1491.47","41.60000000000002","20","1","567543341","-628847622","4.124",
"1085851092","1496.05","41.799999999999955","20","1","567542885","-628847450","4.152",
"1085851093","1500.48","41.799999999999955","20","1","567542448","-628847248","4.171",
"1085851094","1504.51","42.200000000000045","20","1","567542040","-628847015","4.106",
"1085851095","1508.62","42.200000000000045","20","1","567541630","-628846800","4.078",
"1085851096","1512.21","42.60000000000002","20","1","567541245","-628846614","4.05",
"1085851097","1516.38","43.0","20","1","567540823","-628846380","4.133",
"1085851098","1520.65","43.200000000000045","20","1","567540396","-628846148","4.208",
"1085851099","1524.95","43.799999999999955","20","1","567539967","-628845916","4.255",
"1085851100","1529.4","44.0","20","1","567539510","-628845696","4.507",
"1085851101","1533.9","44.0","20","1","567539053","-628845489","4.544",
"1085851102","1538.12","44.60000000000002","20","1","567538597","-628845316","4.665",
"1085851103","1542.66","44.799999999999955","20","1","567538123","-628845072","4.759",
"1085851104","1547.84","44.799999999999955","20","1","567537591","-628844822","4.861",
"1085851105","1553.27","45.200000000000045","20","1","567537050","-628844560","4.973",
"1085851106","1558.41","45.39999999999998","20","1","567536531","-628844330","5.039",
"1085851107","1563.56","45.60000000000002","20","1","567536009","-628844133","5.207",
"1085851108","1568.39","45.799999999999955","20","1","567535499","-628843938","5.244",
"1085851109","1573.57","45.799999999999955","20","1","567534960","-628843700","5.309",
"1085851110","1579.23","46.200000000000045","20","1","567534398","-628843408","5.449",
"1085851111","1584.83","46.200000000000045","20","1","567533842","-628843137","5.542",
"1085851112","1590.02","46.200000000000045","20","1","567533300","-628842903","5.598",
"1085851113","1595.18","46.39999999999998","20","1","567532748","-628842649","5.608",
"1085851114","1600.85","46.39999999999998","20","1","567532165","-628842385","5.71",
"1085851115","1606.89","46.60000000000002","20","1","567531553","-628842142","5.841",
"1085851116","1613.08","46.60000000000002","20","1","567530943","-628841834","5.934",
"1085851117","1618.75","46.799999999999955","20","1","567530349","-628841539","6.046",
"1085851118","1624.65","46.799999999999955","20","1","567529730","-628841274","6.158",
"1085851119","1630.99","46.799999999999955","20","1","567529080","-628841019","6.205",
"1085851120","1637.34","47.0","20","1","567528443","-628840723","6.196",
"1085851121","1643.36","47.0","20","1","567527832","-628840453","6.168",
"1085851122","1648.88","47.0","20","1","567527253","-628840244","5.925",
"1085851123","1654.38","47.200000000000045","20","1","567526666","-628840043","5.804",
"1085851124","1659.86","47.200000000000045","20","1","567526078","-628839888","5.636",
"1085851125","1665.61","47.200000000000045","20","1","567525470","-628839814","5.589",
"1085851126","1670.76","47.200000000000045","20","1","567524901","-628839822","5.468",
"1085851127","1676.3","47.39999999999998","20","1","567524315","-628839667","5.309",
"1085851128","1681.86","47.39999999999998","20","1","567523729","-628839541","5.151",
"1085851129","1686.95","47.39999999999998","20","1","567523200","-628839424","4.712",
"1085851130","1691.7","47.60000000000002","20","1","567522674","-628839389","4.749",
"1085851131","1696.92","48.0","20","1","567522127","-628839380","4.805",
"1085851132","1701.74","48.200000000000045","20","1","567521627","-628839304","4.74",
"1085851133","1706.13","48.39999999999998","20","1","567521160","-628839061","4.945",
"1085851134","1711.23","48.799999999999955","20","1","567520704","-628838623","5.029",
"1085851135","1716.24","48.799999999999955","20","1","567520315","-628838084","4.889",
"1085851136","1720.85","48.799999999999955","20","1","567519967","-628837563","4.749",
"1085851137","1725.04","49.0","20","1","567519619","-628837105","4.479",
"1085851138","1728.95","49.0","20","1","567519284","-628836742","3.574",
"1085851139","1732.09","49.0","20","1","567519016","-628836472","2.771",
"1085851140","1734.18","49.200000000000045","20","1","567518821","-628836331","1.913",
"1085851141","1735.58","49.39999999999998","20","1","567518694","-628836181","1.446",
"1085851142","1736.72","49.39999999999998","20","1","567518609","-628836032","1.092",
"1085851143","1737.51","49.39999999999998","20","1","567518537","-628835938","0.681",
"1085851144","1738.07","49.39999999999998","20","1","567518504","-628835882","0.0",
"1085851145","1738.07","49.60000000000002","20","0","567518488","-628835930","0.0",
"1085851159","1738.07","49.39999999999998","20","1","567518024","-628834798","3.135",
"1085851160","1742.37","49.39999999999998","20","1","567517755","-628834263","4.311",
"1085851161","1747.51","49.39999999999998","20","1","567517448","-628833592","5.3",
"1085851162","1753.12","49.39999999999998","20","1","567517149","-628832852","6.102",
"1085851163","1758.13","49.200000000000045","20","1","567516888","-628832144","6.252",
"1085851164","1763.47","49.200000000000045","20","1","567516623","-628831357","6.41",
"1085851165","1769.64","49.200000000000045","20","1","567516207","-628830586","6.345",
"1085851166","1776.19","49.200000000000045","20","1","567515608","-628830030","6.457",
"1085851167","1782.53","49.200000000000045","20","1","567514916","-628829849","6.709",
"1085851168","1789.32","49.200000000000045","20","1","567514168","-628829987","7.017",
"1085851169","1796.56","49.200000000000045","20","1","567513480","-628830527","7.185",
"1085851170","1804.09","49.200000000000045","20","1","567512754","-628831063","7.511",
"1085851171","1811.97","49.200000000000045","20","1","567512005","-628831626","7.735",
"1085851172","1819.74","49.200000000000045","20","1","567511243","-628832161","7.884",
"1085851173","1827.98","49.200000000000045","20","1","567510454","-628832696","7.987",
"1085851174","1835.97","49.39999999999998","20","1","567509689","-628833225","8.052",
"1085851175","1843.61","49.60000000000002","20","1","567508961","-628833767","8.015",
"1085851176","1851.18","49.60000000000002","20","1","567508258","-628834387","7.987",
"1085851177","1858.79","49.799999999999955","20","1","567507540","-628835017","7.959",
"1085851178","1866.86","49.799999999999955","20","1","567506792","-628835631","7.922",
"1085851179","1874.66","49.799999999999955","20","1","567506071","-628836252","7.875",
"1085851180","1882.4","49.799999999999955","20","1","567505334","-628836826","7.95",
"1085851181","1890.47","49.799999999999955","20","1","567504587","-628837486","8.024",
"1085851182","1898.69","49.799999999999955","20","1","567503824","-628838147","8.062",
"1085851183","1907.03","50.0","20","1","567503028","-628838753","8.174",
"1085851184","1915.5","50.0","20","1","567502223","-628839334","8.192",
"1085851185","1923.38","50.0","20","1","567501447","-628839863","8.08",
"1085851186","1931.36","50.0","20","1","567500668","-628840406","7.95",
"1085851187","1939.81","50.200000000000045","20","1","567499858","-628840943","8.099",
"1085851188","1948.01","50.200000000000045","20","1","567499035","-628841442","8.482",
"1085851189","1956.65","50.200000000000045","20","1","567498157","-628841943","8.939",
"1085851190","1966.12","50.0","20","1","567497207","-628842438","9.368",
"1085851191","1975.89","50.0","20","1","567496231","-628842960","9.779",
"1085851192","1985.42","49.60000000000002","20","1","567495241","-628843433","10.04",
"1085851193","1995.58","49.200000000000045","20","1","567494184","-628843906","10.32",
"1085851194","2006.45","48.799999999999955","20","1","567493057","-628844337","10.646",
"1085851195","2017.3","48.200000000000045","20","1","567491916","-628844759","10.768",
"1085851196","2028.71","47.60000000000002","20","1","567490743","-628845196","10.833",
"1085851197","2040.01","47.0","20","1","567489578","-628845543","10.842",
"1085851198","2050.86","46.60000000000002","20","1","567488442","-628845824","10.87",
"1085851199","2061.43","46.0","20","1","567487318","-628846131","10.898",
"1085851200","2072.33","45.60000000000002","20","1","567486186","-628846573","11.066",
"1085851201","2083.34","45.200000000000045","20","1","567485056","-628847170","11.29",
"1085851202","2095.13","44.60000000000002","20","1","567483855","-628847742","11.626",
"1085851203","2107.09","44.200000000000045","20","1","567482627","-628848260","11.906",
"1085851204","2119.05","43.60000000000002","20","1","567481382","-628848787","12.158",
"1085851205","2131.52","43.0","20","1","567480115","-628849373","12.27",
"1085851206","2143.86","42.39999999999998","20","1","567478845","-628849890","12.298",
"1085851207","2156.02","41.799999999999955","20","1","567477587","-628850363","12.223",
"1085851208","2168.0","41.0","20","1","567476350","-628850878","12.121",
"1085851209","2180.12","40.39999999999998","20","1","567475094","-628851388","12.233",
"1085851210","2192.15","40.0","20","1","567473841","-628851921","12.289",
"1085851211","2203.66","39.39999999999998","20","1","567472649","-628852384","11.495",
"1085851212","2214.53","38.799999999999955","20","1","567471540","-628852857","10.618",
"1085851213","2224.71","38.0","20","1","567470501","-628853233","9.919",
"1085851214","2234.04","37.60000000000002","20","1","567469542","-628853744","9.741",
"1085851215","2243.4","37.39999999999998","20","1","567468592","-628854321","9.685",
"1085851216","2253.33","37.200000000000045","20","1","567467605","-628854860","9.667",
"1085851217","2262.87","37.0","20","1","567466621","-628855334","9.779",
"1085851218","2272.8","37.0","20","1","567465604","-628855809","9.937",
"1085851219","2282.94","36.799999999999955","20","1","567464564","-628856276","10.114",
"1085851220","2293.27","36.799999999999955","20","1","567463504","-628856792","10.413",
"1085851221","2304.18","36.799999999999955","20","1","567462392","-628857360","10.861",
"1085851222","2315.62","36.60000000000002","20","1","567461215","-628857841","11.271",
"1085851223","2327.46","36.0","20","1","567459999","-628858383","11.831",
"1085851224","2339.77","35.60000000000002","20","1","567458749","-628858963","12.261",
"1085851225","2352.19","34.799999999999955","20","1","567457440","-628859493","12.886",
"1085851226","2365.78","34.0","20","1","567456012","-628860000","13.511",
"1085851227","2380.03","33.200000000000045","20","1","567454550","-628860576","13.893",
"1085851228","2394.36","32.200000000000045","20","1","567453071","-628861183","14.211",
"1085851229","2408.82","31.0","20","1","567451560","-628861852","14.575",
"1085851230","2424.19","30.0","20","1","567449990","-628862601","14.808",
"1085851231","2440.05","28.600000000000023","20","1","567448470","-628863545","14.78",
"1085851232","2454.53","27.200000000000045","20","1","567447098","-628864595","14.64",
"1085851233","2468.43","25.799999999999955","20","1","567445809","-628865694","14.211",
"1085851234","2482.48","24.399999999999977","20","1","567444490","-628866782","14.099",
"1085851235","2496.84","23.399999999999977","20","1","567443099","-628867798","14.5",
"1085851236","2511.67","22.600000000000023","20","1","567441656","-628868814","14.994",
"1085851237","2527.05","21.600000000000023","20","1","567440148","-628869845","15.554",
"1085851238","2543.03","21.200000000000045","20","1","567438616","-628870993","15.965",
"1085851239","2559.25","19.799999999999955","20","1","567437068","-628872148","16.077",
"1085851240","2575.22","18.200000000000045","20","1","567435534","-628873311","15.965",
"1085851241","2591.33","16.799999999999955","20","1","567434004","-628874463","15.797",
"1085851242","2607.18","15.799999999999955","20","1","567432487","-628875592","15.694",
"1085851243","2622.88","14.799999999999955","20","1","567430995","-628876677","15.508",
"1085851244","2637.88","14.0","20","1","567429545","-628877713","15.284",
"1085851245","2652.31","13.200000000000045","20","1","567428136","-628878728","14.92",
"1085851246","2666.94","12.399999999999977","20","1","567426742","-628879774","14.435",
"1085851247","2681.4","12.200000000000045","20","1","567425346","-628880791","14.425",
"1085851248","2695.56","11.800000000000011","20","1","567423978","-628881781","14.192",
"1085851249","2709.51","11.399999999999977","20","1","567422631","-628882754","13.931",
"1085851250","2723.23","11.399999999999977","20","1","567421316","-628883701","13.585",
"1085851251","2736.52","11.199999999999989","20","1","567420047","-628884676","13.278",
"1085851252","2749.79","11.199999999999989","20","1","567418787","-628885645","13.091",
"1085851253","2762.67","11.0","20","1","567417544","-628886546","12.876",
"1085851254","2775.65","11.0","20","1","567416308","-628887429","12.662",
"1085851255","2787.77","11.0","20","1","567415138","-628888297","12.391",
"1085851256","2799.77","11.0","20","1","567413957","-628889139","12.251",
"1085851257","2811.9","11.0","20","1","567412794","-628889942","11.822",
"1085851258","2823.35","11.0","20","1","567411676","-628890666","11.365",
"1085851259","2834.14","10.800000000000011","20","1","567410602","-628891354","10.917",
"1085851260","2844.61","10.800000000000011","20","1","567409524","-628891789","10.32",
"1085851261","2854.5","10.800000000000011","20","1","567408493","-628892229","9.947",
"1085851262","2864.66","10.800000000000011","20","1","567407474","-628892666","9.648",
"1085851263","2873.64","10.800000000000011","20","1","567406563","-628893063","9.153",
"1085851264","2881.73","11.199999999999989","20","1","567405690","-628893328","8.687",
"1085851265","2888.53","11.399999999999977","20","1","567404974","-628893706","7.231",
"1085851266","2895.07","11.399999999999977","20","1","567404333","-628894073","5.906",
"1085851267","2900.65","11.399999999999977","20","1","567403770","-628894346","5.095",
"1085851268","2905.18","11.399999999999977","20","1","567403316","-628894598","4.273",
"1085851269","2908.7","11.199999999999989","20","1","567402950","-628894800","3.21",
"1085851270","2911.26","11.199999999999989","20","1","567402693","-628894903","2.034",
"1085851271","2913.04","10.800000000000011","20","1","567402517","-628894981","1.418",
"1085851272","2914.45","10.600000000000023","20","1","567402393","-628895126","1.194",
"1085851273","2915.2","10.600000000000023","20","1","567402289","-628895119","0.877",
"1085851274","2916.94","10.399999999999977","20","1","567402219","-628895211","0.392",
"1085851275","2916.94","10.399999999999977","20","0","567402291","-628895384","0.0",
"1085851320","2916.94","11.199999999999989","20","1","567400091","-628895302","3.564",
