record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],
"1105053980","-138816768","1991819264","0.23","1.6000000000000227","0.944","161","66","14","1.6000000000000227","0.944",
"1105053981","-138816768","1991819136","0.71","1.6000000000000227","1.547","161","66","23","1.6000000000000227","1.547",
"1105053982","-138816784","1991819008","2.86","1.6000000000000227","2.612","189","67","1","1.6000000000000227","2.612",
"1105053983","-138816768","1991818624","5.78","1.6000000000000227","3.26","164","67","1","1.6000000000000227","3.26",
"1105053984","-138816688","1991818240","9.38","1.6000000000000227","3.814","172","68","72","1.6000000000000227","3.814",
"1105053985","-138816576","1991817856","13.39","1.6000000000000227","4.268","170","69","83","1.6000000000000227","4.268",
"1105053986","-138816464","1991817344","17.97","1.6000000000000227","4.805","221","70","79","1.6000000000000227","4.805",
"1105053987","-138816352","1991816704","22.94","1.6000000000000227","5.154","168","70","77","1.6000000000000227","5.154",
"1105053988","-138816272","1991816192","28.26","1.6000000000000227","5.433","153","71","77","1.6000000000000227","5.433",
"1105053989","-138816224","1991815680","33.79","1.6000000000000227","5.682","156","72","78","1.6000000000000227","5.682",
"1105053990","-138816192","1991814912","39.63","1.6000000000000227","5.893","142","73","79","1.6000000000000227","5.893",
"1105053991","-138816192","1991814400","45.58","1.6000000000000227","6.097","149","76","79","1.6000000000000227","6.097",
"1105053992","-138816208","1991813632","51.84","1.6000000000000227","6.299","145","77","80","1.6000000000000227","6.299",
"1105053993","-138816272","1991812992","58.21","1.6000000000000227","6.599","154","80","79","1.6000000000000227","6.599",
"1105053994","-138816336","1991812224","65.0","1.6000000000000227","6.896","147","81","81","1.6000000000000227","6.896",
"1105053995","-138816432","1991811456","71.94","1.6000000000000227","7.109","147","81","81","1.6000000000000227","7.109",
"1105053996","-138816544","1991810816","79.21","1.6000000000000227","7.282","149","82","81","1.6000000000000227","7.282",
"1105053997","-138816688","1991809792","86.57","1.6000000000000227","7.413","139","82","82","1.6000000000000227","7.413",
"1105053998","-138816864","1991809152","93.96","1.6000000000000227","7.533","142","84","81","1.6000000000000227","7.533",
"1105053999","-138817056","1991808384","101.57","1.6000000000000227","7.618","110","84","82","1.6000000000000227","7.618",
"1105054000","-138817296","1991807488","109.25","1.6000000000000227","7.753","139","85","83","1.6000000000000227","7.753",
"1105054001","-138817568","1991806720","117.19","1.6000000000000227","7.926","144","86","83","1.6000000000000227","7.926",
"1105054002","-138817840","1991805824","125.11","1.6000000000000227","8.113","144","87","84","1.6000000000000227","8.113",
"1105054003","-138818144","1991805056","133.34","1.6000000000000227","8.312","138","87","83","1.6000000000000227","8.312",
"1105054004","-138818464","1991804160","141.78","1.6000000000000227","8.481","159","88","84","1.6000000000000227","8.481",
"1105054005","-138818832","1991803264","150.34","1.6000000000000227","8.523","149","88","84","1.6000000000000227","8.523",
"1105054006","-138819216","1991802368","158.89","1.6000000000000227","8.545","143","90","84","1.6000000000000227","8.545",
"1105054007","-138819616","1991801600","167.3","1.6000000000000227","8.556","138","91","83","1.6000000000000227","8.556",
"1105054008","-138820016","1991800704","175.93","1.6000000000000227","8.566","138","91","82","1.6000000000000227","8.566",
"1105054009","-138820448","1991800064","184.55","1.6000000000000227","8.582","143","92","84","1.6000000000000227","8.582",
