Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Data,3,record,timestamp,"1074699077",s,position_lat,"563969856",semicircles,position_long,"135960048",semicircles,distance,"10.47",m,heart_rate,"139",bpm,altitude,"283.79999999999995",m,speed,"10.146",m/s,power,"320",watts,cadence,"98",rpm,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"10.146",m/s,
Data,3,record,timestamp,"1074699078",s,position_lat,"563969728",semicircles,position_long,"135958448",semicircles,distance,"20.72",m,heart_rate,"140",bpm,altitude,"283.79999999999995",m,speed,"10.339",m/s,power,"304",watts,cadence,"98",rpm,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"10.339",m/s,
Data,3,record,timestamp,"1074699079",s,position_lat,"563969344",semicircles,position_long,"135956880",semicircles,distance,"31.16",m,heart_rate,"140",bpm,altitude,"283.79999999999995",m,speed,"10.54",m/s,power,"352",watts,cadence,"99",rpm,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"10.54",m/s,
Data,3,record,timestamp,"1074699080",s,position_lat,"563968704",semicircles,position_long,"135955472",semicircles,distance,"41.79",m,heart_rate,"140",bpm,altitude,"283.79999999999995",m,speed,"10.713",m/s,power,"309",watts,cadence,"98",rpm,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"10.713",m/s,
Data,3,record,timestamp,"1074699081",s,position_lat,"563967808",semicircles,position_long,"135954304",semicircles,distance,"52.58",m,heart_rate,"141",bpm,altitude,"283.79999999999995",m,speed,"10.849",m/s,power,"297",watts,cadence,"99",rpm,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"10.849",m/s,
Data,3,record,timestamp,"1074699082",s,position_lat,"563966848",semicircles,position_long,"135953440",semicircles,distance,"63.51",m,heart_rate,"143",bpm,altitude,"283.79999999999995",m,speed,"11.01",m/s,power,"442",watts,cadence,"98",rpm,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"11.01",m/s,
Data,3,record,timestamp,"1074699083",s,position_lat,"563965696",semicircles,position_long,"135952928",semicircles,distance,"74.62",m,heart_rate,"144",bpm,altitude,"283.79999999999995",m,speed,"11.192",m/s,power,"366",watts,cadence,"99",rpm,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"11.192",m/s,
Data,3,record,timestamp,"1074699084",s,position_lat,"563964480",semicircles,position_long,"135952688",semicircles,distance,"85.88",m,heart_rate,"144",bpm,altitude,"284.0",m,speed,"11.313",m/s,power,"361",watts,cadence,"100",rpm,enhanced_altitude,"284.0",m,enhanced_speed,"11.313",m/s,
Data,3,record,timestamp,"1074699085",s,position_lat,"563963328",semicircles,position_long,"135952544",semicircles,distance,"97.08",m,heart_rate,"144",bpm,altitude,"284.0",m,speed,"11.421",m/s,power,"369",watts,cadence,"99",rpm,enhanced_altitude,"284.0",m,enhanced_speed,"11.421",m/s,
Data,3,record,timestamp,"1074699086",s,position_lat,"563962048",semicircles,position_long,"135952400",semicircles,distance,"108.71",m,heart_rate,"145",bpm,altitude,"284.20000000000005",m,speed,"11.486",m/s,power,"286",watts,cadence,"100",rpm,enhanced_altitude,"284.20000000000005",m,enhanced_speed,"11.486",m/s,
Data,3,record,timestamp,"1074699087",s,position_lat,"563960832",semicircles,position_long,"135952256",semicircles,distance,"120.21",m,heart_rate,"146",bpm,altitude,"284.20000000000005",m,speed,"11.499",m/s,power,"290",watts,cadence,"99",rpm,enhanced_altitude,"284.20000000000005",m,enhanced_speed,"11.499",m/s,
Data,3,record,timestamp,"1074699088",s,position_lat,"563959616",semicircles,position_long,"135952080",semicircles,distance,"131.65",m,heart_rate,"148",bpm,altitude,"284.20000000000005",m,speed,"11.486",m/s,power,"371",watts,cadence,"99",rpm,enhanced_altitude,"284.20000000000005",m,enhanced_speed,"11.486",m/s,
Data,3,record,timestamp,"1074699089",s,position_lat,"563958336",semicircles,position_long,"135951904",semicircles,distance,"143.16",m,heart_rate,"148",bpm,altitude,"284.4",m,speed,"11.532",m/s,power,"338",watts,cadence,"99",rpm,enhanced_altitude,"284.4",m,enhanced_speed,"11.532",m/s,
Data,3,record,timestamp,"1074699090",s,position_lat,"563957120",semicircles,position_long,"135951712",semicircles,distance,"154.73",m,heart_rate,"148",bpm,altitude,"284.4",m,speed,"11.589",m/s,power,"316",watts,cadence,"98",rpm,enhanced_altitude,"284.4",m,enhanced_speed,"11.589",m/s,
Data,3,record,timestamp,"1074699091",s,position_lat,"563955904",semicircles,position_long,"135951552",semicircles,distance,"166.35",m,heart_rate,"148",bpm,altitude,"284.4",m,speed,"11.653",m/s,power,"319",watts,cadence,"98",rpm,enhanced_altitude,"284.4",m,enhanced_speed,"11.653",m/s,
Data,3,record,timestamp,"1074699092",s,position_lat,"563954688",semicircles,position_long,"135951392",semicircles,distance,"178.04",m,heart_rate,"149",bpm,altitude,"284.6",m,speed,"11.723",m/s,power,"292",watts,cadence,"98",rpm,enhanced_altitude,"284.6",m,enhanced_speed,"11.723",m/s,
Data,3,record,timestamp,"1074699093",s,position_lat,"563953408",semicircles,position_long,"135951200",semicircles,distance,"189.8",m,heart_rate,"150",bpm,altitude,"284.6",m,speed,"11.813",m/s,power,"312",watts,cadence,"98",rpm,enhanced_altitude,"284.6",m,enhanced_speed,"11.813",m/s,
Data,3,record,timestamp,"1074699094",s,position_lat,"563952128",semicircles,position_long,"135951040",semicircles,distance,"201.68",m,heart_rate,"153",bpm,altitude,"284.6",m,speed,"11.944",m/s,power,"317",watts,cadence,"98",rpm,enhanced_altitude,"284.6",m,enhanced_speed,"11.944",m/s,
Data,3,record,timestamp,"1074699095",s,position_lat,"563950848",semicircles,position_long,"135950864",semicircles,distance,"213.69",m,heart_rate,"154",bpm,altitude,"284.4",m,speed,"12.067",m/s,power,"301",watts,cadence,"97",rpm,enhanced_altitude,"284.4",m,enhanced_speed,"12.067",m/s,
Data,3,record,timestamp,"1074699096",s,position_lat,"563949568",semicircles,position_long,"135950704",semicircles,distance,"225.82",m,heart_rate,"154",bpm,altitude,"284.4",m,speed,"12.208",m/s,power,"338",watts,cadence,"98",rpm,enhanced_altitude,"284.4",m,enhanced_speed,"12.208",m/s,
Data,3,record,timestamp,"1074699097",s,position_lat,"563948288",semicircles,position_long,"135950544",semicircles,distance,"238.11",m,heart_rate,"154",bpm,altitude,"284.4",m,speed,"12.358",m/s,power,"330",watts,cadence,"98",rpm,enhanced_altitude,"284.4",m,enhanced_speed,"12.358",m/s,
