record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.1.target_power[watts],
"1110844562","-138828160","1992058880","0.76","12.799999999999955","0.91","37","0","14","12.799999999999955","0.91","0",
"1110844563","-138828080","1992058880","1.5","12.799999999999955","1.177","37","0","18","12.799999999999955","1.177","0",
"1110844564","-138827920","1992058880","2.83","12.799999999999955","1.481","49","0","23","12.799999999999955","1.481","0",
"1110844565","-138827760","1992058880","4.47","12.799999999999955","1.792","51","0","27","12.799999999999955","1.792","0",
"1110844566","-138827552","1992059008","6.44","12.799999999999955","2.149","132","0","1","12.799999999999955","2.149","0",
"1110844567","-138827296","1992059008","8.91","12.799999999999955","2.752","132","0","1","12.799999999999955","2.752","0",
"1110844568","-138826976","1992059264","11.91","12.799999999999955","3.277","135","0","50","12.799999999999955","3.277","0",
"1110844569","-138826624","1992059264","15.38","12.799999999999955","3.67","108","0","55","12.799999999999955","3.67","0",
"1110844570","-138826224","1992059392","19.25","12.799999999999955","3.938","108","0","55","12.799999999999955","3.938","0",
"1110844571","-138825792","1992059392","23.25","12.799999999999955","4.176","155","0","61","12.799999999999955","4.176","0",
"1110844572","-138825328","1992059392","27.62","12.799999999999955","4.506","117","0","63","12.799999999999955","4.506","0",
"1110844573","-138824848","1992059648","32.23","12.799999999999955","4.733","137","0","64","12.799999999999955","4.733","0",
"1110844574","-138824304","1992059648","37.18","13.0","4.982","123","0","65","13.0","4.982","0",
"1110844575","-138823776","1992059776","42.24","13.0","5.169","118","0","65","13.0","5.169","0",
"1110844576","-138823216","1992059776","47.43","13.0","5.325","103","0","66","13.0","5.325","0",
"1110844577","-138822640","1992060032","52.85","13.0","5.438","102","0","67","13.0","5.438","0",
"1110844578","-138822064","1992060032","58.36","13.0","5.545","110","0","70","13.0","5.545","0",
"1110844579","-138821472","1992060160","64.01","13.0","5.67","117","0","71","13.0","5.67","0",
"1110844580","-138820912","1992060544","69.63","13.0","5.807","116","0","71","13.0","5.807","0",
"1110844581","-138820368","1992060672","75.57","13.0","5.931","110","0","72","13.0","5.931","0",
"1110844582","-138819856","1992061056","81.47","13.0","6.033","113","0","72","13.0","6.033","0",
"1110844583","-138819376","1992061568","87.58","13.0","6.132","113","0","73","13.0","6.132","0",
"1110844584","-138818928","1992062208","93.85","13.0","6.25","111","0","73","13.0","6.25","0",
"1110844585","-138818512","1992062720","100.1","13.0","6.349","123","0","74","13.0","6.349","0",
"1110844586","-138818096","1992063232","106.6","13.0","6.499","121","0","74","13.0","6.499","0",
"1110844587","-138817728","1992063744","113.06","13.0","6.688","109","0","75","13.0","6.688","0",
"1110844588","-138817392","1992064512","119.99","13.0","6.815","115","0","75","13.0","6.815","0",
