record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.enhanced_speed[m/s],record.enhanced_altitude[m],record.heart_rate[bpm],record.temperature[C],record.unknown,record.enhanced_respiration_rate[Breaths/min],
"1090233423","519088556","-949924859","0.25","1.614","91.0","66","20","66",,,
"1090233424","519089031","-949924582","0.88","1.987","91.20000000000005","67","20","67",,,
"1090233425","519089126","-949924851","2.93","2.351","91.20000000000005","68","20","68",,,
"1090233426","519089223","-949925176","5.17","2.678","91.0","69","20","69",,,
"1090233427","519089243","-949925576","8.24","3.051","91.0","70","20","70",,,
"1090233428","519089211","-949925837","9.81","3.34","91.0","71","20","71","20.08",,
"1090233429","519089123","-949926165","13.13","3.592","91.0","72","20","72","20.08",,
"1090233430","519089026","-949926471","15.62","3.854","90.79999999999995","72","20","72","20.08",,
"1090233431","519088791","-949926992","19.74","4.124","91.0","73","20","73","20.08",,
"1090233432","519088674","-949927244","22.85","4.329","91.0","73","20","73","20.08",,
"1090233433","519088397","-949927690","27.27","4.591","91.0","73","20","73","19.49",,
"1090233434","519088137","-949928129","32.67","4.74","91.0","73","20","73","19.49",,
"1090233435","519087846","-949928600","38.2","4.861","91.0","73","20","73","19.49",,
"1090233436","519087564","-949929055","43.58","4.955","91.0","73","20","73","19.49",,
"1090233437","519087296","-949929479","49.18","4.945","91.0","74","20","74","19.68",,
"1090233438","519087293","-949929772","51.49","4.964","91.20000000000005","74","20","74","19.68",,
"1090233439","519086991","-949930207","57.03","4.833","91.0","74","20","74","19.68",,
"1090233440","519086678","-949930658","62.18","4.74","91.0","74","20","74","19.68",,
"1090233441","519086496","-949931051","65.4","4.656","91.0","73","20","73","19.68",,
"1090233442","519086200","-949931312","69.88","4.665","91.0","73","20","73","19.68",,
"1090233443","519086056","-949931350","70.92","4.143","91.0","72","20","72","19.42",,
"1090233444","519085978","-949931505","70.92","3.928","91.20000000000005","71","20","71","19.42",,
"1090233445","519086117","-949931546","70.92","3.182","91.20000000000005","70","20","70","19.42",,
"1090233446","519086693","-949931169","70.92","2.659","91.39999999999998","69","20","69","19.42",,
"1090233447","519086767","-949931246","70.92","2.193","91.39999999999998","69","20","69","17.67",,
"1090233448","519087041","-949931126","70.92","2.034","91.39999999999998","68","20","68","17.67",,
"1090233449","519087005","-949931301","70.92","2.323","91.39999999999998","68","20","68","17.67",,
"1090233450","519086904","-949931154","70.92","2.781","91.60000000000002","68","20","68","17.67",,
"1090233451","519086914","-949930923","70.92","3.322","91.60000000000002","67","20","67","17.67",,
"1090233452","519086740","-949930559","73.32","3.76","91.60000000000002","67","20","67","16.9",,
"1090233453","519086411","-949930158","77.71","4.003","91.60000000000002","67","20","67","16.9",,
"1090233454","519086086","-949929701","81.79","4.423","91.60000000000002","67","20","67","16.9",,
"1090233455","519085856","-949929063","85.98","4.563","91.60000000000002","67","20","67","16.9",,
"1090233456","519085780","-949928005","92.47","4.563","91.60000000000002","69","20","69","16.9",,
"1090233457","519085333","-949927232","99.83","4.525","91.60000000000002","70","20","70","16.78",,
"1090233458","519085158","-949926248","107.33","4.479","91.60000000000002","71","20","71","16.78",,
"1090233459","519084806","-949925506","113.94","4.432","91.79999999999995","72","20","72","16.78",,
"1090233460","519084402","-949924954","119.64","4.357","91.79999999999995","72","20","72","16.78",,
"1090233461","519084028","-949924333","125.6","4.329","91.79999999999995","73","20","73","16.78",,
"1090233462","519083792","-949923850","129.37","4.311","91.79999999999995","73","20","73","16.7",,
"1090233463","519083482","-949923388","133.6","4.367","91.79999999999995","73","20","73","16.7",,
"1090233464","519083357","-949922802","137.59","4.357","91.79999999999995","73","20","73","16.7",,
"1090233465","519083456","-949922073","142.58","4.199","92.0","72","20","72","16.7",,
"1090233466","519083382","-949921654","145.12","3.303","92.0","72","20","72","16.7",,
"1090233467","519083293","-949921015","148.43","3.583","92.0","71","20","71","16.25",,
"1090233468","519083532","-949920500","152.7","2.221","92.0","71","20","71","16.25",,
"1090233469","519083929","-949920443","156.51","2.855","92.0","71","20","71","16.25",,
"1090233470","519084218","-949920706","159.5","3.779","92.0","70","20","70","16.25",,
"1090233471","519084575","-949921147","163.92","4.609","92.20000000000005","70","20","70","16.25",,
"1090233472","519085061","-949921732","169.91","5.374","92.20000000000005","70","20","70","17.13",,
"1090233473","519085421","-949922405","175.69","5.346","92.20000000000005","70","20","70","17.13",,
"1090233474","519085820","-949923042","181.53","5.449","92.0","71","20","71","17.13",,
"1090233475","519086210","-949923608","186.7","5.514","91.79999999999995","72","20","72","17.13",,
"1090233476","519086621","-949924208","192.23","5.636","91.79999999999995","73","20","73","17.13",,
"1090233477","519087051","-949924809","197.93","5.71","91.79999999999995","75","20","75","16.14",,
"1090233478","519087471","-949925432","203.71","5.748","91.79999999999995","76","20","76","16.14",,
"1090233479","519087859","-949926071","209.28","5.682","91.79999999999995","77","20","77","16.14",,
"1090233480","519088206","-949926693","214.49","5.533","91.79999999999995","78","20","78","16.14",,
"1090233481","519088569","-949927302","219.76","5.44","92.0","79","20","79","16.14",,
"1090233482","519088977","-949927879","225.21","5.44","92.0","79","20","79","16.14",,
"1090233483","519089387","-949928465","230.66","5.617","92.0","80","20","80","15.88",,
"1090233484","519089786","-949929104","236.33","5.804","92.0","80","20","80","15.88",,
"1090233485","519090166","-949929763","241.96","5.841","91.79999999999995","80","20","80","15.88",,
"1090233486","519090547","-949930407","247.52","5.841","91.79999999999995","80","20","80","15.88",,
"1090233487","519090994","-949931006","253.3","5.869","91.79999999999995","79","20","79","15.31",,
"1090233488","519091449","-949931632","259.34","5.916","91.79999999999995","79","20","79","15.31",,
"1090233489","519091871","-949932277","265.17","5.916","91.79999999999995","79","20","79","15.31",,
"1090233490","519092299","-949932913","270.99","5.85","91.79999999999995","78","20","78","15.31",,
"1090233491","519092724","-949933557","276.87","5.766","92.0","78","20","78","15.31",,
"1090233492","519093142","-949934203","282.79","5.71","92.0","78","20","78","15.31",,
"1090233493","519093510","-949934882","288.61","5.701","92.0","78","20","78","16.51",,
"1090233494","519093887","-949935530","294.2","5.72","92.0","79","20","79","16.51",,
"1090233495","519094273","-949936152","299.74","5.72","92.20000000000005","80","20","80","16.51",,
"1090233496","519094652","-949936796","305.25","5.748","92.20000000000005","80","20","80","16.51",,
